"Key","MainFile","MainLine","TranslationFile","TranslationLine","English","Russian","BuiltinRussian"
"dragon_horn_end_desc","localization/english/artifacts/targ_artifacts_l_english.yml","34","localization/russian/targ_artifacts_l_russian.yml","35","\n\nAccording to some, dragon horns can be used for taming ancient beasts...","\n\nПо некоторым преданиям, древнее колдовство позволяет таким рогам служить для укрощения драконов...","\n\nПо мнению некоторых, драконьи рога могут использоваться для укрощения древних зверей..."
"dragon_horn_red_1","localization/english/valyrian_fsb_poses_l_english.yml","84","localization/russian/valyrian_fsb_poses_l_russian.yml","85","@valyrian_steel_icon! Dragon Horn Red","@valyrian_steel_icon! Красный драконий рог","@valyrian_steel_icon! Драконий рог красный"
"dragon_horn_red_2","localization/english/valyrian_fsb_poses_l_english.yml","85","localization/russian/valyrian_fsb_poses_l_russian.yml","86","@valyrian_steel_icon! Dragon Horn Red (Glow)","@valyrian_steel_icon! Красный драконий рог (свечение)","@valyrian_steel_icon! Драконий рог красный (Светиться)"
"dragon_horn_red_3","localization/english/valyrian_fsb_poses_l_english.yml","86","localization/russian/valyrian_fsb_poses_l_russian.yml","87","@valyrian_steel_icon! Dragon Horn Red (Glow/Blowing)","@valyrian_steel_icon! Красный драконий рог (свечение/трубление)","@valyrian_steel_icon! Драконий рог красный (Светиться/Дует)"
"dragon_horn_red_desc","localization/english/artifacts/targ_artifacts_l_english.yml","37","localization/russian/targ_artifacts_l_russian.yml","38","$dragon_horn_desc$\nThis horn is constructed with striking red metal inlays and trim, creating a dramatic contrast that accentuates its formidable presence. $dragon_horn_end_desc$","$dragon_horn_desc$\nАлые металлические вставки резко выделяются на поверхности рога и подчёркивают его грозное величие. $dragon_horn_end_desc$","$dragon_horn_desc$\nВ конструкции этого рога использованы яркие вставки и отделка из красного металла, создающие драматический контраст, подчеркивающий его грозный вид. $dragon_horn_end_desc$"
"dragon_horn_silver_1","localization/english/valyrian_fsb_poses_l_english.yml","92","localization/russian/valyrian_fsb_poses_l_russian.yml","93","@valyrian_steel_icon! Dragon Horn Silver","@valyrian_steel_icon! Серебряный драконий рог","@valyrian_steel_icon! Серебряный драконий рог"
"dragon_horn_silver_2","localization/english/valyrian_fsb_poses_l_english.yml","93","localization/russian/valyrian_fsb_poses_l_russian.yml","94","@valyrian_steel_icon! Dragon Horn Silver (Glow)","@valyrian_steel_icon! Серебряный драконий рог (свечение)","@valyrian_steel_icon! Серебряный драконий рог (Светиться)"
"dragon_horn_silver_3","localization/english/valyrian_fsb_poses_l_english.yml","94","localization/russian/valyrian_fsb_poses_l_russian.yml","95","@valyrian_steel_icon! Dragon Horn Silver (Glow/Blowing)","@valyrian_steel_icon! Серебряный драконий рог (свечение/трубление)","@valyrian_steel_icon! Серебряный драконий рог (Светиться/Дует)"
"dragon_horn_silver_desc","localization/english/artifacts/targ_artifacts_l_english.yml","35","localization/russian/targ_artifacts_l_russian.yml","36","$dragon_horn_desc$\nThis horn shines with a soft silver metal with a pale white trim. $dragon_horn_end_desc$","$dragon_horn_desc$\nРог мерцает мягким серебром с бледно-белой окантовкой. $dragon_horn_end_desc$","$dragon_horn_desc$\nЭтот рог блестит мягким серебристым металлом с бледно-белой окантовкой. $dragon_horn_end_desc$"
"dragon_horn_tan_1","localization/english/valyrian_fsb_poses_l_english.yml","88","localization/russian/valyrian_fsb_poses_l_russian.yml","89","@valyrian_steel_icon! Dragon Horn Tan","@valyrian_steel_icon! Песчаный драконий рог","@valyrian_steel_icon! Драконий рог светло-коричневый"
"dragon_horn_tan_2","localization/english/valyrian_fsb_poses_l_english.yml","89","localization/russian/valyrian_fsb_poses_l_russian.yml","90","@valyrian_steel_icon! Dragon Horn Tan (Glow)","@valyrian_steel_icon! Песчаный драконий рог (свечение)","@valyrian_steel_icon! Драконий рог светло-коричневый (Светиться)"
"dragon_horn_tan_3","localization/english/valyrian_fsb_poses_l_english.yml","90","localization/russian/valyrian_fsb_poses_l_russian.yml","91","@valyrian_steel_icon! Dragon Horn Tan (Glow/Blowing)","@valyrian_steel_icon! Песчаный драконий рог (свечение/трубление)","@valyrian_steel_icon! Драконий рог светло-коричневый (Светиться/Дует)"
"dragon_horn_tan_desc","localization/english/artifacts/targ_artifacts_l_english.yml","40","localization/russian/targ_artifacts_l_russian.yml","41","$dragon_horn_desc$\nThis horn has a smooth, sandy-colored surface with subtle natural striations and a warm, earthy glow. $dragon_horn_end_desc$","$dragon_horn_desc$\nГладкая песчаная поверхность рога с едва заметными природными прожилками отливает тёплым землистым светом. $dragon_horn_end_desc$","$dragon_horn_desc$\nЭтот рог имеет гладкую поверхность песочного цвета с едва заметными естественными полосами и теплым, землистым отблеском. $dragon_horn_end_desc$"
"DRAGON_PREFIX","localization/english/modifiers/valyrian_modifiers_l_english.yml","2","localization/russian/valyrian_modifiers_l_russian.yml","3","@temperament_icon!","@temperament_icon!","@temperament_icon!"
"dragon_whip_black","localization/english/valyrian_fsb_poses_l_english.yml","104","localization/russian/valyrian_fsb_poses_l_russian.yml","105","@valyrian_steel_icon! Dragon Whip Black","@valyrian_steel_icon! Чёрная драконья плеть","@valyrian_steel_icon! Драконий хлыст черный"
"dragon_whip_bronze","localization/english/valyrian_fsb_poses_l_english.yml","105","localization/russian/valyrian_fsb_poses_l_russian.yml","106","@valyrian_steel_icon! Dragon Whip Bronze","@valyrian_steel_icon! Бронзовая драконья плеть","@valyrian_steel_icon! Драконий хлыст бронзовый"
"dragon_whip_silver","localization/english/valyrian_fsb_poses_l_english.yml","106","localization/russian/valyrian_fsb_poses_l_russian.yml","107","@valyrian_steel_icon! Dragon Whip Silver","@valyrian_steel_icon! Серебряная драконья плеть","@valyrian_steel_icon! Драконий хлыст серебряный"
"drink_vs_goblet","localization/english/valyrian_fsb_poses_l_english.yml","109","localization/russian/valyrian_fsb_poses_l_russian.yml","110","@valyrian_steel_icon! Valyrian Steel Goblet (Drink)","@valyrian_steel_icon! Кубок из валирийской стали (пьёт)","@valyrian_steel_icon! Кубок из валирийской стали (Пить)"" ""@valyrian_steel_icon! Кубок из валирийской стали (Пить)"
"enchant_dragon_horn","localization/english/valyrian_decisions_l_english.yml","157","localization/russian/valyrian_decisions_l_russian.yml","158","Enchant Dragon Horn","Пробудить драконий рог","Зачаровать рог дракона"
"enchant_dragon_horn_confirm","localization/english/valyrian_decisions_l_english.yml","159","localization/russian/valyrian_decisions_l_russian.yml","160","Lets begin...","Начнём...","Приступим..."
"enchant_dragon_horn_desc","localization/english/valyrian_decisions_l_english.yml","158","localization/russian/valyrian_decisions_l_russian.yml","159","With a bit of my own blood I could unlock the full potential of this Dragon Horn.","Нескольких капель моей крови может хватить, чтобы пробудить истинную силу этого драконьего рога.","Немного собственной крови - и я смогу раскрыть весь потенциал этого драконьего рога."
"enchant_dragon_horn_tooltip","localization/english/valyrian_decisions_l_english.yml","162","localization/russian/valyrian_decisions_l_russian.yml","163","Enchanting this Dragon Horn will allow you to perform a ritual using the horn at a later date.","Пробуждение этого драконьего рога позволит позднее использовать его в ритуале связывания.","Зачаровав этот рог дракона, вы сможете позже провести ритуал с его использованием."
"enchant_dragon_horn_tooltip_2","localization/english/valyrian_decisions_l_english.yml","163","localization/russian/valyrian_decisions_l_russian.yml","164","An enchanted Dragon Horn will slowly wittle away at your health. Beware.","Пробуждённый драконий рог будет медленно подтачивать ваше здоровье. Остерегайтесь.","Зачарованный рог дракона будет медленно истощать ваше здоровье. Берегитесь."
"enchant_dragon_horn_tt","localization/english/valyrian_decisions_l_english.yml","160","localization/russian/valyrian_decisions_l_russian.yml","161","Unlock the secrets within this Dragon Horn","Пробудить тайную силу этого драконьего рога","Откройте секреты, заключенные в этом роге дракона."
"fund_expedition.00021.tt.a","localization/english/valyrian_decisions_l_english.yml","151","localization/russian/valyrian_decisions_l_russian.yml","152","For 200 Gold [choice.GetFirstName] will focus on finding Dragon Eggs","За 200 золота [choice.GetFirstName] сосредоточится на поиске драконьих яиц","За 200 золотых [choice.GetFirstName] сфокусируется на поиске драконьего яйца"
"fund_expedition.00021.tt.b","localization/english/valyrian_decisions_l_english.yml","152","localization/russian/valyrian_decisions_l_russian.yml","153","For 200 Gold [choice.GetFirstName] will focus on finding Valyrian Steel Weapons","За 200 золота [choice.GetFirstName] сосредоточится на поиске оружия из валирийской стали","За 200 золотых [choice.GetFirstName] сфокусируется на поиске оружия из валирийской стали"
"fund_expedition.00021.tt.c","localization/english/valyrian_decisions_l_english.yml","153","localization/russian/valyrian_decisions_l_russian.yml","154","For 100 Gold [choice.GetFirstName] will focus on finding Minor Trinkets","За 100 золота [choice.GetFirstName] сосредоточится на поиске малых валирийских артефактов","За 100 золотых [choice.GetFirstName] сфокусируется на поиске мелких драгоценностей"
"fund_expedition.00021.tt.d","localization/english/valyrian_decisions_l_english.yml","154","localization/russian/valyrian_decisions_l_russian.yml","155","[choice.GetFirstName] will focus on finding Dragon Eggs at no additional cost","[choice.GetFirstName] будет искать любые находки без дополнительной платы","[choice.GetFirstName] сфокусируется на поиске драконьего яйца без дополнительной платы"
"fund_expedition_0001.a","localization/english/valyrian_decisions_l_english.yml","29","localization/russian/valyrian_decisions_l_russian.yml","30","[optionOne.GetFirstName] seems brave, [optionOne.GetSheHe] will not fail me.","[optionOne.GetFirstName] не из робких. [optionOne.GetSheHe|U] не дрогнет в Дымном море.","[optionOne.GetFirstName] кажется храбрым кандидатом, [optionOne.GetSheHe] не подведет меня."
"fund_expedition_0001.a.tt","localization/english/valyrian_decisions_l_english.yml","34","localization/russian/valyrian_decisions_l_russian.yml","35","[optionOne.GetFirstName] will lead the expedition to Old Valyria.","[optionOne.GetFirstName] возглавит экспедицию в Старую Валирию.","[optionOne.GetFirstName] возглавит экспедицию в Старую Валирию."
"fund_expedition_0001.b","localization/english/valyrian_decisions_l_english.yml","30","localization/russian/valyrian_decisions_l_russian.yml","31","I believe that [optionTwo.GetFirstName] has the skill to accomplish this adventure.","Верю, у [optionTwo.GetFirstName] хватит мастерства для этого пути.","[optionTwo.GetFirstName] обладает достаточными навыками для выполнения этой авантюры."
"fund_expedition_0001.b.tt","localization/english/valyrian_decisions_l_english.yml","35","localization/russian/valyrian_decisions_l_russian.yml","36","[optionTwo.GetFirstName] will lead the expedition to Old Valyria.","[optionTwo.GetFirstName] возглавит экспедицию в Старую Валирию.","[optionTwo.GetFirstName] возглавит экспедицию в Старую Валирию."
"fund_expedition_0001.c","localization/english/valyrian_decisions_l_english.yml","31","localization/russian/valyrian_decisions_l_russian.yml","32","[optionThree.GetFirstName] seems promising...Send [optionThree.GetHerHim] to the smoking sea!","[optionThree.GetFirstName] выглядит достойно... Отправить [optionThree.GetHerHim] в Дымное море!","[optionThree.GetFirstName] кажется многообещающим... Отправьте [optionThree.GetHerHim] в дымное море!"
"fund_expedition_0001.c.tt","localization/english/valyrian_decisions_l_english.yml","36","localization/russian/valyrian_decisions_l_russian.yml","37","[optionThree.GetFirstName] will lead the expedition to Old Valyria.","[optionThree.GetFirstName] возглавит экспедицию в Старую Валирию.","[optionThree.GetFirstName] возглавит экспедицию в Старую Валирию."
"fund_expedition_0001.d","localization/english/valyrian_decisions_l_english.yml","32","localization/russian/valyrian_decisions_l_russian.yml","33","They all fail to impress me.","Никто из них не внушает мне доверия.","Все они не производят на меня впечатления."
"fund_expedition_0001_desc","localization/english/valyrian_decisions_l_english.yml","27","localization/russian/valyrian_decisions_l_russian.yml","28","Word of my interest in funding a voyage to Old Valyria has spread quickly within my realm. Despite the danger posed by travelling there, a handful of brave souls have answered my call.\n\n[optionOne.GetFirstName], [optionTwo.GetFirstName], and [optionThree.GetFirstName] stand before me, each petitioning me to lead the expedition.","Слух о том, что я готов снарядить экспедицию в Старую Валирию, быстро разошёлся по моей державе. Даже страх перед Дымным морем не отпугнул всех, кто жаждет славы и древних артефактов: несколько храбрецов откликнулись на мой призыв.\n\n[optionOne.GetFirstName], [optionTwo.GetFirstName] и [optionThree.GetFirstName] стоят передо мной; каждый просит доверить экспедицию именно ему.","Слух о моей заинтересованности в финансировании путешествия в Старую Валирию быстро распространился в моем королевстве. Несмотря на опасность путешествия, горстка отважных душ откликнулась на мой призыв.\n\n[optionOne.GetFirstName], [optionTwo.GetFirstName] и [optionThree.GetFirstName] стоят передо мной, каждый из них просит меня возглавить экспедицию."
"fund_expedition_0001_t","localization/english/valyrian_decisions_l_english.yml","26","localization/russian/valyrian_decisions_l_russian.yml","27","A journey into the Smoking Sea","Путь в Дымное море","Путешествие в Дымное море"
"fund_expedition_0002.a","localization/english/valyrian_decisions_l_english.yml","38","localization/russian/valyrian_decisions_l_russian.yml","39","Farewell [choice.GetFirstName]...","Прощай, [choice.GetFirstName]...","Прощай [choice.GetFirstName]..."
"fund_expedition_0002_desc","localization/english/valyrian_decisions_l_english.yml","39","localization/russian/valyrian_decisions_l_russian.yml","40","[choice.GetFirstName] meets me at the docks, [choice.GetSheHe] has collected a decent crew and enough men to carry out the voyage to Old Valyria. [choice.GetSheHe|U] bows before me and speaks.\n\n""[ROOT.Char.GetTitledFirstName], I will not fail you. I will return to you with the treasures that were lost long ago in the Doom. You have my word""\n\nWith that [choice.GetSheHe] departs, taking [choice.GetHerHis] ship and [choice.GetHerHis] men westward into the Smoking Sea","[choice.GetFirstName] встречает меня на пристани. [choice.GetSheHe|U] [Select_CString(choice.IsFemale, 'собрала', 'собрал' )] добротную команду и достаточно людей, чтобы отправиться в Старую Валирию. [choice.GetSheHe|U] склоняется передо мной и говорит:\n\n«[ROOT.Char.GetTitledFirstName], я не подведу вас. Я вернусь с сокровищами, утраченными со времён Рока Валирии. Даю слово».\n\nС этими словами [choice.GetSheHe] отплывает на запад, уводя корабль и команду в Дымное море.","[choice.GetFirstName] встречает меня в доках, [choice.GetSheHe] [Select_CString(choice.IsFemale, 'собрала', 'собрал')] приличную команду и достаточно людей, чтобы совершить путешествие в Старую Валирию. [choice.GetSheHe|U] склоняется передо мной и говорит.\n\n""[ROOT.Char.GetTitledFirstName], я не подведу вас. Я вернусь к вам с сокровищами, которые были потеряны давным-давно в Роке. Даю вам слово.\n\nС этим [choice.GetSheHe] уходит, ведя [choice.GetHerHis] корабль и [choice.GetHerHis] людей на запад, в Дымное море."
"fund_expedition_00021.a","localization/english/valyrian_decisions_l_english.yml","145","localization/russian/valyrian_decisions_l_russian.yml","146","Find me a Dragon Egg...","Найди мне драконье яйцо...","Найди мне драконье яйцо..."
"fund_expedition_00021.b","localization/english/valyrian_decisions_l_english.yml","146","localization/russian/valyrian_decisions_l_russian.yml","147","Bring me a weapon of Valyrian Steel...","Привези мне оружие из валирийской стали...","Принеси мне оружие из валирийской стали..."
"fund_expedition_00021.c","localization/english/valyrian_decisions_l_english.yml","147","localization/russian/valyrian_decisions_l_russian.yml","148","Bring back a Trinket...","Вернись с малым валирийским артефактом...","Принеси мне драгоценности..."
"fund_expedition_00021.d","localization/english/valyrian_decisions_l_english.yml","148","localization/russian/valyrian_decisions_l_russian.yml","149","Anything will do...","Подойдёт любая находка...","Все, что угодно..."
"fund_expedition_00021.e","localization/english/valyrian_decisions_l_english.yml","149","localization/russian/valyrian_decisions_l_russian.yml","150","Nevermind, cancel the trip...","Нет. Отменить плавание...","Неважно, отмени поездку..."
"fund_expedition_00021_desc","localization/english/valyrian_decisions_l_english.yml","143","localization/russian/valyrian_decisions_l_russian.yml","144","[choice.GetFirstName] gathers a crew and prepares to leave at once. While my instructions are to find any artifacts, with a bit of extra gold it is likely that [choice.GetFirstName] could focus [choice.GetHerHis] efforts on finding a specific item...","[choice.GetFirstName] собирает команду и готовится немедленно отплыть. Я велел искать любые артефакты, но за дополнительное золото [choice.GetFirstName], вероятно, сможет сосредоточить усилия на конкретном типе находки...","[choice.GetFirstName] собирает команду и готовится немедленно отправиться в путь. Хотя в мои указания входит поиск любых артефактов, с небольшим количеством дополнительного золота, вероятно, [choice.GetFirstName] сможет направить усилия [choice.GetHerHis] на поиск конкретного предмета..."
"fund_expedition_0004.a","localization/english/valyrian_decisions_l_english.yml","43","localization/russian/valyrian_decisions_l_russian.yml","44","What a disaster...","Старая Валирия снова взяла своё...","Какая катастрофа..."
"fund_expedition_0004_desc","localization/english/valyrian_decisions_l_english.yml","42","localization/russian/valyrian_decisions_l_russian.yml","43","At this point [choice.GetFirstName] and [choice.GetHerHis] crew are long overdue...\n\nI fear that Valyria has claimed yet another soul...","[choice.GetFirstName] и команда [choice.GetFirstNamePossessive] должны были вернуться уже давно...\n\nБоюсь, Старая Валирия забрала ещё одну душу.","На данный момент [choice.GetFirstName] и [choice.GetHerHis] экипажу давно пора вернутся...\n\nЯ боюсь, что Валирия забрала еще одну душу..."
"fund_expedition_0004_t","localization/english/valyrian_decisions_l_english.yml","41","localization/russian/valyrian_decisions_l_russian.yml","42","A failed expedition","Экспедиция не вернулась","Неудачная экспедиция"
"fund_expedition_0005.a","localization/english/valyrian_decisions_l_english.yml","49","localization/russian/valyrian_decisions_l_russian.yml","50","I pray for [choice.GetHerHis] speedy recovery...","Молюсь, чтобы [choice.GetFirstName] [Select_CString(choice.IsFemale, 'оправилась', 'оправился' )]...","Я молюсь за [choice.GetHerHis] скорейшее выздоровление..."
"fund_expedition_0005_desc","localization/english/valyrian_decisions_l_english.yml","48","localization/russian/valyrian_decisions_l_russian.yml","49","I hear word that [choice.GetFirstNamePossessive] ship has been sighted. In time the ship makes its way to dock...\n\nAs I arrive to congratulate [choice.GetFirstName] for [choice.GetHerHis] safe return I spot [choice.GetHerHim] being dragged off the ship by [choice.GetHerHis] crew. Something clearly went horribly wrong during the journey.","До меня доходят вести, что корабль [choice.GetFirstNamePossessive] заметили у берега. Вскоре он входит в гавань...\n\nЯ прихожу поздравить [choice.GetFirstName] с благополучным возвращением, но вижу, как команда стаскивает [choice.GetHerHim] с палубы. Что бы ни случилось в Дымном море, плавание оставило страшный след на [choice.GetFirstName].","Я слышал, что корабль [choice.GetFirstNamePossessive] был замечен. Через некоторое время корабль прибывает в док...\n\nКогда я прибыл поздравить [choice.GetFirstName] с благополучным возвращением, я увидел, что [choice.GetHerHis] вытаскивают с [choice.GetHerHis] корабля. Что-то явно пошло не так во время путешествия."
"fund_expedition_0005_t","localization/english/valyrian_decisions_l_english.yml","47","localization/russian/valyrian_decisions_l_russian.yml","48","The expedition returns","Экспедиция возвращается","Экспедиция возвращается"
"fund_expedition_0006.a","localization/english/valyrian_decisions_l_english.yml","56","localization/russian/valyrian_decisions_l_russian.yml","57","Impressive...","Впечатляет...","Впечатляет..."
"fund_expedition_0006_alt_desc","localization/english/valyrian_decisions_l_english.yml","54","localization/russian/valyrian_decisions_l_russian.yml","55","[choice.GetFirstName] slowly opens the box and pulls out the artifact. [choice.GetSheHe|U] hands me a [newly_created_artifact.GetName]!\n\n""Valyrian Steel my [ROOT.Char.GetLadyLord]. May it serve you well."" [choice.GetSheHe|U] says.","[choice.GetFirstName] откидывает крышку сундука и достаёт артефакт. [choice.GetSheHe|U] вручает мне [newly_created_artifact.GetName]!\n\n«Валирийская сталь, [ROOT.Char.GetLadyLord]. Пусть она верно служит вам», — говорит [choice.GetSheHe].","[choice.GetFirstName] медленно открывает ящик и достает артефакт. [choice.GetSheHe|l] вручает мне [newly_created_artifact.GetName]!\n\n ""Валирийская сталь, [Select_CString(ROOT.Char.IsFemale, 'моя', ' мой')] [ROOT.Char.GetLadyLord]. Да послужит она вам на благо."" говорит [choice.GetSheHe|l]."
"fund_expedition_0006_desc","localization/english/valyrian_decisions_l_english.yml","53","localization/russian/valyrian_decisions_l_russian.yml","54","One of the crew members approaches me afterward and brings me to a box that [choice.GetFirstName] had set aside for me. I open the box to discover a [newly_created_artifact.GetName]!","Позже моряк из команды ведёт меня к сундуку, который [choice.GetFirstName] [Select_CString(choice.IsFemale, 'оставила', 'оставил' )] для меня. Внутри — [newly_created_artifact.GetName]!","После этого ко мне подходит один из членов команды и подводит меня к ящику, который [choice.GetFirstName] [Select_CString(choice.IsFemale, 'отложила', 'отложил')] для меня. Я открываю ящик и обнаруживаю [newly_created_artifact.GetName]!"
"fund_expedition_0006_t","localization/english/valyrian_decisions_l_english.yml","52","localization/russian/valyrian_decisions_l_russian.yml","53","A remnant of Old Valyria","Осколок Старой Валирии","Остатки старой Валирии"
"fund_expedition_0007.a","localization/english/valyrian_decisions_l_english.yml","77","localization/russian/valyrian_decisions_l_russian.yml","78","[choice.GetFirstName] may have brought back more than just treasure...","[choice.GetFirstName], возможно, [Select_CString(choice.IsFemale, 'принесла', 'принёс' )] из Старой Валирии не только сокровища...","[choice.GetFirstName], возможно, [Select_CString(choice.IsFemale, 'принесла', 'принёс' )] не только сокровища..."
"fund_expedition_0007_desc","localization/english/valyrian_decisions_l_english.yml","76","localization/russian/valyrian_decisions_l_russian.yml","77","I hear word that [choice.GetFirstNamePossessive] ship has been sighted. In time the ship makes its way to dock...\n\nAs I arrive to congratulate [choice.GetFirstName] for [choice.GetHerHis] safe return I immediately notice something is wrong. [choice.GetFirstName] is visibly sick. [choice.GetSheHe|U] approaches me and begins to speak. \n\n""[ROOT.Char.GetTitledFirstName]...I...never..."" before [choice.GetSheHe] could finish [choice.GetSheHe] collapses in front of me. My men drag [choice.GetHerHim] to the healers for further examination...\n\nI also notice that several of [choice.GetFirstNamePossessive] crew are also suffering from the same illness...","До меня доходят вести, что корабль [choice.GetFirstNamePossessive] заметили у берега. Вскоре он входит в гавань...\n\nЯ прихожу поздравить [choice.GetFirstName] с благополучным возвращением и сразу понимаю: дело неладно. [choice.GetFirstName] выглядит [Select_CString(choice.IsFemale, 'смертельно больной', 'смертельно больным' )]. [choice.GetSheHe|U] делает несколько шагов ко мне и пытается заговорить:\n\n«[ROOT.Char.GetTitledFirstName]... я... никогда...» — но [choice.GetSheHe] не успевает закончить и падает прямо передо мной. Мои люди уносят [choice.GetHerHim] к лекарям...\n\nЯ замечаю, что несколько членов команды [choice.GetFirstNamePossessive] страдают от той же валирийской хвори.","Я слышал, что корабль [choice.GetFirstNamePossessive] был замечен. Через некоторое время корабль прибывает в док...\n\nКогда я прибыл поздравить [choice.GetFirstName] с благополучным возвращением, я сразу заметил, что что-то не так. [choice.GetFirstName] заметно [Select_CString(choice.IsFemale, 'больна', 'болен' )].  [choice.GetSheHe|U] подходит ко мне и начинает говорить. \n\n""[ROOT.Char.GetTitledFirstName]... я... никогда..."" прежде чем  [choice.GetSheHe]  [Select_CString(choice.IsFemale, 'смогла', 'смог')] закончить [choice.GetSheHe] [Select_CString(victor.IsFemale, 'рухнула', 'рухнул')] передо мной. Мои люди тащат [choice.GetHerHim] к целителям для дальнейшего осмотра...\n\nЯ также заметил, что несколько членов команды [choice.GetFirstNamePossessive] также страдают от той же болезни..."
"fund_expedition_0007_t","localization/english/valyrian_decisions_l_english.yml","75","localization/russian/valyrian_decisions_l_russian.yml","76","The expedition returns","Экспедиция возвращается","Экспедиция возвращается"
"fund_expedition_0008_alt_desc","localization/english/valyrian_decisions_l_english.yml","61","localization/russian/valyrian_decisions_l_russian.yml","62","[choice.GetFirstName] slowly opens the box and pulls out the artifact. [choice.GetSheHe|U] hands me an unhatched [newly_created_artifact.GetName]!\n\nWhile it likely will never hatch, this egg is a reminder of what gave the Valyrians their power and gives hope that the might of Dragons may one day return.\n\n""A dragon egg my [ROOT.Char.GetLadyLord]. May it bring you good fortune."" [choice.GetSheHe|U] says.","[choice.GetFirstName] открывает сундук и осторожно достаёт артефакт. [choice.GetSheHe|U] протягивает мне невылупившееся [newly_created_artifact.GetName]!\n\nДаже если из этого яйца, скорее всего, уже никогда не вылупится дракон, оно напоминает о силе, которую драконы даровали валирийцам, и оставляет надежду: быть может, мощь драконов однажды вернётся.\n\n«Драконье яйцо, [ROOT.Char.GetLadyLord]. Пусть оно принесёт вам удачу», — говорит [choice.GetSheHe].","[choice.GetFirstName] медленно открывает коробку и достает артефакт. [choice.GetSheHe|l] протягивает мне невылупившийся [newly_created_artifact.GetName].\n\nХотя оно, скорее всего, никогда не вылупится, это яйцо напоминает о том, что дало валирийцам их силу, и дает надежду, что могущество драконов когда-нибудь вернется.\n\n ""Яйцо дракона, [Select_CString(ROOT.Char.IsFemale, 'моя', ' мой')] [ROOT.Char.GetLadyLord]. Пусть оно принесет вам удачу"". говорит [choice.GetSheHe|l]."
"fund_expedition_0008_desc","localization/english/valyrian_decisions_l_english.yml","59","localization/russian/valyrian_decisions_l_russian.yml","60","One of the crew members approaches me afterward and brings me to a box that [choice.GetFirstName] had set aside for me. I open the box to discover a [newly_created_artifact.GetName]!\n\nWhile it likely will never hatch, this egg is a reminder of what gave the Valyrians their power and gives hope that the might of Dragons may one day return.","Позже один из матросов показывает мне сундук, который [choice.GetFirstName] [Select_CString(choice.IsFemale, 'оставила', 'оставил' )] для меня. Внутри — [newly_created_artifact.GetName]!\n\nДаже если из этого яйца, скорее всего, уже никогда не вылупится дракон, оно напоминает о силе, которую драконы даровали валирийцам, и оставляет надежду: быть может, мощь драконов однажды вернётся.","После этого один из членов команды подходит ко мне и подводит меня к коробке, которую [choice.GetFirstName] [Select_CString(choice.IsFemale, 'отложила', 'отложил')] для меня. Я открываю ящик и обнаруживаю [newly_created_artifact.GetName]!\n\nХотя оно, скорее всего, никогда не вылупится, это яйцо напоминает о том, что дало валирийцам их силу, и дает надежду на то, что могущество драконов однажды может вернуться."
"fund_expedition_0009_alt_desc","localization/english/valyrian_decisions_l_english.yml","66","localization/russian/valyrian_decisions_l_russian.yml","67","[choice.GetFirstName] slowly opens the box and pulls out the artifact. [choice.GetSheHe|U] hands me a [newly_created_artifact.GetName]!\n\nGlass candles are rumored to allow sorcerers can see across mountains, seas and deserts. It is said that the flame of the candle can give men visions and dreams and allow them communicate with one another half a world apart.\n\n[choice.GetSheHe|U] also hands me a purse of gold. ""Gold to cover some of the expenses of the journey, my [ROOT.Char.GetLadyLord]"" [choice.GetSheHe|U] says.","[choice.GetFirstName] приподнимает крышку сундука и достаёт артефакт. [choice.GetSheHe|U] вручает мне [newly_created_artifact.GetName]!\n\nПо слухам, стеклянные свечи позволяют колдунам видеть сквозь горы, моря и пустыни. Их пламя дарует видения и сны, а также позволяет людям беседовать друг с другом через полмира.\n\n[choice.GetSheHe|U] также вручает мне кошель с золотом. «Это покроет часть расходов на экспедицию, [ROOT.Char.GetLadyLord]», — говорит [choice.GetSheHe].","[choice.GetFirstName] медленно открывает коробку и достает артефакт. [choice.GetSheHe|l] протягивает мне [newly_created_artifact.GetName]!\n\nПо слухам, стеклянные свечи позволяют колдунам видеть через горы, моря и пустыни. Говорят, что пламя свечи может дарить людям видения и сны и позволять им общаться друг с другом на расстоянии в полмира.\n\n[choice.GetSheHe|l] также вручает мне кошелек с золотом. ""Золото, чтобы покрыть некоторые расходы на путешествие, [Select_CString(ROOT.Char.IsFemale, 'моя', ' мой')] [ROOT.Char.GetLadyLord]"" [choice.GetSheHe|l] говорит."
