LogLine,Component,Owner,Symbols,SourceMods,Message
1375,pdxassetutil.cpp:556,COW-AGOT: 3D Models & Bigger Castles,,,UV-Set: 1 in mesh 'dunstonbury_upper' in file 'gfx/models/buildings/special/dunstonbury/dunstonbury.mesh' has no valid triangle to use when calculating texture streaming factor. Texture streaming needs a triangle with an area.
1376,pdxassetutil.cpp:556,COW-AGOT: 3D Models & Bigger Castles,,,UV-Set: 3 in mesh 'dunstonbury_upper' in file 'gfx/models/buildings/special/dunstonbury/dunstonbury.mesh' has no valid triangle to use when calculating texture streaming factor. Texture streaming needs a triangle with an area.
1377,pdxassetutil.cpp:2002,COW-AGOT: 3D Models & Bigger Castles,,,"Asset ""gfx/models/buildings/special/dunstonbury/dunstonbury.mesh"" has more than 3 UV channels. This is not supported and will be ignored."
1378,pdxassetutil.cpp:556,COW-AGOT: 3D Models & Bigger Castles,,,UV-Set: 1 in mesh 'dunstonbury_stone_ground' in file 'gfx/models/buildings/special/dunstonbury/dunstonbury.mesh' has no valid triangle to use when calculating texture streaming factor. Texture streaming needs a triangle with an area.
1379,pdxassetutil.cpp:556,COW-AGOT: 3D Models & Bigger Castles,,,UV-Set: 1 in mesh 'dunstonbury_windows' in file 'gfx/models/buildings/special/dunstonbury/dunstonbury.mesh' has no valid triangle to use when calculating texture streaming factor. Texture streaming needs a triangle with an area.
1409,pdx_entity.cpp:666,,western_walls_05_entity,COW-AGOT: 3D Models & Bigger Castles,"Failed to find entity ""western_walls_05_entity"" for attachment in"
1410,pdx_entity.cpp:666,,western_walls_06_entity,COW-AGOT: 3D Models & Bigger Castles,"Failed to find entity ""western_walls_06_entity"" for attachment in"
1411,pdx_entity.cpp:666,,western_walls_07_entity,COW-AGOT: 3D Models & Bigger Castles,"Failed to find entity ""western_walls_07_entity"" for attachment in"
1412,pdx_entity.cpp:666,,india_walls_05_entity,COW-AGOT: 3D Models & Bigger Castles,"Failed to find entity ""india_walls_05_entity"" for attachment in"
1413,pdx_entity.cpp:666,,india_walls_06_entity,COW-AGOT: 3D Models & Bigger Castles,"Failed to find entity ""india_walls_06_entity"" for attachment in"
1414,pdx_entity.cpp:666,,india_walls_07_entity,COW-AGOT: 3D Models & Bigger Castles,"Failed to find entity ""india_walls_07_entity"" for attachment in"
1415,pdx_entity.cpp:666,,mediterranean_walls_05_entity,COW-AGOT: 3D Models & Bigger Castles,"Failed to find entity ""mediterranean_walls_05_entity"" for attachment in"
1416,pdx_entity.cpp:666,,mediterranean_walls_06_entity,COW-AGOT: 3D Models & Bigger Castles,"Failed to find entity ""mediterranean_walls_06_entity"" for attachment in"
1417,pdx_entity.cpp:666,,mediterranean_walls_07_entity,COW-AGOT: 3D Models & Bigger Castles,"Failed to find entity ""mediterranean_walls_07_entity"" for attachment in"
1418,pdx_entity.cpp:666,,fp2_building_iberian_wall_05_entity,COW-AGOT: 3D Models & Bigger Castles,"Failed to find entity ""fp2_building_iberian_wall_05_entity"" for attachment in"
1419,pdx_entity.cpp:666,,fp2_building_iberian_wall_06_entity,COW-AGOT: 3D Models & Bigger Castles,"Failed to find entity ""fp2_building_iberian_wall_06_entity"" for attachment in"
1420,pdx_entity.cpp:666,,fp2_building_iberian_wall_07_entity,COW-AGOT: 3D Models & Bigger Castles,"Failed to find entity ""fp2_building_iberian_wall_07_entity"" for attachment in"
1421,pdx_entity.cpp:666,,walls_05_marrakesh_entity,COW-AGOT: 3D Models & Bigger Castles,"Failed to find entity ""walls_05_marrakesh_entity"" for attachment in"
1422,pdx_entity.cpp:666,,western_walls_05_paris_entity,COW-AGOT: 3D Models & Bigger Castles,"Failed to find entity ""western_walls_05_paris_entity"" for attachment in"
1423,pdx_entity.cpp:666,,western_walls_07_london_entity,COW-AGOT: 3D Models & Bigger Castles,"Failed to find entity ""western_walls_07_london_entity"" for attachment in"
1424,pdx_entity.cpp:666,,western_walls_06_london_entity,COW-AGOT: 3D Models & Bigger Castles,"Failed to find entity ""western_walls_06_london_entity"" for attachment in"
1425,pdx_entity.cpp:666,,western_walls_05_london_entity,COW-AGOT: 3D Models & Bigger Castles,"Failed to find entity ""western_walls_05_london_entity"" for attachment in"
1426,pdx_entity.cpp:666,,mediterranean_walls_05_thes_entity,COW-AGOT: 3D Models & Bigger Castles,"Failed to find entity ""mediterranean_walls_05_thes_entity"" for attachment in"
1427,pdx_entity.cpp:666,,mena_walls_05_entity,COW-AGOT: 3D Models & Bigger Castles,"Failed to find entity ""mena_walls_05_entity"" for attachment in"
1428,pdx_entity.cpp:666,,mena_walls_06_entity,COW-AGOT: 3D Models & Bigger Castles,"Failed to find entity ""mena_walls_06_entity"" for attachment in"
1429,pdx_entity.cpp:666,,mena_walls_07_entity,COW-AGOT: 3D Models & Bigger Castles,"Failed to find entity ""mena_walls_07_entity"" for attachment in"
1430,pdx_entity.cpp:666,,mediterranean_walls_05_genoa_entity,COW-AGOT: 3D Models & Bigger Castles,"Failed to find entity ""mediterranean_walls_05_genoa_entity"" for attachment in"
1431,pdx_entity.cpp:666,,mediterranean_walls_05_rome_entity,COW-AGOT: 3D Models & Bigger Castles,"Failed to find entity ""mediterranean_walls_05_rome_entity"" for attachment in"
1432,pdx_entity.cpp:666,,mediterranean_walls_05_constantinople_entity,COW-AGOT: 3D Models & Bigger Castles,"Failed to find entity ""mediterranean_walls_05_constantinople_entity"" for attachment in"
1436,portraitaccessories.cpp:65,AGOT Submod Core,,,could not find entity [smc_alicent_dress_03_entity] - file: gfx/portraits/accessories/smc_clothing.txt line: 24 (female_clothes_smc_alicent_dress_03)
1437,portraitaccessories.cpp:65,AGOT Submod Core,,,could not find entity [smc_alicent_dress_04_entity] - file: gfx/portraits/accessories/smc_clothing.txt line: 28 (female_clothes_smc_alicent_dress_04)
9758,jomini_dynamicdescription.cpp:66,,show_notifications_decision_tooltip,,Unrecognized loc key show_notifications_decision_tooltip. show_notifications_decision
9759,decision_type.cpp:224,,show_notifications_decision,Clear Notifications,show_notifications_decision has 'ai_check_interval'/'ai_check_interval_by_tier' that's negative or unset. Setting to 0 instead
9937,jomini_scriptvalue.h:459,,,,Cannot use GetMinValue without a value set
9996,character_currency_effects_impl.cpp:227,Legacy Of The Dragon,,,Negative value in remove_short_term_gold: -450. file: events/decisions_events/buy_ruby_crown_events.txt line: 54 (buy_ruby_crown.0999:immediate)
10012,portraitcontext.cpp:239,AGOT Bookmarked,,,Trying to read gene props_right a second time at file: common/bookmark_portraits/bookmark_299_asha_greyjoy.txt line: 215 (bookmark_299_asha_greyjoy)
10013,jomini_eventmanager.cpp:428,AGOT - Crowns of Westeros,,,"Duplicated event ID 'agot_activity_commission_crown.0001' found. New Location: 'file: events/activities/agot_coronation_activity/agot_activity_events_crown_commission.txt line: 3 (agot_activity_commission_crown.0001)', Previous Location: 'file: events/activities/agot_coronation_activity/agot_activity_events_crown_commission.txt line: 3 (agot_activity_commission_crown.0001)'"
10023,portraitcontext.cpp:239,AGOT Bookmarked,,,Trying to read gene props_right a second time at file: common/bookmark_portraits/bookmark_99_aurion_varezys.txt line: 211 (bookmark_99_aurion_varezys)
10025,pdx_persistent_reader.cpp:216,COW-AGOT: 3D Models & Bigger Castles,,,"Error: ""Unexpected token: rhoynish_religion_opinion, near line: 1760"" in file: ""common/buildings/yy_agotcities_special_buildings_westeros.txt"" near line: 1760"
10026,pdx_persistent_reader.cpp:216,COW-AGOT: 3D Models & Bigger Castles,,,"Error: ""Unexpected token: rhoynish_religion_opinion, near line: 1767"" in file: ""common/buildings/yy_agotcities_special_buildings_westeros.txt"" near line: 1767"
10027,pdx_persistent_reader.cpp:216,COW-AGOT: 3D Models & Bigger Castles,,,"Error: ""Unknown trigger: holding, near line: 2364"" in file: ""common/buildings/yy_agotcities_special_buildings_westeros.txt"" near line: 2369"
10028,pdx_persistent_reader.cpp:216,Divine Intervention Cheat Menu,,,"Error: ""Unexpected token: confucian_education_xp_gain_mult, near line: 4047"" in file: ""common/modifiers/DI_modifiers.txt"" near line: 4047"
10029,pdx_persistent_reader.cpp:216,AGOT - Crowns of Westeros,,,"Error: ""Unexpected token: valeman_opinion, near line: 447"" in file: ""common/modifiers/ntc_artifact_modifiers.txt"" near line: 447"
10030,pdx_persistent_reader.cpp:216,AGOT - Crowns of Westeros,,,"Error: ""Unexpected token: valeman_opinion, near line: 456"" in file: ""common/modifiers/ntc_artifact_modifiers.txt"" near line: 456"
10031,pdx_persistent_reader.cpp:216,AGOT - Crowns of Westeros,,,"Error: ""Unexpected token: valeman_opinion, near line: 605"" in file: ""common/modifiers/ntc_artifact_modifiers.txt"" near line: 605"
10032,jomini_script_argument.cpp:227,A Game of Thrones,,,Compiling source for agot_create_artifact_aegon_i_crown_effect failed for missing arguments: CREATOR. At file: common/scripted_effects/00_agot_artifact_crowns_effects.txt line: 78 (agot_create_artifact_aegon_i_crown_effect)
10033,jomini_script_argument.cpp:227,A Game of Thrones,,,Compiling source for agot_create_artifact_aenys_crown_effect failed for missing arguments: CREATOR. At file: common/scripted_effects/00_agot_artifact_crowns_effects.txt line: 228 (agot_create_artifact_aenys_crown_effect)
10034,jomini_script_argument.cpp:227,A Game of Thrones,,,Compiling source for agot_create_artifact_jaehaerys_crown_effect failed for missing arguments: CREATOR. At file: common/scripted_effects/00_agot_artifact_crowns_effects.txt line: 314 (agot_create_artifact_jaehaerys_crown_effect)
10035,jomini_script_argument.cpp:227,A Game of Thrones,,,Compiling source for agot_create_artifact_aegon_iii_crown_effect failed for missing arguments: CREATOR. At file: common/scripted_effects/00_agot_artifact_crowns_effects.txt line: 434 (agot_create_artifact_aegon_iii_crown_effect)
10036,jomini_script_argument.cpp:227,A Game of Thrones,,,Compiling source for agot_create_artifact_baelors_crown_effect failed for missing arguments: CREATOR. At file: common/scripted_effects/00_agot_artifact_crowns_effects.txt line: 498 (agot_create_artifact_baelors_crown_effect)
10037,jomini_script_argument.cpp:227,A Game of Thrones,,,Compiling source for agot_create_artifact_aegon_iv_crown_effect failed for missing arguments: CREATOR. At file: common/scripted_effects/00_agot_artifact_crowns_effects.txt line: 594 (agot_create_artifact_aegon_iv_crown_effect)
10038,jomini_script_argument.cpp:227,A Game of Thrones,,,Compiling source for agot_create_artifact_maekars_crown_effect failed for missing arguments: CREATOR. At file: common/scripted_effects/00_agot_artifact_crowns_effects.txt line: 672 (agot_create_artifact_maekars_crown_effect)
10039,jomini_script_argument.cpp:227,A Game of Thrones,,,Compiling source for agot_create_artifact_visenya_circlet_effect failed for missing arguments: CREATOR. At file: common/scripted_effects/00_agot_artifact_crowns_effects.txt line: 837 (agot_create_artifact_visenya_circlet_effect)
10046,pdx_persistent_reader.cpp:216,AGOT Bookmarked,,,"Error: ""Unknown effect: agot_8299_4_1_acok_scenario_setup, near line: 89"" in file: ""common/scripted_effects/00_agot_scenario_setup_effects.txt"" near line: 90"
10047,jomini_eventtarget.cpp:692,AGOT Submod Core,,,Failed to find a valid event target link 'house_Blackfyre' at file: common/scripted_triggers/tgc_loaded_trigger.txt line: 127 (tgc_blackfyre_equipment_trigger)
10048,portraitaccessories.cpp:159,,tgc_pants_blackfyre,AGOT Submod Core,"accessory group [legwear:tgc_pants_blackfyre] has an invalid accessory ""male_legwear_captainsPants_blackfyreAlt_01"""
10049,portraitaccessories.cpp:159,,tgc_pants_blackfyre,AGOT Submod Core,"accessory group [legwear:tgc_pants_blackfyre] has an invalid accessory ""male_legwear_standardPants_blackfyreAlt_01"""
10050,portraitaccessories.cpp:159,,tgc_pants_blackfyre,AGOT Submod Core,"accessory group [legwear:tgc_pants_blackfyre] has an invalid accessory ""male_legwear_twoSwordsPants_blackfyreAlt_01"""
10051,portraitaccessories.cpp:159,,tgc_pants_blackfyre,AGOT Submod Core,"accessory group [legwear:tgc_pants_blackfyre] has an invalid accessory ""male_legwear_captainsPants_blackfyreAlt_01"""
10052,portraitaccessories.cpp:159,,tgc_pants_blackfyre,AGOT Submod Core,"accessory group [legwear:tgc_pants_blackfyre] has an invalid accessory ""male_legwear_standardPants_blackfyreAlt_01"""
10053,portraitaccessories.cpp:159,,tgc_pants_blackfyre,AGOT Submod Core,"accessory group [legwear:tgc_pants_blackfyre] has an invalid accessory ""male_legwear_twoSwordsPants_blackfyreAlt_01"""
10054,portraitaccessories.cpp:159,,tgc_helmets,AGOT Submod Core,"accessory group [headgear:tgc_helmets] has an invalid accessory ""male_headgear_tgc_helm_blackfyre_01"""
10055,portraitaccessories.cpp:159,,tgc_helmets,AGOT Submod Core,"accessory group [headgear:tgc_helmets] has an invalid accessory ""male_headgear_tgc_helm_blackfyreAlt_01"""
10056,portraitaccessories.cpp:159,,tgc_helmets,AGOT Submod Core,"accessory group [headgear:tgc_helmets] has an invalid accessory ""male_headgear_tgc_helm_blackfyre_02"""
10057,portraitaccessories.cpp:159,,tgc_helmets,AGOT Submod Core,"accessory group [headgear:tgc_helmets] has an invalid accessory ""male_headgear_tgc_helm_blackfyreAlt_02"""
10058,portraitaccessories.cpp:159,,tgc_helmets,AGOT Submod Core,"accessory group [headgear:tgc_helmets] has an invalid accessory ""male_headgear_tgc_helm_blackfyre_03"""
10059,portraitaccessories.cpp:159,,tgc_helmets,AGOT Submod Core,"accessory group [headgear:tgc_helmets] has an invalid accessory ""male_headgear_tgc_helm_blackfyreAlt_03"""
10060,portraitaccessories.cpp:159,,tgc_helmets,AGOT Submod Core,"accessory group [headgear:tgc_helmets] has an invalid accessory ""male_headgear_tgc_helm_blackfyre_01"""
10061,portraitaccessories.cpp:159,,tgc_helmets,AGOT Submod Core,"accessory group [headgear:tgc_helmets] has an invalid accessory ""male_headgear_tgc_helm_blackfyreAlt_01"""
10062,portraitaccessories.cpp:159,,tgc_helmets,AGOT Submod Core,"accessory group [headgear:tgc_helmets] has an invalid accessory ""male_headgear_tgc_helm_blackfyre_02"""
10063,portraitaccessories.cpp:159,,tgc_helmets,AGOT Submod Core,"accessory group [headgear:tgc_helmets] has an invalid accessory ""male_headgear_tgc_helm_blackfyreAlt_02"""
10064,portraitaccessories.cpp:159,,tgc_helmets,AGOT Submod Core,"accessory group [headgear:tgc_helmets] has an invalid accessory ""male_headgear_tgc_helm_blackfyre_03"""
10065,portraitaccessories.cpp:159,,tgc_helmets,AGOT Submod Core,"accessory group [headgear:tgc_helmets] has an invalid accessory ""male_headgear_tgc_helm_blackfyreAlt_03"""
10066,portraitaccessories.cpp:159,,brightboar_swordsman_armour,AGOT Submod Core,"accessory group [clothes:brightboar_swordsman_armour] has an invalid accessory ""male_clothes_secular_brightboar_swordsman"""
10067,portraitaccessories.cpp:159,,brightboar_swordsman_armour,AGOT Submod Core,"accessory group [clothes:brightboar_swordsman_armour] has an invalid accessory ""female_clothes_secular_brightboar_swordsman"""
10068,portraitaccessories.cpp:159,,brightboar_swordsman_armour,AGOT Submod Core,"accessory group [clothes:brightboar_swordsman_armour] has an invalid accessory ""male_clothes_secular_brightboar_swordsman"""
10069,portraitaccessories.cpp:159,,brightboar_swordsman_armour,AGOT Submod Core,"accessory group [clothes:brightboar_swordsman_armour] has an invalid accessory ""female_clothes_secular_brightboar_swordsman"""
10070,portraitaccessories.cpp:159,,golden_company_armor_blackfyre,AGOT Submod Core,"accessory group [clothes:golden_company_armor_blackfyre] has an invalid accessory ""male_clothes_captainsArmor_blackfyreAlt_01"""
10071,portraitaccessories.cpp:159,,golden_company_armor_blackfyre,AGOT Submod Core,"accessory group [clothes:golden_company_armor_blackfyre] has an invalid accessory ""male_clothes_captainsArmorMetal_blackfyreAlt_01"""
10072,portraitaccessories.cpp:159,,golden_company_armor_blackfyre,AGOT Submod Core,"accessory group [clothes:golden_company_armor_blackfyre] has an invalid accessory ""male_clothes_ornateVest_blackfyreAlt_01"""
10073,portraitaccessories.cpp:159,,golden_company_armor_blackfyre,AGOT Submod Core,"accessory group [clothes:golden_company_armor_blackfyre] has an invalid accessory ""male_clothes_standardVest_blackfyreAlt_01"""
10074,portraitaccessories.cpp:159,,golden_company_armor_blackfyre,AGOT Submod Core,"accessory group [clothes:golden_company_armor_blackfyre] has an invalid accessory ""male_clothes_platedVest_blackfyreAlt_01"""
10075,portraitaccessories.cpp:159,,golden_company_armor_blackfyre,AGOT Submod Core,"accessory group [clothes:golden_company_armor_blackfyre] has an invalid accessory ""male_clothes_captainsArmor_blackfyreAlt_01"""
10076,portraitaccessories.cpp:159,,golden_company_armor_blackfyre,AGOT Submod Core,"accessory group [clothes:golden_company_armor_blackfyre] has an invalid accessory ""male_clothes_captainsArmorMetal_blackfyreAlt_01"""
10077,portraitaccessories.cpp:159,,golden_company_armor_blackfyre,AGOT Submod Core,"accessory group [clothes:golden_company_armor_blackfyre] has an invalid accessory ""male_clothes_ornateVest_blackfyreAlt_01"""
10078,portraitaccessories.cpp:159,,golden_company_armor_blackfyre,AGOT Submod Core,"accessory group [clothes:golden_company_armor_blackfyre] has an invalid accessory ""male_clothes_standardVest_blackfyreAlt_01"""
10079,portraitaccessories.cpp:159,,golden_company_armor_blackfyre,AGOT Submod Core,"accessory group [clothes:golden_company_armor_blackfyre] has an invalid accessory ""male_clothes_platedVest_blackfyreAlt_01"""
10080,pdx_persistent_reader.cpp:216,,,,"Error: ""Failed to read key reference: 1453_end_date: 1453_end_date, near line: 3
Failed to read key reference: rhomaion_name_of_byzantium: rhomaion_name_of_byzantium, near line: 3
Failed to read key reference: default_mongol_invasion: default_mongol_invasion, near line: 3
Failed to read key reference: random_ruler_placement_off: random_ruler_placement_off, near line: 3
Failed to read key reference: launch_historical: launch_historical, near line: 3
Failed to read key reference: fp1_scandi_adventurers_apocalyptic: fp1_scandi_adventurers_apocalyptic, near line: 3
Failed to read key reference: dissolution_after_caliph_death: dissolution_after_caliph_death, near line: 3
Failed to read key reference: default_seljuk_invasion: default_seljuk_invasion, near line: 3
Failed to read key reference: situation_the_great_steppe_toggle_on: situation_the_great_steppe_toggle_on, near line: 3
Failed to read key reference: struggle_iberia_toggle_on: struggle_iberia_toggle_on, near line: 3
Failed to read key reference: struggle_persia_toggle_on: struggle_persia_toggle_on, near line: 3
Failed to read key reference: historicity_ruler_of_munster_historical_toirdelbach: historicity_ruler_of_munster_historical_toirdelbach, near line: 3
Failed to read key reference: historicity_norman_conquest_default_random: historicity_norman_conquest_default_random, near line: 3
Failed to read key reference: tibet_nomad_region_on: tibet_nomad_region_on, near line: 3
Failed to read key reference: sami_nomad_region_on: sami_nomad_region_on, near line: 3
Failed to read key reference: arabia_nomad_region_on: arabia_nomad_region_on, near line: 3
Failed to read key reference: sahel_nomad_region_on: sahel_nomad_region_on, near line: 3
Failed to read key reference: horn_of_africa_nomad_region_on: horn_of_africa_nomad_region_on, near line: 3
Failed to read key reference: historicity_extra_admin_egypt_gameplay_not_administrative: historicity_extra_admin_egypt_gameplay_not_administrative, near line: 3
Failed to read key reference: historicity_extra_admin_arabia_gameplay_not_administrative: historicity_extra_admin_arabia_gameplay_not_administrative, near line: 3
Failed to read key reference: historicity_extra_admin_ghana_gameplay_not_administrative: historicity_extra_admin_ghana_gameplay_not_administrative, near line: 3
Failed to read key reference: historicity_extra_admin_kabulistan_gameplay_not_administrative: historicity_extra_admin_kabulistan_gameplay_not_administrative, near line: 3
Failed to read key reference: historicity_extra_admin_persia_gameplay_not_administrative: historicity_extra_admin_persia_gameplay_not_administrative, near line: 3
Failed to read key reference: historicity_extra_admin_maghreb_gameplay_not_administrative: historicity_extra_admin_maghreb_gameplay_not_administrative, near line: 3
Failed to read key reference: historicity_extra_admin_tamilakam_gameplay_not_administrative: historicity_extra_admin_tamilakam_gameplay_not_administrative, near line: 3
Failed to read key reference: historicity_extra_admin_carolingians_gameplay_not_administrative: historicity_extra_admin_carolingians_gameplay_not_administrative, near line: 3
Failed to read key reference: historicity_extra_admin_player_wherever_gameplay_not_administrative: historicity_extra_admin_player_wherever_gameplay_not_administrative, near line: 3
Failed to read key reference: historicity_frankokratia_fourth_crusade: historicity_frankokratia_fourth_crusade, near line: 3
Failed to read key reference: silk_road_starting_innovations_preset: silk_road_starting_innovations_preset, near line: 3
Failed to read key reference: ACR_RE_tradition_slots_plus_95: ACR_RE_tradition_slots_plus_95, near line: 3
Failed to read key reference: ACR_RE_tradition_cost_free: ACR_RE_tradition_cost_free, near line: 3
Failed to read key reference: ACR_RE_tradition_cooldown_none: ACR_RE_tradition_cooldown_none, near line: 3
Failed to read key reference: ACR_RE_truce_duration_5: ACR_RE_truce_duration_5, near line: 3
Failed to read key reference: ACR_RE_truce_scope_player_primary: ACR_RE_truce_scope_player_primary, near line: 3
Failed to read key reference: ACR_RE_council_task_speed_1_month: ACR_RE_council_task_speed_1_month, near line: 3
Failed to read key reference: HM_RE_rule_player_free_functions_enabled: HM_RE_rule_player_free_functions_enabled, near line: 3
Failed to read key reference: HM_RE_rule_change_holding_type_cost_very_cheap: HM_RE_rule_change_holding_type_cost_very_cheap, near line: 3
Failed to read key reference: HM_RE_rule_change_holding_type_cooldown_very_short: HM_RE_rule_change_holding_type_cooldown_very_short, near line: 3
Failed to read key reference: HM_RE_rule_can_replace_buildings_vassals: HM_RE_rule_can_replace_buildings_vassals, near line: 3
Failed to read key reference: HM_RE_rule_can_feudalize_holdings_vassals: HM_RE_rule_can_feudalize_holdings_vassals, near line: 3
Failed to read key reference: HM_RE_value_construct_buildings_gold_cost_cap_very_cheap: HM_RE_value_construct_buildings_gold_cost_cap_very_cheap, near line: 3
Failed to read key reference: HM_RE_rule_player_extra_slots_enabled: HM_RE_rule_player_extra_slots_enabled, near line: 3
Failed to read key reference: HM_RE_rule_player_slot_base_cost_very_cheap: HM_RE_rule_player_slot_base_cost_very_cheap, near line: 3
Failed to read key reference: HM_RE_rule_player_slot_step_cost_very_cheap: HM_RE_rule_player_slot_step_cost_very_cheap, near line: 3
Failed to read key reference: HM_RE_rule_construction_time_cost_free: HM_RE_rule_construction_time_cost_free, near line: 3
Failed to read key reference: HM_RE_build_all_button_on: HM_RE_build_all_button_on, near line: 3
Failed to read key reference: HM_RE_upgrade_all_button_on: HM_RE_upgrade_all_button_on, near line: 3
Failed to read key reference: HM_RE_make_nomad_button_on: HM_RE_make_nomad_button_on, near line: 3
Failed to read key reference: HM_RE_make_temple_citadel_button_on: HM_RE_make_temple_citadel_button_on, near line: 3
Failed to read key reference: HM_RE_player_add_slots_decision_on: HM_RE_player_add_slots_decision_on, near line: 3
Failed to read key reference: HM_RE_player_add_slots_decision_base_cost_very_cheap: HM_RE_player_add_slots_decision_base_cost_very_cheap, near line: 3
Failed to read key reference: HM_RE_player_cost_gold: HM_RE_player_cost_gold, near line: 3
Failed to read key reference: HM_RE_rule_ai_extra_slots_disabled: HM_RE_rule_ai_extra_slots_disabled, near line: 3
Failed to read key reference: HM_RE_rule_ai_slot_base_cost_very_expensive: HM_RE_rule_ai_slot_base_cost_very_expensive, near line: 3
Failed to read key reference: HM_RE_rule_ai_slot_step_cost_very_expensive: HM_RE_rule_ai_slot_step_cost_very_expensive, near line: 3"" in file: """" near line: 3"
