File,DNA,OldGene,OldValue,TargetCandidate,TargetValue,OldZero,TargetZero,CandidateOnly
common/dna_data/test_dna_north.txt,Bolton_asoiaf_5,gene_eye_shut_bottom,"""eye_shut_bottom"" 133 ""eye_shut_bottom"" 133",gene_bs_eye_lower_lid_size,,False,False,True
common/dna_data/test_dna_north.txt,Bolton_asoiaf_5,gene_forehead_inner_brow_width,"""inner_brow_width"" 142 ""inner_brow_width"" 142",gene_eyebrow_inner_width,"""eyebrow_inner_width_max"" 48 ""eyebrow_inner_width_max"" 48",False,False,True
common/dna_data/test_dna_north.txt,Bolton_asoiaf_5,gene_dragon_skin_hue,"""dragon_skin_hue"" 127 ""dragon_skin_hue"" 127",gene_dragon_primary_color_hue,,False,False,True
common/dna_data/test_dna_north.txt,Bolton_asoiaf_5,gene_dragon_skin_value,"""dragon_skin_value"" 127 ""dragon_skin_value"" 127",gene_dragon_primary_color_value,,False,False,True
common/dna_data/test_dna_north.txt,Bolton_asoiaf_5,gene_dragon_highlight_hue,"""dragon_highlight_hue"" 127 ""dragon_highlight_hue"" 127",gene_dragon_secondary_hue,,False,False,True
common/dna_data/test_dna_north.txt,Bolton_asoiaf_5,gene_dragon_highlight_value,"""dragon_highlight_value"" 127 ""dragon_highlight_value"" 127",gene_dragon_secondary_value,,False,False,True
common/dna_data/test_dna_north.txt,Bolton_asoiaf_5,gene_dragon_eye_hue,"""dragon_eye_hue"" 127 ""dragon_eye_hue"" 127",gene_dragon_eye_color_hue,,False,False,True
common/dna_data/test_dna_north.txt,Bolton_asoiaf_5,gene_dragon_eye_value,"""dragon_eye_value"" 127 ""dragon_eye_value"" 127",gene_dragon_eye_color_value,,False,False,True
common/dna_data/test_dna_north.txt,Bolton_asoiaf_5,gene_dragon_horn_hue,"""dragon_horn_hue"" 127 ""dragon_horn_hue"" 127",gene_dragon_horn_color_hue,,False,False,True
common/dna_data/test_dna_north.txt,Bolton_asoiaf_5,gene_dragon_horn_value,"""dragon_horn_value"" 127 ""dragon_horn_value"" 127",gene_dragon_horn_color_value,,False,False,True
common/dna_data/test_dna_north.txt,Mormont_asoiaf_2,gene_bs_head_round_shape,"""head_round_shape"" 0 ""head_round_shape"" 0",gene_bs_head_shape,,True,False,False
common/dna_data/test_dna_north.txt,Mormont_asoiaf_2,gene_bs_eye_fold_2,"""eye_fold_2"" 0 ""eye_fold_2"" 0",gene_bs_eye_fold_shape,"""eye_fold_shape_pos"" 221 ""eye_fold_shape_pos"" 221",True,False,True
common/dna_data/test_dna_north.txt,Mormont_asoiaf_2,gene_eye_size,"""eye_size"" 127 ""eye_size"" 127",gene_bs_eye_size,"""eye_size_neg"" 255 ""eye_size_neg"" 255",False,False,True
common/dna_data/test_dna_north.txt,Mormont_asoiaf_2,gene_eye_shut_top,"""eye_shut_top"" 131 ""eye_shut_top"" 131",gene_bs_eye_upper_lid_size,"""eye_upper_lid_size_pos"" 251 ""eye_upper_lid_size_pos"" 251",False,False,True
common/dna_data/test_dna_north.txt,Mormont_asoiaf_2,gene_eye_shut_bottom,"""eye_shut_bottom"" 132 ""eye_shut_bottom"" 132",gene_bs_eye_lower_lid_size,,False,False,True
common/dna_data/test_dna_north.txt,Mormont_asoiaf_2,gene_forehead_inner_brow_width,"""vanilla_inner_brow_width"" 118 ""vanilla_inner_brow_width"" 118",gene_eyebrow_inner_width,"""eyebrow_inner_width_max"" 117 ""eyebrow_inner_width_max"" 117",False,False,True
common/dna_data/test_dna_north.txt,Mormont_asoiaf_2,gene_dragon_skin_hue,"""dragon_skin_hue"" 127 ""dragon_skin_hue"" 127",gene_dragon_primary_color_hue,,False,False,True
common/dna_data/test_dna_north.txt,Mormont_asoiaf_2,gene_dragon_skin_value,"""dragon_skin_value"" 127 ""dragon_skin_value"" 127",gene_dragon_primary_color_value,,False,False,True
common/dna_data/test_dna_north.txt,Mormont_asoiaf_2,gene_dragon_highlight_hue,"""dragon_highlight_hue"" 127 ""dragon_highlight_hue"" 127",gene_dragon_secondary_hue,,False,False,True
common/dna_data/test_dna_north.txt,Mormont_asoiaf_2,gene_dragon_highlight_value,"""dragon_highlight_value"" 127 ""dragon_highlight_value"" 127",gene_dragon_secondary_value,,False,False,True
common/dna_data/test_dna_north.txt,Mormont_asoiaf_2,gene_dragon_eye_hue,"""dragon_eye_hue"" 127 ""dragon_eye_hue"" 127",gene_dragon_eye_color_hue,,False,False,True
common/dna_data/test_dna_north.txt,Mormont_asoiaf_2,gene_dragon_eye_value,"""dragon_eye_value"" 127 ""dragon_eye_value"" 127",gene_dragon_eye_color_value,,False,False,True
common/dna_data/test_dna_north.txt,Mormont_asoiaf_2,gene_dragon_horn_hue,"""dragon_horn_hue"" 127 ""dragon_horn_hue"" 127",gene_dragon_horn_color_hue,,False,False,True
common/dna_data/test_dna_north.txt,Mormont_asoiaf_2,gene_dragon_horn_value,"""dragon_horn_value"" 127 ""dragon_horn_value"" 127",gene_dragon_horn_color_value,,False,False,True
common/dna_data/test_dna_north.txt,Mormont_asoiaf_3,gene_bs_head_round_shape,"""head_round_shape"" 0 ""head_round_shape"" 0",gene_bs_head_shape,,True,False,False
common/dna_data/test_dna_north.txt,Mormont_asoiaf_3,gene_bs_eye_fold_2,"""eye_fold_2"" 0 ""eye_fold_2"" 0",gene_bs_eye_fold_shape,"""eye_fold_shape_neg"" 27 ""eye_fold_shape_neg"" 27",True,False,True
common/dna_data/test_dna_north.txt,Mormont_asoiaf_3,gene_eye_size,"""eye_size"" 127 ""eye_size"" 127",gene_bs_eye_size,"""eye_size_pos"" 29 ""eye_size_pos"" 29",False,False,True
common/dna_data/test_dna_north.txt,Mormont_asoiaf_3,gene_eye_shut_top,"""eye_shut_top"" 129 ""eye_shut_top"" 129",gene_bs_eye_upper_lid_size,"""eye_upper_lid_size_pos"" 11 ""eye_upper_lid_size_pos"" 11",False,False,True
common/dna_data/test_dna_north.txt,Mormont_asoiaf_3,gene_eye_shut_bottom,"""eye_shut_bottom"" 125 ""eye_shut_bottom"" 125",gene_bs_eye_lower_lid_size,,False,False,True
common/dna_data/test_dna_north.txt,Mormont_asoiaf_3,gene_forehead_inner_brow_width,"""vanilla_inner_brow_width"" 134 ""vanilla_inner_brow_width"" 134",gene_eyebrow_inner_width,"""eyebrow_inner_width_min"" 112 ""eyebrow_inner_width_min"" 112",False,False,True
common/dna_data/test_dna_north.txt,Mormont_asoiaf_3,gene_dragon_skin_hue,"""dragon_skin_hue"" 127 ""dragon_skin_hue"" 127",gene_dragon_primary_color_hue,,False,False,True
common/dna_data/test_dna_north.txt,Mormont_asoiaf_3,gene_dragon_skin_value,"""dragon_skin_value"" 127 ""dragon_skin_value"" 127",gene_dragon_primary_color_value,,False,False,True
common/dna_data/test_dna_north.txt,Mormont_asoiaf_3,gene_dragon_highlight_hue,"""dragon_highlight_hue"" 127 ""dragon_highlight_hue"" 127",gene_dragon_secondary_hue,,False,False,True
common/dna_data/test_dna_north.txt,Mormont_asoiaf_3,gene_dragon_highlight_value,"""dragon_highlight_value"" 127 ""dragon_highlight_value"" 127",gene_dragon_secondary_value,,False,False,True
common/dna_data/test_dna_north.txt,Mormont_asoiaf_3,gene_dragon_eye_hue,"""dragon_eye_hue"" 127 ""dragon_eye_hue"" 127",gene_dragon_eye_color_hue,,False,False,True
common/dna_data/test_dna_north.txt,Mormont_asoiaf_3,gene_dragon_eye_value,"""dragon_eye_value"" 127 ""dragon_eye_value"" 127",gene_dragon_eye_color_value,,False,False,True
common/dna_data/test_dna_north.txt,Mormont_asoiaf_3,gene_dragon_horn_hue,"""dragon_horn_hue"" 127 ""dragon_horn_hue"" 127",gene_dragon_horn_color_hue,,False,False,True
common/dna_data/test_dna_north.txt,Mormont_asoiaf_3,gene_dragon_horn_value,"""dragon_horn_value"" 127 ""dragon_horn_value"" 127",gene_dragon_horn_color_value,,False,False,True
common/dna_data/test_dna_north.txt,Manderly_asoiaf_6,gene_bs_head_round_shape,"""head_round_shape"" 0 ""head_round_shape"" 0",gene_bs_head_shape,,True,False,False
common/dna_data/test_dna_north.txt,Manderly_asoiaf_6,gene_bs_eye_fold_2,"""eye_fold_2"" 4 ""eye_fold_2"" 4",gene_bs_eye_fold_shape,"""eye_fold_shape_neg"" 85 ""eye_fold_shape_neg"" 85",False,False,True
common/dna_data/test_dna_north.txt,Manderly_asoiaf_6,gene_dragon_skin_hue,"""dragon_skin_hue"" 127 ""dragon_skin_hue"" 127",gene_dragon_primary_color_hue,,False,False,True
common/dna_data/test_dna_north.txt,Manderly_asoiaf_6,gene_dragon_skin_value,"""dragon_skin_value"" 127 ""dragon_skin_value"" 127",gene_dragon_primary_color_value,,False,False,True
common/dna_data/test_dna_north.txt,Manderly_asoiaf_6,gene_dragon_highlight_hue,"""dragon_highlight_hue"" 127 ""dragon_highlight_hue"" 127",gene_dragon_secondary_hue,,False,False,True
common/dna_data/test_dna_north.txt,Manderly_asoiaf_6,gene_dragon_highlight_value,"""dragon_highlight_value"" 127 ""dragon_highlight_value"" 127",gene_dragon_secondary_value,,False,False,True
common/dna_data/test_dna_north.txt,Manderly_asoiaf_6,gene_dragon_eye_hue,"""dragon_eye_hue"" 127 ""dragon_eye_hue"" 127",gene_dragon_eye_color_hue,,False,False,True
common/dna_data/test_dna_north.txt,Manderly_asoiaf_6,gene_dragon_eye_value,"""dragon_eye_value"" 127 ""dragon_eye_value"" 127",gene_dragon_eye_color_value,,False,False,True
common/dna_data/test_dna_north.txt,Manderly_asoiaf_6,gene_dragon_horn_hue,"""dragon_horn_hue"" 127 ""dragon_horn_hue"" 127",gene_dragon_horn_color_hue,,False,False,True
common/dna_data/test_dna_north.txt,Manderly_asoiaf_6,gene_dragon_horn_value,"""dragon_horn_value"" 127 ""dragon_horn_value"" 127",gene_dragon_horn_color_value,,False,False,True
common/dna_data/test_dna_north.txt,Manderly_asoiaf_7,gene_bs_head_round_shape,"""head_round_shape"" 0 ""head_round_shape"" 0",gene_bs_head_shape,,True,False,False
common/dna_data/test_dna_north.txt,Manderly_asoiaf_7,gene_bs_eye_fold_2,"""eye_fold_2"" 4 ""eye_fold_2"" 4",gene_bs_eye_fold_shape,"""eye_fold_shape_neg"" 89 ""eye_fold_shape_neg"" 89",False,False,True
common/dna_data/test_dna_north.txt,Manderly_asoiaf_7,gene_dragon_skin_hue,"""dragon_skin_hue"" 127 ""dragon_skin_hue"" 127",gene_dragon_primary_color_hue,,False,False,True
common/dna_data/test_dna_north.txt,Manderly_asoiaf_7,gene_dragon_skin_value,"""dragon_skin_value"" 127 ""dragon_skin_value"" 127",gene_dragon_primary_color_value,,False,False,True
common/dna_data/test_dna_north.txt,Manderly_asoiaf_7,gene_dragon_highlight_hue,"""dragon_highlight_hue"" 127 ""dragon_highlight_hue"" 127",gene_dragon_secondary_hue,,False,False,True
common/dna_data/test_dna_north.txt,Manderly_asoiaf_7,gene_dragon_highlight_value,"""dragon_highlight_value"" 127 ""dragon_highlight_value"" 127",gene_dragon_secondary_value,,False,False,True
common/dna_data/test_dna_north.txt,Manderly_asoiaf_7,gene_dragon_eye_hue,"""dragon_eye_hue"" 127 ""dragon_eye_hue"" 127",gene_dragon_eye_color_hue,,False,False,True
common/dna_data/test_dna_north.txt,Manderly_asoiaf_7,gene_dragon_eye_value,"""dragon_eye_value"" 127 ""dragon_eye_value"" 127",gene_dragon_eye_color_value,,False,False,True
common/dna_data/test_dna_north.txt,Manderly_asoiaf_7,gene_dragon_horn_hue,"""dragon_horn_hue"" 127 ""dragon_horn_hue"" 127",gene_dragon_horn_color_hue,,False,False,True
common/dna_data/test_dna_north.txt,Manderly_asoiaf_7,gene_dragon_horn_value,"""dragon_horn_value"" 127 ""dragon_horn_value"" 127",gene_dragon_horn_color_value,,False,False,True
common/dna_data/test_dna_north.txt,Manderly_asoiaf_8,gene_bs_head_round_shape,"""head_round_shape"" 0 ""head_round_shape"" 0",gene_bs_head_shape,,True,False,False
common/dna_data/test_dna_north.txt,Manderly_asoiaf_8,gene_bs_eye_fold_2,"""eye_fold_2"" 90 ""eye_fold_2"" 90",gene_bs_eye_fold_shape,"""eye_fold_shape_neg"" 89 ""eye_fold_shape_neg"" 89",False,False,True
common/dna_data/test_dna_north.txt,Manderly_asoiaf_8,gene_dragon_skin_hue,"""dragon_skin_hue"" 127 ""dragon_skin_hue"" 127",gene_dragon_primary_color_hue,,False,False,True
common/dna_data/test_dna_north.txt,Manderly_asoiaf_8,gene_dragon_skin_value,"""dragon_skin_value"" 127 ""dragon_skin_value"" 127",gene_dragon_primary_color_value,,False,False,True
common/dna_data/test_dna_north.txt,Manderly_asoiaf_8,gene_dragon_highlight_hue,"""dragon_highlight_hue"" 127 ""dragon_highlight_hue"" 127",gene_dragon_secondary_hue,,False,False,True
common/dna_data/test_dna_north.txt,Manderly_asoiaf_8,gene_dragon_highlight_value,"""dragon_highlight_value"" 127 ""dragon_highlight_value"" 127",gene_dragon_secondary_value,,False,False,True
common/dna_data/test_dna_north.txt,Manderly_asoiaf_8,gene_dragon_eye_hue,"""dragon_eye_hue"" 127 ""dragon_eye_hue"" 127",gene_dragon_eye_color_hue,,False,False,True
common/dna_data/test_dna_north.txt,Manderly_asoiaf_8,gene_dragon_eye_value,"""dragon_eye_value"" 127 ""dragon_eye_value"" 127",gene_dragon_eye_color_value,,False,False,True
common/dna_data/test_dna_north.txt,Manderly_asoiaf_8,gene_dragon_horn_hue,"""dragon_horn_hue"" 127 ""dragon_horn_hue"" 127",gene_dragon_horn_color_hue,,False,False,True
common/dna_data/test_dna_north.txt,Manderly_asoiaf_8,gene_dragon_horn_value,"""dragon_horn_value"" 127 ""dragon_horn_value"" 127",gene_dragon_horn_color_value,,False,False,True
common/dna_data/test_dna_north.txt,Forrester_asoiaf_2,gene_bs_head_round_shape,"""head_round_shape"" 192 ""head_round_shape"" 192",gene_bs_head_shape,,False,False,False
common/dna_data/test_dna_north.txt,Forrester_asoiaf_2,gene_bs_eye_fold_2,"""eye_fold_2"" 0 ""eye_fold_2"" 0",gene_bs_eye_fold_shape,"""eye_fold_shape_neg"" 171 ""eye_fold_shape_neg"" 171",True,False,True
common/dna_data/test_dna_north.txt,Forrester_asoiaf_2,gene_dragon_skin_hue,"""dragon_skin_hue"" 127 ""dragon_skin_hue"" 127",gene_dragon_primary_color_hue,,False,False,True
common/dna_data/test_dna_north.txt,Forrester_asoiaf_2,gene_dragon_skin_value,"""dragon_skin_value"" 127 ""dragon_skin_value"" 127",gene_dragon_primary_color_value,,False,False,True
common/dna_data/test_dna_north.txt,Forrester_asoiaf_2,gene_dragon_highlight_hue,"""dragon_highlight_hue"" 127 ""dragon_highlight_hue"" 127",gene_dragon_secondary_hue,,False,False,True
common/dna_data/test_dna_north.txt,Forrester_asoiaf_2,gene_dragon_highlight_value,"""dragon_highlight_value"" 127 ""dragon_highlight_value"" 127",gene_dragon_secondary_value,,False,False,True
common/dna_data/test_dna_north.txt,Forrester_asoiaf_2,gene_dragon_eye_hue,"""dragon_eye_hue"" 127 ""dragon_eye_hue"" 127",gene_dragon_eye_color_hue,,False,False,True
common/dna_data/test_dna_north.txt,Forrester_asoiaf_2,gene_dragon_eye_value,"""dragon_eye_value"" 127 ""dragon_eye_value"" 127",gene_dragon_eye_color_value,,False,False,True
common/dna_data/test_dna_north.txt,Forrester_asoiaf_2,gene_dragon_horn_hue,"""dragon_horn_hue"" 127 ""dragon_horn_hue"" 127",gene_dragon_horn_color_hue,,False,False,True
common/dna_data/test_dna_north.txt,Forrester_asoiaf_2,gene_dragon_horn_value,"""dragon_horn_value"" 127 ""dragon_horn_value"" 127",gene_dragon_horn_color_value,,False,False,True
common/dna_data/test_dna_north.txt,Forrester_asoiaf_3,gene_bs_head_round_shape,"""head_round_shape"" 113 ""head_round_shape"" 113",gene_bs_head_shape,,False,False,False
common/dna_data/test_dna_north.txt,Forrester_asoiaf_3,gene_bs_eye_fold_2,"""eye_fold_2"" 0 ""eye_fold_2"" 0",gene_bs_eye_fold_shape,"""eye_fold_shape_neg"" 171 ""eye_fold_shape_neg"" 171",True,False,True
common/dna_data/test_dna_north.txt,Forrester_asoiaf_3,gene_dragon_skin_hue,"""dragon_skin_hue"" 127 ""dragon_skin_hue"" 127",gene_dragon_primary_color_hue,,False,False,True
common/dna_data/test_dna_north.txt,Forrester_asoiaf_3,gene_dragon_skin_value,"""dragon_skin_value"" 127 ""dragon_skin_value"" 127",gene_dragon_primary_color_value,,False,False,True
common/dna_data/test_dna_north.txt,Forrester_asoiaf_3,gene_dragon_highlight_hue,"""dragon_highlight_hue"" 127 ""dragon_highlight_hue"" 127",gene_dragon_secondary_hue,,False,False,True
common/dna_data/test_dna_north.txt,Forrester_asoiaf_3,gene_dragon_highlight_value,"""dragon_highlight_value"" 127 ""dragon_highlight_value"" 127",gene_dragon_secondary_value,,False,False,True
common/dna_data/test_dna_north.txt,Forrester_asoiaf_3,gene_dragon_eye_hue,"""dragon_eye_hue"" 127 ""dragon_eye_hue"" 127",gene_dragon_eye_color_hue,,False,False,True
common/dna_data/test_dna_north.txt,Forrester_asoiaf_3,gene_dragon_eye_value,"""dragon_eye_value"" 127 ""dragon_eye_value"" 127",gene_dragon_eye_color_value,,False,False,True
common/dna_data/test_dna_north.txt,Forrester_asoiaf_3,gene_dragon_horn_hue,"""dragon_horn_hue"" 127 ""dragon_horn_hue"" 127",gene_dragon_horn_color_hue,,False,False,True
common/dna_data/test_dna_north.txt,Forrester_asoiaf_3,gene_dragon_horn_value,"""dragon_horn_value"" 127 ""dragon_horn_value"" 127",gene_dragon_horn_color_value,,False,False,True
common/dna_data/test_dna_north.txt,Forrester_asoiaf_4,gene_bs_head_round_shape,"""head_round_shape"" 17 ""head_round_shape"" 17",gene_bs_head_shape,,False,False,False
common/dna_data/test_dna_north.txt,Forrester_asoiaf_4,gene_bs_eye_fold_2,"""eye_fold_2"" 0 ""eye_fold_2"" 0",gene_bs_eye_fold_shape,"""eye_fold_shape_neg"" 111 ""eye_fold_shape_neg"" 111",True,False,True
common/dna_data/test_dna_north.txt,Forrester_asoiaf_4,gene_dragon_skin_hue,"""dragon_skin_hue"" 127 ""dragon_skin_hue"" 127",gene_dragon_primary_color_hue,,False,False,True
common/dna_data/test_dna_north.txt,Forrester_asoiaf_4,gene_dragon_skin_value,"""dragon_skin_value"" 127 ""dragon_skin_value"" 127",gene_dragon_primary_color_value,,False,False,True
common/dna_data/test_dna_north.txt,Forrester_asoiaf_4,gene_dragon_highlight_hue,"""dragon_highlight_hue"" 127 ""dragon_highlight_hue"" 127",gene_dragon_secondary_hue,,False,False,True
common/dna_data/test_dna_north.txt,Forrester_asoiaf_4,gene_dragon_highlight_value,"""dragon_highlight_value"" 127 ""dragon_highlight_value"" 127",gene_dragon_secondary_value,,False,False,True
common/dna_data/test_dna_north.txt,Forrester_asoiaf_4,gene_dragon_eye_hue,"""dragon_eye_hue"" 127 ""dragon_eye_hue"" 127",gene_dragon_eye_color_hue,,False,False,True
common/dna_data/test_dna_north.txt,Forrester_asoiaf_4,gene_dragon_eye_value,"""dragon_eye_value"" 127 ""dragon_eye_value"" 127",gene_dragon_eye_color_value,,False,False,True
common/dna_data/test_dna_north.txt,Forrester_asoiaf_4,gene_dragon_horn_hue,"""dragon_horn_hue"" 127 ""dragon_horn_hue"" 127",gene_dragon_horn_color_hue,,False,False,True
common/dna_data/test_dna_north.txt,Forrester_asoiaf_4,gene_dragon_horn_value,"""dragon_horn_value"" 127 ""dragon_horn_value"" 127",gene_dragon_horn_color_value,,False,False,True
common/dna_data/test_dna_north.txt,Forrester_asoiaf_5,gene_bs_head_round_shape,"""head_round_shape"" 138 ""head_round_shape"" 138",gene_bs_head_shape,,False,False,False
common/dna_data/test_dna_north.txt,Forrester_asoiaf_5,gene_bs_eye_fold_2,"""eye_fold_2"" 0 ""eye_fold_2"" 0",gene_bs_eye_fold_shape,"""eye_fold_shape_pos"" 39 ""eye_fold_shape_pos"" 39",True,False,True
common/dna_data/test_dna_north.txt,Forrester_asoiaf_5,gene_dragon_skin_hue,"""dragon_skin_hue"" 127 ""dragon_skin_hue"" 127",gene_dragon_primary_color_hue,,False,False,True
common/dna_data/test_dna_north.txt,Forrester_asoiaf_5,gene_dragon_skin_value,"""dragon_skin_value"" 127 ""dragon_skin_value"" 127",gene_dragon_primary_color_value,,False,False,True
common/dna_data/test_dna_north.txt,Forrester_asoiaf_5,gene_dragon_highlight_hue,"""dragon_highlight_hue"" 127 ""dragon_highlight_hue"" 127",gene_dragon_secondary_hue,,False,False,True
common/dna_data/test_dna_north.txt,Forrester_asoiaf_5,gene_dragon_highlight_value,"""dragon_highlight_value"" 127 ""dragon_highlight_value"" 127",gene_dragon_secondary_value,,False,False,True
common/dna_data/test_dna_north.txt,Forrester_asoiaf_5,gene_dragon_eye_hue,"""dragon_eye_hue"" 127 ""dragon_eye_hue"" 127",gene_dragon_eye_color_hue,,False,False,True
common/dna_data/test_dna_north.txt,Forrester_asoiaf_5,gene_dragon_eye_value,"""dragon_eye_value"" 127 ""dragon_eye_value"" 127",gene_dragon_eye_color_value,,False,False,True
common/dna_data/test_dna_north.txt,Forrester_asoiaf_5,gene_dragon_horn_hue,"""dragon_horn_hue"" 127 ""dragon_horn_hue"" 127",gene_dragon_horn_color_hue,,False,False,True
common/dna_data/test_dna_north.txt,Forrester_asoiaf_5,gene_dragon_horn_value,"""dragon_horn_value"" 127 ""dragon_horn_value"" 127",gene_dragon_horn_color_value,,False,False,True
common/dna_data/test_dna_north.txt,Degore_asoiaf_1,gene_bs_head_round_shape,"""head_round_shape"" 0 ""head_round_shape"" 0",gene_bs_head_shape,,True,False,False
common/dna_data/test_dna_north.txt,Degore_asoiaf_1,gene_bs_eye_fold_2,"""eye_fold_2"" 128 ""eye_fold_2"" 128",gene_bs_eye_fold_shape,"""eye_fold_shape_neg"" 23 ""eye_fold_shape_neg"" 23",False,False,True
common/dna_data/test_dna_north.txt,Degore_asoiaf_1,gene_dragon_skin_hue,"""dragon_skin_hue"" 127 ""dragon_skin_hue"" 127",gene_dragon_primary_color_hue,,False,False,True
common/dna_data/test_dna_north.txt,Degore_asoiaf_1,gene_dragon_skin_value,"""dragon_skin_value"" 127 ""dragon_skin_value"" 127",gene_dragon_primary_color_value,,False,False,True
common/dna_data/test_dna_north.txt,Degore_asoiaf_1,gene_dragon_highlight_hue,"""dragon_highlight_hue"" 127 ""dragon_highlight_hue"" 127",gene_dragon_secondary_hue,,False,False,True
common/dna_data/test_dna_north.txt,Degore_asoiaf_1,gene_dragon_highlight_value,"""dragon_highlight_value"" 127 ""dragon_highlight_value"" 127",gene_dragon_secondary_value,,False,False,True
common/dna_data/test_dna_north.txt,Degore_asoiaf_1,gene_dragon_eye_hue,"""dragon_eye_hue"" 127 ""dragon_eye_hue"" 127",gene_dragon_eye_color_hue,,False,False,True
common/dna_data/test_dna_north.txt,Degore_asoiaf_1,gene_dragon_eye_value,"""dragon_eye_value"" 127 ""dragon_eye_value"" 127",gene_dragon_eye_color_value,,False,False,True
common/dna_data/test_dna_north.txt,Degore_asoiaf_1,gene_dragon_horn_hue,"""dragon_horn_hue"" 127 ""dragon_horn_hue"" 127",gene_dragon_horn_color_hue,,False,False,True
common/dna_data/test_dna_north.txt,Degore_asoiaf_1,gene_dragon_horn_value,"""dragon_horn_value"" 127 ""dragon_horn_value"" 127",gene_dragon_horn_color_value,,False,False,True
common/dna_data/test_dna_north.txt,Tuttle_asoiaf_4,gene_bs_head_round_shape,"""head_round_shape"" 22 ""head_round_shape"" 22",gene_bs_head_shape,,False,False,False
common/dna_data/test_dna_north.txt,Tuttle_asoiaf_4,gene_bs_eye_fold_2,"""eye_fold_2"" 144 ""eye_fold_2"" 144",gene_bs_eye_fold_shape,"""eye_fold_shape_neg"" 17 ""eye_fold_shape_neg"" 17",False,False,True
common/dna_data/test_dna_north.txt,Tuttle_asoiaf_4,gene_dragon_skin_hue,"""dragon_skin_hue"" 127 ""dragon_skin_hue"" 127",gene_dragon_primary_color_hue,,False,False,True
common/dna_data/test_dna_north.txt,Tuttle_asoiaf_4,gene_dragon_skin_value,"""dragon_skin_value"" 127 ""dragon_skin_value"" 127",gene_dragon_primary_color_value,,False,False,True
common/dna_data/test_dna_north.txt,Tuttle_asoiaf_4,gene_dragon_highlight_hue,"""dragon_highlight_hue"" 127 ""dragon_highlight_hue"" 127",gene_dragon_secondary_hue,,False,False,True
common/dna_data/test_dna_north.txt,Tuttle_asoiaf_4,gene_dragon_highlight_value,"""dragon_highlight_value"" 127 ""dragon_highlight_value"" 127",gene_dragon_secondary_value,,False,False,True
common/dna_data/test_dna_north.txt,Tuttle_asoiaf_4,gene_dragon_eye_hue,"""dragon_eye_hue"" 127 ""dragon_eye_hue"" 127",gene_dragon_eye_color_hue,,False,False,True
common/dna_data/test_dna_north.txt,Tuttle_asoiaf_4,gene_dragon_eye_value,"""dragon_eye_value"" 127 ""dragon_eye_value"" 127",gene_dragon_eye_color_value,,False,False,True
common/dna_data/test_dna_north.txt,Tuttle_asoiaf_4,gene_dragon_horn_hue,"""dragon_horn_hue"" 127 ""dragon_horn_hue"" 127",gene_dragon_horn_color_hue,,False,False,True
common/dna_data/test_dna_north.txt,Tuttle_asoiaf_4,gene_dragon_horn_value,"""dragon_horn_value"" 127 ""dragon_horn_value"" 127",gene_dragon_horn_color_value,,False,False,True
common/dna_data/test_dna_north.txt,Tuttle_asoiaf_5,gene_bs_head_round_shape,"""head_round_shape"" 0 ""head_round_shape"" 0",gene_bs_head_shape,,True,False,False
common/dna_data/test_dna_north.txt,Tuttle_asoiaf_5,gene_bs_eye_fold_2,"""eye_fold_2"" 51 ""eye_fold_2"" 51",gene_bs_eye_fold_shape,"""eye_fold_shape_pos"" 61 ""eye_fold_shape_pos"" 61",False,False,True
common/dna_data/test_dna_north.txt,Tuttle_asoiaf_5,gene_dragon_skin_hue,"""dragon_skin_hue"" 127 ""dragon_skin_hue"" 127",gene_dragon_primary_color_hue,,False,False,True
common/dna_data/test_dna_north.txt,Tuttle_asoiaf_5,gene_dragon_skin_value,"""dragon_skin_value"" 127 ""dragon_skin_value"" 127",gene_dragon_primary_color_value,,False,False,True
common/dna_data/test_dna_north.txt,Tuttle_asoiaf_5,gene_dragon_highlight_hue,"""dragon_highlight_hue"" 127 ""dragon_highlight_hue"" 127",gene_dragon_secondary_hue,,False,False,True
common/dna_data/test_dna_north.txt,Tuttle_asoiaf_5,gene_dragon_highlight_value,"""dragon_highlight_value"" 127 ""dragon_highlight_value"" 127",gene_dragon_secondary_value,,False,False,True
common/dna_data/test_dna_north.txt,Tuttle_asoiaf_5,gene_dragon_eye_hue,"""dragon_eye_hue"" 127 ""dragon_eye_hue"" 127",gene_dragon_eye_color_hue,,False,False,True
common/dna_data/test_dna_north.txt,Tuttle_asoiaf_5,gene_dragon_eye_value,"""dragon_eye_value"" 127 ""dragon_eye_value"" 127",gene_dragon_eye_color_value,,False,False,True
common/dna_data/test_dna_north.txt,Tuttle_asoiaf_5,gene_dragon_horn_hue,"""dragon_horn_hue"" 127 ""dragon_horn_hue"" 127",gene_dragon_horn_color_hue,,False,False,True
common/dna_data/test_dna_north.txt,Tuttle_asoiaf_5,gene_dragon_horn_value,"""dragon_horn_value"" 127 ""dragon_horn_value"" 127",gene_dragon_horn_color_value,,False,False,True
common/dna_data/test_dna_north.txt,Glover_asoiaf_4,gene_bs_head_round_shape,"""head_round_shape"" 0 ""head_round_shape"" 0",gene_bs_head_shape,,True,False,False
common/dna_data/test_dna_north.txt,Glover_asoiaf_4,gene_bs_eye_fold_2,"""eye_fold_2"" 0 ""eye_fold_2"" 0",gene_bs_eye_fold_shape,"""eye_fold_shape_pos"" 147 ""eye_fold_shape_pos"" 147",True,False,True
