Gene,Value,Count,Example
eye_color_saturation,"""vanilla_eye_saturation"" 120 ""vanilla_eye_saturation"" 127",1,common/dna_data/agot_dna_reach.txt:36247 (Merryweather_3)
eye_color_saturation,"""vanilla_eye_saturation"" 101 ""vanilla_eye_saturation"" 101",1,common/dna_data/agot_dna_reach.txt:36443 (Merryweather_4)
eye_color_saturation,"""eye_color_saturation"" 113 ""eye_color_saturation"" 130",1,common/dna_data/agot_dna_reach.txt:37418 (Norridge_2)
eye_color_saturation,"""eye_color_saturation"" 129 ""eye_color_saturation"" 92",1,common/dna_data/agot_dna_reach.txt:44258 (Risley_2)
eye_color_saturation,"""eye_color_saturation"" 120 ""eye_color_saturation"" 126",1,common/dna_data/agot_dna_reach.txt:45430 (Rosvenore_99)
eye_color_saturation,"""eye_color_saturation"" 116 ""eye_color_saturation"" 127",1,common/dna_data/agot_dna_reach.txt:46601 (Rowan_56)
eye_color_saturation,"""eye_color_saturation"" 114 ""eye_color_saturation"" 67",1,common/dna_data/agot_dna_reach.txt:48947 (Stackhouse_22)
eye_color_saturation,"""eye_color_saturation"" 98 ""eye_color_saturation"" 118",1,common/dna_data/agot_dna_reach.txt:50706 (Tarly_6)
eye_color_saturation,"""eye_color_saturation"" 127 ""eye_color_saturation"" 148",1,common/dna_data/agot_dna_reach.txt:51294 (Tyrell_10)
eye_color_saturation,"""eye_color_saturation"" 112 ""eye_color_saturation"" 121",1,common/dna_data/agot_dna_reach.txt:51881 (Tyrell_13)
eye_color_saturation,"""eye_color_saturation"" 117 ""eye_color_saturation"" 109",1,common/dna_data/agot_dna_reach.txt:52468 (Tyrell_18)
eye_color_saturation,"""eye_color_saturation"" 127 ""eye_color_saturation"" 104",1,common/dna_data/agot_dna_reach.txt:54423 (Tyrell_29)
eye_color_saturation,"""eye_color_saturation"" 118 ""eye_color_saturation"" 104",1,common/dna_data/agot_dna_reach.txt:55008 (Tyrell_31)
eye_color_saturation,"""eye_color_saturation"" 111 ""eye_color_saturation"" 148",1,common/dna_data/agot_dna_reach.txt:57151 (Tyrell_6)
eye_color_saturation,"""eye_color_saturation"" 121 ""eye_color_saturation"" 148",1,common/dna_data/agot_dna_reach.txt:57541 (Tyrell_8)
eye_color_saturation,"""eye_color_saturation"" 132 ""eye_color_saturation"" 95",1,common/dna_data/agot_dna_reach.txt:59888 (Vyrwel_1)
eye_color_saturation,"""eye_color_saturation"" 116 ""eye_color_saturation"" 95",1,common/dna_data/agot_dna_reach.txt:60279 (Vyrwel_4)
eye_color_saturation,"""eye_color_saturation"" 150 ""eye_color_saturation"" 95",1,common/dna_data/agot_dna_reach.txt:60866 (Vyrwel_7)
eye_color_saturation,"""eye_color_saturation"" 132 ""eye_color_saturation"" 140",1,common/dna_data/agot_dna_reach.txt:63411 (Willum_3)
eye_color_saturation,"""eye_color_saturation"" 132 ""eye_color_saturation"" 120",1,common/dna_data/agot_dna_reach.txt:63802 (Woodwright_2)
eye_color_saturation,"""eye_color_saturation"" 122 ""eye_color_saturation"" 126",1,common/dna_data/agot_dna_reach_ancestors.txt:4992 (Ball_5)
eye_color_saturation,"""vanilla_eye_saturation"" 130 ""eye_color_saturation"" 131",1,common/dna_data/agot_dna_reach_ancestors.txt:5384 (Ball_71)
eye_color_saturation,"""eye_color_saturation"" 127 ""vanilla_eye_saturation"" 130",1,common/dna_data/agot_dna_reach_ancestors.txt:5970 (Ball_76)
eye_color_saturation,"""eye_color_saturation"" 119 ""eye_color_saturation"" 122",1,common/dna_data/agot_dna_reach_ancestors.txt:6362 (Ball_85)
eye_color_saturation,"""eye_color_saturation"" 136 ""eye_color_saturation"" 132",1,common/dna_data/agot_dna_reach_ancestors.txt:7141 (Beesbury_19)
eye_color_saturation,"""eye_color_saturation"" 128 ""eye_color_saturation"" 83",1,common/dna_data/agot_dna_reach_ancestors.txt:9682 (Beesbury_39)
eye_color_saturation,"""eye_color_saturation"" 117 ""eye_color_saturation"" 86",1,common/dna_data/agot_dna_reach_ancestors.txt:10073 (Beesbury_41)
eye_color_saturation,"""eye_color_saturation"" 128 ""eye_color_saturation"" 163",1,common/dna_data/agot_dna_reach_ancestors.txt:11636 (Beesbury_8)
eye_color_saturation,"""eye_color_saturation"" 81 ""eye_color_saturation"" 125",1,common/dna_data/agot_dna_reach_ancestors.txt:12807 (Bulwer_24)
eye_color_saturation,"""eye_color_saturation"" 120 ""eye_color_saturation"" 129",1,common/dna_data/agot_dna_reach_ancestors.txt:15345 (Caswell_34)
eye_color_saturation,"""eye_color_saturation"" 128 ""eye_color_saturation"" 82",1,common/dna_data/agot_dna_reach_ancestors.txt:20027 (Crane_32)
eye_color_saturation,"""eye_color_saturation"" 148 ""eye_color_saturation"" 110",1,common/dna_data/agot_dna_reach_ancestors.txt:20223 (Crane_35)
eye_color_saturation,"""eye_color_saturation"" 126 ""eye_color_saturation"" 112",1,common/dna_data/agot_dna_reach_ancestors.txt:21395 (Crane_48)
eye_color_saturation,"""eye_color_saturation"" 98 ""eye_color_saturation"" 145",1,common/dna_data/agot_dna_reach_ancestors.txt:24713 (Florent_23)
eye_color_saturation,"""eye_color_saturation"" 102 ""eye_color_saturation"" 145",1,common/dna_data/agot_dna_reach_ancestors.txt:25297 (Florent_26)
eye_color_saturation,"""eye_color_saturation"" 119 ""eye_color_saturation"" 128",1,common/dna_data/agot_dna_reach_ancestors.txt:28223 (Florent_86)
eye_color_saturation,"""eye_color_saturation"" 129 ""eye_color_saturation"" 83",1,common/dna_data/agot_dna_reach_ancestors.txt:28418 (Fossoway_26)
eye_color_saturation,"""eye_color_saturation"" 140 ""eye_color_saturation"" 160",1,common/dna_data/agot_dna_reach_ancestors.txt:35262 (Hightower_107)
eye_color_saturation,"""eye_color_saturation"" 116 ""eye_color_saturation"" 160",1,common/dna_data/agot_dna_reach_ancestors.txt:35652 (Hightower_109)
eye_color_saturation,"""eye_color_saturation"" 128 ""eye_color_saturation"" 160",1,common/dna_data/agot_dna_reach_ancestors.txt:35847 (Hightower_110)
eye_color_saturation,"""eye_color_saturation"" 125 ""eye_color_saturation"" 116",1,common/dna_data/agot_dna_reach_ancestors.txt:36042 (Hightower_111)
eye_color_saturation,"""eye_color_saturation"" 160 ""eye_color_saturation"" 116",1,common/dna_data/agot_dna_reach_ancestors.txt:36238 (Hightower_113)
eye_color_saturation,"""eye_color_saturation"" 106 ""eye_color_saturation"" 124",1,common/dna_data/agot_dna_reach_ancestors.txt:42673 (Hightower_89)
eye_color_saturation,"""eye_color_saturation"" 158 ""eye_color_saturation"" 158",1,common/dna_data/agot_dna_reach_ancestors.txt:43064 (Hightower_91)
eye_color_saturation,"""eye_color_saturation"" 95 ""eye_color_saturation"" 126",1,common/dna_data/agot_dna_reach_ancestors.txt:49110 (Meadows_38)
eye_color_saturation,"""eye_color_saturation"" 129 ""eye_color_saturation"" 131",1,common/dna_data/agot_dna_reach_ancestors.txt:56339 (Oakheart_37)
eye_color_saturation,"""eye_color_saturation"" 80 ""eye_color_saturation"" 102",1,common/dna_data/agot_dna_reach_ancestors.txt:59267 (Osgrey_23)
eye_color_saturation,"""eye_color_saturation"" 150 ""eye_color_saturation"" 109",1,common/dna_data/agot_dna_reach_ancestors.txt:61023 (Peake_58)
eye_color_saturation,"""eye_color_saturation"" 224 ""eye_color_saturation"" 224",1,common/dna_data/agot_dna_reach_ancestors.txt:62590 (Peake_66)
eye_color_saturation,"""eye_color_saturation"" 87 ""eye_color_saturation"" 126",1,common/dna_data/agot_dna_reach_ancestors.txt:65524 (Redwyne_26)
eye_color_saturation,"""eye_color_saturation"" 134 ""eye_color_saturation"" 119",1,common/dna_data/agot_dna_reach_ancestors.txt:68854 (Redwyne_63)
eye_color_saturation,"""eye_color_saturation"" 120 ""vanilla_eye_saturation"" 127",1,common/dna_data/agot_dna_reach_ancestors.txt:69049 (Redwyne_64)
eye_color_saturation,"""eye_color_saturation"" 124 ""eye_color_saturation"" 119",1,common/dna_data/agot_dna_reach_ancestors.txt:69243 (Redwyne_72)
eye_color_saturation,"""eye_color_saturation"" 111 ""eye_color_saturation"" 138",1,common/dna_data/agot_dna_reach_ancestors.txt:71981 (Rowan_26)
eye_color_saturation,"""eye_color_saturation"" 173 ""eye_color_saturation"" 173",1,common/dna_data/agot_dna_reach_ancestors.txt:73351 (Rowan_33)
eye_color_saturation,"""eye_color_saturation"" 141 ""eye_color_saturation"" 125",1,common/dna_data/agot_dna_reach_ancestors.txt:73939 (Rowan_45)
eye_color_saturation,"""eye_color_saturation"" 116 ""eye_color_saturation"" 118",1,common/dna_data/agot_dna_reach_ancestors.txt:79407 (Tarly_26)
eye_color_saturation,"""eye_color_saturation"" 128 ""eye_color_saturation"" 116",1,common/dna_data/agot_dna_reach_ancestors.txt:79603 (Tarly_28)
eye_color_saturation,"""eye_color_saturation"" 127 ""eye_color_saturation"" 86",1,common/dna_data/agot_dna_reach_ancestors.txt:80772 (Tyrell_71)
eye_color_saturation,"""eye_color_saturation"" 147 ""eye_color_saturation"" 108",1,common/dna_data/agot_dna_reach_ancestors.txt:81360 (Tyrell_74)
eye_color_saturation,"""eye_color_saturation"" 108 ""eye_color_saturation"" 130",1,common/dna_data/agot_dna_reach_ancestors.txt:82925 (Tyrell_84)
eye_color_saturation,"""eye_color_saturation"" 135 ""eye_color_saturation"" 147",1,common/dna_data/agot_dna_reach_ancestors.txt:83315 (Tyrell_86)
eye_color_saturation,"""eye_color_saturation"" 127 ""eye_color_saturation"" 117",1,common/dna_data/agot_dna_reach_ancestors.txt:84485 (Tyrell_93)
eye_color_saturation,"""eye_color_saturation"" 131 ""eye_color_saturation"" 97",1,common/dna_data/agot_dna_reach_ancestors.txt:85266 (Tyrell_98)
eye_color_saturation,"""eye_color_saturation"" 125 ""eye_color_saturation"" 122",1,common/dna_data/agot_dna_reach_ancestors.txt:85658 (Uffering_67)
eye_color_saturation,"""eye_color_saturation"" 135 ""eye_color_saturation"" 123",1,common/dna_data/agot_dna_reach_ancestors.txt:88395 (Webber_13)
eye_color_saturation,"""eye_color_saturation"" 124 ""vanilla_eye_saturation"" 127",1,common/dna_data/agot_dna_rhoyne_ancestors.txt:1282 (Arhe_Meali_6)
eye_color_saturation,"""eye_color_saturation"" 105 ""eye_color_saturation"" 123",1,common/dna_data/agot_dna_rhoyne_ancestors.txt:1477 (Segal_1)
eye_color_saturation,"""eye_color_saturation"" 104 ""eye_color_saturation"" 86",1,common/dna_data/agot_dna_riverlands.txt:1087 (Blackwood_10)
eye_color_saturation,"""eye_color_saturation"" 102 ""eye_color_saturation"" 89",1,common/dna_data/agot_dna_riverlands.txt:2457 (Blackwood_17)
eye_color_saturation,"""eye_color_saturation"" 150 ""eye_color_saturation"" 133",1,common/dna_data/agot_dna_riverlands.txt:4215 (Blackwood_9)
eye_color_saturation,"""eye_color_saturation"" 139 ""eye_color_saturation"" 112",1,common/dna_data/agot_dna_riverlands.txt:4606 (Blackwood_98)
eye_color_saturation,"""eye_color_saturation"" 135 ""eye_color_saturation"" 161",1,common/dna_data/agot_dna_riverlands.txt:25694 (Tully_3)
eye_color_saturation,"""eye_color_saturation"" 110 ""eye_color_saturation"" 84",1,common/dna_data/agot_dna_riverlands.txt:27259 (Urgont_50)
eye_color_saturation,"""eye_color_saturation"" 53 ""eye_color_saturation"" 108",1,common/dna_data/agot_dna_riverlands.txt:30000 (Whent_11)
eye_color_saturation,"""eye_color_saturation"" 108 ""eye_color_saturation"" 53",1,common/dna_data/agot_dna_riverlands.txt:30390 (Whent_13)
eye_color_saturation,"""eye_color_saturation"" 65 ""eye_color_saturation"" 65",1,common/dna_data/agot_dna_riverlands.txt:30586 (Whent_2)
eye_color_saturation,"""eye_color_saturation"" 75 ""eye_color_saturation"" 75",1,common/dna_data/agot_dna_riverlands.txt:31173 (Whent_5)
eye_color_saturation,"""eye_color_saturation"" 61 ""eye_color_saturation"" 108",1,common/dna_data/agot_dna_riverlands_ancestors.txt:500 (Blackwood_101)
eye_color_saturation,"""eye_color_saturation"" 56 ""eye_color_saturation"" 36",1,common/dna_data/agot_dna_riverlands_ancestors.txt:1088 (Blackwood_104)
eye_color_saturation,"""eye_color_saturation"" 166 ""eye_color_saturation"" 164",1,common/dna_data/agot_dna_riverlands_ancestors.txt:1283 (Blackwood_105)
eye_color_saturation,"""eye_color_saturation"" 136 ""eye_color_saturation"" 127",1,common/dna_data/agot_dna_riverlands_ancestors.txt:1478 (Blackwood_106)
eye_color_saturation,"""eye_color_saturation"" 149 ""eye_color_saturation"" 131",1,common/dna_data/agot_dna_riverlands_ancestors.txt:1673 (Blackwood_107)
eye_color_saturation,"""eye_color_saturation"" 6 ""eye_color_saturation"" 149",1,common/dna_data/agot_dna_riverlands_ancestors.txt:1868 (Blackwood_108)
eye_color_saturation,"""eye_color_saturation"" 115 ""eye_color_saturation"" 76",1,common/dna_data/agot_dna_riverlands_ancestors.txt:3042 (Blackwood_40)
eye_color_saturation,"""eye_color_saturation"" 96 ""eye_color_saturation"" 91",1,common/dna_data/agot_dna_riverlands_ancestors.txt:3826 (Blackwood_44)
eye_color_saturation,"""eye_color_saturation"" 110 ""eye_color_saturation"" 91",1,common/dna_data/agot_dna_riverlands_ancestors.txt:4021 (Blackwood_45)
eye_color_saturation,"""eye_color_saturation"" 83 ""eye_color_saturation"" 91",1,common/dna_data/agot_dna_riverlands_ancestors.txt:4412 (Blackwood_47)
eye_color_saturation,"""eye_color_saturation"" 110 ""vanilla_eye_saturation"" 255",1,common/dna_data/agot_dna_riverlands_ancestors.txt:4607 (Blackwood_48)
eye_color_saturation,"""vanilla_eye_saturation"" 255 ""vanilla_eye_saturation"" 41",1,common/dna_data/agot_dna_riverlands_ancestors.txt:4999 (Blackwood_50)
eye_color_saturation,"""vanilla_eye_saturation"" 41 ""vanilla_eye_saturation"" 255",1,common/dna_data/agot_dna_riverlands_ancestors.txt:5585 (Blackwood_53)
eye_color_saturation,"""eye_color_saturation"" 36 ""eye_color_saturation"" 56",1,common/dna_data/agot_dna_riverlands_ancestors.txt:6172 (Blackwood_56)
eye_color_saturation,"""eye_color_saturation"" 167 ""eye_color_saturation"" 125",1,common/dna_data/agot_dna_riverlands_ancestors.txt:6367 (Blackwood_57)
eye_color_saturation,"""eye_color_saturation"" 235 ""vanilla_eye_saturation"" 255",1,common/dna_data/agot_dna_riverlands_ancestors.txt:6758 (Blackwood_59)
eye_color_saturation,"""vanilla_eye_saturation"" 138 ""eye_color_saturation"" 125",1,common/dna_data/agot_dna_riverlands_ancestors.txt:7148 (Blackwood_61)
eye_color_saturation,"""vanilla_eye_saturation"" 255 ""eye_color_saturation"" 167",1,common/dna_data/agot_dna_riverlands_ancestors.txt:7343 (Blackwood_62)
eye_color_saturation,"""eye_color_saturation"" 217 ""eye_color_saturation"" 217",1,common/dna_data/agot_dna_riverlands_ancestors.txt:7539 (Blackwood_63)
eye_color_saturation,"""vanilla_eye_saturation"" 70 ""vanilla_eye_saturation"" 255",1,common/dna_data/agot_dna_riverlands_ancestors.txt:7734 (Blackwood_64)
eye_color_saturation,"""eye_color_saturation"" 108 ""eye_color_saturation"" 255",1,common/dna_data/agot_dna_riverlands_ancestors.txt:7929 (Blackwood_65)
eye_color_saturation,"""eye_color_saturation"" 161 ""eye_color_saturation"" 98",1,common/dna_data/agot_dna_riverlands_ancestors.txt:8515 (Blackwood_78)
eye_color_saturation,"""eye_color_saturation"" 175 ""eye_color_saturation"" 127",1,common/dna_data/agot_dna_riverlands_ancestors.txt:8906 (Blackwood_80)
eye_color_saturation,"""eye_color_saturation"" 164 ""eye_color_saturation"" 131",1,common/dna_data/agot_dna_riverlands_ancestors.txt:10864 (Blackwood_90)
eye_color_saturation,"""eye_color_saturation"" 91 ""eye_color_saturation"" 115",1,common/dna_data/agot_dna_riverlands_ancestors.txt:11840 (Bracken_111)
eye_color_saturation,"""eye_color_saturation"" 82 ""eye_color_saturation"" 76",1,common/dna_data/agot_dna_riverlands_ancestors.txt:12427 (Bracken_127)
eye_color_saturation,"""vanilla_eye_saturation"" 81 ""eye_color_saturation"" 125",1,common/dna_data/agot_dna_riverlands_ancestors.txt:12622 (Bracken_31)
eye_color_saturation,"""eye_color_saturation"" 108 ""eye_color_saturation"" 109",1,common/dna_data/agot_dna_riverlands_ancestors.txt:12818 (Bracken_32)
eye_color_saturation,"""eye_color_saturation"" 78 ""eye_color_saturation"" 108",1,common/dna_data/agot_dna_riverlands_ancestors.txt:13014 (Bracken_33)
eye_color_saturation,"""eye_color_saturation"" 115 ""eye_color_saturation"" 78",1,common/dna_data/agot_dna_riverlands_ancestors.txt:13210 (Bracken_34)
eye_color_saturation,"""eye_color_saturation"" 82 ""eye_color_saturation"" 91",1,common/dna_data/agot_dna_riverlands_ancestors.txt:13601 (Bracken_36)
eye_color_saturation,"""eye_color_saturation"" 115 ""eye_color_saturation"" 82",1,common/dna_data/agot_dna_riverlands_ancestors.txt:13797 (Bracken_37)
eye_color_saturation,"""eye_color_saturation"" 115 ""eye_color_saturation"" 102",1,common/dna_data/agot_dna_riverlands_ancestors.txt:14384 (Bracken_40)
eye_color_saturation,"""eye_color_saturation"" 48 ""eye_color_saturation"" 91",1,common/dna_data/agot_dna_riverlands_ancestors.txt:14776 (Bracken_42)
eye_color_saturation,"""eye_color_saturation"" 110 ""eye_color_saturation"" 83",1,common/dna_data/agot_dna_riverlands_ancestors.txt:15168 (Bracken_44)
eye_color_saturation,"""vanilla_eye_saturation"" 112 ""vanilla_eye_saturation"" 112",1,common/dna_data/agot_dna_riverlands_ancestors.txt:15363 (Bracken_45)
eye_color_saturation,"""vanilla_eye_saturation"" 112 ""eye_color_saturation"" 66",1,common/dna_data/agot_dna_riverlands_ancestors.txt:15558 (Bracken_46)
eye_color_saturation,"""vanilla_eye_saturation"" 90 ""vanilla_eye_saturation"" 90",1,common/dna_data/agot_dna_riverlands_ancestors.txt:15754 (Bracken_47)
eye_color_saturation,"""eye_color_saturation"" 66 ""vanilla_eye_saturation"" 255",1,common/dna_data/agot_dna_riverlands_ancestors.txt:15949 (Bracken_48)
eye_color_saturation,"""eye_color_saturation"" 50 ""eye_color_saturation"" 125",1,common/dna_data/agot_dna_riverlands_ancestors.txt:16341 (Bracken_50)
eye_color_saturation,"""eye_color_saturation"" 66 ""eye_color_saturation"" 125",1,common/dna_data/agot_dna_riverlands_ancestors.txt:16536 (Bracken_51)
eye_color_saturation,"""vanilla_eye_saturation"" 255 ""vanilla_eye_saturation"" 127",1,common/dna_data/agot_dna_riverlands_ancestors.txt:16732 (Bracken_52)
eye_color_saturation,"""vanilla_eye_saturation"" 112 ""eye_color_saturation"" 125",1,common/dna_data/agot_dna_riverlands_ancestors.txt:16927 (Bracken_53)
eye_color_saturation,"""eye_color_saturation"" 230 ""vanilla_eye_saturation"" 255",1,common/dna_data/agot_dna_riverlands_ancestors.txt:17512 (Bracken_56)
eye_color_saturation,"""vanilla_eye_saturation"" 255 ""eye_color_saturation"" 115",1,common/dna_data/agot_dna_riverlands_ancestors.txt:17707 (Bracken_57)
eye_color_saturation,"""eye_color_saturation"" 163 ""vanilla_eye_saturation"" 255",1,common/dna_data/agot_dna_riverlands_ancestors.txt:17903 (Bracken_59)
eye_color_saturation,"""eye_color_saturation"" 100 ""eye_color_saturation"" 154",1,common/dna_data/agot_dna_riverlands_ancestors.txt:18098 (Bracken_60)
eye_color_saturation,"""eye_color_saturation"" 147 ""vanilla_eye_saturation"" 255",1,common/dna_data/agot_dna_riverlands_ancestors.txt:18292 (Bracken_68)
eye_color_saturation,"""vanilla_eye_saturation"" 127 ""eye_color_saturation"" 135",1,common/dna_data/agot_dna_riverlands_ancestors.txt:19461 (Bracken_81)
eye_color_saturation,"""eye_color_saturation"" 135 ""vanilla_eye_saturation"" 127",1,common/dna_data/agot_dna_riverlands_ancestors.txt:19657 (Bracken_82)
eye_color_saturation,"""eye_color_saturation"" 91 ""eye_color_saturation"" 85",1,common/dna_data/agot_dna_riverlands_ancestors.txt:20437 (Butterwell_14)
eye_color_saturation,"""eye_color_saturation"" 69 ""eye_color_saturation"" 85",1,common/dna_data/agot_dna_riverlands_ancestors.txt:21604 (Butterwell_32)
eye_color_saturation,"""eye_color_saturation"" 106 ""eye_color_saturation"" 85",1,common/dna_data/agot_dna_riverlands_ancestors.txt:21994 (Butterwell_34)
eye_color_saturation,"""eye_color_saturation"" 94 ""eye_color_saturation"" 125",1,common/dna_data/agot_dna_riverlands_ancestors.txt:22384 (Chambers_55)
eye_color_saturation,"""eye_color_saturation"" 80 ""eye_color_saturation"" 120",1,common/dna_data/agot_dna_riverlands_ancestors.txt:23165 (Darry_32)
eye_color_saturation,"""eye_color_saturation"" 169 ""eye_color_saturation"" 174",1,common/dna_data/agot_dna_riverlands_ancestors.txt:25115 (Frey_114)
eye_color_saturation,"""eye_color_saturation"" 71 ""eye_color_saturation"" 71",1,common/dna_data/agot_dna_riverlands_ancestors.txt:28049 (Grell_22)
eye_color_saturation,"""eye_color_saturation"" 104 ""eye_color_saturation"" 43",1,common/dna_data/agot_dna_riverlands_ancestors.txt:32746 (Haynes_71)
eye_color_saturation,"""eye_color_saturation"" 125 ""eye_color_saturation"" 146",1,common/dna_data/agot_dna_riverlands_ancestors.txt:35095 (Lothston_19)
eye_color_saturation,"""eye_color_saturation"" 170 ""eye_color_saturation"" 148",1,common/dna_data/agot_dna_riverlands_ancestors.txt:37836 (Mallister_28)
eye_color_saturation,"""eye_color_saturation"" 134 ""eye_color_saturation"" 100",1,common/dna_data/agot_dna_riverlands_ancestors.txt:38031 (Mallister_29)
eye_color_saturation,"""eye_color_saturation"" 127 ""eye_color_saturation"" 95",1,common/dna_data/agot_dna_riverlands_ancestors.txt:39399 (Mallister_64)
eye_color_saturation,"""eye_color_saturation"" 114 ""eye_color_saturation"" 126",1,common/dna_data/agot_dna_riverlands_ancestors.txt:43304 (Paege_42)
eye_color_saturation,"""eye_color_saturation"" 130 ""eye_color_saturation"" 117",1,common/dna_data/agot_dna_riverlands_ancestors.txt:51325 (Tully_33)
eye_color_saturation,"""eye_color_saturation"" 127 ""eye_color_saturation"" 92",1,common/dna_data/agot_dna_riverlands_ancestors.txt:51521 (Tully_34)
eye_color_saturation,"""eye_color_saturation"" 131 ""eye_color_saturation"" 92",1,common/dna_data/agot_dna_riverlands_ancestors.txt:52303 (Tully_38)
eye_color_saturation,"""eye_color_saturation"" 125 ""vanilla_eye_saturation"" 255",1,common/dna_data/agot_dna_riverlands_ancestors.txt:52889 (Tully_50)
eye_color_saturation,"""eye_color_saturation"" 123 ""vanilla_eye_saturation"" 255",1,common/dna_data/agot_dna_riverlands_ancestors.txt:53084 (Tully_51)
eye_color_saturation,"""vanilla_eye_saturation"" 255 ""eye_color_saturation"" 123",1,common/dna_data/agot_dna_riverlands_ancestors.txt:53671 (Tully_54)
eye_color_saturation,"""vanilla_eye_saturation"" 255 ""eye_color_saturation"" 125",1,common/dna_data/agot_dna_riverlands_ancestors.txt:53866 (Tully_55)
eye_color_saturation,"""eye_color_saturation"" 115 ""eye_color_saturation"" 125",1,common/dna_data/agot_dna_riverlands_ancestors.txt:54453 (Tully_61)
eye_color_saturation,"""eye_color_saturation"" 68 ""eye_color_saturation"" 127",1,common/dna_data/agot_dna_riverlands_ancestors.txt:59337 (Dreck_68)
eye_color_saturation,"""eye_color_saturation"" 118 ""eye_color_saturation"" 133",1,common/dna_data/agot_dna_riverlands_freys.txt:3041 (Frey_17)
eye_color_saturation,"""eye_color_saturation"" 153 ""eye_color_saturation"" 132",1,common/dna_data/agot_dna_riverlands_freys.txt:4997 (Frey_29)
eye_color_saturation,"""eye_color_saturation"" 128 ""eye_color_saturation"" 80",1,common/dna_data/agot_dna_riverlands_freys.txt:9882 (Frey_65)
eye_color_saturation,"""eye_color_saturation"" 126 ""eye_color_saturation"" 101",1,common/dna_data/agot_dna_riverlands_freys.txt:10078 (Frey_66)
eye_color_saturation,"""eye_color_saturation"" 128 ""eye_color_saturation"" 126",1,common/dna_data/agot_dna_riverlands_freys.txt:10859 (Frey_73)
eye_color_saturation,"""eye_color_saturation"" 153 ""eye_color_saturation"" 138",1,common/dna_data/agot_dna_riverlands_freys.txt:12618 (Frey_86)
eye_color_saturation,"""eye_color_saturation"" 127 ""eye_color_saturation"" 138",1,common/dna_data/agot_dna_riverlands_freys.txt:13596 (Frey_90)
eye_color_saturation,"""eye_color_saturation"" 152 ""eye_color_saturation"" 127",1,common/dna_data/agot_dna_stormlands.txt:2063 (Baratheon_7)
eye_color_saturation,"""eye_color_saturation"" 131 ""eye_color_saturation"" 142",1,common/dna_data/agot_dna_stormlands.txt:5572 (Brownhill_2)
eye_color_saturation,"""eye_color_saturation"" 131 ""eye_color_saturation"" 6",1,common/dna_data/agot_dna_stormlands.txt:5768 (Brownhill_3)
eye_color_saturation,"""eye_color_saturation"" 131 ""eye_color_saturation"" 113",1,common/dna_data/agot_dna_stormlands.txt:9292 (Dennecent_71)
eye_color_saturation,"""eye_color_saturation"" 90 ""eye_color_saturation"" 64",1,common/dna_data/agot_dna_stormlands.txt:13200 (Estermont_8)
eye_color_saturation,"""eye_color_saturation"" 200 ""eye_color_saturation"" 200",1,common/dna_data/agot_dna_stormlands.txt:16334 (Melisandre_1)
eye_color_saturation,"""eye_color_saturation"" 91 ""eye_color_saturation"" 97",1,common/dna_data/agot_dna_stormlands.txt:17509 (Penrose_3)
eye_color_saturation,"""eye_color_saturation"" 125 ""eye_color_saturation"" 58",1,common/dna_data/agot_dna_stormlands.txt:18095 (Penrose_45)
eye_color_saturation,"""eye_color_saturation"" 0 ""eye_color_saturation"" 127",1,common/dna_data/agot_dna_stormlands.txt:18680 (Rogers_2)
eye_color_saturation,"""eye_color_saturation"" 128 ""eye_color_saturation"" 136",1,common/dna_data/agot_dna_stormlands.txt:19457 (Scaly_1)
eye_color_saturation,"""eye_color_saturation"" 120 ""eye_color_saturation"" 153",1,common/dna_data/agot_dna_stormlands.txt:21025 (Seaworth_8)
eye_color_saturation,"""eye_color_saturation"" 147 ""eye_color_saturation"" 127",1,common/dna_data/agot_dna_stormlands_ancestors.txt:1284 (Baratheon_20)
eye_color_saturation,"""eye_color_saturation"" 131 ""eye_color_saturation"" 147",1,common/dna_data/agot_dna_stormlands_ancestors.txt:2654 (Baratheon_34)
eye_color_saturation,"""eye_color_saturation"" 114 ""eye_color_saturation"" 131",1,common/dna_data/agot_dna_stormlands_ancestors.txt:3046 (Baratheon_36)
eye_color_saturation,"""eye_color_saturation"" 131 ""eye_color_saturation"" 114",1,common/dna_data/agot_dna_stormlands_ancestors.txt:3242 (Baratheon_37)
eye_color_saturation,"""eye_color_saturation"" 114 ""eye_color_saturation"" 147",1,common/dna_data/agot_dna_stormlands_ancestors.txt:3438 (Baratheon_38)
eye_color_saturation,"""eye_color_saturation"" 147 ""eye_color_saturation"" 114",1,common/dna_data/agot_dna_stormlands_ancestors.txt:4417 (Baratheon_45)
eye_color_saturation,"""eye_color_saturation"" 144 ""eye_color_saturation"" 131",1,common/dna_data/agot_dna_stormlands_ancestors.txt:4612 (Baratheon_46)
eye_color_saturation,"""eye_color_saturation"" 125 ""eye_color_saturation"" 94",1,common/dna_data/agot_dna_stormlands_ancestors.txt:5003 (Baratheon_51)
eye_color_saturation,"""eye_color_saturation"" 130 ""eye_color_saturation"" 112",1,common/dna_data/agot_dna_stormlands_ancestors.txt:12626 (Connington_23)
eye_color_saturation,"""eye_color_saturation"" 122 ""eye_color_saturation"" 112",1,common/dna_data/agot_dna_stormlands_ancestors.txt:12822 (Connington_24)
eye_color_saturation,"""eye_color_saturation"" 133 ""eye_color_saturation"" 125",1,common/dna_data/agot_dna_stormlands_ancestors.txt:26890 (Poe_6)
