File,DNA,Coverage,Genes
common/dna_data/agot_dna_iron_islands.txt,Greyjoy_9,31,189
common/dna_data/agot_dna_iron_islands.txt,Greyjoy_hh_7,31,189
common/dna_data/agot_dna_iron_islands.txt,Greyjoy_hh_8,31,189
common/dna_data/agot_dna_iron_islands.txt,Greyjoy_hh_9,31,189
common/dna_data/agot_dna_iron_islands.txt,Harlaw_1,31,189
common/dna_data/agot_dna_iron_islands.txt,Harlaw_12,31,189
common/dna_data/agot_dna_iron_islands.txt,Harlaw_13,31,187
common/dna_data/agot_dna_iron_islands.txt,Harlaw_14,31,189
common/dna_data/agot_dna_iron_islands.txt,Harlaw_2,31,189
common/dna_data/agot_dna_iron_islands.txt,Harlaw_23,31,187
common/dna_data/agot_dna_iron_islands.txt,Harlaw_24,31,189
common/dna_data/agot_dna_iron_islands.txt,Harlaw_26,31,189
common/dna_data/agot_dna_iron_islands.txt,Harlaw_3,31,189
common/dna_data/agot_dna_iron_islands.txt,Harlaw_4,31,189
common/dna_data/agot_dna_iron_islands.txt,Harlaw_5,31,189
common/dna_data/agot_dna_iron_islands.txt,Harlaw_6,31,189
common/dna_data/agot_dna_iron_islands.txt,Harlaw_7,31,189
common/dna_data/agot_dna_iron_islands.txt,Harlaw_8,31,189
common/dna_data/agot_dna_iron_islands.txt,Harlaw_9,31,187
common/dna_data/agot_dna_iron_islands.txt,Humble_5,31,189
common/dna_data/agot_dna_iron_islands.txt,Ironmaker_1,31,189
common/dna_data/agot_dna_iron_islands.txt,Kenning_1,31,189
common/dna_data/agot_dna_iron_islands.txt,Kenning_104,31,189
common/dna_data/agot_dna_iron_islands.txt,Kenning_2,31,188
common/dna_data/agot_dna_iron_islands.txt,Kenning_3,31,189
common/dna_data/agot_dna_iron_islands.txt,Kenning_4,31,188
common/dna_data/agot_dna_iron_islands.txt,Kenning_5,31,187
common/dna_data/agot_dna_iron_islands.txt,Merlyn_1,31,189
common/dna_data/agot_dna_iron_islands.txt,Merlyn_2,31,189
common/dna_data/agot_dna_iron_islands.txt,Merlyn_89,31,188
common/dna_data/agot_dna_iron_islands.txt,Merlyn_92,31,189
common/dna_data/agot_dna_iron_islands.txt,Merlyn_96,31,189
common/dna_data/agot_dna_iron_islands.txt,Myre_1,31,189
common/dna_data/agot_dna_iron_islands.txt,Myre_4,31,189
common/dna_data/agot_dna_iron_islands.txt,Netley_1,31,189
common/dna_data/agot_dna_iron_islands.txt,Netley_2,31,189
common/dna_data/agot_dna_iron_islands.txt,Netley_4,31,189
common/dna_data/agot_dna_iron_islands.txt,Netley_5,31,189
common/dna_data/agot_dna_iron_islands.txt,Netley_6,31,188
common/dna_data/agot_dna_iron_islands.txt,Netley_7,31,188
common/dna_data/agot_dna_iron_islands.txt,Orkwood_1,31,189
common/dna_data/agot_dna_iron_islands.txt,Orkwood_2,31,187
common/dna_data/agot_dna_iron_islands.txt,Orkwood_3,31,187
common/dna_data/agot_dna_iron_islands.txt,Orkwood_4,31,188
common/dna_data/agot_dna_iron_islands.txt,Salt_2,31,189
common/dna_data/agot_dna_iron_islands.txt,Saltcliffe_12,31,189
common/dna_data/agot_dna_iron_islands.txt,Saltcliffe_2,31,188
common/dna_data/agot_dna_iron_islands.txt,Saltcliffe_4,31,189
common/dna_data/agot_dna_iron_islands.txt,Sharp_1,31,189
common/dna_data/agot_dna_iron_islands.txt,Shepherd_1,31,189
common/dna_data/agot_dna_iron_islands.txt,Shepherd_3,31,189
common/dna_data/agot_dna_iron_islands.txt,Sparr_1,31,189
common/dna_data/agot_dna_iron_islands.txt,Sparr_2,31,189
common/dna_data/agot_dna_iron_islands.txt,Sparr_3,31,187
common/dna_data/agot_dna_iron_islands.txt,Sparr_4,31,189
common/dna_data/agot_dna_iron_islands.txt,Sparr_5,31,188
common/dna_data/agot_dna_iron_islands.txt,Sparr_6,31,189
common/dna_data/agot_dna_iron_islands.txt,Stonehouse_3,31,189
common/dna_data/agot_dna_iron_islands.txt,Stonehouse_5,31,189
common/dna_data/agot_dna_iron_islands.txt,Stonetree_2,31,189
common/dna_data/agot_dna_iron_islands.txt,Stonetree_3,31,187
common/dna_data/agot_dna_iron_islands.txt,Stonetree_4,31,189
common/dna_data/agot_dna_iron_islands.txt,Stonetree_5,31,187
common/dna_data/agot_dna_iron_islands.txt,Stormdrunk_49,31,189
common/dna_data/agot_dna_iron_islands.txt,Stormdrunk_58,31,189
common/dna_data/agot_dna_iron_islands.txt,Sunderly_2,31,189
common/dna_data/agot_dna_iron_islands.txt,Sunderly_3,31,189
common/dna_data/agot_dna_iron_islands.txt,Tawney_2,31,188
common/dna_data/agot_dna_iron_islands.txt,Tawney_3,31,189
common/dna_data/agot_dna_iron_islands.txt,Tawney_4,31,189
common/dna_data/agot_dna_iron_islands.txt,Tawney_5,31,189
common/dna_data/agot_dna_iron_islands.txt,Tawney_75,31,189
common/dna_data/agot_dna_iron_islands.txt,Tidewood_1,31,189
common/dna_data/agot_dna_iron_islands.txt,Tidewood_10,31,189
common/dna_data/agot_dna_iron_islands.txt,Tidewood_11,31,189
common/dna_data/agot_dna_iron_islands.txt,Tidewood_14,31,189
common/dna_data/agot_dna_iron_islands.txt,Tidewood_15,31,188
common/dna_data/agot_dna_iron_islands.txt,Tidewood_16,31,188
common/dna_data/agot_dna_iron_islands.txt,Tidewood_17,31,189
common/dna_data/agot_dna_iron_islands.txt,Tidewood_2,31,189
common/dna_data/agot_dna_iron_islands.txt,Tidewood_3,31,189
common/dna_data/agot_dna_iron_islands.txt,Tidewood_4,31,189
common/dna_data/agot_dna_iron_islands.txt,Tidewood_6,31,188
common/dna_data/agot_dna_iron_islands.txt,Tidewood_7,31,188
common/dna_data/agot_dna_iron_islands.txt,Tidewood_8,31,189
common/dna_data/agot_dna_iron_islands.txt,Tidewood_9,31,189
common/dna_data/agot_dna_iron_islands.txt,Volmark_1,31,189
common/dna_data/agot_dna_iron_islands.txt,Volmark_2,31,189
common/dna_data/agot_dna_iron_islands.txt,Volmark_3,31,188
common/dna_data/agot_dna_iron_islands.txt,Volmark_4,31,188
common/dna_data/agot_dna_iron_islands.txt,Weaver_1,31,189
common/dna_data/agot_dna_iron_islands.txt,Weaver_2,31,189
common/dna_data/agot_dna_iron_islands.txt,Weaver_3,31,189
common/dna_data/agot_dna_iron_islands.txt,Weaver_4,31,189
common/dna_data/agot_dna_iron_islands.txt,Weaver_5,31,189
common/dna_data/agot_dna_iron_islands.txt,Weaver_6,31,189
common/dna_data/agot_dna_iron_islands.txt,Weaver_7,31,189
common/dna_data/agot_dna_iron_islands.txt,Wynch_2,31,189
common/dna_data/agot_dna_iron_islands.txt,Wynch_3,31,189
common/dna_data/agot_dna_iron_islands_ancestors.txt,Blacktyde_66,31,189
common/dna_data/agot_dna_iron_islands_ancestors.txt,Blacktyde_70,31,188
common/dna_data/agot_dna_iron_islands_ancestors.txt,Farwynd_64,31,188
common/dna_data/agot_dna_iron_islands_ancestors.txt,Farwynd_98,31,188
common/dna_data/agot_dna_iron_islands_ancestors.txt,Goodbrother_42,31,189
common/dna_data/agot_dna_iron_islands_ancestors.txt,Goodbrother_56,31,188
common/dna_data/agot_dna_iron_islands_ancestors.txt,Goodbrother_57,31,189
common/dna_data/agot_dna_iron_islands_ancestors.txt,GoodbrotherOM_31,31,187
common/dna_data/agot_dna_iron_islands_ancestors.txt,Greyjoy_43,31,189
common/dna_data/agot_dna_iron_islands_ancestors.txt,Greyjoy_44,31,187
common/dna_data/agot_dna_iron_islands_ancestors.txt,Greyjoy_45,31,189
common/dna_data/agot_dna_iron_islands_ancestors.txt,Greyjoy_46,31,189
common/dna_data/agot_dna_iron_islands_ancestors.txt,Greyjoy_47,31,189
common/dna_data/agot_dna_iron_islands_ancestors.txt,Greyjoy_48,31,187
common/dna_data/agot_dna_iron_islands_ancestors.txt,Greyjoy_49,31,187
common/dna_data/agot_dna_iron_islands_ancestors.txt,Greyjoy_50,31,188
common/dna_data/agot_dna_iron_islands_ancestors.txt,Greyjoy_51,31,187
common/dna_data/agot_dna_iron_islands_ancestors.txt,Greyjoy_52,31,187
common/dna_data/agot_dna_iron_islands_ancestors.txt,Greyjoy_53,31,187
common/dna_data/agot_dna_iron_islands_ancestors.txt,Greyjoy_59,31,187
common/dna_data/agot_dna_iron_islands_ancestors.txt,Greyjoy_60,31,189
common/dna_data/agot_dna_iron_islands_ancestors.txt,Greyjoy_61,31,188
common/dna_data/agot_dna_iron_islands_ancestors.txt,Greyjoy_62,31,188
common/dna_data/agot_dna_iron_islands_ancestors.txt,Greyjoy_63,31,189
common/dna_data/agot_dna_iron_islands_ancestors.txt,Greyjoy_64,31,188
common/dna_data/agot_dna_iron_islands_ancestors.txt,Greyjoy_65,31,189
common/dna_data/agot_dna_iron_islands_ancestors.txt,Greyjoy_66,31,189
common/dna_data/agot_dna_iron_islands_ancestors.txt,Greyjoy_67,31,189
common/dna_data/agot_dna_iron_islands_ancestors.txt,Greyjoy_68,31,188
common/dna_data/agot_dna_iron_islands_ancestors.txt,Greyjoy_69,31,189
common/dna_data/agot_dna_iron_islands_ancestors.txt,Greyjoy_70,31,188
common/dna_data/agot_dna_iron_islands_ancestors.txt,Greyjoy_71,31,188
common/dna_data/agot_dna_iron_islands_ancestors.txt,Greyjoy_72,31,188
common/dna_data/agot_dna_iron_islands_ancestors.txt,Greyjoy_73,31,189
common/dna_data/agot_dna_iron_islands_ancestors.txt,Greyjoy_74,31,189
common/dna_data/agot_dna_iron_islands_ancestors.txt,Greyjoy_75,31,189
common/dna_data/agot_dna_iron_islands_ancestors.txt,Greyjoy_76,31,188
common/dna_data/agot_dna_iron_islands_ancestors.txt,Greyjoy_77,31,189
common/dna_data/agot_dna_iron_islands_ancestors.txt,Greyjoy_78,31,189
common/dna_data/agot_dna_iron_islands_ancestors.txt,Greyjoy_84,31,188
common/dna_data/agot_dna_iron_islands_ancestors.txt,Greyjoy_85,31,189
common/dna_data/agot_dna_iron_islands_ancestors.txt,Greyjoy_86,31,189
common/dna_data/agot_dna_iron_islands_ancestors.txt,Greyjoy_87,31,188
common/dna_data/agot_dna_iron_islands_ancestors.txt,Greyjoy_88,31,189
common/dna_data/agot_dna_iron_islands_ancestors.txt,Greyjoy_89,31,189
common/dna_data/agot_dna_iron_islands_ancestors.txt,Greyjoy_90,31,189
common/dna_data/agot_dna_iron_islands_ancestors.txt,Greyjoy_91,31,188
common/dna_data/agot_dna_iron_islands_ancestors.txt,Greyjoy_92,31,188
common/dna_data/agot_dna_iron_islands_ancestors.txt,Greyjoy_93,31,189
common/dna_data/agot_dna_iron_islands_ancestors.txt,Greyjoy_94,31,188
common/dna_data/agot_dna_iron_islands_ancestors.txt,Greyjoy_rs_14,31,188
common/dna_data/agot_dna_iron_islands_ancestors.txt,Greyjoy_rs_17,31,188
common/dna_data/agot_dna_iron_islands_ancestors.txt,Harlaw_44,31,189
common/dna_data/agot_dna_iron_islands_ancestors.txt,Harlaw_49,31,189
common/dna_data/agot_dna_iron_islands_ancestors.txt,Hoare_28,31,189
common/dna_data/agot_dna_iron_islands_ancestors.txt,Hoare_30,31,189
common/dna_data/agot_dna_iron_islands_ancestors.txt,Hoare_31,31,189
common/dna_data/agot_dna_iron_islands_ancestors.txt,Hoare_32,31,189
common/dna_data/agot_dna_iron_islands_ancestors.txt,Ironmaker_45,31,187
common/dna_data/agot_dna_iron_islands_ancestors.txt,Ironmaker_53,31,187
common/dna_data/agot_dna_iron_islands_ancestors.txt,Orkwood_25,31,189
common/dna_data/agot_dna_iron_islands_ancestors.txt,Orkwood_26,31,187
common/dna_data/agot_dna_iron_islands_ancestors.txt,Orkwood_27,31,187
common/dna_data/agot_dna_iron_islands_ancestors.txt,Orkwood_28,31,189
common/dna_data/agot_dna_iron_islands_ancestors.txt,Saltcliffe_26,31,189
common/dna_data/agot_dna_iron_islands_ancestors.txt,Saltcliffe_8,31,189
common/dna_data/agot_dna_iron_islands_ancestors.txt,Saltcliffe_81,31,188
common/dna_data/agot_dna_iron_islands_ancestors.txt,Saltcliffe_87,31,188
common/dna_data/agot_dna_iron_islands_ancestors.txt,Stonehouse_48,31,188
common/dna_data/agot_dna_iron_islands_ancestors.txt,Volmark_26,31,189
common/dna_data/agot_dna_iron_islands_ancestors.txt,Volmark_27,31,188
common/dna_data/agot_dna_iron_islands_ancestors.txt,Volmark_9,31,189
common/dna_data/agot_dna_lorath.txt,D_nar_102,31,187
common/dna_data/agot_dna_lorath.txt,D_nar_99,31,189
common/dna_data/agot_dna_lorath.txt,D_nar_rs_102,31,187
common/dna_data/agot_dna_lorath.txt,D_nar_rs_99,31,189
common/dna_data/agot_dna_lorath_ancestors.txt,O_rel_115,31,189
common/dna_data/agot_dna_lorath_ancestors.txt,O_rel_78,31,189
common/dna_data/agot_dna_lorath_ancestors.txt,O_rel_rs_78,31,189
common/dna_data/agot_dna_mercenaries.txt,Brave_Companions_10,31,188
common/dna_data/agot_dna_mercenaries.txt,Brave_Companions_11,31,189
common/dna_data/agot_dna_mercenaries.txt,Brave_Companions_3,31,189
common/dna_data/agot_dna_mercenaries.txt,Butcher_1,31,188
common/dna_data/agot_dna_mercenaries.txt,Company_of_the_Cat_1,31,189
common/dna_data/agot_dna_mercenaries.txt,Edoryen_1,31,189
common/dna_data/agot_dna_mercenaries.txt,Hoat_1,31,189
common/dna_data/agot_dna_mercenaries.txt,Lashare_1,31,189
common/dna_data/agot_dna_mercenaries.txt,Nine_Eyes_1,31,188
common/dna_data/agot_dna_mercenaries.txt,Qhoqua_1,31,189
common/dna_data/agot_dna_nightswatch.txt,Castle_Black_1,31,189
common/dna_data/agot_dna_nightswatch.txt,Castle_Black_2,31,189
common/dna_data/agot_dna_nightswatch.txt,Castle_Black_3,31,189
common/dna_data/agot_dna_nightswatch.txt,Castle_Black_5,31,189
common/dna_data/agot_dna_nightswatch.txt,Castle_Black_6,31,189
common/dna_data/agot_dna_nightswatch.txt,Castle_Black_7,31,189
common/dna_data/agot_dna_nightswatch.txt,Castle_Black_8,31,189
common/dna_data/agot_dna_nightswatch.txt,Eastwatch_By_The_Sea_1,31,189
common/dna_data/agot_dna_nightswatch.txt,Shadow_Tower_1,31,189
common/dna_data/agot_dna_nightswatch.txt,Shadow_Tower_2,31,189
common/dna_data/agot_dna_nightswatch.txt,Shadow_Tower_3,31,189
common/dna_data/agot_dna_nightswatch.txt,Shadow_Tower_5,31,189
common/dna_data/agot_dna_nightswatch.txt,Shadow_Tower_6,31,189
common/dna_data/agot_dna_nightswatch.txt,Shadow_Tower_7,31,189
common/dna_data/agot_dna_north.txt,Beech_67,31,189
common/dna_data/agot_dna_north.txt,Blackmyre_1,31,189
common/dna_data/agot_dna_north.txt,Blackmyre_2,31,189
common/dna_data/agot_dna_north.txt,Blackmyre_89,31,188
common/dna_data/agot_dna_north.txt,Bolton_1,31,189
common/dna_data/agot_dna_north.txt,Bolton_4,31,189
common/dna_data/agot_dna_north.txt,Bolton_5,31,189
common/dna_data/agot_dna_north.txt,Bolton_hh_11,31,189
common/dna_data/agot_dna_north.txt,Bolton_hh_2,31,189
common/dna_data/agot_dna_north.txt,Branch_23,31,189
common/dna_data/agot_dna_north.txt,Brownbarrow_71,31,188
common/dna_data/agot_dna_north.txt,Burl_99,31,188
common/dna_data/agot_dna_north.txt,Cassel_1,31,189
common/dna_data/agot_dna_north.txt,Cassel_10,31,189
common/dna_data/agot_dna_north.txt,Cassel_2,31,189
common/dna_data/agot_dna_north.txt,Cassel_28,31,189
common/dna_data/agot_dna_north.txt,Cassel_3,31,189
common/dna_data/agot_dna_north.txt,Cassel_4,31,189
common/dna_data/agot_dna_north.txt,Cassel_5,31,188
common/dna_data/agot_dna_north.txt,Cassel_6,31,189
common/dna_data/agot_dna_north.txt,Cassel_7,31,189
common/dna_data/agot_dna_north.txt,Cassel_8,31,187
common/dna_data/agot_dna_north.txt,Cassel_9,31,189
common/dna_data/agot_dna_north.txt,Catcher_44,31,188
common/dna_data/agot_dna_north.txt,Cerwyn_1,31,189
common/dna_data/agot_dna_north.txt,Cerwyn_2,31,189
common/dna_data/agot_dna_north.txt,Cerwyn_3,31,189
common/dna_data/agot_dna_north.txt,Cerwyn_4,31,188
common/dna_data/agot_dna_north.txt,Cerwyn_5,31,189
common/dna_data/agot_dna_north.txt,Cerwyn_6,31,188
common/dna_data/agot_dna_north.txt,Dormand_69,31,188
common/dna_data/agot_dna_north.txt,Dustin_1,31,189
common/dna_data/agot_dna_north.txt,Dustin_10,31,189
common/dna_data/agot_dna_north.txt,Dustin_11,31,188
common/dna_data/agot_dna_north.txt,Dustin_2,31,189
common/dna_data/agot_dna_north.txt,Dustin_3,31,189
common/dna_data/agot_dna_north.txt,Dustin_4,31,188
common/dna_data/agot_dna_north.txt,Dustin_46,31,189
common/dna_data/agot_dna_north.txt,Dustin_47,31,189
common/dna_data/agot_dna_north.txt,Dustin_5,31,189
common/dna_data/agot_dna_north.txt,Dustin_6,31,189
common/dna_data/agot_dna_north.txt,Dustin_7,31,189
common/dna_data/agot_dna_north.txt,Dustin_8,31,188
common/dna_data/agot_dna_north.txt,Dustin_9,31,189
common/dna_data/agot_dna_north.txt,Fenn_1,31,188
common/dna_data/agot_dna_north.txt,Fenn_2,31,188
common/dna_data/agot_dna_north.txt,Fenn_25,31,188
common/dna_data/agot_dna_north.txt,Fenn_26,31,188
common/dna_data/agot_dna_north.txt,Fenn_27,31,188
common/dna_data/agot_dna_north.txt,Fenn_28,31,189
common/dna_data/agot_dna_north.txt,Fenn_29,31,188
common/dna_data/agot_dna_north.txt,Fenn_30,31,189
common/dna_data/agot_dna_north.txt,Fenn_31,31,188
common/dna_data/agot_dna_north.txt,Fenn_34,31,188
common/dna_data/agot_dna_north.txt,Fenn_35,31,188
common/dna_data/agot_dna_north.txt,FisherSS_1,31,189
common/dna_data/agot_dna_north.txt,FisherSS_2,31,188
common/dna_data/agot_dna_north.txt,FisherSS_3,31,188
common/dna_data/agot_dna_north.txt,Flint_1,31,189
common/dna_data/agot_dna_north.txt,Flint_10,31,189
common/dna_data/agot_dna_north.txt,Flint_15,31,189
common/dna_data/agot_dna_north.txt,Flint_2,31,189
common/dna_data/agot_dna_north.txt,Flint_3,31,189
common/dna_data/agot_dna_north.txt,Flint_4,31,189
common/dna_data/agot_dna_north.txt,Flint_5,31,188
common/dna_data/agot_dna_north.txt,Flint_6,31,189
common/dna_data/agot_dna_north.txt,Flint_7,31,189
common/dna_data/agot_dna_north.txt,Flint_9,31,189
common/dna_data/agot_dna_north.txt,FlintFC_81,31,189
common/dna_data/agot_dna_north.txt,Forrester_1,31,189
common/dna_data/agot_dna_north.txt,Forrester_2,31,189
common/dna_data/agot_dna_north.txt,Forrester_3,31,189
common/dna_data/agot_dna_north.txt,Forrester_30,31,189
common/dna_data/agot_dna_north.txt,Forrester_31,31,188
common/dna_data/agot_dna_north.txt,Forrester_4,31,189
common/dna_data/agot_dna_north.txt,Forrester_5,31,188
common/dna_data/agot_dna_north.txt,Forrester_6,31,189
common/dna_data/agot_dna_north.txt,Forrester_7,31,189
common/dna_data/agot_dna_north.txt,Forrester_8,31,189
common/dna_data/agot_dna_north.txt,Forrester_rs_4,31,188
common/dna_data/agot_dna_north.txt,Glenmore_6,31,189
common/dna_data/agot_dna_north.txt,Glenmore_7,31,189
common/dna_data/agot_dna_north.txt,Glover_1,31,189
common/dna_data/agot_dna_north.txt,Glover_2,31,189
common/dna_data/agot_dna_north.txt,Glover_3,31,189
common/dna_data/agot_dna_north.txt,Glover_4,31,189
common/dna_data/agot_dna_north.txt,Glover_5,31,189
common/dna_data/agot_dna_north.txt,Glover_6,31,189
common/dna_data/agot_dna_north.txt,Glover_7,31,189
common/dna_data/agot_dna_north.txt,Greenleaf_15,31,188
common/dna_data/agot_dna_north.txt,Greenleaf_75,31,188
common/dna_data/agot_dna_north.txt,Harclay_3,31,189
common/dna_data/agot_dna_north.txt,Holt_71,31,188
common/dna_data/agot_dna_north.txt,Hornwood_1,31,189
common/dna_data/agot_dna_north.txt,Hornwood_2,31,189
common/dna_data/agot_dna_north.txt,Hornwood_3,31,189
common/dna_data/agot_dna_north.txt,Hornwood_4,31,187
common/dna_data/agot_dna_north.txt,Hornwood_5,31,188
common/dna_data/agot_dna_north.txt,Howle_72,31,189
common/dna_data/agot_dna_north.txt,Ironsmith_19,31,189
common/dna_data/agot_dna_north.txt,Ironsmith_20,31,188
common/dna_data/agot_dna_north.txt,Ironsmith_60,31,189
common/dna_data/agot_dna_north.txt,Ironsmith_62,31,189
common/dna_data/agot_dna_north.txt,Karstark_13,31,188
common/dna_data/agot_dna_north.txt,Karstark_14,31,188
common/dna_data/agot_dna_north.txt,Karstark_15,31,188
common/dna_data/agot_dna_north.txt,Karstark_16,31,189
common/dna_data/agot_dna_north.txt,Karstark_17,31,189
common/dna_data/agot_dna_north.txt,Karstark_18,31,187
common/dna_data/agot_dna_north.txt,Karstark_19,31,189
common/dna_data/agot_dna_north.txt,Karstark_2,31,189
common/dna_data/agot_dna_north.txt,Karstark_4,31,189
common/dna_data/agot_dna_north.txt,Karstark_5,31,189
common/dna_data/agot_dna_north.txt,Karstark_6,31,189
common/dna_data/agot_dna_north.txt,Karstark_60,31,189
common/dna_data/agot_dna_north.txt,Karstark_61,31,188
common/dna_data/agot_dna_north.txt,Karstark_62,31,189
common/dna_data/agot_dna_north.txt,Karstark_7,31,189
common/dna_data/agot_dna_north.txt,Karstark_92,31,187
common/dna_data/agot_dna_north.txt,Leadranack_73,31,188
common/dna_data/agot_dna_north.txt,Leadranack_75,31,188
common/dna_data/agot_dna_north.txt,Liddle_1,31,189
common/dna_data/agot_dna_north.txt,Liddle_2,31,189
common/dna_data/agot_dna_north.txt,Liddle_3,31,189
common/dna_data/agot_dna_north.txt,Liddle_4,31,189
common/dna_data/agot_dna_north.txt,Locke_1,31,189
common/dna_data/agot_dna_north.txt,Locke_2,31,189
common/dna_data/agot_dna_north.txt,Locke_3,31,189
common/dna_data/agot_dna_north.txt,Locke_50,31,189
common/dna_data/agot_dna_north.txt,Locke_51,31,188
common/dna_data/agot_dna_north.txt,Madden_79,31,189
common/dna_data/agot_dna_north.txt,Manderly_1,31,189
common/dna_data/agot_dna_north.txt,Manderly_10,31,188
common/dna_data/agot_dna_north.txt,Manderly_11,31,189
common/dna_data/agot_dna_north.txt,Manderly_12,31,188
common/dna_data/agot_dna_north.txt,Manderly_2,31,189
common/dna_data/agot_dna_north.txt,Manderly_3,31,188
common/dna_data/agot_dna_north.txt,Manderly_4,31,189
common/dna_data/agot_dna_north.txt,Manderly_5,31,189
common/dna_data/agot_dna_north.txt,Manderly_6,31,189
common/dna_data/agot_dna_north.txt,Manderly_7,31,189
common/dna_data/agot_dna_north.txt,Manderly_8,31,189
common/dna_data/agot_dna_north.txt,Manderly_9,31,188
common/dna_data/agot_dna_north.txt,Manderly_rs_1,31,188
common/dna_data/agot_dna_north.txt,Marsh_5,31,189
common/dna_data/agot_dna_north.txt,Mollen_94,31,188
common/dna_data/agot_dna_north.txt,Mormont_1,31,189
common/dna_data/agot_dna_north.txt,Mormont_10,31,188
common/dna_data/agot_dna_north.txt,Mormont_11,31,189
common/dna_data/agot_dna_north.txt,Mormont_2,31,189
common/dna_data/agot_dna_north.txt,Mormont_3,31,189
common/dna_data/agot_dna_north.txt,Mormont_4,31,189
common/dna_data/agot_dna_north.txt,Mormont_5,31,188
common/dna_data/agot_dna_north.txt,Mormont_6,31,188
common/dna_data/agot_dna_north.txt,Mormont_7,31,188
common/dna_data/agot_dna_north.txt,Mormont_8,31,188
common/dna_data/agot_dna_north.txt,Mormont_9,31,188
common/dna_data/agot_dna_north.txt,Moss_70,31,188
common/dna_data/agot_dna_north.txt,Norrey_1,31,189
common/dna_data/agot_dna_north.txt,Norrey_2,31,189
common/dna_data/agot_dna_north.txt,Norrey_4,31,189
common/dna_data/agot_dna_north.txt,Orlych_45,31,188
common/dna_data/agot_dna_north.txt,Peat_57,31,189
common/dna_data/agot_dna_north.txt,Poole_1,31,189
common/dna_data/agot_dna_north.txt,Poole_2,31,187
common/dna_data/agot_dna_north.txt,Poole_3,31,189
common/dna_data/agot_dna_north.txt,Portan_51,31,188
common/dna_data/agot_dna_north.txt,Reed_1,31,189
common/dna_data/agot_dna_north.txt,Reed_2,31,189
common/dna_data/agot_dna_north.txt,Reed_3,31,188
common/dna_data/agot_dna_north.txt,Ryswell_1,31,189
common/dna_data/agot_dna_north.txt,Ryswell_10,31,189
common/dna_data/agot_dna_north.txt,Ryswell_2,31,189
common/dna_data/agot_dna_north.txt,Ryswell_3,31,189
common/dna_data/agot_dna_north.txt,Ryswell_4,31,188
common/dna_data/agot_dna_north.txt,Ryswell_5,31,189
common/dna_data/agot_dna_north.txt,Ryswell_6,31,189
common/dna_data/agot_dna_north.txt,Ryswell_7,31,189
common/dna_data/agot_dna_north.txt,Ryswell_8,31,187
common/dna_data/agot_dna_north.txt,Silverfield_16,31,189
common/dna_data/agot_dna_north.txt,Silverfield_17,31,189
common/dna_data/agot_dna_north.txt,Silverfield_18,31,189
common/dna_data/agot_dna_north.txt,Silverfield_19,31,188
common/dna_data/agot_dna_north.txt,Silverfield_20,31,188
common/dna_data/agot_dna_north.txt,Silverfield_60,31,189
common/dna_data/agot_dna_north.txt,Silverfield_62,31,189
common/dna_data/agot_dna_north.txt,Slate_1,31,188
common/dna_data/agot_dna_north.txt,Spears_62,31,188
common/dna_data/agot_dna_north.txt,Stark_1,31,189
common/dna_data/agot_dna_north.txt,Stark_10,31,189
common/dna_data/agot_dna_north.txt,Stark_11,31,188
common/dna_data/agot_dna_north.txt,Stark_2,31,189
common/dna_data/agot_dna_north.txt,Stark_3,31,189
common/dna_data/agot_dna_north.txt,Stark_4,31,189
common/dna_data/agot_dna_north.txt,Stark_5,31,188
common/dna_data/agot_dna_north.txt,Stark_6,31,189
common/dna_data/agot_dna_north.txt,Stark_7,31,188
common/dna_data/agot_dna_north.txt,Stark_8,31,188
common/dna_data/agot_dna_north.txt,Stark_9,31,188
common/dna_data/agot_dna_north.txt,Stark_hh_1,31,189
common/dna_data/agot_dna_north.txt,Stark_hh_19,31,189
common/dna_data/agot_dna_north.txt,Stark_hh_2,31,189
common/dna_data/agot_dna_north.txt,Stark_hh_23,31,188
common/dna_data/agot_dna_north.txt,Stark_hh_33,31,188
common/dna_data/agot_dna_north.txt,Stark_hh_4,31,189
common/dna_data/agot_dna_north.txt,Stark_hh_5,31,189
common/dna_data/agot_dna_north.txt,Stark_hh_6,31,189
common/dna_data/agot_dna_north.txt,Stout_1,31,189
common/dna_data/agot_dna_north.txt,Stout_2,31,187
common/dna_data/agot_dna_north.txt,Stout_4,31,189
common/dna_data/agot_dna_north.txt,Tallhart_1,31,189
common/dna_data/agot_dna_north.txt,Tallhart_2,31,187
common/dna_data/agot_dna_north.txt,Tallhart_3,31,189
common/dna_data/agot_dna_north.txt,Tallhart_4,31,189
common/dna_data/agot_dna_north.txt,Tallhart_7,31,189
common/dna_data/agot_dna_north.txt,Tuttle_4,31,189
common/dna_data/agot_dna_north.txt,Tuttle_5,31,189
common/dna_data/agot_dna_north.txt,Umber_1,31,189
common/dna_data/agot_dna_north.txt,Umber_10,31,189
common/dna_data/agot_dna_north.txt,Umber_11,31,189
common/dna_data/agot_dna_north.txt,Umber_12,31,189
common/dna_data/agot_dna_north.txt,Umber_13,31,188
common/dna_data/agot_dna_north.txt,Umber_16,31,189
common/dna_data/agot_dna_north.txt,Umber_17,31,189
common/dna_data/agot_dna_north.txt,Umber_18,31,189
common/dna_data/agot_dna_north.txt,Umber_19,31,189
common/dna_data/agot_dna_north.txt,Umber_2,31,189
common/dna_data/agot_dna_north.txt,Umber_20,31,189
