"Key","Order","Mod","Path","File","Line","Value","TrailingText","Repository"
"DI_ce_lifestyle_button","29","Divine Intervention Cheat Menu","E:\SteamLibrary\steamapps\workshop\content\1158310\2986538297\localization\russian\gui\DI_l_russian.yml","localization/russian/gui/DI_l_russian.yml","191","All [Lifestyle.GetNameNoTooltip] Perks","","False"
"DI_ce_lifestyle_button","31","Divine Intervention CM [RUS]","E:\SteamLibrary\steamapps\workshop\content\1158310\3041996936\localization\russian\gui\DI_RUS_l_russian.yml","localization/russian/gui/DI_RUS_l_russian.yml","191","Все Перки [Lifestyle.GetNameNoTooltip]","","False"
"DI_ce_lifestyle_button","32","Divine Intervention AGOT | Русификатор","D:\RUSBAR\YandexDisk\PC RUSBAR-PC\Yandex Drive\Work\Rusbar IT Services\Repositories\Crusader_Kings_III_Mods\AGOT_Submods\Divine_Intervention_AGOT_RUS\localization\russian\gui\DI_RUS_l_russian.yml","localization/russian/gui/DI_RUS_l_russian.yml","191","Все Перки [Lifestyle.GetNameNoTooltip]","","True"
"DI_ce_lifestyle_button_tt","29","Divine Intervention Cheat Menu","E:\SteamLibrary\steamapps\workshop\content\1158310\2986538297\localization\russian\gui\DI_l_russian.yml","localization/russian/gui/DI_l_russian.yml","192","#Bold Left-Click#! to finish the [Lifestyle.GetName|E] lifestyle tree.\n#Bold Right-Click#! to clear the [Lifestyle.GetName|E] lifestyle tree.","","False"
"DI_ce_lifestyle_button_tt","31","Divine Intervention CM [RUS]","E:\SteamLibrary\steamapps\workshop\content\1158310\3041996936\localization\russian\gui\DI_RUS_l_russian.yml","localization/russian/gui/DI_RUS_l_russian.yml","192","#Bold ЛКМ#! чтобы открыть все перки [Lifestyle.GetName|E].\n#Bold ПКМ#! чтобы удалить все перки [Lifestyle.GetName|E].","","False"
"DI_ce_lifestyle_button_tt","32","Divine Intervention AGOT | Русификатор","D:\RUSBAR\YandexDisk\PC RUSBAR-PC\Yandex Drive\Work\Rusbar IT Services\Repositories\Crusader_Kings_III_Mods\AGOT_Submods\Divine_Intervention_AGOT_RUS\localization\russian\gui\DI_RUS_l_russian.yml","localization/russian/gui/DI_RUS_l_russian.yml","192","#Bold ЛКМ#! чтобы открыть все перки [Lifestyle.GetName|E].\n#Bold ПКМ#! чтобы удалить все перки [Lifestyle.GetName|E].","","True"
"DI_ce_all_lifestyle_button","29","Divine Intervention Cheat Menu","E:\SteamLibrary\steamapps\workshop\content\1158310\2986538297\localization\russian\gui\DI_l_russian.yml","localization/russian/gui/DI_l_russian.yml","193","All Lifestyle Perks","","False"
"DI_ce_all_lifestyle_button","31","Divine Intervention CM [RUS]","E:\SteamLibrary\steamapps\workshop\content\1158310\3041996936\localization\russian\gui\DI_RUS_l_russian.yml","localization/russian/gui/DI_RUS_l_russian.yml","193","Абсолютно Все Перки"," # button label","False"
"DI_ce_all_lifestyle_button","32","Divine Intervention AGOT | Русификатор","D:\RUSBAR\YandexDisk\PC RUSBAR-PC\Yandex Drive\Work\Rusbar IT Services\Repositories\Crusader_Kings_III_Mods\AGOT_Submods\Divine_Intervention_AGOT_RUS\localization\russian\gui\DI_RUS_l_russian.yml","localization/russian/gui/DI_RUS_l_russian.yml","193","Абсолютно Все Перки"," # button label","True"
"DI_ce_all_lifestyle_button_tt","29","Divine Intervention Cheat Menu","E:\SteamLibrary\steamapps\workshop\content\1158310\2986538297\localization\russian\gui\DI_l_russian.yml","localization/russian/gui/DI_l_russian.yml","194","#Bold Left-Click#! to finish all lifestyle trees.\n#Bold Right-Click#! to clear all lifestyle trees.","","False"
"DI_ce_all_lifestyle_button_tt","31","Divine Intervention CM [RUS]","E:\SteamLibrary\steamapps\workshop\content\1158310\3041996936\localization\russian\gui\DI_RUS_l_russian.yml","localization/russian/gui/DI_RUS_l_russian.yml","194","#Bold ЛКМ#! чтобы открыть ВСЕ перки ВСЕХ образов жизни.\n#Bold ПКМ#! чтобы удалить ВСЕ перки ВСЕХ образов жизни.","","False"
"DI_ce_all_lifestyle_button_tt","32","Divine Intervention AGOT | Русификатор","D:\RUSBAR\YandexDisk\PC RUSBAR-PC\Yandex Drive\Work\Rusbar IT Services\Repositories\Crusader_Kings_III_Mods\AGOT_Submods\Divine_Intervention_AGOT_RUS\localization\russian\gui\DI_RUS_l_russian.yml","localization/russian/gui/DI_RUS_l_russian.yml","194","#Bold ЛКМ#! чтобы открыть ВСЕ перки ВСЕХ образов жизни.\n#Bold ПКМ#! чтобы удалить ВСЕ перки ВСЕХ образов жизни.","","True"
"DI_modifiers","29","Divine Intervention Cheat Menu","E:\SteamLibrary\steamapps\workshop\content\1158310\2986538297\localization\russian\gui\DI_l_russian.yml","localization/russian/gui/DI_l_russian.yml","196","Modifiers"," # window title","False"
"DI_modifiers","31","Divine Intervention CM [RUS]","E:\SteamLibrary\steamapps\workshop\content\1158310\3041996936\localization\russian\gui\DI_RUS_l_russian.yml","localization/russian/gui/DI_RUS_l_russian.yml","196","Модификаторы"," # window title","False"
"DI_modifiers","32","Divine Intervention AGOT | Русификатор","D:\RUSBAR\YandexDisk\PC RUSBAR-PC\Yandex Drive\Work\Rusbar IT Services\Repositories\Crusader_Kings_III_Mods\AGOT_Submods\Divine_Intervention_AGOT_RUS\localization\russian\gui\DI_RUS_l_russian.yml","localization/russian/gui/DI_RUS_l_russian.yml","196","Модификаторы"," # window title","True"
"DI_modifier_maa_type","29","Divine Intervention Cheat Menu","E:\SteamLibrary\steamapps\workshop\content\1158310\2986538297\localization\russian\gui\DI_l_russian.yml","localization/russian/gui/DI_l_russian.yml","197","Select MAA Type"," # label","False"
"DI_modifier_maa_type","31","Divine Intervention CM [RUS]","E:\SteamLibrary\steamapps\workshop\content\1158310\3041996936\localization\russian\gui\DI_RUS_l_russian.yml","localization/russian/gui/DI_RUS_l_russian.yml","197","Тип Войск","","False"
"DI_modifier_maa_type","32","Divine Intervention AGOT | Русификатор","D:\RUSBAR\YandexDisk\PC RUSBAR-PC\Yandex Drive\Work\Rusbar IT Services\Repositories\Crusader_Kings_III_Mods\AGOT_Submods\Divine_Intervention_AGOT_RUS\localization\russian\gui\DI_RUS_l_russian.yml","localization/russian/gui/DI_RUS_l_russian.yml","197","Тип Войск","","True"
"DI_clear_modifiers","29","Divine Intervention Cheat Menu","E:\SteamLibrary\steamapps\workshop\content\1158310\2986538297\localization\russian\gui\DI_l_russian.yml","localization/russian/gui/DI_l_russian.yml","198","Clear all modifiers"," # button label","False"
"DI_clear_modifiers","31","Divine Intervention CM [RUS]","E:\SteamLibrary\steamapps\workshop\content\1158310\3041996936\localization\russian\gui\DI_RUS_l_russian.yml","localization/russian/gui/DI_RUS_l_russian.yml","198","Удалить Все","","False"
"DI_clear_modifiers","32","Divine Intervention AGOT | Русификатор","D:\RUSBAR\YandexDisk\PC RUSBAR-PC\Yandex Drive\Work\Rusbar IT Services\Repositories\Crusader_Kings_III_Mods\AGOT_Submods\Divine_Intervention_AGOT_RUS\localization\russian\gui\DI_RUS_l_russian.yml","localization/russian/gui/DI_RUS_l_russian.yml","198","Удалить Все","","True"
"DI_clear_modifiers_tt","29","Divine Intervention Cheat Menu","E:\SteamLibrary\steamapps\workshop\content\1158310\2986538297\localization\russian\gui\DI_l_russian.yml","localization/russian/gui/DI_l_russian.yml","199","#difficulty_hard Careful, this will remove all modded modifiers from all pinned characters.","","False"
"DI_clear_modifiers_tt","31","Divine Intervention CM [RUS]","E:\SteamLibrary\steamapps\workshop\content\1158310\3041996936\localization\russian\gui\DI_RUS_l_russian.yml","localization/russian/gui/DI_RUS_l_russian.yml","199","#difficulty_hard Осторожно, это приведет к удалению всех модификаторов у всех закрепленных персонажей.#!","","False"
"DI_clear_modifiers_tt","32","Divine Intervention AGOT | Русификатор","D:\RUSBAR\YandexDisk\PC RUSBAR-PC\Yandex Drive\Work\Rusbar IT Services\Repositories\Crusader_Kings_III_Mods\AGOT_Submods\Divine_Intervention_AGOT_RUS\localization\russian\gui\DI_RUS_l_russian.yml","localization/russian/gui/DI_RUS_l_russian.yml","199","#difficulty_hard Осторожно, это приведет к удалению всех модификаторов у всех закрепленных персонажей.#!","","True"
"DI_ce_tab_prestige","29","Divine Intervention Cheat Menu","E:\SteamLibrary\steamapps\workshop\content\1158310\2986538297\localization\russian\gui\DI_l_russian.yml","localization/russian/gui/DI_l_russian.yml","200","Prestige"," # category button label","False"
"DI_ce_tab_prestige","31","Divine Intervention CM [RUS]","E:\SteamLibrary\steamapps\workshop\content\1158310\3041996936\localization\russian\gui\DI_RUS_l_russian.yml","localization/russian/gui/DI_RUS_l_russian.yml","200","Престиж"," # category button label","False"
"DI_ce_tab_prestige","32","Divine Intervention AGOT | Русификатор","D:\RUSBAR\YandexDisk\PC RUSBAR-PC\Yandex Drive\Work\Rusbar IT Services\Repositories\Crusader_Kings_III_Mods\AGOT_Submods\Divine_Intervention_AGOT_RUS\localization\russian\gui\DI_RUS_l_russian.yml","localization/russian/gui/DI_RUS_l_russian.yml","200","Престиж"," # category button label","True"
"DI_ce_tab_piety","29","Divine Intervention Cheat Menu","E:\SteamLibrary\steamapps\workshop\content\1158310\2986538297\localization\russian\gui\DI_l_russian.yml","localization/russian/gui/DI_l_russian.yml","201","Piety"," # category button label","False"
"DI_ce_tab_piety","31","Divine Intervention CM [RUS]","E:\SteamLibrary\steamapps\workshop\content\1158310\3041996936\localization\russian\gui\DI_RUS_l_russian.yml","localization/russian/gui/DI_RUS_l_russian.yml","201","Благочестие"," # category button label","False"
"DI_ce_tab_piety","32","Divine Intervention AGOT | Русификатор","D:\RUSBAR\YandexDisk\PC RUSBAR-PC\Yandex Drive\Work\Rusbar IT Services\Repositories\Crusader_Kings_III_Mods\AGOT_Submods\Divine_Intervention_AGOT_RUS\localization\russian\gui\DI_RUS_l_russian.yml","localization/russian/gui/DI_RUS_l_russian.yml","201","Благочестие"," # category button label","True"
"DI_ce_tab_income","29","Divine Intervention Cheat Menu","E:\SteamLibrary\steamapps\workshop\content\1158310\2986538297\localization\russian\gui\DI_l_russian.yml","localization/russian/gui/DI_l_russian.yml","202","Income"," # category button label","False"
"DI_ce_tab_income","31","Divine Intervention CM [RUS]","E:\SteamLibrary\steamapps\workshop\content\1158310\3041996936\localization\russian\gui\DI_RUS_l_russian.yml","localization/russian/gui/DI_RUS_l_russian.yml","202","Доход"," # category button label","False"
"DI_ce_tab_income","32","Divine Intervention AGOT | Русификатор","D:\RUSBAR\YandexDisk\PC RUSBAR-PC\Yandex Drive\Work\Rusbar IT Services\Repositories\Crusader_Kings_III_Mods\AGOT_Submods\Divine_Intervention_AGOT_RUS\localization\russian\gui\DI_RUS_l_russian.yml","localization/russian/gui/DI_RUS_l_russian.yml","202","Доход"," # category button label","True"
"DI_ce_tab_opinion","29","Divine Intervention Cheat Menu","E:\SteamLibrary\steamapps\workshop\content\1158310\2986538297\localization\russian\gui\DI_l_russian.yml","localization/russian/gui/DI_l_russian.yml","203","Opinion"," # category button label","False"
"DI_ce_tab_opinion","31","Divine Intervention CM [RUS]","E:\SteamLibrary\steamapps\workshop\content\1158310\3041996936\localization\russian\gui\DI_RUS_l_russian.yml","localization/russian/gui/DI_RUS_l_russian.yml","203","Мнение"," # category button label","False"
"DI_ce_tab_opinion","32","Divine Intervention AGOT | Русификатор","D:\RUSBAR\YandexDisk\PC RUSBAR-PC\Yandex Drive\Work\Rusbar IT Services\Repositories\Crusader_Kings_III_Mods\AGOT_Submods\Divine_Intervention_AGOT_RUS\localization\russian\gui\DI_RUS_l_russian.yml","localization/russian/gui/DI_RUS_l_russian.yml","203","Мнение"," # category button label","True"
"DI_ce_tab_health","29","Divine Intervention Cheat Menu","E:\SteamLibrary\steamapps\workshop\content\1158310\2986538297\localization\russian\gui\DI_l_russian.yml","localization/russian/gui/DI_l_russian.yml","204","Health"," # category button label","False"
"DI_ce_tab_health","31","Divine Intervention CM [RUS]","E:\SteamLibrary\steamapps\workshop\content\1158310\3041996936\localization\russian\gui\DI_RUS_l_russian.yml","localization/russian/gui/DI_RUS_l_russian.yml","204","Здоровье"," # category button label","False"
"DI_ce_tab_health","32","Divine Intervention AGOT | Русификатор","D:\RUSBAR\YandexDisk\PC RUSBAR-PC\Yandex Drive\Work\Rusbar IT Services\Repositories\Crusader_Kings_III_Mods\AGOT_Submods\Divine_Intervention_AGOT_RUS\localization\russian\gui\DI_RUS_l_russian.yml","localization/russian/gui/DI_RUS_l_russian.yml","204","Здоровье"," # category button label","True"
"DI_ce_tab_intrigue","29","Divine Intervention Cheat Menu","E:\SteamLibrary\steamapps\workshop\content\1158310\2986538297\localization\russian\gui\DI_l_russian.yml","localization/russian/gui/DI_l_russian.yml","205","Intrigue"," # category button label","False"
"DI_ce_tab_intrigue","31","Divine Intervention CM [RUS]","E:\SteamLibrary\steamapps\workshop\content\1158310\3041996936\localization\russian\gui\DI_RUS_l_russian.yml","localization/russian/gui/DI_RUS_l_russian.yml","205","Интриги"," # category button label","False"
"DI_ce_tab_intrigue","32","Divine Intervention AGOT | Русификатор","D:\RUSBAR\YandexDisk\PC RUSBAR-PC\Yandex Drive\Work\Rusbar IT Services\Repositories\Crusader_Kings_III_Mods\AGOT_Submods\Divine_Intervention_AGOT_RUS\localization\russian\gui\DI_RUS_l_russian.yml","localization/russian/gui/DI_RUS_l_russian.yml","205","Интриги"," # category button label","True"
"DI_ce_tab_authority","29","Divine Intervention Cheat Menu","E:\SteamLibrary\steamapps\workshop\content\1158310\2986538297\localization\russian\gui\DI_l_russian.yml","localization/russian/gui/DI_l_russian.yml","206","Authority"," # category button label","False"
"DI_ce_tab_authority","31","Divine Intervention CM [RUS]","E:\SteamLibrary\steamapps\workshop\content\1158310\3041996936\localization\russian\gui\DI_RUS_l_russian.yml","localization/russian/gui/DI_RUS_l_russian.yml","206","Ужас"," # category button label","False"
"DI_ce_tab_authority","32","Divine Intervention AGOT | Русификатор","D:\RUSBAR\YandexDisk\PC RUSBAR-PC\Yandex Drive\Work\Rusbar IT Services\Repositories\Crusader_Kings_III_Mods\AGOT_Submods\Divine_Intervention_AGOT_RUS\localization\russian\gui\DI_RUS_l_russian.yml","localization/russian/gui/DI_RUS_l_russian.yml","206","Ужас"," # category button label","True"
"DI_ce_tab_provincial","29","Divine Intervention Cheat Menu","E:\SteamLibrary\steamapps\workshop\content\1158310\2986538297\localization\russian\gui\DI_l_russian.yml","localization/russian/gui/DI_l_russian.yml","207","Provincial"," # category button label","False"
"DI_ce_tab_provincial","31","Divine Intervention CM [RUS]","E:\SteamLibrary\steamapps\workshop\content\1158310\3041996936\localization\russian\gui\DI_RUS_l_russian.yml","localization/russian/gui/DI_RUS_l_russian.yml","207","Владение"," # category button label","False"
"DI_ce_tab_provincial","32","Divine Intervention AGOT | Русификатор","D:\RUSBAR\YandexDisk\PC RUSBAR-PC\Yandex Drive\Work\Rusbar IT Services\Repositories\Crusader_Kings_III_Mods\AGOT_Submods\Divine_Intervention_AGOT_RUS\localization\russian\gui\DI_RUS_l_russian.yml","localization/russian/gui/DI_RUS_l_russian.yml","207","Владение"," # category button label","True"
"DI_ce_tab_governing","29","Divine Intervention Cheat Menu","E:\SteamLibrary\steamapps\workshop\content\1158310\2986538297\localization\russian\gui\DI_l_russian.yml","localization/russian/gui/DI_l_russian.yml","208","Governing"," # category button label","False"
"DI_ce_tab_governing","31","Divine Intervention CM [RUS]","E:\SteamLibrary\steamapps\workshop\content\1158310\3041996936\localization\russian\gui\DI_RUS_l_russian.yml","localization/russian/gui/DI_RUS_l_russian.yml","208","Управление"," # category button label","False"
"DI_ce_tab_governing","32","Divine Intervention AGOT | Русификатор","D:\RUSBAR\YandexDisk\PC RUSBAR-PC\Yandex Drive\Work\Rusbar IT Services\Repositories\Crusader_Kings_III_Mods\AGOT_Submods\Divine_Intervention_AGOT_RUS\localization\russian\gui\DI_RUS_l_russian.yml","localization/russian/gui/DI_RUS_l_russian.yml","208","Управление"," # category button label","True"
"DI_ce_tab_military","29","Divine Intervention Cheat Menu","E:\SteamLibrary\steamapps\workshop\content\1158310\2986538297\localization\russian\gui\DI_l_russian.yml","localization/russian/gui/DI_l_russian.yml","209","Military"," # category button label","False"
"DI_ce_tab_military","31","Divine Intervention CM [RUS]","E:\SteamLibrary\steamapps\workshop\content\1158310\3041996936\localization\russian\gui\DI_RUS_l_russian.yml","localization/russian/gui/DI_RUS_l_russian.yml","209","Военные"," # category button label","False"
"DI_ce_tab_military","32","Divine Intervention AGOT | Русификатор","D:\RUSBAR\YandexDisk\PC RUSBAR-PC\Yandex Drive\Work\Rusbar IT Services\Repositories\Crusader_Kings_III_Mods\AGOT_Submods\Divine_Intervention_AGOT_RUS\localization\russian\gui\DI_RUS_l_russian.yml","localization/russian/gui/DI_RUS_l_russian.yml","209","Военные"," # category button label","True"
"DI_ce_tab_learning","29","Divine Intervention Cheat Menu","E:\SteamLibrary\steamapps\workshop\content\1158310\2986538297\localization\russian\gui\DI_l_russian.yml","localization/russian/gui/DI_l_russian.yml","210","Learning"," # category button label","False"
"DI_ce_tab_learning","31","Divine Intervention CM [RUS]","E:\SteamLibrary\steamapps\workshop\content\1158310\3041996936\localization\russian\gui\DI_RUS_l_russian.yml","localization/russian/gui/DI_RUS_l_russian.yml","210","Обучение"," # category button label","False"
"DI_ce_tab_learning","32","Divine Intervention AGOT | Русификатор","D:\RUSBAR\YandexDisk\PC RUSBAR-PC\Yandex Drive\Work\Rusbar IT Services\Repositories\Crusader_Kings_III_Mods\AGOT_Submods\Divine_Intervention_AGOT_RUS\localization\russian\gui\DI_RUS_l_russian.yml","localization/russian/gui/DI_RUS_l_russian.yml","210","Обучение"," # category button label","True"
"DI_ce_tab_maa","29","Divine Intervention Cheat Menu","E:\SteamLibrary\steamapps\workshop\content\1158310\2986538297\localization\russian\gui\DI_l_russian.yml","localization/russian/gui/DI_l_russian.yml","211","Men at Arms"," # category button label","False"
"DI_ce_tab_maa","31","Divine Intervention CM [RUS]","E:\SteamLibrary\steamapps\workshop\content\1158310\3041996936\localization\russian\gui\DI_RUS_l_russian.yml","localization/russian/gui/DI_RUS_l_russian.yml","211","Солдаты"," # category button label","False"
"DI_ce_tab_maa","32","Divine Intervention AGOT | Русификатор","D:\RUSBAR\YandexDisk\PC RUSBAR-PC\Yandex Drive\Work\Rusbar IT Services\Repositories\Crusader_Kings_III_Mods\AGOT_Submods\Divine_Intervention_AGOT_RUS\localization\russian\gui\DI_RUS_l_russian.yml","localization/russian/gui/DI_RUS_l_russian.yml","211","Солдаты"," # category button label","True"
"DI_ce_tab_custom","29","Divine Intervention Cheat Menu","E:\SteamLibrary\steamapps\workshop\content\1158310\2986538297\localization\russian\gui\DI_l_russian.yml","localization/russian/gui/DI_l_russian.yml","212","Custom Mods"," # category button label","False"
"DI_ce_tab_custom","31","Divine Intervention CM [RUS]","E:\SteamLibrary\steamapps\workshop\content\1158310\3041996936\localization\russian\gui\DI_RUS_l_russian.yml","localization/russian/gui/DI_RUS_l_russian.yml","212","#Bold ОСОБЫЕ#!"," # category button label","False"
"DI_ce_tab_custom","32","Divine Intervention AGOT | Русификатор","D:\RUSBAR\YandexDisk\PC RUSBAR-PC\Yandex Drive\Work\Rusbar IT Services\Repositories\Crusader_Kings_III_Mods\AGOT_Submods\Divine_Intervention_AGOT_RUS\localization\russian\gui\DI_RUS_l_russian.yml","localization/russian/gui/DI_RUS_l_russian.yml","212","#Bold ОСОБЫЕ#!"," # category button label","True"
"DI_custom_modifiers","29","Divine Intervention Cheat Menu","E:\SteamLibrary\steamapps\workshop\content\1158310\2986538297\localization\russian\gui\DI_l_russian.yml","localization/russian/gui/DI_l_russian.yml","213","Custom Mods","","False"
"DI_custom_modifiers","31","Divine Intervention CM [RUS]","E:\SteamLibrary\steamapps\workshop\content\1158310\3041996936\localization\russian\gui\DI_RUS_l_russian.yml","localization/russian/gui/DI_RUS_l_russian.yml","213","Особые","","False"
"DI_custom_modifiers","32","Divine Intervention AGOT | Русификатор","D:\RUSBAR\YandexDisk\PC RUSBAR-PC\Yandex Drive\Work\Rusbar IT Services\Repositories\Crusader_Kings_III_Mods\AGOT_Submods\Divine_Intervention_AGOT_RUS\localization\russian\gui\DI_RUS_l_russian.yml","localization/russian/gui/DI_RUS_l_russian.yml","213","Особые","","True"
"DI_prestige_modifiers","29","Divine Intervention Cheat Menu","E:\SteamLibrary\steamapps\workshop\content\1158310\2986538297\localization\russian\gui\DI_l_russian.yml","localization/russian/gui/DI_l_russian.yml","214","Prestige","","False"
"DI_prestige_modifiers","31","Divine Intervention CM [RUS]","E:\SteamLibrary\steamapps\workshop\content\1158310\3041996936\localization\russian\gui\DI_RUS_l_russian.yml","localization/russian/gui/DI_RUS_l_russian.yml","214","Престиж","","False"
"DI_prestige_modifiers","32","Divine Intervention AGOT | Русификатор","D:\RUSBAR\YandexDisk\PC RUSBAR-PC\Yandex Drive\Work\Rusbar IT Services\Repositories\Crusader_Kings_III_Mods\AGOT_Submods\Divine_Intervention_AGOT_RUS\localization\russian\gui\DI_RUS_l_russian.yml","localization/russian/gui/DI_RUS_l_russian.yml","214","Престиж","","True"
"DI_prestige_modifiers_tt","29","Divine Intervention Cheat Menu","E:\SteamLibrary\steamapps\workshop\content\1158310\2986538297\localization\russian\gui\DI_l_russian.yml","localization/russian/gui/DI_l_russian.yml","215","List of available prestige modifiers.","","False"
"DI_prestige_modifiers_tt","31","Divine Intervention CM [RUS]","E:\SteamLibrary\steamapps\workshop\content\1158310\3041996936\localization\russian\gui\DI_RUS_l_russian.yml","localization/russian/gui/DI_RUS_l_russian.yml","215","Список доступных модификаторов престижа.","","False"
"DI_prestige_modifiers_tt","32","Divine Intervention AGOT | Русификатор","D:\RUSBAR\YandexDisk\PC RUSBAR-PC\Yandex Drive\Work\Rusbar IT Services\Repositories\Crusader_Kings_III_Mods\AGOT_Submods\Divine_Intervention_AGOT_RUS\localization\russian\gui\DI_RUS_l_russian.yml","localization/russian/gui/DI_RUS_l_russian.yml","215","Список доступных модификаторов престижа.","","True"
"DI_piety_modifiers","29","Divine Intervention Cheat Menu","E:\SteamLibrary\steamapps\workshop\content\1158310\2986538297\localization\russian\gui\DI_l_russian.yml","localization/russian/gui/DI_l_russian.yml","216","Piety","","False"
"DI_piety_modifiers","31","Divine Intervention CM [RUS]","E:\SteamLibrary\steamapps\workshop\content\1158310\3041996936\localization\russian\gui\DI_RUS_l_russian.yml","localization/russian/gui/DI_RUS_l_russian.yml","216","Благоч.","","False"
"DI_piety_modifiers","32","Divine Intervention AGOT | Русификатор","D:\RUSBAR\YandexDisk\PC RUSBAR-PC\Yandex Drive\Work\Rusbar IT Services\Repositories\Crusader_Kings_III_Mods\AGOT_Submods\Divine_Intervention_AGOT_RUS\localization\russian\gui\DI_RUS_l_russian.yml","localization/russian/gui/DI_RUS_l_russian.yml","216","Благоч.","","True"
"DI_piety_modifiers_tt","29","Divine Intervention Cheat Menu","E:\SteamLibrary\steamapps\workshop\content\1158310\2986538297\localization\russian\gui\DI_l_russian.yml","localization/russian/gui/DI_l_russian.yml","217","List of available piety modifiers.","","False"
"DI_piety_modifiers_tt","31","Divine Intervention CM [RUS]","E:\SteamLibrary\steamapps\workshop\content\1158310\3041996936\localization\russian\gui\DI_RUS_l_russian.yml","localization/russian/gui/DI_RUS_l_russian.yml","217","Список доступных модификаторов благочестия.","","False"
"DI_piety_modifiers_tt","32","Divine Intervention AGOT | Русификатор","D:\RUSBAR\YandexDisk\PC RUSBAR-PC\Yandex Drive\Work\Rusbar IT Services\Repositories\Crusader_Kings_III_Mods\AGOT_Submods\Divine_Intervention_AGOT_RUS\localization\russian\gui\DI_RUS_l_russian.yml","localization/russian/gui/DI_RUS_l_russian.yml","217","Список доступных модификаторов благочестия.","","True"
"DI_income_modifiers","29","Divine Intervention Cheat Menu","E:\SteamLibrary\steamapps\workshop\content\1158310\2986538297\localization\russian\gui\DI_l_russian.yml","localization/russian/gui/DI_l_russian.yml","218","Income","","False"
"DI_income_modifiers","31","Divine Intervention CM [RUS]","E:\SteamLibrary\steamapps\workshop\content\1158310\3041996936\localization\russian\gui\DI_RUS_l_russian.yml","localization/russian/gui/DI_RUS_l_russian.yml","218","Доход","","False"
"DI_income_modifiers","32","Divine Intervention AGOT | Русификатор","D:\RUSBAR\YandexDisk\PC RUSBAR-PC\Yandex Drive\Work\Rusbar IT Services\Repositories\Crusader_Kings_III_Mods\AGOT_Submods\Divine_Intervention_AGOT_RUS\localization\russian\gui\DI_RUS_l_russian.yml","localization/russian/gui/DI_RUS_l_russian.yml","218","Доход","","True"
"DI_income_modifiers_tt","29","Divine Intervention Cheat Menu","E:\SteamLibrary\steamapps\workshop\content\1158310\2986538297\localization\russian\gui\DI_l_russian.yml","localization/russian/gui/DI_l_russian.yml","219","List of available income modifiers.","","False"
"DI_income_modifiers_tt","31","Divine Intervention CM [RUS]","E:\SteamLibrary\steamapps\workshop\content\1158310\3041996936\localization\russian\gui\DI_RUS_l_russian.yml","localization/russian/gui/DI_RUS_l_russian.yml","219","Список доступных модификаторов дохода.","","False"
"DI_income_modifiers_tt","32","Divine Intervention AGOT | Русификатор","D:\RUSBAR\YandexDisk\PC RUSBAR-PC\Yandex Drive\Work\Rusbar IT Services\Repositories\Crusader_Kings_III_Mods\AGOT_Submods\Divine_Intervention_AGOT_RUS\localization\russian\gui\DI_RUS_l_russian.yml","localization/russian/gui/DI_RUS_l_russian.yml","219","Список доступных модификаторов дохода.","","True"
"DI_opinion_modifiers","29","Divine Intervention Cheat Menu","E:\SteamLibrary\steamapps\workshop\content\1158310\2986538297\localization\russian\gui\DI_l_russian.yml","localization/russian/gui/DI_l_russian.yml","220","Opinion","","False"
"DI_opinion_modifiers","31","Divine Intervention CM [RUS]","E:\SteamLibrary\steamapps\workshop\content\1158310\3041996936\localization\russian\gui\DI_RUS_l_russian.yml","localization/russian/gui/DI_RUS_l_russian.yml","220","Мнение","","False"
"DI_opinion_modifiers","32","Divine Intervention AGOT | Русификатор","D:\RUSBAR\YandexDisk\PC RUSBAR-PC\Yandex Drive\Work\Rusbar IT Services\Repositories\Crusader_Kings_III_Mods\AGOT_Submods\Divine_Intervention_AGOT_RUS\localization\russian\gui\DI_RUS_l_russian.yml","localization/russian/gui/DI_RUS_l_russian.yml","220","Мнение","","True"
"DI_opinion_modifiers_tt","29","Divine Intervention Cheat Menu","E:\SteamLibrary\steamapps\workshop\content\1158310\2986538297\localization\russian\gui\DI_l_russian.yml","localization/russian/gui/DI_l_russian.yml","221","List of available opinion modifiers.","","False"
"DI_opinion_modifiers_tt","31","Divine Intervention CM [RUS]","E:\SteamLibrary\steamapps\workshop\content\1158310\3041996936\localization\russian\gui\DI_RUS_l_russian.yml","localization/russian/gui/DI_RUS_l_russian.yml","221","Список доступных модификаторов мнения.","","False"
"DI_opinion_modifiers_tt","32","Divine Intervention AGOT | Русификатор","D:\RUSBAR\YandexDisk\PC RUSBAR-PC\Yandex Drive\Work\Rusbar IT Services\Repositories\Crusader_Kings_III_Mods\AGOT_Submods\Divine_Intervention_AGOT_RUS\localization\russian\gui\DI_RUS_l_russian.yml","localization/russian/gui/DI_RUS_l_russian.yml","221","Список доступных модификаторов мнения.","","True"
"DI_health_modifiers","29","Divine Intervention Cheat Menu","E:\SteamLibrary\steamapps\workshop\content\1158310\2986538297\localization\russian\gui\DI_l_russian.yml","localization/russian/gui/DI_l_russian.yml","222","Health","","False"
"DI_health_modifiers","31","Divine Intervention CM [RUS]","E:\SteamLibrary\steamapps\workshop\content\1158310\3041996936\localization\russian\gui\DI_RUS_l_russian.yml","localization/russian/gui/DI_RUS_l_russian.yml","222","Здоровье","","False"
