LogLine,Category,Attribution,Symbols,Evidence,SourceMods,Component,OriginalOwner,Files,Message,PriorLogLine
1403,mesh_blendshape,Symbol only in AGOT+ effective text,female_clothes_asoiaf_lannister_armour_high_entity,AGOT+: gfx/portraits/accessories/asoiaf_clothes.txt:393 | AGOT+: gfx/models/portraits/f_clothes/asoiaf/asoiaf_westerlands/asoiaf_lannister_armours/f_asoiaf_lannister_armour_high/f_asoiaf_lannister_armour_high.asset:35,AGOT+,pdx_entity.cpp:585,,,"Could not find blend shape ""female_clothes_f_asoiaf_lannister_armour_high_bs_fat"" for attribute ""bs_body_fat_1"" in entity ""female_clothes_asoiaf_lannister_armour_high_entity""",1403
1404,mesh_blendshape,Symbol only in AGOT+ effective text,female_clothes_asoiaf_lannister_armour_high_entity,AGOT+: gfx/portraits/accessories/asoiaf_clothes.txt:393 | AGOT+: gfx/models/portraits/f_clothes/asoiaf/asoiaf_westerlands/asoiaf_lannister_armours/f_asoiaf_lannister_armour_high/f_asoiaf_lannister_armour_high.asset:35,AGOT+,pdx_entity.cpp:585,,,"Could not find blend shape ""female_clothes_f_asoiaf_lannister_armour_high_bs_gaunt"" for attribute ""bs_body_gaunt_1"" in entity ""female_clothes_asoiaf_lannister_armour_high_entity""",1404
1405,mesh_blendshape,Symbol only in AGOT+ effective text,female_clothes_asoiaf_lannister_armour_high_entity,AGOT+: gfx/portraits/accessories/asoiaf_clothes.txt:393 | AGOT+: gfx/models/portraits/f_clothes/asoiaf/asoiaf_westerlands/asoiaf_lannister_armours/f_asoiaf_lannister_armour_high/f_asoiaf_lannister_armour_high.asset:35,AGOT+,pdx_entity.cpp:585,,,"Could not find blend shape ""female_clothes_f_asoiaf_lannister_armour_high_bs_muscular"" for attribute ""bs_body_muscular_1"" in entity ""female_clothes_asoiaf_lannister_armour_high_entity""",1405
1406,mesh_blendshape,Symbol only in AGOT+ effective text,female_clothes_asoiaf_lannister_armour_high_entity,AGOT+: gfx/portraits/accessories/asoiaf_clothes.txt:393 | AGOT+: gfx/models/portraits/f_clothes/asoiaf/asoiaf_westerlands/asoiaf_lannister_armours/f_asoiaf_lannister_armour_high/f_asoiaf_lannister_armour_high.asset:35,AGOT+,pdx_entity.cpp:585,,,"Could not find blend shape ""female_clothes_f_asoiaf_lannister_armour_high_bs_old"" for attribute ""bs_body_old_1"" in entity ""female_clothes_asoiaf_lannister_armour_high_entity""",1406
1407,mesh_blendshape,Symbol only in AGOT+ effective text,female_clothes_asoiaf_lannister_armour_high_entity,AGOT+: gfx/portraits/accessories/asoiaf_clothes.txt:393 | AGOT+: gfx/models/portraits/f_clothes/asoiaf/asoiaf_westerlands/asoiaf_lannister_armours/f_asoiaf_lannister_armour_high/f_asoiaf_lannister_armour_high.asset:35,AGOT+,pdx_entity.cpp:585,,,"Could not find blend shape ""female_clothes_f_asoiaf_lannister_armour_high_bs_dwarf"" for attribute ""bs_body_dwarf_1"" in entity ""female_clothes_asoiaf_lannister_armour_high_entity""",1407
1408,mesh_blendshape,Symbol only in AGOT+ effective text,female_clothes_asoiaf_lannister_armour_high_entity,AGOT+: gfx/portraits/accessories/asoiaf_clothes.txt:393 | AGOT+: gfx/models/portraits/f_clothes/asoiaf/asoiaf_westerlands/asoiaf_lannister_armours/f_asoiaf_lannister_armour_high/f_asoiaf_lannister_armour_high.asset:35,AGOT+,pdx_entity.cpp:585,,,"Could not find blend shape ""female_clothes_f_asoiaf_lannister_armour_high_bs_infant"" for attribute ""bs_body_infant_1"" in entity ""female_clothes_asoiaf_lannister_armour_high_entity""",1408
1433,accessory_entity,Direct file,,gfx/portraits/accessories/asoiaf_cloaks.txt,,portraitaccessories.cpp:65,AGOT+,gfx/portraits/accessories/asoiaf_cloaks.txt,could not find entity [female_cloak_asoiaf_stannis_cloak_1] - file: gfx/portraits/accessories/asoiaf_cloaks.txt line: 51 (female_cloak_asoiaf_stormlands_stannis_cloak_1),1433
1434,accessory_entity,Direct file,,gfx/portraits/accessories/asoiaf_clothes.txt,,portraitaccessories.cpp:65,AGOT+,gfx/portraits/accessories/asoiaf_clothes.txt,could not find entity [female_clothes_asoiaf_stannis_clothes_1] - file: gfx/portraits/accessories/asoiaf_clothes.txt line: 426 (female_clothes_asoiaf_stormlands_stannis_clothes_1),1434
1435,accessory_entity,Direct file,,gfx/portraits/accessories/asoiaf_jewellery.txt,,portraitaccessories.cpp:65,AGOT+,gfx/portraits/accessories/asoiaf_jewellery.txt,could not find entity [female_jewellery_asoiaf_septon_necklace_1] - file: gfx/portraits/accessories/asoiaf_jewellery.txt line: 34 (female_jewellery_asoiaf_septon_necklace_1),1435
1438,dna_unknown_gene,Direct file,,common/dna_data/test_dna_crownlands.txt,,portraitcontext.cpp:184,AGOT+ | Исправления совместимости,common/dna_data/test_dna_crownlands.txt,No gene with key: gene_eye_size in group human at file: common/dna_data/test_dna_crownlands.txt line: 148 (Slynt_asoiaf_1),1466
1439,dna_unknown_gene,Direct file,,common/dna_data/test_dna_crownlands.txt,,portraitcontext.cpp:184,AGOT+ | Исправления совместимости,common/dna_data/test_dna_crownlands.txt,No gene with key: gene_eye_shut_top in group human at file: common/dna_data/test_dna_crownlands.txt line: 149 (Slynt_asoiaf_1),1467
1440,dna_unknown_gene,Direct file,,common/dna_data/test_dna_crownlands.txt,,portraitcontext.cpp:184,AGOT+ | Исправления совместимости,common/dna_data/test_dna_crownlands.txt,No gene with key: gene_eye_shut_bottom in group human at file: common/dna_data/test_dna_crownlands.txt line: 150 (Slynt_asoiaf_1),1468
1441,dna_unknown_gene,Direct file,,common/dna_data/test_dna_crownlands.txt,,portraitcontext.cpp:184,AGOT+ | Исправления совместимости,common/dna_data/test_dna_crownlands.txt,No gene with key: gene_forehead_inner_brow_width in group human at file: common/dna_data/test_dna_crownlands.txt line: 156 (Slynt_asoiaf_1),1469
1442,dna_unknown_gene,Direct file,,common/dna_data/test_dna_crownlands.txt,,portraitcontext.cpp:184,AGOT+ | Исправления совместимости,common/dna_data/test_dna_crownlands.txt,No gene with key: gene_bs_eye_fold_2 in group human at file: common/dna_data/test_dna_crownlands.txt line: 160 (Slynt_asoiaf_1),1470
1443,dna_unknown_gene,Direct file,,common/dna_data/test_dna_crownlands.txt,,portraitcontext.cpp:184,AGOT+ | Исправления совместимости,common/dna_data/test_dna_crownlands.txt,No gene with key: gene_bs_eye_fold_2 in group human at file: common/dna_data/test_dna_crownlands.txt line: 3588 (Cressen_asoiaf_1),1948
1444,dna_unknown_gene,Direct file,,common/dna_data/test_dna_crownlands.txt,,portraitcontext.cpp:184,AGOT+ | Исправления совместимости,common/dna_data/test_dna_crownlands.txt,No gene with key: gene_eye_size in group human at file: common/dna_data/test_dna_crownlands.txt line: 3988 (Pycelle_asoiaf_1),2018
1445,dna_unknown_gene,Direct file,,common/dna_data/test_dna_crownlands.txt,,portraitcontext.cpp:184,AGOT+ | Исправления совместимости,common/dna_data/test_dna_crownlands.txt,No gene with key: gene_eye_shut_top in group human at file: common/dna_data/test_dna_crownlands.txt line: 3989 (Pycelle_asoiaf_1),2019
1446,dna_unknown_gene,Direct file,,common/dna_data/test_dna_crownlands.txt,,portraitcontext.cpp:184,AGOT+ | Исправления совместимости,common/dna_data/test_dna_crownlands.txt,No gene with key: gene_eye_shut_bottom in group human at file: common/dna_data/test_dna_crownlands.txt line: 3990 (Pycelle_asoiaf_1),2020
1447,dna_unknown_gene,Direct file,,common/dna_data/test_dna_crownlands.txt,,portraitcontext.cpp:184,AGOT+ | Исправления совместимости,common/dna_data/test_dna_crownlands.txt,No gene with key: gene_bs_eye_fold_2 in group human at file: common/dna_data/test_dna_crownlands.txt line: 4000 (Pycelle_asoiaf_1),2022
1448,dna_unknown_gene,Direct file,,common/dna_data/test_dna_dornish.txt,,portraitcontext.cpp:184,AGOT+ | Исправления совместимости,common/dna_data/test_dna_dornish.txt,No gene with key: gene_bs_eye_fold_2 in group human at file: common/dna_data/test_dna_dornish.txt line: 978 (Martell_asoiaf_10),2246
1449,dna_unknown_gene,Direct file,,common/dna_data/test_dna_dornish.txt,,portraitcontext.cpp:184,AGOT+ | Исправления совместимости,common/dna_data/test_dna_dornish.txt,No gene with key: gene_eye_size in group human at file: common/dna_data/test_dna_dornish.txt line: 1771 (Dayne_asoiaf_5),2347
1450,dna_unknown_gene,Direct file,,common/dna_data/test_dna_dornish.txt,,portraitcontext.cpp:184,AGOT+ | Исправления совместимости,common/dna_data/test_dna_dornish.txt,No gene with key: gene_eye_shut_top in group human at file: common/dna_data/test_dna_dornish.txt line: 1772 (Dayne_asoiaf_5),2348
1451,dna_unknown_gene,Direct file,,common/dna_data/test_dna_dornish.txt,,portraitcontext.cpp:184,AGOT+ | Исправления совместимости,common/dna_data/test_dna_dornish.txt,No gene with key: gene_eye_shut_bottom in group human at file: common/dna_data/test_dna_dornish.txt line: 1773 (Dayne_asoiaf_5),2349
1452,dna_unknown_gene,Direct file,,common/dna_data/test_dna_dornish.txt,,portraitcontext.cpp:184,AGOT+ | Исправления совместимости,common/dna_data/test_dna_dornish.txt,No gene with key: gene_forehead_inner_brow_width in group human at file: common/dna_data/test_dna_dornish.txt line: 1779 (Dayne_asoiaf_5),2350
1453,dna_unknown_gene,Direct file,,common/dna_data/test_dna_dornish.txt,,portraitcontext.cpp:184,AGOT+ | Исправления совместимости,common/dna_data/test_dna_dornish.txt,No gene with key: gene_bs_eye_fold_2 in group human at file: common/dna_data/test_dna_dornish.txt line: 1783 (Dayne_asoiaf_5),2351
1454,dna_unknown_gene,Direct file,,common/dna_data/test_dna_dornish.txt,,portraitcontext.cpp:184,AGOT+ | Исправления совместимости,common/dna_data/test_dna_dornish.txt,No gene with key: gene_eye_size in group human at file: common/dna_data/test_dna_dornish.txt line: 1980 (Dayne_asoiaf_4),2391
1455,dna_unknown_gene,Direct file,,common/dna_data/test_dna_dornish.txt,,portraitcontext.cpp:184,AGOT+ | Исправления совместимости,common/dna_data/test_dna_dornish.txt,No gene with key: gene_eye_shut_top in group human at file: common/dna_data/test_dna_dornish.txt line: 1981 (Dayne_asoiaf_4),2392
1456,dna_unknown_gene,Direct file,,common/dna_data/test_dna_dornish.txt,,portraitcontext.cpp:184,AGOT+ | Исправления совместимости,common/dna_data/test_dna_dornish.txt,No gene with key: gene_eye_shut_bottom in group human at file: common/dna_data/test_dna_dornish.txt line: 1982 (Dayne_asoiaf_4),2393
1457,dna_unknown_gene,Direct file,,common/dna_data/test_dna_dornish.txt,,portraitcontext.cpp:184,AGOT+ | Исправления совместимости,common/dna_data/test_dna_dornish.txt,No gene with key: gene_forehead_inner_brow_width in group human at file: common/dna_data/test_dna_dornish.txt line: 1988 (Dayne_asoiaf_4),2394
1458,dna_unknown_gene,Direct file,,common/dna_data/test_dna_dornish.txt,,portraitcontext.cpp:184,AGOT+ | Исправления совместимости,common/dna_data/test_dna_dornish.txt,No gene with key: gene_bs_eye_fold_2 in group human at file: common/dna_data/test_dna_dornish.txt line: 1992 (Dayne_asoiaf_4),2395
1459,dna_unknown_gene,Direct file,,common/dna_data/test_dna_dornish.txt,,portraitcontext.cpp:184,AGOT+ | Исправления совместимости,common/dna_data/test_dna_dornish.txt,No gene with key: gene_eye_size in group human at file: common/dna_data/test_dna_dornish.txt line: 2590 (Uller_asoiaf_6),2481
1460,dna_unknown_gene,Direct file,,common/dna_data/test_dna_dornish.txt,,portraitcontext.cpp:184,AGOT+ | Исправления совместимости,common/dna_data/test_dna_dornish.txt,No gene with key: gene_eye_shut_top in group human at file: common/dna_data/test_dna_dornish.txt line: 2591 (Uller_asoiaf_6),2482
1461,dna_unknown_gene,Direct file,,common/dna_data/test_dna_dornish.txt,,portraitcontext.cpp:184,AGOT+ | Исправления совместимости,common/dna_data/test_dna_dornish.txt,No gene with key: gene_eye_shut_bottom in group human at file: common/dna_data/test_dna_dornish.txt line: 2592 (Uller_asoiaf_6),2483
1462,dna_unknown_gene,Direct file,,common/dna_data/test_dna_essos.txt,,portraitcontext.cpp:184,AGOT+ | Исправления совместимости,common/dna_data/test_dna_essos.txt,No gene with key: gene_bs_eye_fold_2 in group human at file: common/dna_data/test_dna_essos.txt line: 746 (Mysaria_asoiaf_1),2605
1463,dna_unknown_gene,Direct file,,common/dna_data/test_dna_essos.txt,,portraitcontext.cpp:184,AGOT+ | Исправления совместимости,common/dna_data/test_dna_essos.txt,No gene with key: gene_bs_eye_fold_2 in group human at file: common/dna_data/test_dna_essos.txt line: 1352 (Saan_asoiaf_2),2687
1464,dna_unknown_gene,Direct file,,common/dna_data/test_dna_essos.txt,,portraitcontext.cpp:184,AGOT+ | Исправления совместимости,common/dna_data/test_dna_essos.txt,No gene with key: gene_bs_eye_fold_2 in group human at file: common/dna_data/test_dna_essos.txt line: 1557 (Thoros_asoiaf_1),2723
1465,dna_unknown_gene,Direct file,,common/dna_data/test_dna_essos.txt,,portraitcontext.cpp:184,AGOT+ | Исправления совместимости,common/dna_data/test_dna_essos.txt,No gene with key: gene_eye_size in group human at file: common/dna_data/test_dna_essos.txt line: 1752 (Eunuch_asoiaf_1),2761
1466,dna_unknown_gene,Direct file,,common/dna_data/test_dna_essos.txt,,portraitcontext.cpp:184,AGOT+ | Исправления совместимости,common/dna_data/test_dna_essos.txt,No gene with key: gene_eye_shut_top in group human at file: common/dna_data/test_dna_essos.txt line: 1753 (Eunuch_asoiaf_1),2762
1467,dna_unknown_gene,Direct file,,common/dna_data/test_dna_essos.txt,,portraitcontext.cpp:184,AGOT+ | Исправления совместимости,common/dna_data/test_dna_essos.txt,No gene with key: gene_eye_shut_bottom in group human at file: common/dna_data/test_dna_essos.txt line: 1754 (Eunuch_asoiaf_1),2763
1468,dna_unknown_gene,Direct file,,common/dna_data/test_dna_essos.txt,,portraitcontext.cpp:184,AGOT+ | Исправления совместимости,common/dna_data/test_dna_essos.txt,No gene with key: gene_forehead_inner_brow_width in group human at file: common/dna_data/test_dna_essos.txt line: 1760 (Eunuch_asoiaf_1),2764
1469,dna_unknown_gene,Direct file,,common/dna_data/test_dna_essos.txt,,portraitcontext.cpp:184,AGOT+ | Исправления совместимости,common/dna_data/test_dna_essos.txt,No gene with key: gene_bs_eye_fold_2 in group human at file: common/dna_data/test_dna_essos.txt line: 1764 (Eunuch_asoiaf_1),2765
1470,dna_unknown_gene,Direct file,,common/dna_data/test_dna_iron_isles.txt,,portraitcontext.cpp:184,AGOT+ | Исправления совместимости,common/dna_data/test_dna_iron_isles.txt,No gene with key: gene_eye_size in group human at file: common/dna_data/test_dna_iron_isles.txt line: 354 (Greyjoy_asoiaf_6),2840
1471,dna_unknown_gene,Direct file,,common/dna_data/test_dna_iron_isles.txt,,portraitcontext.cpp:184,AGOT+ | Исправления совместимости,common/dna_data/test_dna_iron_isles.txt,No gene with key: gene_eye_shut_top in group human at file: common/dna_data/test_dna_iron_isles.txt line: 355 (Greyjoy_asoiaf_6),2841
1472,dna_unknown_gene,Direct file,,common/dna_data/test_dna_iron_isles.txt,,portraitcontext.cpp:184,AGOT+ | Исправления совместимости,common/dna_data/test_dna_iron_isles.txt,No gene with key: gene_eye_shut_bottom in group human at file: common/dna_data/test_dna_iron_isles.txt line: 356 (Greyjoy_asoiaf_6),2842
1473,dna_unknown_gene,Direct file,,common/dna_data/test_dna_iron_isles.txt,,portraitcontext.cpp:184,AGOT+ | Исправления совместимости,common/dna_data/test_dna_iron_isles.txt,No gene with key: gene_bs_eye_fold_2 in group human at file: common/dna_data/test_dna_iron_isles.txt line: 366 (Greyjoy_asoiaf_6),2844
1474,dna_unknown_gene,Direct file,,common/dna_data/test_dna_iron_isles.txt,,portraitcontext.cpp:184,AGOT+ | Исправления совместимости,common/dna_data/test_dna_iron_isles.txt,No gene with key: gene_eye_size in group human at file: common/dna_data/test_dna_iron_isles.txt line: 567 (Greyjoy_asoiaf_9),2884
1475,dna_unknown_gene,Direct file,,common/dna_data/test_dna_iron_isles.txt,,portraitcontext.cpp:184,AGOT+ | Исправления совместимости,common/dna_data/test_dna_iron_isles.txt,No gene with key: gene_eye_shut_top in group human at file: common/dna_data/test_dna_iron_isles.txt line: 568 (Greyjoy_asoiaf_9),2885
1476,dna_unknown_gene,Direct file,,common/dna_data/test_dna_iron_isles.txt,,portraitcontext.cpp:184,AGOT+ | Исправления совместимости,common/dna_data/test_dna_iron_isles.txt,No gene with key: gene_eye_shut_bottom in group human at file: common/dna_data/test_dna_iron_isles.txt line: 569 (Greyjoy_asoiaf_9),2886
1477,dna_unknown_gene,Direct file,,common/dna_data/test_dna_iron_isles.txt,,portraitcontext.cpp:184,AGOT+ | Исправления совместимости,common/dna_data/test_dna_iron_isles.txt,No gene with key: gene_forehead_inner_brow_width in group human at file: common/dna_data/test_dna_iron_isles.txt line: 575 (Greyjoy_asoiaf_9),2887
1478,dna_unknown_gene,Direct file,,common/dna_data/test_dna_iron_isles.txt,,portraitcontext.cpp:184,AGOT+ | Исправления совместимости,common/dna_data/test_dna_iron_isles.txt,No gene with key: gene_bs_eye_fold_2 in group human at file: common/dna_data/test_dna_iron_isles.txt line: 579 (Greyjoy_asoiaf_9),2888
1479,dna_unknown_gene,Direct file,,common/dna_data/test_dna_north.txt,,portraitcontext.cpp:184,AGOT+ | Исправления совместимости,common/dna_data/test_dna_north.txt,No gene with key: gene_bs_eye_fold_2 in group human at file: common/dna_data/test_dna_north.txt line: 762 (Stark_asoiaf_1),3051
1480,dna_unknown_gene,Direct file,,common/dna_data/test_dna_north.txt,,portraitcontext.cpp:184,AGOT+ | Исправления совместимости,common/dna_data/test_dna_north.txt,No gene with key: gene_eye_size in group human at file: common/dna_data/test_dna_north.txt line: 1774 (Stark_asoiaf_6),3228
1481,dna_unknown_gene,Direct file,,common/dna_data/test_dna_north.txt,,portraitcontext.cpp:184,AGOT+ | Исправления совместимости,common/dna_data/test_dna_north.txt,No gene with key: gene_eye_shut_top in group human at file: common/dna_data/test_dna_north.txt line: 1775 (Stark_asoiaf_6),3229
1482,dna_unknown_gene,Direct file,,common/dna_data/test_dna_north.txt,,portraitcontext.cpp:184,AGOT+ | Исправления совместимости,common/dna_data/test_dna_north.txt,No gene with key: gene_eye_shut_bottom in group human at file: common/dna_data/test_dna_north.txt line: 1776 (Stark_asoiaf_6),3230
1483,dna_unknown_gene,Direct file,,common/dna_data/test_dna_north.txt,,portraitcontext.cpp:184,AGOT+ | Исправления совместимости,common/dna_data/test_dna_north.txt,No gene with key: gene_forehead_inner_brow_width in group human at file: common/dna_data/test_dna_north.txt line: 1782 (Stark_asoiaf_6),3231
1484,dna_unknown_gene,Direct file,,common/dna_data/test_dna_north.txt,,portraitcontext.cpp:184,AGOT+ | Исправления совместимости,common/dna_data/test_dna_north.txt,No gene with key: gene_bs_eye_fold_2 in group human at file: common/dna_data/test_dna_north.txt line: 1786 (Stark_asoiaf_6),3232
1485,dna_unknown_gene,Direct file,,common/dna_data/test_dna_north.txt,,portraitcontext.cpp:184,AGOT+ | Исправления совместимости,common/dna_data/test_dna_north.txt,No gene with key: gene_eye_size in group human at file: common/dna_data/test_dna_north.txt line: 4210 (Cassel_asoiaf_3),3586
1486,dna_unknown_gene,Direct file,,common/dna_data/test_dna_north.txt,,portraitcontext.cpp:184,AGOT+ | Исправления совместимости,common/dna_data/test_dna_north.txt,No gene with key: gene_eye_shut_top in group human at file: common/dna_data/test_dna_north.txt line: 4211 (Cassel_asoiaf_3),3587
1487,dna_unknown_gene,Direct file,,common/dna_data/test_dna_north.txt,,portraitcontext.cpp:184,AGOT+ | Исправления совместимости,common/dna_data/test_dna_north.txt,No gene with key: gene_eye_shut_bottom in group human at file: common/dna_data/test_dna_north.txt line: 4212 (Cassel_asoiaf_3),3588
1488,dna_unknown_gene,Direct file,,common/dna_data/test_dna_north.txt,,portraitcontext.cpp:184,AGOT+ | Исправления совместимости,common/dna_data/test_dna_north.txt,No gene with key: gene_bs_eye_fold_2 in group human at file: common/dna_data/test_dna_north.txt line: 4222 (Cassel_asoiaf_3),3590
1489,dna_unknown_gene,Direct file,,common/dna_data/test_dna_north.txt,,portraitcontext.cpp:184,AGOT+ | Исправления совместимости,common/dna_data/test_dna_north.txt,No gene with key: gene_eye_size in group human at file: common/dna_data/test_dna_north.txt line: 5211 (Bolton_asoiaf_1),3695
1490,dna_unknown_gene,Direct file,,common/dna_data/test_dna_north.txt,,portraitcontext.cpp:184,AGOT+ | Исправления совместимости,common/dna_data/test_dna_north.txt,No gene with key: gene_eye_shut_top in group human at file: common/dna_data/test_dna_north.txt line: 5212 (Bolton_asoiaf_1),3696
1491,dna_unknown_gene,Direct file,,common/dna_data/test_dna_north.txt,,portraitcontext.cpp:184,AGOT+ | Исправления совместимости,common/dna_data/test_dna_north.txt,No gene with key: gene_eye_shut_bottom in group human at file: common/dna_data/test_dna_north.txt line: 5213 (Bolton_asoiaf_1),3697
1492,dna_unknown_gene,Direct file,,common/dna_data/test_dna_north.txt,,portraitcontext.cpp:184,AGOT+ | Исправления совместимости,common/dna_data/test_dna_north.txt,No gene with key: gene_bs_eye_fold_2 in group human at file: common/dna_data/test_dna_north.txt line: 5223 (Bolton_asoiaf_1),3699
1493,dna_unknown_gene,Direct file,,common/dna_data/test_dna_north.txt,,portraitcontext.cpp:184,AGOT+ | Исправления совместимости,common/dna_data/test_dna_north.txt,No gene with key: gene_eye_size in group human at file: common/dna_data/test_dna_north.txt line: 5420 (Bolton_asoiaf_4),3739
1494,dna_unknown_gene,Direct file,,common/dna_data/test_dna_north.txt,,portraitcontext.cpp:184,AGOT+ | Исправления совместимости,common/dna_data/test_dna_north.txt,No gene with key: gene_eye_shut_top in group human at file: common/dna_data/test_dna_north.txt line: 5421 (Bolton_asoiaf_4),3740
1495,dna_unknown_gene,Direct file,,common/dna_data/test_dna_north.txt,,portraitcontext.cpp:184,AGOT+ | Исправления совместимости,common/dna_data/test_dna_north.txt,No gene with key: gene_eye_shut_bottom in group human at file: common/dna_data/test_dna_north.txt line: 5422 (Bolton_asoiaf_4),3741
1496,dna_unknown_gene,Direct file,,common/dna_data/test_dna_north.txt,,portraitcontext.cpp:184,AGOT+ | Исправления совместимости,common/dna_data/test_dna_north.txt,No gene with key: gene_forehead_inner_brow_width in group human at file: common/dna_data/test_dna_north.txt line: 5428 (Bolton_asoiaf_4),3742
1497,dna_unknown_gene,Direct file,,common/dna_data/test_dna_north.txt,,portraitcontext.cpp:184,AGOT+ | Исправления совместимости,common/dna_data/test_dna_north.txt,No gene with key: gene_bs_eye_fold_2 in group human at file: common/dna_data/test_dna_north.txt line: 5432 (Bolton_asoiaf_4),3743
1498,dna_unknown_gene,Direct file,,common/dna_data/test_dna_north.txt,,portraitcontext.cpp:184,AGOT+ | Исправления совместимости,common/dna_data/test_dna_north.txt,No gene with key: gene_eye_size in group human at file: common/dna_data/test_dna_north.txt line: 5629 (Bolton_asoiaf_5),3783
1499,dna_unknown_gene,Direct file,,common/dna_data/test_dna_north.txt,,portraitcontext.cpp:184,AGOT+ | Исправления совместимости,common/dna_data/test_dna_north.txt,No gene with key: gene_eye_shut_top in group human at file: common/dna_data/test_dna_north.txt line: 5630 (Bolton_asoiaf_5),3784
1500,dna_unknown_gene,Direct file,,common/dna_data/test_dna_north.txt,,portraitcontext.cpp:184,AGOT+ | Исправления совместимости,common/dna_data/test_dna_north.txt,No gene with key: gene_eye_shut_bottom in group human at file: common/dna_data/test_dna_north.txt line: 5631 (Bolton_asoiaf_5),3785
1501,dna_unknown_gene,Direct file,,common/dna_data/test_dna_north.txt,,portraitcontext.cpp:184,AGOT+ | Исправления совместимости,common/dna_data/test_dna_north.txt,No gene with key: gene_forehead_inner_brow_width in group human at file: common/dna_data/test_dna_north.txt line: 5637 (Bolton_asoiaf_5),3786
1502,dna_unknown_gene,Direct file,,common/dna_data/test_dna_north.txt,,portraitcontext.cpp:184,AGOT+ | Исправления совместимости,common/dna_data/test_dna_north.txt,No gene with key: gene_bs_eye_fold_2 in group human at file: common/dna_data/test_dna_north.txt line: 5641 (Bolton_asoiaf_5),3787
1503,dna_unknown_gene,Direct file,,common/dna_data/test_dna_north.txt,,portraitcontext.cpp:184,AGOT+ | Исправления совместимости,common/dna_data/test_dna_north.txt,No gene with key: gene_eye_size in group human at file: common/dna_data/test_dna_north.txt line: 5838 (Mormont_asoiaf_2),3827
1504,dna_unknown_gene,Direct file,,common/dna_data/test_dna_north.txt,,portraitcontext.cpp:184,AGOT+ | Исправления совместимости,common/dna_data/test_dna_north.txt,No gene with key: gene_eye_shut_top in group human at file: common/dna_data/test_dna_north.txt line: 5839 (Mormont_asoiaf_2),3828
1505,dna_unknown_gene,Direct file,,common/dna_data/test_dna_north.txt,,portraitcontext.cpp:184,AGOT+ | Исправления совместимости,common/dna_data/test_dna_north.txt,No gene with key: gene_eye_shut_bottom in group human at file: common/dna_data/test_dna_north.txt line: 5840 (Mormont_asoiaf_2),3829
1506,dna_unknown_gene,Direct file,,common/dna_data/test_dna_north.txt,,portraitcontext.cpp:184,AGOT+ | Исправления совместимости,common/dna_data/test_dna_north.txt,No gene with key: gene_eye_size in group human at file: common/dna_data/test_dna_north.txt line: 6047 (Mormont_asoiaf_3),3871
1507,dna_unknown_gene,Direct file,,common/dna_data/test_dna_north.txt,,portraitcontext.cpp:184,AGOT+ | Исправления совместимости,common/dna_data/test_dna_north.txt,No gene with key: gene_eye_shut_top in group human at file: common/dna_data/test_dna_north.txt line: 6048 (Mormont_asoiaf_3),3872
1508,dna_unknown_gene,Direct file,,common/dna_data/test_dna_north.txt,,portraitcontext.cpp:184,AGOT+ | Исправления совместимости,common/dna_data/test_dna_north.txt,No gene with key: gene_eye_shut_bottom in group human at file: common/dna_data/test_dna_north.txt line: 6049 (Mormont_asoiaf_3),3873
1509,dna_unknown_gene,Direct file,,common/dna_data/test_dna_north.txt,,portraitcontext.cpp:184,AGOT+ | Исправления совместимости,common/dna_data/test_dna_north.txt,No gene with key: gene_bs_eye_fold_2 in group human at file: common/dna_data/test_dna_north.txt line: 6266 (Manderly_asoiaf_6),3915
1510,dna_unknown_gene,Direct file,,common/dna_data/test_dna_north.txt,,portraitcontext.cpp:184,AGOT+ | Исправления совместимости,common/dna_data/test_dna_north.txt,No gene with key: gene_bs_eye_fold_2 in group human at file: common/dna_data/test_dna_north.txt line: 6471 (Manderly_asoiaf_7),3951
1511,dna_unknown_gene,Direct file,,common/dna_data/test_dna_north.txt,,portraitcontext.cpp:184,AGOT+ | Исправления совместимости,common/dna_data/test_dna_north.txt,No gene with key: gene_bs_eye_fold_2 in group human at file: common/dna_data/test_dna_north.txt line: 6676 (Manderly_asoiaf_8),3987
1512,dna_unknown_gene,Direct file,,common/dna_data/test_dna_north.txt,,portraitcontext.cpp:184,AGOT+ | Исправления совместимости,common/dna_data/test_dna_north.txt,No gene with key: gene_bs_eye_fold_2 in group human at file: common/dna_data/test_dna_north.txt line: 7897 (Degore_asoiaf_1),4177
1513,dna_unknown_gene,Direct file,,common/dna_data/test_dna_north.txt,,portraitcontext.cpp:184,AGOT+ | Исправления совместимости,common/dna_data/test_dna_north.txt,No gene with key: gene_bs_eye_fold_2 in group human at file: common/dna_data/test_dna_north.txt line: 8102 (Tuttle_asoiaf_4),4213
1514,dna_unknown_gene,Direct file,,common/dna_data/test_dna_north.txt,,portraitcontext.cpp:184,AGOT+ | Исправления совместимости,common/dna_data/test_dna_north.txt,No gene with key: gene_bs_eye_fold_2 in group human at file: common/dna_data/test_dna_north.txt line: 8307 (Tuttle_asoiaf_5),4249
1515,dna_unknown_gene,Direct file,,common/dna_data/test_dna_north.txt,,portraitcontext.cpp:184,AGOT+ | Исправления совместимости,common/dna_data/test_dna_north.txt,No gene with key: gene_bs_eye_fold_2 in group human at file: common/dna_data/test_dna_north.txt line: 8717 (Glover_asoiaf_5),4321
