File,Category,Lines,NonblankLines,ActiveLines,Bytes,SHA256
gfx/models/portraits/m_headgears/asoiaf/asoiaf_nights_watch/asoiaf_nights_watch_coif/asoiaf_nights_watch_coif.asset,Graphics and interface definitions,18,17,17,557,640F07EA82D75E8AB7A6EF8556C6339CE7E2B2C6043889C0007E4C77A4257E16
gfx/models/portraits/m_headgears/asoiaf/asoiaf_nights_watch/asoiaf_nights_watch_hood/asoiaf_nights_watch_hood.asset,Graphics and interface definitions,18,17,17,557,74EE30A1408E3A5C363FB10B02069AB41AA4ADBE3D4C49A0BA6FFC64C0B4045B
gfx/models/portraits/m_headgears/asoiaf/asoiaf_iron_isles/asoiaf_greyjoy_helm_high/asoiaf_greyjoy_helm_high.asset,Graphics and interface definitions,18,17,17,557,6FE7747F3F94D2643A05E3959CA1E2EF202426BB02BABD36A773DB2F9ED3EFE8
gfx/models/portraits/m_headgears/asoiaf/asoiaf_iron_isles/asoiaf_ironborn_helm_high_coa/asoiaf_ironborn_helm_high_coa.asset,Graphics and interface definitions,28,26,26,1247,1EA8495744E8AA82034E3F96D4325552DC6F5AC184A624B2E740A9D171E3A695
gfx/models/portraits/m_headgears/asoiaf/asoiaf_generic/asoiaf_executioner_cowl/asoiaf_executioner_cowl.asset,Graphics and interface definitions,27,25,25,838,07BAFCA4CA098C7F1F8890DF85F90E6C83F671D79D5A8BD69818B2899289BA9B
gfx/models/portraits/m_headgears/asoiaf/asoiaf_crowns/asoiaf_crown_aerys_II/asoiaf_crown_aerys_II.asset,Graphics and interface definitions,19,17,17,587,C3AC06C555526B3ABF454D5346F0A428E162B43454091CE822A3CCD5CD24B845
gfx/models/portraits/m_headgears/asoiaf/asoiaf_crowns/asoiaf_crown_baratheon_tyrell/asoiaf_crown_baratheon_tyrell.asset,Graphics and interface definitions,19,17,17,651,95C715CA33CDFFEDB59AFAD194A10971007C9E2B110FA593D4A01A527BC19A3B
gfx/models/portraits/m_headgears/asoiaf/asoiaf_crowns/asoiaf_crown_joffrey_I/asoiaf_crown_joffrey_I.asset,Graphics and interface definitions,19,17,17,595,8E6961F558A74C1DE2E708639AFC98F5105CC0F4D739AFB83513E7AD00E533A1
gfx/models/portraits/m_headgears/asoiaf/asoiaf_crowns/asoiaf_crown_of_winter/asoiaf_crown_of_winter.asset,Graphics and interface definitions,19,17,17,543,B8D1FFBD7A3C3C87D71B3C761F539575743ED36BCE3CD23F3CCC8B101121E5B0
gfx/models/portraits/m_headgears/asoiaf/asoiaf_crowns/asoiaf_crown_renly/asoiaf_crown_renly.asset,Graphics and interface definitions,19,17,17,563,D9B8535C8589E0CB44A9894BE73E7B94A43FE857E93CEA3EA906681A45EDD9FF
gfx/models/portraits/m_headgears/asoiaf/asoiaf_crowns/asoiaf_crown_robert_I/asoiaf_crown_robert_I.asset,Graphics and interface definitions,19,17,17,589,B49E58C93F11DAFC5C555E62668DE363F98D1A114639F0923618B00DB6290801
gfx/models/portraits/m_headgears/asoiaf/asoiaf_crowns/asoiaf_sansa_crown/asoiaf_sansa_crown.asset,Graphics and interface definitions,19,17,17,519,D7C883ACC8C96F90F90C9247D11A372805E5480AF7761F9C4386783078864960
gfx/models/portraits/m_headgears/asoiaf/asoiaf_crownlands/asoiaf_gold_cloak_helm/asoiaf_gold_cloak_helm.asset,Graphics and interface definitions,22,19,17,781,DD8D7FDA1F9509573AA14D1585BD29698822AA56DEC986920BAB85A03FA95231
gfx/models/portraits/m_headgears/asoiaf/asoiaf_crownlands/asoiaf_kingsguard_helms/asoiaf_kingsguard_helm_default/asoiaf_kingsguard_helm_default.asset,Graphics and interface definitions,18,17,17,605,9CD06BEDA269194B8F68B82A41A7335236B4905207CA6B67792AD56CE647ED12
gfx/models/portraits/m_headgears/asoiaf/asoiaf_crownlands/asoiaf_dragonstone/asoiaf_dragonstone_helm/asoiaf_dragonstone_helm.asset,Graphics and interface definitions,18,17,17,549,2FE4A118E752BC89E0D012FC4C9C399653AF706BEFE2943D7C174AB4AF50DFD3
gfx/models/portraits/m_headgears/asoiaf/asoiaf_crownlands/asoiaf_dragonstone/asoiaf_dragonstone_helm_2/asoiaf_dragonstone_helm_2.asset,Graphics and interface definitions,22,19,19,794,DCA23B10D30CA80C9D85D0DEC21D95405DF754842C797DB8D5A8A62DAF951442
gfx/models/portraits/m_clothes/asoiaf/asoiaf_maesters/asoiaf_maester_robes.asset,Graphics and interface definitions,203,180,174,11540,D2AE817834DC7619CD62542FA8A20B80B2C374373C319FB87D66113BCCD2C813
gfx/models/portraits/m_clothes/asoiaf/asoiaf_westerlands/asoiaf_hound_armour/asoiaf_hound_armour.asset,Graphics and interface definitions,32,29,29,1832,4E45230267B860ADDFC786C5536B494DDB635DACE35AF702AF238F2C654771C2
gfx/models/portraits/m_clothes/asoiaf/asoiaf_westerlands/asoiaf_tywin_tunics/asoiaf_tywin_tunic_1/asoiaf_tywin_tunic_1.asset,Graphics and interface definitions,32,29,29,1847,383176EF05C3D227198BFE9F10251AE1206772C8D04E3CA90BB950962550BD8A
gfx/models/portraits/m_clothes/asoiaf/asoiaf_westerlands/asoiaf_lannister_tunics/asoiaf_lannister_tunic_1/asoiaf_lannister_tunic_1.asset,Graphics and interface definitions,61,55,55,3477,DC81C3E2A3C1ECF0DEFDE0403462387ACC8FB7AB7A63E412F075F7957F37C94B
gfx/models/portraits/m_clothes/asoiaf/asoiaf_westerlands/asoiaf_lannister_armours/asoiaf_lannister_armour_dynast/asoiaf_lannister_armour_dynast.asset,Graphics and interface definitions,50,47,47,2905,135687E3E55DAA52F1D96FFBEC70A7AFE252EBDC724EB6DBC3DC59D9C7DEDBEF
gfx/models/portraits/m_clothes/asoiaf/asoiaf_westerlands/asoiaf_lannister_armours/asoiaf_lannister_armour_high/asoiaf_lannister_armour_high.asset,Graphics and interface definitions,50,46,46,2990,749ADB9AE33B7B4480A1763E27E9680E24801ECC449807CA6E95AF9FA745F96A
gfx/models/portraits/m_clothes/asoiaf/asoiaf_westerlands/asoiaf_lannister_armours/asoiaf_lannister_armour_light/asoiaf_lannister_armour_light.asset,Graphics and interface definitions,32,29,29,2089,11080B3F3BF0CD48201C1FB151760D937D5C07DB352BD58EC875C8BE1E5CDD69
gfx/models/portraits/m_clothes/asoiaf/asoiaf_westerlands/asoiaf_lannister_armours/asoiaf_lannister_armour_royal/asoiaf_lannister_armour_royal.asset,Graphics and interface definitions,59,55,55,3412,C7864518A07E2C0554CDE6751F8260BF39730CAE0B910FEDD2961B47B3BF3A1A
gfx/models/portraits/m_clothes/asoiaf/asoiaf_vale/asoiaf_baelish_tunics/asoiaf_baelish_tunic_1/asoiaf_baelish_tunic_1.asset,Graphics and interface definitions,32,29,29,1899,5060A668A43C882FDFFAAF03D4AF230585EA2D2D4A4277F9A0AC24DAA755730A
gfx/models/portraits/m_clothes/asoiaf/asoiaf_vale/asoiaf_baelish_tunics/asoiaf_baelish_tunic_1/asoiaf_baelish_tunic_1_sigil.asset,Graphics and interface definitions,32,29,29,2040,0F667017909B86AFBEE4CBD6D97E0307BD82BDD727E160ACDDE7565EF3BB7FFA
gfx/models/portraits/m_clothes/asoiaf/asoiaf_stormlands/asoiaf_stormlands_overcoat_1/asoiaf_stormlands_overcoat_1.asset,Graphics and interface definitions,105,94,93,6046,86D71EA6DAC96AB3BD1049C51681302F7BF5700549BADA4932D347618DA9573C
gfx/models/portraits/m_clothes/asoiaf/asoiaf_stormlands/asoiaf_stannis_clothes/asoiaf_stannis_clothes_1/asoiaf_stannis_clothes_1.asset,Graphics and interface definitions,32,29,29,1954,7F85F137C78F6FF90EE900518818C79D2A0C24DDA72D59AE30CE1F3232A225C8
gfx/models/portraits/m_clothes/asoiaf/asoiaf_stepstones/asoiaf_pirate_prince_tunic/asoiaf_pirate_prince_tunic.asset,Graphics and interface definitions,32,29,29,2003,2CD42132A34E9733B56F695174F3281A7660462553685EF6C0C6BDEF72BF1336
gfx/models/portraits/m_clothes/asoiaf/asoiaf_religious_clothing/asoiaf_septon_robes/asoiaf_septon_robes_1/asoiaf_septon_robes_1.asset,Graphics and interface definitions,32,29,29,1874,20DFC418D642C2CB82667D951BFD55DAC5F0C03B00D63FE244F072E3F4F2DBB5
gfx/models/portraits/m_clothes/asoiaf/asoiaf_religious_clothing/asoiaf_septon_robes/asoiaf_septon_robes_2/asoiaf_septon_robes_2.asset,Graphics and interface definitions,32,29,29,1874,4D7CC7613BC60BC6DA0690CC28410E9BBA75F0B2759C9913627D5E4F02469869
gfx/models/portraits/m_clothes/asoiaf/asoiaf_religious_clothing/asoiaf_drowned_man_robes/asoiaf_drowned_man_robes_high/asoiaf_drowned_man_robes_high.asset,Graphics and interface definitions,32,29,29,2249,BDADF90698E799DDF5BE352C49C36105C55535B60791B53BCFDF1BE089722510
gfx/models/portraits/m_clothes/asoiaf/asoiaf_religious_clothing/asoiaf_drowned_man_robes/asoiaf_drowned_man_robes_low/asoiaf_drowned_man_robes_low.asset,Graphics and interface definitions,32,29,29,2225,EABE936F10FE32C9D207DE87AC47F009116786D147F3EA240C465CFF2BCB657F
gfx/models/portraits/m_clothes/asoiaf/asoiaf_reach/asoiaf_reach_tunic_1/asoiaf_reach_tunic_1.asset,Graphics and interface definitions,145,130,129,7561,6CAF69FA5136928B3F903D2C4FBC8967F982C2F45E77ED0EA18E94C54BD48E25
gfx/models/portraits/m_clothes/asoiaf/asoiaf_reach/asoiaf_tyrell_armour_dynast/asoiaf_tyrell_armour_dynast.asset,Graphics and interface definitions,41,38,38,2399,7AB42191FB61189A919ED3137CD04E19331977BB377997B35C2992DC4DEFD045
gfx/models/portraits/m_clothes/asoiaf/asoiaf_reach/asoiaf_tyrell_armour_high/asoiaf_tyrell_armour_high.asset,Graphics and interface definitions,32,29,29,1978,16B6453413A3228243675BCB958355981D5F9ADD8280ED3ED0CA982292B30424
gfx/models/portraits/m_clothes/asoiaf/asoiaf_north/asoiaf_bolton_tunic/asoiaf_bolton_tunic.asset,Graphics and interface definitions,41,37,37,2174,BC40474A3B1FDBF382ADB6951CCD922F4BBCBD91D36FF020972B43DE27CCD3F4
gfx/models/portraits/m_clothes/asoiaf/asoiaf_north/asoiaf_bolton_tunic_roose/asoiaf_bolton_tunic_roose.asset,Graphics and interface definitions,32,29,29,1985,F6988BF117B812AF9613797F7271505172282A187A81F38B871E409A75BF9F29
gfx/models/portraits/m_clothes/asoiaf/asoiaf_north/asoiaf_north_jerkin_1/asoiaf_north_jerkin_1.asset,Graphics and interface definitions,41,37,37,2154,68E1A1F3E146A07D5D8A9D5727A838B817518B35593B804AB7F86710F622171A
gfx/models/portraits/m_clothes/asoiaf/asoiaf_north/asoiaf_north_jerkin_2/asoiaf_north_jerkin_2.asset,Graphics and interface definitions,105,94,93,5544,71F9149290DE233D6B448A7B8254A777B91226C2C66DB33FF38C666C27E3CE9D
gfx/models/portraits/m_clothes/asoiaf/asoiaf_north/asoiaf_north_tunic_1/asoiaf_north_tunic_1.asset,Graphics and interface definitions,105,94,93,5513,AA67983FF1CEEAF271DFBD98B7F529A0B35C8D9468166C0B5C9CD5A286C91C48
gfx/models/portraits/m_clothes/asoiaf/asoiaf_north/asoiaf_umber_armours/asoiaf_umber_armour_dynast/asoiaf_umber_armour_dynast.asset,Graphics and interface definitions,76,68,67,4583,4E66342C4DA4AE2F1D3BB2A441229C9D488DC193BBC40C075AFA7740350CADD3
gfx/models/portraits/m_clothes/asoiaf/asoiaf_north/asoiaf_umber_armours/asoiaf_umber_armour_low/asoiaf_umber_armour_low.asset,Graphics and interface definitions,76,68,67,4372,58CA3DFF2F52AB413776B15305811B876A56CFE790AE50180C9DC80DD7E1FE71
gfx/models/portraits/m_clothes/asoiaf/asoiaf_north/asoiaf_north_armours/asoiaf_north_armour_high/asoiaf_north_armour_high.asset,Graphics and interface definitions,113,105,103,5983,657391A5A50299646733B51EBCEF9E98D93F34AFB869A5E7B972EDA8F546BAB7
gfx/models/portraits/m_clothes/asoiaf/asoiaf_north/asoiaf_north_armours/asoiaf_north_armour_low/asoiaf_north_armour_low.asset,Graphics and interface definitions,95,87,85,5227,342008D49379D3A3DC5C33C59B7819D4B6525E771D50EC7A50E5B4BA5C622AAB
gfx/models/portraits/m_clothes/asoiaf/asoiaf_north/asoiaf_manderly_armours/asoiaf_manderly_armour_dynast/asoiaf_manderly_armour_dynast.asset,Graphics and interface definitions,95,87,85,5522,83DA5DFF429E90529F5764762370D8E57729A914D05475B22C7D746BC3245EAF
gfx/models/portraits/m_clothes/asoiaf/asoiaf_north/asoiaf_manderly_armours/asoiaf_manderly_armour_low/asoiaf_manderly_armour_low.asset,Graphics and interface definitions,113,105,103,6163,0CBBE2FBF24D45EB0F4C29F9B50AA728D529F6078EC2613A876A22248567A839
gfx/models/portraits/m_clothes/asoiaf/asoiaf_north/asoiaf_bolton_armours/asoiaf_bolton_armour_dynast/asoiaf_bolton_armour_dynast.asset,Graphics and interface definitions,32,29,29,2040,E4A831FAAFE026A932A8DDFFCB23BA5CE063E3E22EC60AF28128D38AE94C2633
gfx/models/portraits/m_clothes/asoiaf/asoiaf_north/asoiaf_bolton_armours/asoiaf_bolton_armour_high/asoiaf_bolton_armour_high.asset,Graphics and interface definitions,32,29,29,1987,B85478E22C115DFDA3BC5493AC76B476A4A8128C4D10B90CCB0A71D59296A35B
gfx/models/portraits/m_clothes/asoiaf/asoiaf_north/asoiaf_bolton_armours/asoiaf_bolton_armour_low/asoiaf_bolton_armour_low.asset,Graphics and interface definitions,32,29,29,1961,8650372D6C89AA596B0E1C74CD14E68D02092C5210A3377207DD9FF536B10CA4
gfx/models/portraits/m_clothes/asoiaf/asoiaf_nights_watch/asoiaf_nights_watch_leather/asoiaf_nights_watch_leather.asset,Graphics and interface definitions,32,29,29,2040,24EAD6FEAFA97614FAEC78AF0152119A0BD1B68D5A33ECD1705C5E83CE67D4BF
gfx/models/portraits/m_clothes/asoiaf/asoiaf_iron_isles/asoiaf_greyjoy_armour_dynast/asoiaf_greyjoy_armour_dynast.asset,Graphics and interface definitions,50,46,46,2972,68445A9BE37CE615D15A3072CB1736981AEA751F106F487D3BBB7A14D81D7759
gfx/models/portraits/m_clothes/asoiaf/asoiaf_iron_isles/asoiaf_greyjoy_armour_high/asoiaf_greyjoy_armour_high.asset,Graphics and interface definitions,41,37,37,2586,435D63A03669EE56609D6AE9661EA8B9AB70123895B74365C7E600D516B4FA6D
gfx/models/portraits/m_clothes/asoiaf/asoiaf_iron_isles/asoiaf_ironborn_armour_dynast_coa/asoiaf_ironborn_armour_dynast_coa.asset,Graphics and interface definitions,51,47,47,3398,DEBED0BFEEF57B0E8FBCE7B14F6989F2DFDAE5E56FAC98D89E20AB22CC0F84DB
gfx/models/portraits/m_clothes/asoiaf/asoiaf_iron_isles/asoiaf_ironborn_armour_high_coa/asoiaf_ironborn_armour_high_coa.asset,Graphics and interface definitions,42,38,38,2977,3E602A1EA6467F617310A6C819EAD2CC187FF204C6B4FBD0EACA1553F9C1A5DF
gfx/models/portraits/m_clothes/asoiaf/asoiaf_generic/asoiaf_blacksmith_apron/asoiaf_blacksmith_apron.asset,Graphics and interface definitions,50,47,47,2632,EE9ED365CD5C09FBE572D142301360D0BEBFB25420DD1FEEA5643C50BB6452A6
gfx/models/portraits/m_clothes/asoiaf/asoiaf_generic/asoiaf_executioner_jerkin/asoiaf_executioner_jerkin.asset,Graphics and interface definitions,50,46,46,2649,EB455ECC37F0D2F62BD97947EDD56795DF3358649F1937151739545EC8F57C71
gfx/models/portraits/m_clothes/asoiaf/asoiaf_generic/asoiaf_huntsman_jerkin/asoiaf_huntsman_jerkin.asset,Graphics and interface definitions,50,46,46,2535,E0F18549FD4FC439E411FCBD46F62C9A086B829E39FF71D279436F02A160F2F6
gfx/models/portraits/m_clothes/asoiaf/asoiaf_generic/asoiaf_leather_jerkin_1/asoiaf_leather_jerkin_1.asset,Graphics and interface definitions,165,148,147,8883,EC642C781F21612C383932B75492F1FED0C33AA54652BD96E54871AF5DF1F3EC
gfx/models/portraits/m_clothes/asoiaf/asoiaf_crownlands/asoiaf_crownlands_tunic_1/asoiaf_crownlands_tunic_1.asset,Graphics and interface definitions,408,365,359,23179,04AF39FD34B4647FE5C75A29D324D26AC8EDA0DE82D82069FD40DA423F8C458B
gfx/models/portraits/m_clothes/asoiaf/asoiaf_crownlands/asoiaf_gold_cloak_armour/asoiaf_gold_cloak_armour.asset,Graphics and interface definitions,32,29,29,1961,CF4F63ED09CC4341C7C5AD0A0448B44E54FF625DDC58073BE9D2EDE4BAADD554
gfx/models/portraits/m_clothes/asoiaf/asoiaf_crownlands/asoiaf_knights_jerkin/asoiaf_knights_jerkin.asset,Graphics and interface definitions,183,166,165,9555,0357CEDA4B099C4529072C410F135EE14BB2A925A00EE6052838E2C510AC7E43
gfx/models/portraits/m_clothes/asoiaf/asoiaf_crownlands/asoiaf_knights_jerkin_ramsay/asoiaf_knights_jerkin_ramsay.asset,Graphics and interface definitions,41,38,38,2424,7FC3B2C938462139C9F1054827E6030853295AAEE8F2E8A93C682427529D5A71
gfx/models/portraits/m_clothes/asoiaf/asoiaf_crownlands/asoiaf_kingsguard/asoiaf_kingsguard_armour_default/asoiaf_kingsguard_armour_default.asset,Graphics and interface definitions,41,38,38,2562,27B0FA92AAF88FBB44D894087C12B6A8B6F76490381A0A71781878495F77D037
gfx/models/portraits/m_clothes/asoiaf/asoiaf_crownlands/asoiaf_kingsguard/asoiaf_kingsguard_tunic/asoiaf_kingsguard_tunic.asset,Graphics and interface definitions,41,38,38,2275,58B16A03141A217BF78BAFB11400187941B4F5B906E377E507784BE07BF4B93D
gfx/models/portraits/m_clothes/asoiaf/asoiaf_crownlands/asoiaf_dragonstone/asoiaf_dragonstone_armour_high/asoiaf_dragonstone_armour_high.asset,Graphics and interface definitions,66,59,58,4288,5A98106C1E745AD0D1F374B0FB5FAF791C84D339CCD1C77717A25D320821D748
gfx/models/portraits/m_clothes/asoiaf/asoiaf_crownlands/asoiaf_dragonstone/asoiaf_dragonstone_armour_low/asoiaf_dragonstone_armour_low.asset,Graphics and interface definitions,32,29,29,2091,19D801A15996400101A6090C6609A8964968A184FC86066129B6BCCE71E3ECA1
gfx/models/portraits/m_cloaks/asoiaf/asoiaf_westerlands/lannister_war_plate_2/asoiaf_lannister_war_plate_2_cloak.asset,Graphics and interface definitions,33,29,29,2275,6499F2D1C4C91A0D77ACD41EAD42115754A9C07A1FDAC1F579FF5F61C45519AE
gfx/models/portraits/m_cloaks/asoiaf/asoiaf_westerlands/asoiaf_lannister_cloaks/asoiaf_lannister_cloak_royal/asoiaf_lannister_cloak_royal.asset,Graphics and interface definitions,48,43,43,3244,F06884ED965B3F1D9144E31DF519785D9CB4BA38C937AEDD2DFF12CBB97C7B28
gfx/models/portraits/m_cloaks/asoiaf/asoiaf_stormlands/asoiaf_stannis_cloaks/asoiaf_stannis_cloak_1/asoiaf_stannis_cloak_1.asset,Graphics and interface definitions,32,29,29,1897,F20C9A3E5B54AE797E165761F4C5F10377F7B79E1BAFBA1291327FA7855659D5
gfx/models/portraits/m_cloaks/asoiaf/asoiaf_north/asoiaf_manderly_cloaks/asoiaf_manderly_cloak_dynast/asoiaf_manderly_cloak_dynast.asset,Graphics and interface definitions,77,69,67,4659,B47F346AF66F880C42E821F306450DCE5AE233F9C1D7EE24E7107C78F50042DD
gfx/models/portraits/m_cloaks/asoiaf/asoiaf_nights_watch/asoiaf_nights_watch_cloak_1/asoiaf_nights_watch_cloak_1.asset,Graphics and interface definitions,41,38,38,2413,08E403E47B032B438B14D5491F3400180CEBCAF322B914E5226A29A425919ACA
gfx/models/portraits/m_cloaks/asoiaf/asoiaf_crownlands/asoiaf_gold_cloak_cloak/asoiaf_gold_cloak_cloak.asset,Graphics and interface definitions,32,29,29,1924,F80C1A739FE5BE213FB25882FD784E9632A53C43A9B4166AFE197B9B744245B7
gfx/models/portraits/m_cloaks/asoiaf/asoiaf_crownlands/asoiaf_kingsguard_cloaks/asoiaf_kingsguard_cloak_default/asoiaf_kingsguard_cloak_default.asset,Graphics and interface definitions,32,29,29,2142,880FC181BD663EC8BBEAA4CC013282D33BDB4EF77265733D31963ACB53D218C0
gfx/models/portraits/f_legwear/asoiaf/asoiaf_westerlands/f_asoiaf_hound_legs/f_asoiaf_hound_legs.asset,Graphics and interface definitions,40,37,37,2847,8C933701021571857D4AC041B4938F5EAEA452BF1DF398EE41C1B03722F54978
gfx/models/portraits/f_legwear/asoiaf/asoiaf_westerlands/asoiaf_lannister_legs/f_asoiaf_lannister_legs_dynast/f_asoiaf_lannister_legs_dynast.asset,Graphics and interface definitions,40,37,37,3273,694F2C2031A4F080ECCB3BF51B7E06E0C140B1EF86420B3891A4358C51D57DDD
gfx/models/portraits/f_legwear/asoiaf/asoiaf_westerlands/asoiaf_lannister_legs/f_asoiaf_lannister_legs_light/f_asoiaf_lannister_legs_light.asset,Graphics and interface definitions,40,37,37,3237,CDDAE8D5604E8CDBA989530A61FFFFB9DB178B555C3199BDECE0CCF430DC3DE6
gfx/models/portraits/f_legwear/asoiaf/asoiaf_north/f_asoiaf_bolton_legs/f_asoiaf_bolton_legs.asset,Graphics and interface definitions,40,37,37,2885,F53AE786997A1D341B8E73C6E5CACBFE88954E2BB94E95E3AB928BABFECCD514
gfx/models/portraits/f_legwear/asoiaf/asoiaf_north/f_asoiaf_north_legs/f_asoiaf_north_legs.asset,Graphics and interface definitions,144,131,128,9286,A0A524706FBAB9636FEAAACFAC895173852310794421CA8CEEA84FAFEF81408E
gfx/models/portraits/f_legwear/asoiaf/asoiaf_north/f_asoiaf_umber_legs/f_asoiaf_umber_legs.asset,Graphics and interface definitions,92,84,83,6128,A0FF6F1D8E031E1379FB4B3D1261A8C0F0BD0AD9E90705642A11ACB588B78C45
gfx/models/portraits/f_legwear/asoiaf/asoiaf_iron_isles/f_asoiaf_greyjoy_legs/f_asoiaf_greyjoy_legs.asset,Graphics and interface definitions,40,37,37,2925,8260602FBBF5DC1752A2DB0BE05F9AD203268D655A2D35E2C01DCEE198819AC9
gfx/models/portraits/f_legwear/asoiaf/asoiaf_iron_isles/f_asoiaf_ironborn_legs_coa/f_asoiaf_ironborn_legs_coa.asset,Graphics and interface definitions,50,46,46,3739,1AFDADAB6D3EBA9061AAF4BFFCC5372A30B19277AC0182426B2AFF828AFF96BF
gfx/models/portraits/f_legwear/asoiaf/asoiaf_generic/f_asoiaf_blacksmith_legs/f_asoiaf_blacksmith_legs.asset,Graphics and interface definitions,40,37,37,2995,D603176D87317F396FB50D25D8B01D7E3AAA8564801895BA8685FA962FBA0F5D
gfx/models/portraits/f_legwear/asoiaf/asoiaf_generic/f_asoiaf_executioner_legs/f_asoiaf_executioner_legs.asset,Graphics and interface definitions,49,45,45,3325,CAA332B85EEAA56F3923CC4800E5D97F488B099214C30574A11F73FEB5F09E20
gfx/models/portraits/f_legwear/asoiaf/asoiaf_generic/f_asoiaf_huntsman_legs/f_asoiaf_huntsman_legs.asset,Graphics and interface definitions,49,45,45,3201,0D12E703CA80E6AB28DE74885D3356A1236226198D9665F0D74EAA60214471EB
gfx/models/portraits/f_legwear/asoiaf/asoiaf_generic/f_asoiaf_leather_boots_1/f_asoiaf_leather_boots_1.asset,Graphics and interface definitions,40,37,37,2994,4C55C1AB45BF90CE21BE911838C9E9EC5E7204686D60F412BC0CAAC6CE3E90B1
gfx/models/portraits/f_legwear/asoiaf/asoiaf_generic/f_asoiaf_shoes_1/f_asoiaf_shoes_1.asset,Graphics and interface definitions,40,37,37,2690,915D673D6FFBAE0AEDFE333A6801AD7F702171FE512C1C08C3E6E061EFAA6E3B
gfx/models/portraits/f_legwear/asoiaf/asoiaf_dorne/f_asoiaf_dorne_sandals/f_asoiaf_dorne_sandals.asset,Graphics and interface definitions,40,37,37,2975,02EDBB13531CAD82EB20818A7942BBE8FC84630197BAFDFE3C65DF0FF1E3E0E0
gfx/models/portraits/f_legwear/asoiaf/asoiaf_crownlands/f_asoiaf_dragonstone_legs/f_asoiaf_dragonstone_legs.asset,Graphics and interface definitions,40,37,37,3075,9B1809267E1B6E57CAFB56A341D88BDE6E66C134EC23C370A8B4AB30984A3154
gfx/models/portraits/f_legwear/asoiaf/asoiaf_crownlands/f_asoiaf_gold_cloak_legs/f_asoiaf_gold_cloak_legs.asset,Graphics and interface definitions,40,37,37,3039,5646EA74B8C60D24A04270D3F8E02B24256438C6D00C7C53E5DD38C9C32A48A3
gfx/models/portraits/f_jewellery/asoiaf/asoiaf_lion_necklace/f_asoiaf_lion_necklace.asset,Graphics and interface definitions,97,90,88,6184,58A2ABA15FBC2CA1A5D3E1563001A197DC23B19EADF15EE04CDA165E26150D32
gfx/models/portraits/f_jewellery/asoiaf/asoiaf_generic/asoiaf_shark_tooth_necklace/f_asoiaf_shark_tooth_necklace.asset,Graphics and interface definitions,38,35,35,2938,CE565914D5BF205D753433F8CB3B4A7516666ED5855990257AEB317CEF1A2633
gfx/models/portraits/f_jewellery/asoiaf/asoiaf_generic/f_asoiaf_emerald_necklace/f_asoiaf_emerald_necklace.asset,Graphics and interface definitions,47,43,43,3095,6C2B410BEEF8CD1E7DF4DA1BF58E7159B7D5E3FA8D3B271ED340CA4B21575F2A
gfx/models/portraits/f_headgears/asoiaf/asoiaf_westerlands/f_asoiaf_hound_helm/f_asoiaf_hound_helm.asset,Graphics and interface definitions,22,19,17,731,8EF7C55E124A09FDA959E3913F4606A4F72E6361178167E0E4A390AB7902A015
gfx/models/portraits/f_headgears/asoiaf/asoiaf_westerlands/f_lannister_war_plate_2/f_asoiaf_lannister_war_plate_2_helm.asset,Graphics and interface definitions,18,17,17,678,341AAD7BE5E40B94AB52D9975B80224628373D8E8C06481CFC0A7502AFA2DEA1
gfx/models/portraits/f_headgears/asoiaf/asoiaf_religious_headgears/asoiaf_septa_wimple/f_asoiaf_septa_wimple.asset,Graphics and interface definitions,24,21,21,966,8695DC1DBB5D3A472D66FE85338D0B5780CD04945DBCFC6C3D0C8701D1743BE4
gfx/models/portraits/f_headgears/asoiaf/asoiaf_religious_headgears/asoiaf_silent_sister_hood/f_asoiaf_silent_sister_hood.asset,Graphics and interface definitions,24,21,21,1041,3DDC0CC7CA9699910AAD3F87172F6A83BC0F043BBC339C3BFFC24E24D4EE5222
gfx/models/portraits/f_headgears/asoiaf/asoiaf_reach/asoiaf_reach_headdress_1/f_asoiaf_reach_headdress_1.asset,Graphics and interface definitions,32,29,23,1996,C9AB811565D6538485FC1F47AF6B78172BF0A24C1EE4BED921B3D70745AEC826
gfx/models/portraits/f_headgears/asoiaf/asoiaf_north/asoiaf_umber_helms/f_asoiaf_umber_helm_dynast/f_asoiaf_umber_helm_dynast.asset,Graphics and interface definitions,48,44,43,1641,8D12C10A496A2AB2BC7C2FD20AC5D869435E8AC960DCCA190E4D68D426AB90C4
gfx/models/portraits/f_headgears/asoiaf/asoiaf_north/asoiaf_umber_helms/f_asoiaf_umber_helm_low/f_asoiaf_umber_helm_low.asset,Graphics and interface definitions,27,26,26,882,1B0195E3A81E3DB08645DB0A92A72EE2819F27ECA6CC3A2EE6051CAFE9636C40
gfx/models/portraits/f_headgears/asoiaf/asoiaf_north/asoiaf_north_helms/f_asoiaf_north_helm_high/f_asoiaf_north_helm_high.asset,Graphics and interface definitions,67,63,61,2309,629DC1AEB24B9F1A5AF6D9D78DAD6789B2812631A0CDED20747DA1C11C9D5079
gfx/models/portraits/f_headgears/asoiaf/asoiaf_north/asoiaf_north_helms/f_asoiaf_north_helm_low/f_asoiaf_north_helm_low.asset,Graphics and interface definitions,49,45,43,1583,B612ABF8D27B41C361E9E9F8300E0280F51D710F096A7F8231840D57F22D2CEB
