"Key","MainFile","MainLine","TranslationFile","TranslationLine","Text"
"bg_counterskill_martial","localization/replace/english/board_game_events_l_english.yml","235","localization/replace/russian/board_game_events_l_russian.yml","235","[martial|E]"
"bg_counterskill_prowess","localization/replace/english/board_game_events_l_english.yml","239","localization/replace/russian/board_game_events_l_russian.yml","239","[prowess|E]"
"bg_counterskill_stewardship","localization/replace/english/board_game_events_l_english.yml","236","localization/replace/russian/board_game_events_l_russian.yml","236","[stewardship|E]"
"bg_gametype_concept_chess","localization/replace/english/board_game_events_l_english.yml","257","localization/replace/russian/board_game_events_l_russian.yml","257","[board_game_type_chess|E]"
"bg_gametype_concept_chess_dark","localization/replace/english/board_game_events_l_english.yml","263","localization/replace/russian/board_game_events_l_russian.yml","263","[board_game_type_chess|B]"
"bg_gametype_concept_fidchell","localization/replace/english/board_game_events_l_english.yml","256","localization/replace/russian/board_game_events_l_russian.yml","256","[board_game_type_fidchell|E]"
"bg_gametype_concept_fidchell_dark","localization/replace/english/board_game_events_l_english.yml","262","localization/replace/russian/board_game_events_l_russian.yml","262","[board_game_type_fidchell|B]"
"bg_gametype_concept_go","localization/replace/english/board_game_events_l_english.yml","255","localization/replace/russian/board_game_events_l_russian.yml","255","[board_game_type_go|E]"
"bg_gametype_concept_go_dark","localization/replace/english/board_game_events_l_english.yml","261","localization/replace/russian/board_game_events_l_russian.yml","261","[board_game_type_go|B]"
"bg_gametype_concept_hnefatafl","localization/replace/english/board_game_events_l_english.yml","253","localization/replace/russian/board_game_events_l_russian.yml","253","[board_game_type_hnefatafl|E]"
"bg_gametype_concept_hnefatafl_dark","localization/replace/english/board_game_events_l_english.yml","259","localization/replace/russian/board_game_events_l_russian.yml","259","[board_game_type_hnefatafl|B]"
"bg_gametype_concept_pachisi","localization/replace/english/board_game_events_l_english.yml","252","localization/replace/russian/board_game_events_l_russian.yml","252","[board_game_type_pachisi|E]"
"bg_gametype_concept_pachisi_dark","localization/replace/english/board_game_events_l_english.yml","258","localization/replace/russian/board_game_events_l_russian.yml","258","[board_game_type_pachisi|B]"
"bg_gametype_concept_tabula","localization/replace/english/board_game_events_l_english.yml","254","localization/replace/russian/board_game_events_l_russian.yml","254","[board_game_type_tabula|E]"
"bg_gametype_concept_tabula_dark","localization/replace/english/board_game_events_l_english.yml","260","localization/replace/russian/board_game_events_l_russian.yml","260","[board_game_type_tabula|B]"
"black_brothers_flavor","localization/english/agot/agot_regiment_l_english.yml","446","localization/russian/agot/agot_regiment_l_russian.yml","446",""
"BLACKFYRE_WAR_NAME","localization/english/agot/agot_wars_l_english.yml","89","localization/russian/agot/agot_wars_l_russian.yml","89","[ATTACKER.Custom('BlackfyreRebellions')]"
"blank_line","localization/replace/english/messages_l_english.yml","150","localization/replace/russian/messages_l_russian.yml","150",""
"BLANK_TITLE_LOC","localization/english/agot/gui/agot_gui_title_and_naming_l_english.yml","106","localization/russian/agot/gui/agot_gui_title_and_naming_l_russian.yml","106",""
"blind_self_for_piety_decision_confirm","localization/english/agot/decisions/agot_decisions_religious_l_english.yml","15","localization/russian/agot/decisions/agot_decisions_religious_l_russian.yml","15","$blind_self_for_piety_decision_tooltip$!"
"blind_self_for_piety_decision_desc","localization/english/agot/decisions/agot_decisions_religious_l_english.yml","13","localization/russian/agot/decisions/agot_decisions_religious_l_russian.yml","13","$tenet_opening_the_third_eye_desc$"
"blood_drained_malus_large_modifier_desc","localization/english/agot/modifiers/agot_religious_modifiers_l_english.yml","45","localization/russian/agot/modifiers/agot_religious_modifiers_l_russian.yml","45","$blood_drained_malus_moderate_modifier_desc$"
"blood_drained_malus_small_modifier_desc","localization/english/agot/modifiers/agot_religious_modifiers_l_english.yml","43","localization/russian/agot/modifiers/agot_religious_modifiers_l_russian.yml","43","$blood_drained_malus_moderate_modifier_desc$"
"bloody_wedding_activity_cost_desc","localization/replace/english/event_localization/activities/activities_l_english.yml","70","localization/replace/russian/event_localization/activities/activities_l_russian.yml","70","$wedding_type_bloody$"
"board_games.0001.a.tt.crit_failure","localization/replace/english/board_game_events_l_english.yml","320","localization/replace/russian/board_game_events_l_russian.yml","320","$board_games.0001.tt.crit_failure.points$"
"board_games.0001.a.tt.crit_failure.tt","localization/replace/english/board_game_events_l_english.yml","321","localization/replace/russian/board_game_events_l_russian.yml","321","$board_games.0001.tt.crit_failure$"
"board_games.0001.a.tt.crit_success","localization/replace/english/board_game_events_l_english.yml","314","localization/replace/russian/board_game_events_l_russian.yml","314","$board_games.0001.tt.crit_success.points$"
"board_games.0001.a.tt.crit_success.tt","localization/replace/english/board_game_events_l_english.yml","315","localization/replace/russian/board_game_events_l_russian.yml","315","$board_games.0001.tt.crit_success$"
"board_games.0001.a.tt.failure","localization/replace/english/board_game_events_l_english.yml","318","localization/replace/russian/board_game_events_l_russian.yml","318","$board_games.0001.tt.failure.points$"
"board_games.0001.a.tt.failure.tt","localization/replace/english/board_game_events_l_english.yml","319","localization/replace/russian/board_game_events_l_russian.yml","319","$board_games.0001.tt.failure$"
"board_games.0001.a.tt.success","localization/replace/english/board_game_events_l_english.yml","316","localization/replace/russian/board_game_events_l_russian.yml","316","$board_games.0001.tt.success.points$"
"board_games.0001.a.tt.success.tt","localization/replace/english/board_game_events_l_english.yml","317","localization/replace/russian/board_game_events_l_russian.yml","317","$board_games.0001.tt.success$"
"board_games.0001.b.tt.crit_failure","localization/replace/english/board_game_events_l_english.yml","333","localization/replace/russian/board_game_events_l_russian.yml","333","$board_games.0001.tt.crit_failure$"
"board_games.0001.b.tt.crit_failure.tt","localization/replace/english/board_game_events_l_english.yml","334","localization/replace/russian/board_game_events_l_russian.yml","334","$board_games.0001.tt.crit_failure.points$"
"board_games.0001.b.tt.crit_success","localization/replace/english/board_game_events_l_english.yml","327","localization/replace/russian/board_game_events_l_russian.yml","327","$board_games.0001.tt.crit_success$"
"board_games.0001.b.tt.crit_success.tt","localization/replace/english/board_game_events_l_english.yml","328","localization/replace/russian/board_game_events_l_russian.yml","328","$board_games.0001.tt.crit_success.points$"
"board_games.0001.b.tt.failure","localization/replace/english/board_game_events_l_english.yml","331","localization/replace/russian/board_game_events_l_russian.yml","331","$board_games.0001.tt.failure$"
"board_games.0001.b.tt.failure.tt","localization/replace/english/board_game_events_l_english.yml","332","localization/replace/russian/board_game_events_l_russian.yml","332","$board_games.0001.tt.failure.points$"
"board_games.0001.b.tt.success","localization/replace/english/board_game_events_l_english.yml","329","localization/replace/russian/board_game_events_l_russian.yml","329","$board_games.0001.tt.success$"
"board_games.0001.b.tt.success.tt","localization/replace/english/board_game_events_l_english.yml","330","localization/replace/russian/board_game_events_l_russian.yml","330","$board_games.0001.tt.success.points$"
"board_games.0001.c.tt.crit_failure","localization/replace/english/board_game_events_l_english.yml","346","localization/replace/russian/board_game_events_l_russian.yml","346","$board_games.0001.tt.crit_failure$"
"board_games.0001.c.tt.crit_failure.tt","localization/replace/english/board_game_events_l_english.yml","347","localization/replace/russian/board_game_events_l_russian.yml","347","$board_games.0001.tt.crit_failure.points$"
"board_games.0001.c.tt.crit_success","localization/replace/english/board_game_events_l_english.yml","340","localization/replace/russian/board_game_events_l_russian.yml","340","$board_games.0001.tt.crit_success$"
"board_games.0001.c.tt.crit_success.tt","localization/replace/english/board_game_events_l_english.yml","341","localization/replace/russian/board_game_events_l_russian.yml","341","$board_games.0001.tt.crit_success.points$"
"board_games.0001.c.tt.failure","localization/replace/english/board_game_events_l_english.yml","344","localization/replace/russian/board_game_events_l_russian.yml","344","$board_games.0001.tt.failure$"
"board_games.0001.c.tt.failure.tt","localization/replace/english/board_game_events_l_english.yml","345","localization/replace/russian/board_game_events_l_russian.yml","345","$board_games.0001.tt.failure.points$"
"board_games.0001.c.tt.success","localization/replace/english/board_game_events_l_english.yml","342","localization/replace/russian/board_game_events_l_russian.yml","342","$board_games.0001.tt.success$"
"board_games.0001.c.tt.success.tt","localization/replace/english/board_game_events_l_english.yml","343","localization/replace/russian/board_game_events_l_russian.yml","343","$board_games.0001.tt.success.points$"
"board_games.0001.d.tt.crit_failure","localization/replace/english/board_game_events_l_english.yml","359","localization/replace/russian/board_game_events_l_russian.yml","359","$board_games.0001.tt.crit_failure$"
"board_games.0001.d.tt.crit_failure.tt","localization/replace/english/board_game_events_l_english.yml","360","localization/replace/russian/board_game_events_l_russian.yml","360","$board_games.0001.tt.crit_failure.points$"
"board_games.0001.d.tt.crit_success","localization/replace/english/board_game_events_l_english.yml","353","localization/replace/russian/board_game_events_l_russian.yml","353","$board_games.0001.tt.crit_success$"
"board_games.0001.d.tt.crit_success.tt","localization/replace/english/board_game_events_l_english.yml","354","localization/replace/russian/board_game_events_l_russian.yml","354","$board_games.0001.tt.crit_success.points$"
"board_games.0001.d.tt.failure","localization/replace/english/board_game_events_l_english.yml","357","localization/replace/russian/board_game_events_l_russian.yml","357","$board_games.0001.tt.failure$"
"board_games.0001.d.tt.failure.tt","localization/replace/english/board_game_events_l_english.yml","358","localization/replace/russian/board_game_events_l_russian.yml","358","$board_games.0001.tt.failure.points$"
"board_games.0001.d.tt.success","localization/replace/english/board_game_events_l_english.yml","355","localization/replace/russian/board_game_events_l_russian.yml","355","$board_games.0001.tt.success$"
"board_games.0001.d.tt.success.tt","localization/replace/english/board_game_events_l_english.yml","356","localization/replace/russian/board_game_events_l_russian.yml","356","$board_games.0001.tt.success.points$"
"board_games.0001.desc.i_am_winning.hook_on.weak","localization/replace/english/board_game_events_l_english.yml","157","localization/replace/russian/board_game_events_l_russian.yml","157","$board_games.0001.desc.i_am_winning.hook_on.strong$"
"board_games.0001.desc.i_am_winning.hooked_by.weak","localization/replace/english/board_game_events_l_english.yml","159","localization/replace/russian/board_game_events_l_russian.yml","159","$board_games.0001.desc.i_am_winning.hooked_by.strong$"
"board_games.0001.desc.i_am_winning.relation.nemesis","localization/replace/english/board_game_events_l_english.yml","149","localization/replace/russian/board_game_events_l_russian.yml","149","$board_games.0001.desc.opponent_winning.relation.nemesis$"
"board_games.0001.desc.i_am_winning.relation.soulmate","localization/replace/english/board_game_events_l_english.yml","151","localization/replace/russian/board_game_events_l_russian.yml","151","$board_games.0001.desc.opponent_winning.relation.soulmate$"
"board_games.0001.desc.no_counters","localization/replace/english/board_game_events_l_english.yml","205","localization/replace/russian/board_game_events_l_russian.yml","205","\n\n"
"board_games.0001.e.tt.crit_failure","localization/replace/english/board_game_events_l_english.yml","372","localization/replace/russian/board_game_events_l_russian.yml","372","$board_games.0001.tt.crit_failure$"
"board_games.0001.e.tt.crit_failure.tt","localization/replace/english/board_game_events_l_english.yml","373","localization/replace/russian/board_game_events_l_russian.yml","373","$board_games.0001.tt.crit_failure.points$"
"board_games.0001.e.tt.crit_success","localization/replace/english/board_game_events_l_english.yml","366","localization/replace/russian/board_game_events_l_russian.yml","366","$board_games.0001.tt.crit_success$"
"board_games.0001.e.tt.crit_success.tt","localization/replace/english/board_game_events_l_english.yml","367","localization/replace/russian/board_game_events_l_russian.yml","367","$board_games.0001.tt.crit_success.points$"
"board_games.0001.e.tt.failure","localization/replace/english/board_game_events_l_english.yml","370","localization/replace/russian/board_game_events_l_russian.yml","370","$board_games.0001.tt.failure$"
"board_games.0001.e.tt.failure.tt","localization/replace/english/board_game_events_l_english.yml","371","localization/replace/russian/board_game_events_l_russian.yml","371","$board_games.0001.tt.failure.points$"
"board_games.0001.e.tt.success","localization/replace/english/board_game_events_l_english.yml","368","localization/replace/russian/board_game_events_l_russian.yml","368","$board_games.0001.tt.success$"
"board_games.0001.e.tt.success.tt","localization/replace/english/board_game_events_l_english.yml","369","localization/replace/russian/board_game_events_l_russian.yml","369","$board_games.0001.tt.success.points$"
"board_games.0001.f.tt.crit_failure","localization/replace/english/board_game_events_l_english.yml","385","localization/replace/russian/board_game_events_l_russian.yml","385","$board_games.0001.tt.crit_failure$"
"board_games.0001.f.tt.crit_failure.tt","localization/replace/english/board_game_events_l_english.yml","386","localization/replace/russian/board_game_events_l_russian.yml","386","$board_games.0001.tt.crit_failure.points$"
"board_games.0001.f.tt.crit_success","localization/replace/english/board_game_events_l_english.yml","379","localization/replace/russian/board_game_events_l_russian.yml","379","$board_games.0001.tt.crit_success$"
"board_games.0001.f.tt.crit_success.tt","localization/replace/english/board_game_events_l_english.yml","380","localization/replace/russian/board_game_events_l_russian.yml","380","$board_games.0001.tt.crit_success.points$"
"board_games.0001.f.tt.failure","localization/replace/english/board_game_events_l_english.yml","383","localization/replace/russian/board_game_events_l_russian.yml","383","$board_games.0001.tt.failure$"
"board_games.0001.f.tt.failure.tt","localization/replace/english/board_game_events_l_english.yml","384","localization/replace/russian/board_game_events_l_russian.yml","384","$board_games.0001.tt.failure.points$"
"board_games.0001.f.tt.success","localization/replace/english/board_game_events_l_english.yml","381","localization/replace/russian/board_game_events_l_russian.yml","381","$board_games.0001.tt.success$"
"board_games.0001.f.tt.success.tt","localization/replace/english/board_game_events_l_english.yml","382","localization/replace/russian/board_game_events_l_russian.yml","382","$board_games.0001.tt.success.points$"
"board_games.0001.t","localization/replace/english/board_game_events_l_english.yml","6","localization/replace/russian/board_game_events_l_russian.yml","6","$board_games.0000.t$"
"board_games.0031.t","localization/replace/english/board_game_events_l_english.yml","396","localization/replace/russian/board_game_events_l_russian.yml","396","$board_games.0000.t$"
"board_games.0041.t","localization/replace/english/board_game_events_l_english.yml","424","localization/replace/russian/board_game_events_l_russian.yml","424","$board_games.0000.t$"
"BOOKMAR_CHARACTER_TOOLTIP","localization/replace/english/bookmark/bookmark_l_english.yml","24","localization/replace/russian/bookmark/bookmark_l_russian.yml","24","[BOOKMARK_CHARACTER.GetName|T]\n$BOOKMARK_CHARACTER_AGE_DATA$\n$BOOKMARK_CHARACTER_TITLE_DATA$\n$BOOKMARK_CHARACTER_CULTURE_DATA$\n$BOOKMARK_CHARACTER_RELIGION_DATA$\n[BOOKMARK_CHARACTER.GetDescription]"
"BOOKMAR_CHARACTER_TOOLTIP_NO_TITLE","localization/replace/english/bookmark/bookmark_l_english.yml","25","localization/replace/russian/bookmark/bookmark_l_russian.yml","25","[BOOKMARK_CHARACTER.GetName|T]\n$BOOKMARK_CHARACTER_AGE_DATA$\n$BOOKMARK_CHARACTER_CULTURE_DATA$\n$BOOKMARK_CHARACTER_RELIGION_DATA$"
"bookmark_106_viserys_targaryen_subheading","localization/english/agot/bookmark/agot_bm_group_8106_l_english.yml","13","localization/russian/agot/bookmark/agot_bm_group_8106_l_russian.yml","13","$BOOKMARK_SUBHEADING_IRON_THRONE_DEFAULT$"
"bookmark_170_baelor_targaryen_subheading","localization/english/agot/bookmark/agot_bm_group_8170_l_english.yml","20","localization/russian/agot/bookmark/agot_bm_group_8170_l_russian.yml","20","$BOOKMARK_SUBHEADING_IRON_THRONE_DEFAULT$"
"bookmark_209_ambrose_butterwell_subheading","localization/english/agot/bookmark/agot_bm_group_8209_l_english.yml","29","localization/russian/agot/bookmark/agot_bm_group_8209_l_russian.yml","29","$BOOKMARK_SUBHEADING_DEFAULT$"
"bookmark_209_daeron_targaryen_subheading","localization/english/agot/bookmark/agot_bm_group_8209_l_english.yml","7","localization/russian/agot/bookmark/agot_bm_group_8209_l_russian.yml","7","$BOOKMARK_SUBHEADING_IRON_THRONE_DEFAULT$"
"bookmark_233_maekar_targaryen_subheading","localization/english/agot/bookmark/agot_bm_group_8233_l_english.yml","8","localization/russian/agot/bookmark/agot_bm_group_8233_l_russian.yml","8","$BOOKMARK_SUBHEADING_IRON_THRONE_DEFAULT$"
"bookmark_233_robert_reyne_subheading","localization/english/agot/bookmark/agot_bm_group_8233_l_english.yml","30","localization/russian/agot/bookmark/agot_bm_group_8233_l_russian.yml","30","$BOOKMARK_SUBHEADING_DEFAULT$"
"bookmark_236_aegon_targaryen_subheading","localization/english/agot/bookmark/agot_bm_group_8236_l_english.yml","12","localization/russian/agot/bookmark/agot_bm_group_8236_l_russian.yml","12","$BOOKMARK_SUBHEADING_IRON_THRONE_DEFAULT$"
"bookmark_236_daemon_blackfyre_subheading","localization/english/agot/bookmark/agot_bm_group_8236_l_english.yml","34","localization/russian/agot/bookmark/agot_bm_group_8236_l_russian.yml","34","$BOOKMARK_SUBHEADING_DEFAULT$"
"bookmark_239_aegon_targaryen_subheading","localization/english/agot/bookmark/agot_bm_group_8239_l_english.yml","14","localization/russian/agot/bookmark/agot_bm_group_8239_l_russian.yml","14","$BOOKMARK_SUBHEADING_IRON_THRONE_DEFAULT$"
"bookmark_259_aegon_targaryen_subheading","localization/english/agot/bookmark/agot_bm_group_8259_l_english.yml","11","localization/russian/agot/bookmark/agot_bm_group_8259_l_russian.yml","11","$BOOKMARK_SUBHEADING_IRON_THRONE_DEFAULT$"
"bookmark_259_roger_reyne_subheading","localization/english/agot/bookmark/agot_bm_group_8259_l_english.yml","29","localization/russian/agot/bookmark/agot_bm_group_8259_l_russian.yml","29","$BOOKMARK_SUBHEADING_DEFAULT$"
"bookmark_277_aerys_targaryen_subheading","localization/english/agot/bookmark/agot_bm_group_8277_l_english.yml","19","localization/russian/agot/bookmark/agot_bm_group_8277_l_russian.yml","19","$BOOKMARK_SUBHEADING_IRON_THRONE_DEFAULT$"
"bookmark_277_denys_darklyn_subheading","localization/english/agot/bookmark/agot_bm_group_8277_l_english.yml","13","localization/russian/agot/bookmark/agot_bm_group_8277_l_russian.yml","13","$BOOKMARK_SUBHEADING_DEFAULT$"
"bookmark_282_aerys_targaryen_subheading","localization/english/agot/bookmark/agot_bm_group_8282_l_english.yml","19","localization/russian/agot/bookmark/agot_bm_group_8282_l_russian.yml","19","$BOOKMARK_SUBHEADING_IRON_THRONE_DEFAULT$"
"bookmark_284_robert_baratheon_subheading","localization/english/agot/bookmark/agot_bm_group_8284_l_english.yml","7","localization/russian/agot/bookmark/agot_bm_group_8284_l_russian.yml","7","$BOOKMARK_SUBHEADING_IRON_THRONE_DEFAULT$"
"bookmark_82_jaehaerys_targaryen_subheading","localization/english/agot/bookmark/agot_bm_group_8082_l_english.yml","7","localization/russian/agot/bookmark/agot_bm_group_8082_l_russian.yml","7","$BOOKMARK_SUBHEADING_IRON_THRONE_DEFAULT$"
"bookmark_82_lyman_beesbury_subheading","localization/english/agot/bookmark/agot_bm_group_8082_l_english.yml","29","localization/russian/agot/bookmark/agot_bm_group_8082_l_russian.yml","29","$BOOKMARK_SUBHEADING_DEFAULT$"
"bookmark_82_roy_connington_subheading","localization/english/agot/bookmark/agot_bm_group_8082_l_english.yml","34","localization/russian/agot/bookmark/agot_bm_group_8082_l_russian.yml","34","$BOOKMARK_SUBHEADING_DEFAULT$"
"BOOKMARK_CHARACTER_CULTURE","localization/replace/english/bookmark/bookmark_l_english.yml","9","localization/replace/russian/bookmark/bookmark_l_russian.yml","9","[culture|E]: #high [BookmarkCharacter.GetCultureName]#!"
"BOOKMARK_CHARACTER_CULTURE_DATA","localization/replace/english/bookmark/bookmark_l_english.yml","10","localization/replace/russian/bookmark/bookmark_l_russian.yml","10","[culture|E]: [BOOKMARK_CHARACTER.GetCultureName]"
"BOOKMARK_CHARACTER_GOVERNMENT","localization/replace/english/bookmark/bookmark_l_english.yml","73","localization/replace/russian/bookmark/bookmark_l_russian.yml","73","#high [BookmarkCharacter.GetGovernmentType.GetNameWithIcon]#!"
"BOOKMARK_CHARACTER_INFO","localization/replace/english/bookmark/bookmark_l_english.yml","13","localization/replace/russian/bookmark/bookmark_l_russian.yml","13","#high;bold [BookmarkCharacter.GetName]#!, #medium [BookmarkCharacter.GetAge]#!"
"BOOKMARK_CHARACTER_INFO_CREATE","localization/replace/english/bookmark/bookmark_l_english.yml","16","localization/replace/russian/bookmark/bookmark_l_russian.yml","16","#high;bold [BookmarkCharacter.GetName]#!"
"BOOKMARK_CHARACTER_SUBHEADING_AND_GOVERNMENT","localization/replace/english/bookmark/bookmark_l_english.yml","14","localization/replace/russian/bookmark/bookmark_l_russian.yml","14","[BookmarkCharacter.GetSubheading] #low [BookmarkCharacter.GetGovernmentType.GetNameWithIcon]#!"
"BOOKMARK_CUSTOM_CHARACTER_SUBHEADING_AND_GOVERNMENT","localization/replace/english/bookmark/bookmark_l_english.yml","17","localization/replace/russian/bookmark/bookmark_l_russian.yml","17","[SelectLocalization(BookmarkCharacter.StartDesignLandlessNobleFamily, 'BOOKMARK_CUSTOM_CHARACTER_SUBHEADING_NOBLE_FAMILY', 'BOOKMARK_CUSTOM_CHARACTER_SUBHEADING_ADVENTURER')] #low [BookmarkCharacter.GetGovernmentType.GetNameWithIcon]#!"
"BOOKMARK_DYNASTY_OR_HOUSE_TOOLTIP","localization/replace/english/bookmark/bookmark_l_english.yml","63","localization/replace/russian/bookmark/bookmark_l_russian.yml","63","[SelectLocalization( BookmarkCharacter.HasDynastyHouse, 'BOOKMARK_HOUSE_TOOLTIP', 'BOOKMARK_DYNASTY_TOOLTIP' )]"
"BOOKMARK_DYNASTY_TOOLTIP","localization/replace/english/bookmark/bookmark_l_english.yml","62","localization/replace/russian/bookmark/bookmark_l_russian.yml","62","#T [dynasty|E] [BookmarkCharacter.GetDynastyTemplate.GetName]#!\n#weak [BookmarkCharacter.GetDynastyTemplate.GetMotto]#!"
"BOOKMARK_HOUSE_TOOLTIP","localization/replace/english/bookmark/bookmark_l_english.yml","61","localization/replace/russian/bookmark/bookmark_l_russian.yml","61","#T [house|E] [BookmarkCharacter.GetDynastyHouseTemplate.GetName]#!\n#weak [BookmarkCharacter.GetDynastyHouseTemplate.GetMotto]#!"
"BOOKMARK_RELATED_CHARACTER","localization/replace/english/bookmark/bookmark_l_english.yml","64","localization/replace/russian/bookmark/bookmark_l_russian.yml","64","[BookmarkCharacter.GetName] #weak [BookmarkCharacter.GetRelation]#!"
"border_war_increased_peasant_discontent","localization/replace/english/factions_l_english.yml","455","localization/replace/russian/factions_l_russian.yml","455","[GetLaw('top_liege_not_redirected_to_border_wars_law').GetName]: $VALUE|0+=$"
"bp1_yearly.4020.poetry","localization/replace/english/dlc/bp1/dlc_bp1_oltner_yearly_events_l_english.yml","38","localization/replace/russian/dlc/bp1/dlc_bp1_oltner_yearly_events_l_russian.yml","38","[poetry_friend.Custom('GeneratePoem_Intro_Rhyming')]\n[poetry_friend.Custom('GeneratePoem_Outro_Rhyming')]"
"bp1_yearly.4020.poetry_title","localization/replace/english/dlc/bp1/dlc_bp1_oltner_yearly_events_l_english.yml","39","localization/replace/russian/dlc/bp1/dlc_bp1_oltner_yearly_events_l_russian.yml","39","[poetry_friend.Custom('GeneratePoem_Title')]"
"bp2_character_interaction.1002.desc_intro","localization/replace/english/dlc/bp2/dlc_bp2_character_interactions_l_english.yml","110","localization/replace/russian/dlc/bp2/dlc_bp2_character_interactions_l_russian.yml","110","$bp2_character_interaction.1001.desc_intro$"
"bp2_yearly.0601.a","localization/replace/english/dlc/bp2/dlc_bp2_yearly_0_5_l_english.yml","81","localization/replace/russian/dlc/bp2/dlc_bp2_yearly_0_5_l_russian.yml","81","$bp2_yearly.0601.option.skill$"
"bp2_yearly.0601.b","localization/replace/english/dlc/bp2/dlc_bp2_yearly_0_5_l_english.yml","82","localization/replace/russian/dlc/bp2/dlc_bp2_yearly_0_5_l_russian.yml","82","$bp2_yearly.0601.option.perk$"
"bp2_yearly.0601.c","localization/replace/english/dlc/bp2/dlc_bp2_yearly_0_5_l_english.yml","83","localization/replace/russian/dlc/bp2/dlc_bp2_yearly_0_5_l_russian.yml","83","$bp2_yearly.0601.option.skill$"
"bp2_yearly.0601.d","localization/replace/english/dlc/bp2/dlc_bp2_yearly_0_5_l_english.yml","84","localization/replace/russian/dlc/bp2/dlc_bp2_yearly_0_5_l_russian.yml","84","$bp2_yearly.0601.option.perk$"
"bp2_yearly.0601.e","localization/replace/english/dlc/bp2/dlc_bp2_yearly_0_5_l_english.yml","85","localization/replace/russian/dlc/bp2/dlc_bp2_yearly_0_5_l_russian.yml","85","$bp2_yearly.0601.option.skill$"
"bp2_yearly.0601.f","localization/replace/english/dlc/bp2/dlc_bp2_yearly_0_5_l_english.yml","86","localization/replace/russian/dlc/bp2/dlc_bp2_yearly_0_5_l_russian.yml","86","$bp2_yearly.0601.option.perk$"
"bp2_yearly.0601.g","localization/replace/english/dlc/bp2/dlc_bp2_yearly_0_5_l_english.yml","87","localization/replace/russian/dlc/bp2/dlc_bp2_yearly_0_5_l_russian.yml","87","$bp2_yearly.0601.option.skill$"
"bp2_yearly.0601.h","localization/replace/english/dlc/bp2/dlc_bp2_yearly_0_5_l_english.yml","88","localization/replace/russian/dlc/bp2/dlc_bp2_yearly_0_5_l_russian.yml","88","$bp2_yearly.0601.option.perk$"
"bp2_yearly.0601.i","localization/replace/english/dlc/bp2/dlc_bp2_yearly_0_5_l_english.yml","89","localization/replace/russian/dlc/bp2/dlc_bp2_yearly_0_5_l_russian.yml","89","$bp2_yearly.0601.option.skill$"
"bp2_yearly.0601.j","localization/replace/english/dlc/bp2/dlc_bp2_yearly_0_5_l_english.yml","90","localization/replace/russian/dlc/bp2/dlc_bp2_yearly_0_5_l_russian.yml","90","$bp2_yearly.0601.option.perk$"
"bp2_yearly.1045.desc_guardian","localization/replace/english/dlc/bp2/dlc_bp2_yearly_1_events_l_english.yml","175","localization/replace/russian/dlc/bp2/dlc_bp2_yearly_1_events_l_russian.yml","175","$bp2_yearly.1020.desc_guardian$"
"bp2_yearly.1071.a.flavor","localization/replace/english/dlc/bp2/dlc_bp2_yearly_1_events_l_english.yml","313","localization/replace/russian/dlc/bp2/dlc_bp2_yearly_1_events_l_russian.yml","313",""
"bp2_yearly_0641_fellow_vassals_modifier_desc","localization/replace/english/dlc/bp2/dlc_bp2_yearly_0_5_l_english.yml","28","localization/replace/russian/dlc/bp2/dlc_bp2_yearly_0_5_l_russian.yml","28","$bp2_yearly_0641_vs_courtly_modifier_desc$"
"bp2_yearly_0641_mercenary_cost_reduction_modifier_desc","localization/replace/english/dlc/bp2/dlc_bp2_yearly_0_5_l_english.yml","44","localization/replace/russian/dlc/bp2/dlc_bp2_yearly_0_5_l_russian.yml","44",""
"bp2_yearly_0641_powerful_vassal_modifier_desc","localization/replace/english/dlc/bp2/dlc_bp2_yearly_0_5_l_english.yml","30","localization/replace/russian/dlc/bp2/dlc_bp2_yearly_0_5_l_russian.yml","30","$bp2_yearly_0641_vs_courtly_modifier_desc$"
"bp2_yearly_0641_realm_priest_modifier_desc","localization/replace/english/dlc/bp2/dlc_bp2_yearly_0_5_l_english.yml","34","localization/replace/russian/dlc/bp2/dlc_bp2_yearly_0_5_l_russian.yml","34","$bp2_yearly_0641_hof_modifier_desc$"
"bp2_yearly_0641_vs_baron_modifier_desc","localization/replace/english/dlc/bp2/dlc_bp2_yearly_0_5_l_english.yml","24","localization/replace/russian/dlc/bp2/dlc_bp2_yearly_0_5_l_russian.yml","24","$bp2_yearly_0641_vs_courtly_modifier_desc$"
"bp2_yearly_0641_vs_glory_hound_modifier_desc","localization/replace/english/dlc/bp2/dlc_bp2_yearly_0_5_l_english.yml","16","localization/replace/russian/dlc/bp2/dlc_bp2_yearly_0_5_l_russian.yml","16","$bp2_yearly_0641_vs_courtly_modifier_desc$"
"bp2_yearly_0641_vs_minority_modifier_desc","localization/replace/english/dlc/bp2/dlc_bp2_yearly_0_5_l_english.yml","22","localization/replace/russian/dlc/bp2/dlc_bp2_yearly_0_5_l_russian.yml","22","$bp2_yearly_0641_vs_courtly_modifier_desc$"
"bp2_yearly_0641_vs_parochial_modifier_desc","localization/replace/english/dlc/bp2/dlc_bp2_yearly_0_5_l_english.yml","18","localization/replace/russian/dlc/bp2/dlc_bp2_yearly_0_5_l_russian.yml","18","$bp2_yearly_0641_vs_courtly_modifier_desc$"
