Category,Line,Owner,Remedy,Status,Message
mesh_settings,1267,COW-AGOT,SETTINGS-01,proposed,pdxmesh [building_seagard_01_mesh] is out of sync with its meshsettings. [lift] is not in use in file: gfx/models/buildings/special/seagaurd/building_seagard_01.mesh
mesh_settings,1268,COW-AGOT,SETTINGS-01,proposed,pdxmesh [building_seagard_01_mesh] is out of sync with its meshsettings. [hillfort_01] is not in use in file: gfx/models/buildings/special/seagaurd/building_seagard_01.mesh
mesh_settings,1269,COW-AGOT,SETTINGS-01,proposed,pdxmesh [building_seagard_01_mesh] is out of sync with its meshsettings. [building_special_stormsend_castle_cliffsShape] is not in use in file: gfx/models/buildings/special/seagaurd/building_seagard_01.mesh
mesh_settings,1290,COW-AGOT,SETTINGS-01,proposed,pdxmesh [crag_level_1_mesh] is out of sync with its meshsettings. [lannisport_dgShape] is not in use in file: gfx/models/buildings/special/crag/crag_level_1.mesh
mesh_settings,1291,COW-AGOT,SETTINGS-01,proposed,pdxmesh [crag_level_1_mesh] is out of sync with its meshsettings. [lannisport_lkShape] is not in use in file: gfx/models/buildings/special/crag/crag_level_1.mesh
mesh_settings,1292,COW-AGOT,SETTINGS-01,proposed,pdxmesh [crag_level_1_mesh] is out of sync with its meshsettings. [lannisport_lpShape] is not in use in file: gfx/models/buildings/special/crag/crag_level_1.mesh
mesh_settings,1293,COW-AGOT,SETTINGS-01,proposed,pdxmesh [building_special_duskendale_mesh] is out of sync with its meshsettings. [farm_mediterranean] is not in use in file: gfx/models/buildings/special/duskendale/building_special_duskendale.mesh
mesh_settings,1294,COW-AGOT,SETTINGS-01,proposed,pdxmesh [building_special_duskendale_mesh] is out of sync with its meshsettings. [farm_mediterranean_vines] is not in use in file: gfx/models/buildings/special/duskendale/building_special_duskendale.mesh
mesh_settings,1295,COW-AGOT,SETTINGS-01,proposed,pdxmesh [building_special_duskendale_mesh] is out of sync with its meshsettings. [farm_mediterranean_decal] is not in use in file: gfx/models/buildings/special/duskendale/building_special_duskendale.mesh
mesh_settings,1296,COW-AGOT,SETTINGS-01,proposed,pdxmesh [building_special_duskendale_mesh] is out of sync with its meshsettings. [building_mediterranean_city_02] is not in use in file: gfx/models/buildings/special/duskendale/building_special_duskendale.mesh
mesh_settings,1298,COW-AGOT,SETTINGS-01,proposed,pdxmesh [whitegrove_mesh] is out of sync with its meshsettings. [whitegrove_roof] is not in use in file: gfx/models/buildings/special/whitegrove/whitegrove.mesh
mesh_settings,1299,COW-AGOT,SETTINGS-01,proposed,pdxmesh [whitegrove_mesh] is out of sync with its meshsettings. [whitegrove_upper] is not in use in file: gfx/models/buildings/special/whitegrove/whitegrove.mesh
mesh_settings,1300,COW-AGOT,SETTINGS-01,proposed,pdxmesh [whitegrove_mesh] is out of sync with its meshsettings. [whitegrove_stone_ground] is not in use in file: gfx/models/buildings/special/whitegrove/whitegrove.mesh
mesh_settings,1301,COW-AGOT,SETTINGS-01,proposed,pdxmesh [whitegrove_mesh] is out of sync with its meshsettings. [whitegrove_windows] is not in use in file: gfx/models/buildings/special/whitegrove/whitegrove.mesh
mesh_uv,1202,COW-AGOT,UV-PLAN,proposed,UV-Set: 1 in mesh 'crag_crenelation' in file 'gfx/models/buildings/special/crag/crag.mesh' has no valid triangle to use when calculating texture streaming factor. Texture streaming needs a triangle with an area.
mesh_uv,1203,COW-AGOT,UV-PLAN,proposed,UV-Set: 1 in mesh 'gold_ball' in file 'gfx/models/buildings/special/cow_blackhaven/cow_blackhaven.mesh' has no valid triangle to use when calculating texture streaming factor. Texture streaming needs a triangle with an area.
mesh_uv,1204,COW-AGOT,UV-PLAN,proposed,UV-Set: 1 in mesh 'crag_stone_ground' in file 'gfx/models/buildings/special/cow_blackhaven/cow_blackhaven.mesh' has no valid triangle to use when calculating texture streaming factor. Texture streaming needs a triangle with an area.
mesh_uv,1213,COW-AGOT,UV-PLAN,proposed,UV-Set: 1 in mesh 'pole_town' in file 'gfx/models/buildings/special/planky town/planky_town.mesh' has no valid triangle to use when calculating texture streaming factor. Texture streaming needs a triangle with an area.
mesh_uv,1214,COW-AGOT,UV-PLAN,proposed,UV-Set: 1 in mesh 'rooksrest_stone_ground' in file 'gfx/models/buildings/special/rooksrest/rooksrest.mesh' has no valid triangle to use when calculating texture streaming factor. Texture streaming needs a triangle with an area.
mesh_uv,1215,COW-AGOT,UV-PLAN,proposed,UV-Set: 0 in mesh 'lift' in file 'gfx/models/buildings/special/castamere/24castamere_3.mesh' has no valid triangle to use when calculating texture streaming factor. Texture streaming needs a triangle with an area.
mesh_uv,1220,COW-AGOT,UV-PLAN,proposed,UV-Set: 0 in mesh 'pallet' in file 'gfx/models/buildings/special/castamere/24castamere_3.mesh' has no valid triangle to use when calculating texture streaming factor. Texture streaming needs a triangle with an area.
mesh_uv,1225,COW-AGOT,UV-PLAN,proposed,UV-Set: 1 in mesh 'ashemark_stone_ground' in file 'gfx/models/buildings/special/ashemark/ashemark.mesh' has no valid triangle to use when calculating texture streaming factor. Texture streaming needs a triangle with an area.
mesh_uv,1227,COW-AGOT,UV-PLAN,proposed,UV-Set: 1 in mesh 'lannisport_dgShape' in file 'gfx/models/buildings/special/fanghill/fanghill.mesh' has no valid triangle to use when calculating texture streaming factor. Texture streaming needs a triangle with an area.
mesh_uv,1228,COW-AGOT,UV-PLAN,proposed,UV-Set: 0 in mesh 'lift' in file 'gfx/models/buildings/special/castamere/24castamere_2.mesh' has no valid triangle to use when calculating texture streaming factor. Texture streaming needs a triangle with an area.
mesh_uv,1233,COW-AGOT,UV-PLAN,proposed,UV-Set: 0 in mesh 'pallet' in file 'gfx/models/buildings/special/castamere/24castamere_2.mesh' has no valid triangle to use when calculating texture streaming factor. Texture streaming needs a triangle with an area.
mesh_uv,1238,COW-AGOT,UV-PLAN,proposed,UV-Set: 1 in mesh 'crag_upper' in file 'gfx/models/buildings/special/crag/crag_level_2.mesh' has no valid triangle to use when calculating texture streaming factor. Texture streaming needs a triangle with an area.
mesh_uv,1239,COW-AGOT,UV-PLAN,proposed,UV-Set: 1 in mesh 'crag_upper' in file 'gfx/models/buildings/special/crag/crag_level_2.mesh' has no valid triangle to use when calculating texture streaming factor. Texture streaming needs a triangle with an area.
mesh_uv,1240,COW-AGOT,UV-PLAN,proposed,UV-Set: 1 in mesh 'crag_stone_ground' in file 'gfx/models/buildings/special/crag/crag_level_2.mesh' has no valid triangle to use when calculating texture streaming factor. Texture streaming needs a triangle with an area.
mesh_uv,1245,COW-AGOT,UV-PLAN,proposed,UV-Set: 0 in mesh 'building_griffin_roost_castle' in file 'gfx/models/buildings/special/griffins roost/building_special_griffins_roost.mesh' has no valid triangle to use when calculating texture streaming factor. Texture streaming needs a triangle with an area.
mesh_uv,1246,COW-AGOT,UV-PLAN,proposed,UV-Set: 0 in mesh 'griffin_roost_roof' in file 'gfx/models/buildings/special/griffins roost/building_special_griffins_roost.mesh' has no valid triangle to use when calculating texture streaming factor. Texture streaming needs a triangle with an area.
mesh_uv,1247,COW-AGOT,UV-PLAN,proposed,UV-Set: 1 in mesh 'rooksrest_stone_ground' in file 'gfx/models/buildings/special/rooksrest/rooksrest2.mesh' has no valid triangle to use when calculating texture streaming factor. Texture streaming needs a triangle with an area.
mesh_uv,1248,COW-AGOT,UV-PLAN,proposed,UV-Set: 1 in mesh 'rooksrest_stone' in file 'gfx/models/buildings/special/rooksrest/rooksrest2.mesh' has no valid triangle to use when calculating texture streaming factor. Texture streaming needs a triangle with an area.
mesh_uv,1252,COW-AGOT,UV-PLAN,proposed,UV-Set: 0 in mesh 'the_ground' in file 'gfx/models/buildings/special/deepwood_motte/deepwood_motte.mesh' has no valid triangle to use when calculating texture streaming factor. Texture streaming needs a triangle with an area.
mesh_uv,1253,COW-AGOT,UV-PLAN,proposed,UV-Set: 1 in mesh 'building_special_evenfall_1Shape' in file 'gfx/models/buildings/special/Evenfall/building_special_evenfall.mesh' has no valid triangle to use when calculating texture streaming factor. Texture streaming needs a triangle with an area.
mesh_uv,1254,COW-AGOT,UV-PLAN,proposed,UV-Set: 1 in mesh 'building_special_evenfall_2Shape' in file 'gfx/models/buildings/special/Evenfall/building_special_evenfall.mesh' has no valid triangle to use when calculating texture streaming factor. Texture streaming needs a triangle with an area.
mesh_uv,1258,COW-AGOT,UV-METAL,approximation,UV-Set: 0 in mesh 'bronze_bell' in file 'gfx/models/buildings/special/seagaurd/building_seagard_01.mesh' has no valid triangle to use when calculating texture streaming factor. Texture streaming needs a triangle with an area.
mesh_uv,1259,COW-AGOT,UV-METAL,approximation,UV-Set: 0 in mesh 'bellchain' in file 'gfx/models/buildings/special/seagaurd/building_seagard_01.mesh' has no valid triangle to use when calculating texture streaming factor. Texture streaming needs a triangle with an area.
mesh_uv,1270,COW-AGOT,UV-PLAN,proposed,UV-Set: 0 in mesh 'lift' in file 'gfx/models/buildings/special/castamere/castamere_restored.mesh' has no valid triangle to use when calculating texture streaming factor. Texture streaming needs a triangle with an area.
mesh_uv,1275,COW-AGOT,UV-PLAN,proposed,UV-Set: 0 in mesh 'windmill' in file 'gfx/models/buildings/special/castamere/castamere_restored.mesh' has no valid triangle to use when calculating texture streaming factor. Texture streaming needs a triangle with an area.
mesh_uv,1280,COW-AGOT,UV-PLAN,proposed,UV-Set: 0 in mesh 'pallet' in file 'gfx/models/buildings/special/castamere/castamere_restored.mesh' has no valid triangle to use when calculating texture streaming factor. Texture streaming needs a triangle with an area.
mesh_uv,1285,COW-AGOT,UV-PLAN,proposed,UV-Set: 0 in mesh 'building_mediterranean_city_02' in file 'gfx/models/buildings/special/the_arbor/the_arbor.mesh' has no valid triangle to use when calculating texture streaming factor. Texture streaming needs a triangle with an area.
mesh_uv,1286,COW-AGOT,UV-PLAN,proposed,UV-Set: 1 in mesh 'crag_upper' in file 'gfx/models/buildings/special/crag/crag_level_1.mesh' has no valid triangle to use when calculating texture streaming factor. Texture streaming needs a triangle with an area.
mesh_uv,1287,COW-AGOT,UV-PLAN,proposed,UV-Set: 1 in mesh 'crag_upper' in file 'gfx/models/buildings/special/crag/crag_level_1.mesh' has no valid triangle to use when calculating texture streaming factor. Texture streaming needs a triangle with an area.
mesh_uv,1288,COW-AGOT,UV-PLAN,proposed,UV-Set: 1 in mesh 'crag_stone_ground' in file 'gfx/models/buildings/special/crag/crag_level_1.mesh' has no valid triangle to use when calculating texture streaming factor. Texture streaming needs a triangle with an area.
mesh_uv,1289,COW-AGOT,UV-PLAN,proposed,UV-Set: 1 in mesh 'crag_windows' in file 'gfx/models/buildings/special/crag/crag_level_1.mesh' has no valid triangle to use when calculating texture streaming factor. Texture streaming needs a triangle with an area.
mesh_uv,1297,COW-AGOT,UV-PLAN,proposed,UV-Set: 1 in mesh 'dunstonbury_stone_ground' in file 'gfx/models/buildings/special/whitegrove/whitegrove.mesh' has no valid triangle to use when calculating texture streaming factor. Texture streaming needs a triangle with an area.
mesh_uv,1302,COW-AGOT,UV-PLAN,proposed,UV-Set: 2 in mesh 'building_western' in file 'gfx/models/buildings/special/Ten Towers/cow_building_special_ten_towers.mesh' has no valid triangle to use when calculating texture streaming factor. Texture streaming needs a triangle with an area.
mesh_uv,1303,COW-AGOT,UV-PLAN,proposed,UV-Set: 2 in mesh 'celtic_01' in file 'gfx/models/buildings/special/Ten Towers/cow_building_special_ten_towers.mesh' has no valid triangle to use when calculating texture streaming factor. Texture streaming needs a triangle with an area.
mesh_uv,1304,COW-AGOT,UV-PLAN,proposed,UV-Set: 1 in mesh 'dunstonbury_upper' in file 'gfx/models/buildings/special/dunstonbury/dunstonbury.mesh' has no valid triangle to use when calculating texture streaming factor. Texture streaming needs a triangle with an area.
mesh_uv,1305,COW-AGOT,UV-PLAN,proposed,UV-Set: 3 in mesh 'dunstonbury_upper' in file 'gfx/models/buildings/special/dunstonbury/dunstonbury.mesh' has no valid triangle to use when calculating texture streaming factor. Texture streaming needs a triangle with an area.
mesh_uv,1306,COW-AGOT,UV-PLAN,proposed,"Asset ""gfx/models/buildings/special/dunstonbury/dunstonbury.mesh"" has more than 3 UV channels. This is not supported and will be ignored."
mesh_uv,1307,COW-AGOT,UV-PLAN,proposed,UV-Set: 1 in mesh 'dunstonbury_stone_ground' in file 'gfx/models/buildings/special/dunstonbury/dunstonbury.mesh' has no valid triangle to use when calculating texture streaming factor. Texture streaming needs a triangle with an area.
mesh_uv,1308,COW-AGOT,UV-PLAN,proposed,UV-Set: 1 in mesh 'dunstonbury_windows' in file 'gfx/models/buildings/special/dunstonbury/dunstonbury.mesh' has no valid triangle to use when calculating texture streaming factor. Texture streaming needs a triangle with an area.
textures,1216,COW-AGOT,TEXTURE-NEUTRAL,approximation,Failed to find texture 'building_backup_atlas_properties.dds'
textures,1217,COW-AGOT,TEXTURE-NEUTRAL,approximation,Could not find texture due to 'VFSOpen Error: gfx/models/buildings/special/castamere/building_backup_atlas_properties.dds not found'
textures,1218,COW-AGOT,TEXTURE-NEUTRAL,approximation,Failed to find texture 'building_backup_atlas_normal.dds'
textures,1219,COW-AGOT,TEXTURE-NEUTRAL,approximation,Could not find texture due to 'VFSOpen Error: gfx/models/buildings/special/castamere/building_backup_atlas_normal.dds not found'
textures,1221,COW-AGOT,TEXTURE-NEUTRAL,approximation,Failed to find texture 'building_backup_atlas_properties.dds'
textures,1222,COW-AGOT,TEXTURE-NEUTRAL,approximation,Could not find texture due to 'VFSOpen Error: gfx/models/buildings/special/castamere/building_backup_atlas_properties.dds not found'
textures,1223,COW-AGOT,TEXTURE-NEUTRAL,approximation,Failed to find texture 'building_backup_atlas_normal.dds'
textures,1224,COW-AGOT,TEXTURE-NEUTRAL,approximation,Could not find texture due to 'VFSOpen Error: gfx/models/buildings/special/castamere/building_backup_atlas_normal.dds not found'
textures,1229,COW-AGOT,TEXTURE-NEUTRAL,approximation,Failed to find texture 'building_backup_atlas_properties.dds'
textures,1230,COW-AGOT,TEXTURE-NEUTRAL,approximation,Could not find texture due to 'VFSOpen Error: gfx/models/buildings/special/castamere/building_backup_atlas_properties.dds not found'
textures,1231,COW-AGOT,TEXTURE-NEUTRAL,approximation,Failed to find texture 'building_backup_atlas_normal.dds'
textures,1232,COW-AGOT,TEXTURE-NEUTRAL,approximation,Could not find texture due to 'VFSOpen Error: gfx/models/buildings/special/castamere/building_backup_atlas_normal.dds not found'
textures,1234,COW-AGOT,TEXTURE-NEUTRAL,approximation,Failed to find texture 'building_backup_atlas_properties.dds'
textures,1235,COW-AGOT,TEXTURE-NEUTRAL,approximation,Could not find texture due to 'VFSOpen Error: gfx/models/buildings/special/castamere/building_backup_atlas_properties.dds not found'
textures,1236,COW-AGOT,TEXTURE-NEUTRAL,approximation,Failed to find texture 'building_backup_atlas_normal.dds'
textures,1237,COW-AGOT,TEXTURE-NEUTRAL,approximation,Could not find texture due to 'VFSOpen Error: gfx/models/buildings/special/castamere/building_backup_atlas_normal.dds not found'
textures,1271,COW-AGOT,TEXTURE-NEUTRAL,approximation,Failed to find texture 'building_backup_atlas_properties.dds'
textures,1272,COW-AGOT,TEXTURE-NEUTRAL,approximation,Could not find texture due to 'VFSOpen Error: gfx/models/buildings/special/castamere/building_backup_atlas_properties.dds not found'
textures,1273,COW-AGOT,TEXTURE-NEUTRAL,approximation,Failed to find texture 'building_backup_atlas_normal.dds'
textures,1274,COW-AGOT,TEXTURE-NEUTRAL,approximation,Could not find texture due to 'VFSOpen Error: gfx/models/buildings/special/castamere/building_backup_atlas_normal.dds not found'
textures,1276,COW-AGOT,TEXTURE-NEUTRAL,approximation,Failed to find texture 'building_backup_atlas_properties.dds'
textures,1277,COW-AGOT,TEXTURE-NEUTRAL,approximation,Could not find texture due to 'VFSOpen Error: gfx/models/buildings/special/castamere/building_backup_atlas_properties.dds not found'
textures,1278,COW-AGOT,TEXTURE-NEUTRAL,approximation,Failed to find texture 'building_backup_atlas_normal.dds'
textures,1279,COW-AGOT,TEXTURE-NEUTRAL,approximation,Could not find texture due to 'VFSOpen Error: gfx/models/buildings/special/castamere/building_backup_atlas_normal.dds not found'
textures,1281,COW-AGOT,TEXTURE-NEUTRAL,approximation,Failed to find texture 'building_backup_atlas_properties.dds'
textures,1282,COW-AGOT,TEXTURE-NEUTRAL,approximation,Could not find texture due to 'VFSOpen Error: gfx/models/buildings/special/castamere/building_backup_atlas_properties.dds not found'
textures,1283,COW-AGOT,TEXTURE-NEUTRAL,approximation,Failed to find texture 'building_backup_atlas_normal.dds'
textures,1284,COW-AGOT,TEXTURE-NEUTRAL,approximation,Could not find texture due to 'VFSOpen Error: gfx/models/buildings/special/castamere/building_backup_atlas_normal.dds not found'
textures,1849,COW-AGOT,ICONS-01,proposed,"file gfx/interface/icons/building_types/icon_building_ten_towers.dds doesn't exist, referenced from building 'agot_ten_towers_01'"
textures,1850,COW-AGOT,ICONS-01,proposed,"file gfx/interface/icons/building_types/icon_riverrun.dds doesn't exist, referenced from building 'oldstones_old_final'"
textures,1851,COW-AGOT,ICONS-01,proposed,"file gfx/interface/icons/building_types/icon_riverrun.dds doesn't exist, referenced from building 'oldstones_old_new'"
textures,1852,COW-AGOT,ICONS-01,proposed,"file gfx/interface/icons/building_types/icon_riverrun.dds doesn't exist, referenced from building 'oldstones_restored_final'"
texture_duplicates,1192,COW-AGOT,DEDUP-IDENTICAL,proposed,"Duplicate texture 'ep3_patras_castle_01_a_unique.dds' found (current path 'gfx/models/buildings/special/high_hermitage/ep3_patras_castle_01_a_unique.dds', previous path 'gfx/models/buildings/special/ep3_patras_castle_01_a/ep3_patras_castle_01_a_unique.dds')"
texture_duplicates,1193,COW-AGOT,DEDUP-IDENTICAL,proposed,"Duplicate texture 'ep3_patras_castle_ground_diffuse.dds' found (current path 'gfx/models/buildings/special/high_hermitage/ep3_patras_castle_ground_diffuse.dds', previous path 'gfx/models/buildings/special/ep3_patras_castle_01_a/ep3_patras_castle_ground_diffuse.dds')"
texture_duplicates,1194,COW-AGOT,DEDUP-IDENTICAL,proposed,"Duplicate texture 'ep3_patras_castle_ground_normal.dds' found (current path 'gfx/models/buildings/special/high_hermitage/ep3_patras_castle_ground_normal.dds', previous path 'gfx/models/buildings/special/ep3_patras_castle_01_a/ep3_patras_castle_ground_normal.dds')"
texture_duplicates,1195,COW-AGOT,DEDUP-IDENTICAL,proposed,"Duplicate texture 'ep3_patras_castle_ground_properties.dds' found (current path 'gfx/models/buildings/special/high_hermitage/ep3_patras_castle_ground_properties.dds', previous path 'gfx/models/buildings/special/ep3_patras_castle_01_a/ep3_patras_castle_ground_properties.dds')"
texture_duplicates,1196,COW-AGOT,DEFER-REPLACER-CHECK,deferred,"Duplicate texture 'ethiopian_atlas_diffuse.dds' found (current path 'gfx/models/buildings/special/Karhold/ethiopian_atlas_diffuse.dds', previous path 'gfx/models/buildings/holdings/atlas/ethiopian/ethiopian_atlas_diffuse.dds')"
texture_duplicates,1197,COW-AGOT,DEFER-REPLACER-CHECK,deferred,"Duplicate texture 'ethiopian_atlas_diffuse.dds' found (current path 'gfx/models/buildings/special/Runestone/ethiopian_atlas_diffuse.dds', previous path 'gfx/models/buildings/holdings/atlas/ethiopian/ethiopian_atlas_diffuse.dds')"
texture_duplicates,1198,COW-AGOT,DEDUP-IDENTICAL,proposed,"Duplicate texture 'ethiopian_atlas_normal.dds' found (current path 'gfx/models/buildings/special/Karhold/ethiopian_atlas_normal.dds', previous path 'gfx/models/buildings/holdings/atlas/ethiopian/ethiopian_atlas_normal.dds')"
texture_duplicates,1199,COW-AGOT,DEDUP-IDENTICAL,proposed,"Duplicate texture 'ethiopian_atlas_normal.dds' found (current path 'gfx/models/buildings/special/Runestone/ethiopian_atlas_normal.dds', previous path 'gfx/models/buildings/holdings/atlas/ethiopian/ethiopian_atlas_normal.dds')"
texture_duplicates,1200,COW-AGOT,DEDUP-IDENTICAL,proposed,"Duplicate texture 'ethiopian_atlas_properties.dds' found (current path 'gfx/models/buildings/special/Karhold/ethiopian_atlas_properties.dds', previous path 'gfx/models/buildings/holdings/atlas/ethiopian/ethiopian_atlas_properties.dds')"
texture_duplicates,1201,COW-AGOT,DEDUP-IDENTICAL,proposed,"Duplicate texture 'ethiopian_atlas_properties.dds' found (current path 'gfx/models/buildings/special/Runestone/ethiopian_atlas_properties.dds', previous path 'gfx/models/buildings/holdings/atlas/ethiopian/ethiopian_atlas_properties.dds')"
history,1499,Divine Intervention,KEEP-VANILLA-DI,retain,Failed to fetch a valid landed title 'e_hre' at location 'file: common/scripted_guis/DI_char_editor_present_sgui.txt line: 1589 (DI_ce_female_dominated:effect)'
history,1500,Divine Intervention,KEEP-VANILLA-DI,retain,Failed to fetch a valid landed title 'e_hre' at location 'file: common/character_interactions/DI_character_interaction.txt line: 4622 (DI_change_succession:on_accept)'
history,1501,Divine Intervention,KEEP-VANILLA-DI,retain,Failed to fetch a valid landed title 'e_hre' at location 'file: common/character_interactions/DI_character_interaction.txt line: 4624 (DI_change_succession:on_accept)'
history,1502,Divine Intervention,KEEP-VANILLA-DI,retain,Failed to fetch a valid landed title 'e_hre' at location 'file: common/character_interactions/DI_character_interaction.txt line: 4637 (DI_change_succession:on_accept)'
history,1503,Divine Intervention,KEEP-VANILLA-DI,retain,Failed to fetch a valid landed title 'e_hre' at location 'file: common/character_interactions/DI_character_interaction.txt line: 4639 (DI_change_succession:on_accept)'
history,1504,COW-AGOT,HISTORY-GRACED,proposed,Failed to fetch a valid landed title 'b_graced_castle' at location 'file: common/on_action/cowagot_province_on_actions.txt line: 242 (set_provinces_on_actions)'
history,1505,COW-AGOT,HISTORY-PENTOS,proposed,Failed to fetch a valid landed title 'b_cheesemonger_manse' at location 'file: common/on_action/cowagot_province_on_actions.txt line: 246 (set_provinces_on_actions)'
history,1876,Crowns of Westeros,HISTORY-GARDENER,proposed,Referencing non-existent character in script link character:Gardener_75
history,1877,Crowns of Westeros,HISTORY-GARDENER,proposed,Referencing non-existent character in script link character:Gardener_75
dna,1338,AGOT Bookmarked,DNA-PROP-CHOICE,approved_choice,Trying to read gene props_right a second time at file: common/bookmark_portraits/bookmark_299_asha_greyjoy.txt line: 215 (bookmark_299_asha_greyjoy)
dna,1339,AGOT Bookmarked,DNA-PROP-CHOICE,approved_choice,Trying to read gene props_right a second time at file: common/bookmark_portraits/bookmark_99_aurion_varezys.txt line: 211 (bookmark_99_aurion_varezys)
localization,1336,Clear Notifications,LOC-01,proposed,Unrecognized loc key show_notifications_decision_tooltip. show_notifications_decision
localization,1496,Valyrian Steel,LOC-01,proposed,Missing loc key 'feature_dragon_whip_black'
localization,1497,Valyrian Steel,LOC-01,proposed,Missing loc key 'feature_dragon_whip_silver'
localization,1498,Valyrian Steel,LOC-01,proposed,Missing loc key 'feature_dragon_whip_bronze'
modifiers,1494,Valyrian Steel,OPINION-01,proposed,Modifier 'funded_my_expedition' shouldn't have a duration and monthly_change at the same time!
modifiers,1495,Valyrian Steel,OPINION-01,proposed,Modifier 'sent_relative_to_valyria' shouldn't have a duration and monthly_change at the same time!
modifiers,1797,AGOT / Bookmarked,KEEP-LUCERYS,retain,"Modifier 'lucerys_gun_modifier' was not used by the script or code but exists in the database, this is a waste"
modifiers,1798,Valyrian Steel,MODIFIER-DISABLED,proposed,"Modifier 'artifact_monthly_piety_negative_1_modifier' was not used by the script or code but exists in the database, this is a waste"
modifiers,1799,Valyrian Steel,MODIFIER-DISABLED,proposed,"Modifier 'artifact_monthly_martial_lifestyle_xp_1_negative_modifier' was not used by the script or code but exists in the database, this is a waste"
modifiers,1800,AGOT+,KEEP-AGOTPLUS,retain,"Modifier 'asoiaf_stark_throne_modifier' was not used by the script or code but exists in the database, this is a waste"
