id,name_ru,status,base_skills,positive_traits,negative_traits,shared_penalty,notes,owner,source,definition_line,aptitude,is_shown,valid_position,is_shown_character,valid_character,on_court_position_received
charioteer_court_position,Колесничий-чемпион,unavailable,P50,education_martial_5,,L,Требуется hosts_chariot_races; единственная найденная выдающая традиция выключена AGOT. Бонус опыта цвета фракции смотреть в исходнике; в рабочий каталог не переносить.,A Game of Thrones,E:/SteamLibrary/steamapps/workshop/content/1158310/2962333032/common/court_positions/types/00_court_positions.txt,2694,"aptitude = {
		value = 10
		add = {
			value = prowess
			multiply = 2.5
			max = 50
			desc = court_position_skill_prowess
		}
		# Charioteer Blue Trait
		if = {
			limit = { has_trait = charioteer_blue }
			if = {
				limit = {
					has_trait_xp = {
						trait = charioteer_blue
						value >= 90
					}
				}
				add = {
					value = 40
					desc = court_position_charioteer_blue_trait
				}
			}
			else_if = {
				limit = {
					has_trait_xp = {
						trait = charioteer_blue
						value >= 40
					}
				}
				add = {
					value = 20
					desc = court_position_charioteer_blue_trait
				}
			}
		}
		# Charioteer Green Trait
		if = {
			limit = { has_trait = charioteer_green }
			if = {
				limit = {
					has_trait_xp = {
						trait = charioteer_green
						value >= 90
					}
				}
				add = {
					value = 40
					desc = court_position_charioteer_green_trait
				}
			}
			else_if = {
				limit = {
					has_trait_xp = {
						trait = charioteer_green
						value >= 40
					}
				}
				add = {
					value = 20
					desc = court_position_charioteer_green_trait
				}
			}
		}
		# Charioteer White Trait
		if = {
			limit = { has_trait = charioteer_white }
			if = {
				limit = {
					has_trait_xp = {
						trait = charioteer_white
						value >= 90
					}
				}
				add = {
					value = 40
					desc = court_position_charioteer_white_trait
				}
			}
			else_if = {
				limit = {
					has_trait_xp = {
						trait = charioteer_white
						value >= 40
					}
				}
				add = {
					value = 20
					desc = court_position_charioteer_white_trait
				}
			}
		}
		# Charioteer Red Trait
		if = {
			limit = { has_trait = charioteer_red }
			if = {
				limit = {
					has_trait_xp = {
						trait = charioteer_red
						value >= 90
					}
				}
				add = {
					value = 40
					desc = court_position_charioteer_red_trait
				}
			}
			else_if = {
				limit = {
					has_trait_xp = {
						trait = charioteer_red
						value >= 40
					}
				}
				add = {
					value = 20
					desc = court_position_charioteer_red_trait
				}
			}
		}

		if = {
			limit = {
				has_trait = education_martial
			}
			add = {
				if = {
					limit = { has_trait = education_martial_2 }
					add = 15
				}
				else_if = {
					limit = { has_trait = education_martial_3 }
					add = 20
				}
				else_if = {
					limit = { has_trait = education_martial_4 }
					add = 25
				}
				else_if = {
					limit = { has_trait = education_martial_5 }
					add = 30
				}
				else = {
					add = 5
				}
				desc = trait_education_martial_prowess
			}
		}

		# Estate - Owner bonus from stables
		if = {
			limit = {
				liege ?= {
					domicile ?= { has_domicile_parameter = estate_increase_charioteer_aptitude }
				}
			}
			add = {
				value = estate_increase_charioteer_aptitude_value
				desc = estate_increase_charioteer_aptitude_desc
			}
		}
		#AGOT Disabled
		# if = {
		# 	limit = {
		# 		has_trait = confucian_education
		# 	}
		# 	add = {
		# 		value = 20
		# 	}
		# }

		# Bonus from court.8311
		if = {
			limit = { var:bonus_aptitude_role ?= flag:charioteer }
			add = {
				value = cp_bonus_aptitude_value
				desc = cp_bonus_aptitude
			}
		}

		add = court_position_aptitude_low_penalty_value
		add = general_aptitude_bonus
	}","is_shown = {
		is_landed_or_landless_administrative = yes
		has_ep3_dlc_trigger = yes
		highest_held_title_tier > tier_county
	}","valid_position = {
		is_landed_or_landless_administrative = yes
		culture = { has_cultural_parameter = hosts_chariot_races }
	}","is_shown_character = {
		scope:employee = {
			is_ai = yes
			is_landed = no
			has_no_particular_noble_roots_trigger = yes
			age >= 16
			court_position_employee_shown_trigger = yes
		}
	}","valid_character = {
		scope:employee = {
			charioteer_validity_trigger = { EMPLOYER = scope:liege }
		}
	}","on_court_position_received = {
		basic_gained_court_position_effect = yes
		# Assign them to a team
		scope:employee = {
			if = {
				limit = { has_any_charioteer_trait = no }
				random_list = {
					2 = {
						add_trait = charioteer_green
					}
					2 = {
						add_trait = charioteer_blue
					}
					1 = {
						add_trait = charioteer_white
					}
					1 = {
						add_trait = charioteer_red
					}
				}
			}
		}
	}"
bookmaker_court_position,Приемщик ставок,unavailable,S50; I без предела,education_stewardship_5,,L,Та же недоступная традиция скачек. Нецелесообразно выбирать искусственный предел интриги для отключённого профиля.,A Game of Thrones,E:/SteamLibrary/steamapps/workshop/content/1158310/2962333032/common/court_positions/types/00_court_positions.txt,3132,"aptitude = {
		value = 15
		add = {
			value = stewardship
			multiply = 2.5
			max = 50
			desc = court_position_skill_stewardship
		}
		add = {
			value = intrigue
			divide = 2
			desc = court_position_skill_intrigue
		}
		if = {
			limit = {
				has_trait = education_stewardship
			}
			add = {
				if = {
					limit = { has_trait = education_stewardship_2 }
					add = 10
				}
				else_if = {
					limit = { has_trait = education_stewardship_3 }
					add = 15
				}
				else_if = {
					limit = { has_trait = education_stewardship_4 }
					add = 20
				}
				else_if = {
					limit = { has_trait = education_stewardship_5 }
					add = 25
				}
				else = {
					add = 5
				}
				desc = trait_education_stewardship
			}
		}

		# Bonus from court.8311
		if = {
			limit = { var:bonus_aptitude_role ?= flag:bookmaker }
			add = {
				value = cp_bonus_aptitude_value
				desc = cp_bonus_aptitude
			}
		}

		add = court_position_aptitude_low_penalty_value
		add = general_aptitude_bonus
	}","is_shown = {
		is_landed_or_landless_administrative = yes
		has_ep3_dlc_trigger = yes
		trigger_if = {
			limit = {
				is_ai = yes
				highest_held_title_tier <= tier_county
			}
			always = no
		}
	}","valid_position = {
		is_landed_or_landless_administrative = yes
		culture = { has_cultural_parameter = hosts_chariot_races }
	}","is_shown_character = {
		scope:employee = {
			is_ai = yes
			is_adult = yes
			is_playable_character = no
			is_landed = no
			has_no_particular_noble_roots_trigger = yes
			age >= 16
			court_position_employee_shown_trigger = yes
		}
	}","valid_character = {
		scope:employee = {
			bookmaker_validity_trigger = { EMPLOYER = scope:liege }
		}
	}","on_court_position_received = {
		scope:employee = { add_character_flag = was_bookmaker }
		basic_gained_court_position_effect = yes
	}"
akolouthos_court_position,Аколуф,disabled,—,,,,AGOT явно блокирует должность через always = no.,A Game of Thrones,E:/SteamLibrary/steamapps/workshop/content/1158310/2962333032/common/court_positions/types/00_court_positions.txt,3389,"aptitude = {
		value = 1
		add = {
			value = martial
			multiply = 4
			max = 50
			desc = court_position_skill_martial
		}

		if = {
			limit = {
				has_trait = shieldmaiden
			}
			add = {
				value = 5
				desc = court_position_shieldmaiden_trait
			}
		}
		if = {
			limit = {
				has_trait = gallant
			}
			add = {
				value = 5
				desc = court_position_gallant_trait
			}
		}
		if = {
			limit = {
				has_trait = strong
			}
			add = {
				value = 10
				desc = court_position_strong_trait
			}
		}
		if = {
			limit = {
				has_trait = physique_good_3
			}
			add = {
				value = 15
				desc = court_position_physique_good_3_trait
			}
		}
		if = {
			limit = {
				has_trait = physique_good_2
			}
			add = {
				value = 10
				desc = court_position_physique_good_2_trait
			}
		}
		if = {
			limit = {
				has_trait = physique_good_1
			}
			add = {
				value = 5
				desc = court_position_physique_good_1_trait
			}
		}
		if = {
			limit = {
				has_trait = brave
			}
			add = {
				value = 15
				desc = court_position_brave_trait
			}
		}
		if = {
			limit = {
				has_trait = loyal
			}
			add = {
				value = 10
				desc = court_position_loyal_trait
			}
		}
		if = {
			limit = {
				has_trait = just
			}
			add = {
				value = 10
				desc = court_position_just_trait
			}
		}
		if = {
			limit = {
				has_trait = stubborn
			}
			add = {
				value = 5
				desc = court_position_stubborn_trait
			}
		}
		if = {
			limit = {
				has_trait = honest
			}
			add = {
				value = 10
				desc = court_position_honest_trait
			}
		}
		if = {
			limit = {
				has_trait = unyielding_defender
			}
			add = {
				value = 10
				desc = court_position_unyielding_defender_trait
			}
		}
		#AGOT Disabled
		# if = {
		# 	limit = {
		# 		has_trait = varangian
		# 	}
		# 	add = {
		# 		value = 10
		# 		desc = court_position_varangian_trait
		# 	}
		# }

		if = {
			limit = {
				has_trait = craven
			}
			add = {
				value = -15
				desc = court_position_craven_trait
			}
		}
		if = {
			limit = {
				has_trait = fickle
			}
			add = {
				value = -10
				desc = court_position_fickle_trait
			}
		}
		if = {
			limit = {
				has_trait = disloyal
			}
			add = {
				value = -25
				desc = court_position_disloyal_trait
			}
		}
		if = {
			limit = {
				has_character_flag = best_knight_position
			}
			add = {
				value = 20
				desc = best_knight_position_desc
			}
		}
		if = {
			limit = {
				has_character_flag = competing_knight_position
				OR = {
					any_court_position_holder = {
						type = bodyguard_court_position
						has_character_flag = competing_knight_position
					}
					any_court_position_holder = {
						type = champion_court_position
						has_character_flag = competing_knight_position
					}
				}
			}
			add = 30
			desc = competing_knight_position_desc
		}

		# Bonus from court.8311
		if = {
			limit = { var:bonus_aptitude_role ?= flag:akolouthos }
			add = {
				value = cp_bonus_aptitude_value
				desc = cp_bonus_aptitude
			}
		}

		add = court_position_aptitude_high_penalty_value
		add = general_aptitude_bonus
	}","is_shown = {
		#AGOT Modified
		# is_landed_or_landless_administrative = yes
		# has_ep1_court_positions_dlc_trigger = yes
		# has_ep3_dlc_trigger = yes
		# NOT = { government_has_flag = government_is_nomadic }
		# trigger_if = {
		# 	limit = {
		# 		is_ai = yes
		# 		highest_held_title_tier <= tier_county
		# 	}
		# 	always = no
		# }
		always = no
	}","valid_position = {
		#AGOT Modified
		# is_landed_or_landless_administrative = yes
		# highest_held_title_tier >= tier_empire
		# save_temporary_scope_as = root_scope
		# custom_tooltip = {
		# 	text = akolouthos_founded_varangians_trigger_tt
		# 	primary_title = { has_variable = founded_varangian_guard }
		# }
		always = no
	}","is_shown_character = {
		scope:employee = {
			akolouthos_validity_trigger = { EMPLOYER = scope:liege }
			court_position_employee_shown_trigger = yes
		}
	}","valid_character = {
		scope:employee = {
			akolouthos_validity_trigger = { EMPLOYER = scope:liege }
		}
	}","on_court_position_received = {
		akolouthos_title_accepted_effect = yes
	}"
chief_eunuch_court_position,Старший евнух,base,D50 I50,,,H,"Обязательно eunuch_1 или beardless_eunuch; второй не обязателен. Дипломатия ограничена 50; интрига без предела, цель 50 утверждена пользователем. H + G.",A Game of Thrones,E:/SteamLibrary/steamapps/workshop/content/1158310/2962333032/common/court_positions/types/00_court_positions.txt,3813,"aptitude = {
		value = 1
		add = {
			value = diplomacy
			multiply = 2.5
			max = 50
			desc = court_position_skill_diplomacy
		}
		add = {
			value = intrigue
			multiply = 2.5
			desc = court_position_skill_intrigue
		}

		add = court_position_aptitude_high_penalty_value
		add = general_aptitude_bonus
	}","is_shown = {
		OR = {
			is_landed_or_landless_administrative = yes
			government_has_flag = government_is_nomadic
		}
		trigger_if = {
			limit = {
				is_ai = yes
				highest_held_title_tier <= tier_county
			}
			always = no
		}
		#AGOT Added
		NOT = { has_government = nights_watch_government }
	}","valid_position = {
		OR = {
			is_landed_or_landless_administrative = yes
			government_has_flag = government_is_nomadic
		}
		highest_held_title_tier >= tier_duchy
		save_temporary_scope_as = root_scope
		can_employ_court_eunuchs_trigger = { CHAR = scope:root_scope }
	}","is_shown_character = {
		scope:employee = {
			court_position_employee_shown_trigger = yes
		}
	}","valid_character = {
		scope:employee = {
			liege ?= scope:liege #
			chief_eunuch_validity_trigger = { EMPLOYER = scope:liege }
		}
	}","on_court_position_received = {
		chief_eunuch_title_accepted_effect = yes
	}"
master_of_horse_court_position,Главный конюший,base,M50 P50,"calm,overseer,gallant,authoritative",,H,Обычные ограничения работодателя/кандидата проверять штатным триггером.,A Game of Thrones,E:/SteamLibrary/steamapps/workshop/content/1158310/2962333032/common/court_positions/types/00_court_positions.txt,4067,"aptitude = {
		value = 25
		add = {
			value = martial
			multiply = 2.5
			max = 50
			desc = court_position_skill_martial
		}
		add = {
			value = prowess
			multiply = 2
			max = 50
			desc = court_position_skill_prowess
		}
		if = {
			limit = {
				has_trait = calm
			}
			add = {
				value = 15
				desc = court_position_calm_trait
			}
		}
		if = {
			limit = { has_trait = overseer }
			add = {
				value = 15
				desc = court_position_overseer_trait
			}
		}
		if = {
			limit = { has_trait = gallant }
			add = {
				value = 15
				desc = court_position_gallant_trait
			}
		}
		#AGOT Added
		if = {
			limit = {
				has_trait = authoritative
			}
			add = 10
			desc = court_position_authoritative_trait
		}
		# Estate - Owner bonus from stables
		if = {
			limit = {
				liege ?= {
					domicile ?= { has_domicile_parameter = estate_increase_master_of_horse_aptitude }
				}
			}
			add = {
				value = estate_increase_master_of_horse_aptitude_value
				desc = estate_increase_master_of_horse_aptitude_desc
			}
		}

		# Bonus from court.8311
		if = {
			limit = { var:bonus_aptitude_role ?= flag:master_of_horse }
			add = {
				value = cp_bonus_aptitude_value
				desc = cp_bonus_aptitude
			}
		}

		add = court_position_aptitude_high_penalty_value
		add = general_aptitude_bonus
	}","is_shown = {
		is_landed_or_landless_administrative = yes
		NOT = { government_has_flag = government_is_nomadic }
		trigger_if = {
			limit = {
				is_ai = yes
				highest_held_title_tier <= tier_county
			}
			always = no
		}
	}","valid_position = {
		is_landed_or_landless_administrative = yes
		highest_held_title_tier >= tier_duchy
	}","is_shown_character = {
		scope:employee = {
			court_position_employee_shown_trigger = yes
		}
	}","valid_character = {
		scope:employee = {
			master_of_horse_validity_trigger = { EMPLOYER = scope:liege }
		}
	}","on_court_position_received = {
		master_of_horse_title_accepted_effect = yes
	}"
master_of_hunt_court_position,Главный охотник,base,P50 L50,"lifestyle_hunter,brave",craven,H,"Боевой пол, не слепой и не немощный; профиль hunter до 100 XP.",A Game of Thrones,E:/SteamLibrary/steamapps/workshop/content/1158310/2962333032/common/court_positions/types/00_court_positions.txt,4402,"aptitude = {
		value = 25
		add = {
			value = prowess
			multiply = 2
			max = 50
			desc = court_position_skill_prowess
		}
		add = {
			value = learning
			multiply = 1.5
			max = 50
			desc = court_position_skill_learning
		}
		if = {
			limit = {
				hunt_lifestyle_track_greater_equal_trigger = { TRACK = hunter GREATER_EQUAL = 100 }
			}
			add = {
				value = 40
				desc = court_position_hunter_3_trait
			}
		}
		else_if = {
			limit = {
				hunt_lifestyle_track_greater_equal_trigger = { TRACK = hunter GREATER_EQUAL = 50 }
			}
			add = {
				value = 30
				desc = court_position_hunter_2_trait
			}
		}
		else_if = {
			limit = { has_trait = lifestyle_hunter }
			add = {
				value = 20
				desc = court_position_hunter_1_trait
			}
		}
		if = {
			limit = { has_trait = brave }
			add = {
				value = 5
				desc = court_position_brave_trait
			}
		}
		if = {
			limit = { has_trait = craven }
			add = {
				value = -10
				desc = court_position_craven_trait
			}
		}
		# Events
		if = {
			limit = {
				has_character_modifier = ep2_beastmaster_modifier
			}
			add = {
				value = 10
				desc = court_position_beastmaster_modifier
			}
		}
		if = {
			limit = {
				has_character_flag = 7600_taking_child_to_hunt
			}
			add = {
				value = 10
				desc = 7600_taking_child_to_hunt
			}
		}
		# Estate - Owner bonus from stables
		if = {
			limit = {
				liege ?= {
					domicile ?= { has_domicile_parameter = estate_increase_master_of_hunt_aptitude }
				}
			}
			add = {
				value = estate_increase_master_of_hunt_aptitude_value
				desc = estate_increase_master_of_hunt_aptitude_desc
			}
		}

		# Bonus from court.8311
		if = {
			limit = { var:bonus_aptitude_role ?= flag:master_of_hunt }
			add = {
				value = cp_bonus_aptitude_value
				desc = cp_bonus_aptitude
			}
		}

		add = court_position_aptitude_high_penalty_value
		add = general_aptitude_bonus
	}","is_shown = {
		OR = {
			is_landed_or_landless_administrative = yes
			government_has_flag = government_is_nomadic
		}
		trigger_if = {
			limit = {
				is_ai = yes
				highest_held_title_tier <= tier_county
			}
			always = no
		}
		#AGOT Added
		NOT = { has_government = nights_watch_government }
	}","valid_position = {
		OR = {
			is_landed_or_landless_administrative = yes
			government_has_flag = government_is_nomadic
		}
	}","is_shown_character = {
		scope:employee = {
			court_position_employee_shown_trigger = yes
		}
	}","valid_character = {
		scope:employee = {
			master_of_hunt_validity_trigger = { EMPLOYER = scope:liege }
		}
	}","on_court_position_received = {
		master_of_hunt_title_accepted_effect = yes
	}"
master_assassin_court_position,Мастер-ассасин,base,I50 P50,"lifestyle_blademaster,deceitful,murderer,order_member,faith_warrior,zealous,brave","compassionate,just,honest",H,"Работодатель и кандидат с tenet_fp3_fedayeen; не пацифист, допустимый боевой пол. murderer/order_member/faith_warrior имеют смысл истории/принадлежности: отдельно от обычных личных черт.",A Game of Thrones,E:/SteamLibrary/steamapps/workshop/content/1158310/2962333032/common/court_positions/types/00_court_positions.txt,4755,"aptitude = {
		value = 1
		add = {
			value = intrigue
			multiply = 1.25
			max = 50
			desc = court_position_skill_intrigue
		}
		add = {
			value = prowess
			multiply = 2
			max = 50
			desc = court_position_skill_prowess
		}
		if = {
			limit = {
				dynasty ?= { has_dynasty_perk = fp3_khvarenah_legacy_1 }
			}
			add = {
				value = 10
				desc =  court_position_khvarenah_legacy_1
			}
		}
		if = {
			limit = {
				has_trait = lifestyle_blademaster
			}
			if = {
				limit = {
					has_trait_xp = {
						trait = lifestyle_blademaster
						value >= 100
					}
				}
				add = {
					value = 15
					desc = court_position_blademaster_3_trait
				}
			}
			else_if = {
				limit = {
					has_trait_xp = {
						trait = lifestyle_blademaster
						value >= 50
					}
				}
				add = {
					value = 10
					desc = court_position_blademaster_2_trait
				}
			}
			else = {
				add = {
					value = 5
					desc = court_position_blademaster_1_trait
				}
			}
		}
		if = {
			limit = {
				has_trait = deceitful
			}
			add = {
				value = 10
				desc = court_position_deceitful_trait
			}
		}
		if = {
			limit = {
				has_trait = murderer
			}
			add = {
				value = 20
				desc = court_position_murderer_trait
			}
		}
		if = {
			limit = {
				has_trait = order_member
			}
			add = {
				value = 25
				desc = court_position_order_member_trait
			}
		}
		if = {
			limit = {
				has_trait = faith_warrior
			}
			add = {
				value = 25
				desc = court_position_faith_warrior_trait
			}
		}
		if = {
			limit = {
				has_trait = zealous
			}
			add = {
				value = 25
				desc = court_position_zealous_trait
			}
		}
		if = {
			limit = {
				has_trait = brave
			}
			add = {
				value = 25
				desc = court_position_brave_trait
			}
		}
		if = {
			limit = {
				has_trait = compassionate
			}
			add = {
				value = -50
				desc = court_position_compassionate_trait
			}
		}
		if = {
			limit = {
				has_trait = just
			}
			add = {
				value = -20
				desc = court_position_just_trait
			}
		}
		if = {
			limit = {
				has_trait = honest
			}
			add = {
				value = -20
				desc = court_position_honest_trait
			}
		}

		# Bonus from court.8311
		if = {
			limit = { var:bonus_aptitude_role ?= flag:master_assassin }
			add = {
				value = cp_bonus_aptitude_value
				desc = cp_bonus_aptitude
			}
		}
		add = court_position_aptitude_high_penalty_value
		add = general_aptitude_bonus
	}","is_shown = {
		OR = {
			is_landed_or_landless_administrative = yes
			government_has_flag = government_is_nomadic
		}
		trigger_if = {
			limit = {
				is_ai = yes
				highest_held_title_tier <= tier_county
			}
			always = no
		}
		#AGOT Added
		NOT = { has_government = nights_watch_government }
	}","valid_position = {
		OR = {
			is_landed_or_landless_administrative = yes
			government_has_flag = government_is_nomadic
		}
		faith = {
			has_doctrine = tenet_fp3_fedayeen
		}
	}","is_shown_character = {
		scope:employee = {
			court_position_employee_shown_trigger = yes
		}
	}","valid_character = {
		scope:employee = {
			master_assassin_validity_trigger = { EMPLOYER = scope:liege }
		}
	}","on_court_position_received = {
		basic_gained_court_position_effect = yes
	}"
cultural_emissary_court_position,Культурный эмиссар,base,D50,"just,gregarious,diplomat",,L,Династическое наследие ep1_culture_legacy_4 работодателя; все 25 человеческих языков утверждены.,A Game of Thrones,E:/SteamLibrary/steamapps/workshop/content/1158310/2962333032/common/court_positions/types/00_court_positions.txt,5152,"aptitude = {
		value = 1
		add = {
			value = diplomacy
			multiply = 2.5
			max = 50
			desc = court_position_skill_diplomacy
		}
		add = {
			value = num_of_known_languages
			subtract = 1
			multiply = 10
			max = 100
			desc = court_position_languages
		}
		if = {
			limit = {
				has_trait = just
			}
			add = {
				value = 15
				desc = court_position_just_trait
			}
		}
		if = {
			limit = {
				has_trait = gregarious
			}
			add = {
				value = 15
				desc = court_position_gregarious_trait
			}
		}
		if = {
			limit = {
				has_trait = diplomat
			}
			add = {
				value = 30
				desc = court_position_diplomat_trait
			}
		}

		# Bonus from court.8311
		if = {
			limit = { var:bonus_aptitude_role ?= flag:cultural_emissary }
			add = {
				value = cp_bonus_aptitude_value
				desc = cp_bonus_aptitude
			}
		}

		add = court_position_aptitude_low_penalty_value
		add = general_aptitude_bonus
	}","is_shown = {
		trigger_if = {
			limit = {
				is_ai = yes
				highest_held_title_tier <= tier_county
			}
			always = no
		}
		#AGOT Added
		NOT = { has_government = nights_watch_government }
	}","valid_position = {
		dynasty ?= {
			has_dynasty_perk = ep1_culture_legacy_4
		}
	}","is_shown_character = {
		scope:employee = {
			court_position_employee_shown_trigger = yes
		}
	}","valid_character = {
		valid_camp_officer_trigger = {
			OFFICER = cultural_emissary
		}
	}","on_court_position_received = {
		basic_gained_court_position_effect = yes
	}"
cave_hermit_court_position,Садовый отшельник,base,L50,"lifestyle_mystic,lifestyle_herbalist,lifestyle_gardener",,L,Нужен разблокирующий encountered_recruitable_hermit у работодателя; мистик ≥50 XP для допуска. Пророческий модификатор не выдавать автоматически.,A Game of Thrones,E:/SteamLibrary/steamapps/workshop/content/1158310/2962333032/common/court_positions/types/00_court_positions.txt,5422,"aptitude = {
		value = 25
		add = {
			value = learning
			multiply = 2.5
			max = 50
			desc = court_position_skill_learning
		}
		if = {
			limit = { has_trait = lifestyle_mystic }
			if = {
				limit = {
					has_trait_xp = {
						trait = lifestyle_mystic
						value >= 100
					}
				}
				add = {
					value = 20
					desc = court_position_mystic_3_trait
				}
			}
			else_if = {
				limit = {
					has_trait_xp = {
						trait = lifestyle_mystic
						value >= 50
					}
				}
				add = {
					value = 10
					desc = court_position_mystic_2_trait
				}
			}
			else = {
				add = {
					value = 5
					desc = court_position_mystic_1_trait
				}
			}
		}
		if = {
			limit = {
				has_trait = lifestyle_herbalist
			}
			add = {
				value = 10
				desc = court_position_herbalist_trait
			}
		}
		if = {
			limit = {
				has_trait = lifestyle_gardener
			}
			add = {
				value = 10
				desc = court_position_gardener_trait
			}
		}
		#Events
		if = {
			limit = {
				has_character_modifier = possessed_prophetic_visions
			}
			add = {
				value = 30
				desc = possessed_prophetic_visions
			}
		}

		# Bonus from court.8311
		if = {
			limit = { var:bonus_aptitude_role ?= flag:cave_hermit }
			add = {
				value = cp_bonus_aptitude_value
				desc = cp_bonus_aptitude
			}
		}

		add = court_position_aptitude_low_penalty_value
		add = general_aptitude_bonus
	}","is_shown = {
		is_landed_or_landless_administrative = yes
		NOT = { government_has_flag = government_is_nomadic }
		trigger_if = {
			limit = {
				is_ai = yes
				highest_held_title_tier <= tier_county
			}
			always = no
		}
		#AGOT Added
		NOT = { has_government = nights_watch_government }
	}","valid_position = {
		is_landed_or_landless_administrative = yes
		custom_tooltip = {
			text = cave_hermit_court_position_tt
			has_variable = encountered_recruitable_hermit
		}
	}","is_shown_character = {
		scope:employee = {
			court_position_employee_shown_trigger = yes
		}
	}","valid_character = {
		scope:employee = {
			cave_hermit_validity_trigger = { EMPLOYER = scope:liege }
		}
	}","on_court_position_received = {
		basic_gained_court_position_effect = yes
	}"
chief_qadi_court_position,Верховный кади,disabled,—,,,,AGOT явно блокирует должность через always = no.,A Game of Thrones,E:/SteamLibrary/steamapps/workshop/content/1158310/2962333032/common/court_positions/types/00_court_positions.txt,5748,"aptitude = {
		value = 1
		add = {
			value = learning
			multiply = 2.5
			max = 50
			desc = court_position_skill_learning
		}
		if = {
			limit = {
				exists = dynasty
				dynasty = { has_dynasty_perk = fp3_khvarenah_legacy_1 }
			}
			add = {
				value = 10
				desc =  court_position_khvarenah_legacy_1
			}
		}
		if = {
			limit = {
				has_trait = generous
			}
			add = {
				value = 15
				desc = court_position_generous_trait
			}
		}
		if = {
			limit = {
				has_trait = just
			}
			add = {
				value = 15
				desc = court_position_just_trait
			}
		}
		if = {
			limit = {
				has_trait = temperate
			}
			add = {
				value = 15
				desc = court_position_temperate_trait
			}
		}
		if = {
			limit = {
				has_trait = scholar
			}
			add = {
				value = 15
				desc = court_position_scholar_trait
			}
		}
		if = {
			limit = {
				has_trait = greedy
			}
			add = {
				value = -10
				desc = court_position_greedy_trait
			}
		}
		if = {
			limit = {
				has_trait = arbitrary
			}
			add = {
				value = -10
				desc = court_position_arbitrary_trait
			}
		}

		# Bonus from court.8311
		if = {
			limit = { var:bonus_aptitude_role ?= flag:chief_qadi }
			add = {
				value = cp_bonus_aptitude_value
				desc = cp_bonus_aptitude
			}
		}

		add = court_position_aptitude_low_penalty_value
		add = general_aptitude_bonus
	}","is_shown = {
		#AGOT Modified
		# is_landed_or_landless_administrative = yes
		# NOT = { government_has_flag = government_is_nomadic }
		# trigger_if = {
		# 	limit = {
		# 		is_ai = yes
		# 		highest_held_title_tier <= tier_county
		# 	}
		# 	always = no
		# }
		always = no
	}","valid_position = {
		#AGOT Modified
		# is_landed_or_landless_administrative = yes
		# has_religion = religion:islam_religion
		# highest_held_title_tier >= tier_kingdom
		always = no
	}","is_shown_character = {
		scope:employee = {
			court_position_employee_shown_trigger = yes
		}
	}","valid_character = {
		scope:employee = {
			chief_qadi_validity_trigger = { EMPLOYER = scope:liege }
		}
	}","on_court_position_received = {
		basic_gained_court_position_effect = yes #chief_qadi_title_accepted_effect = yes
	}"
