"Key","MainFile","MainLine","English","BaseRussianAvailable","BaseRussianFile","BaseRussianLine","BaseRussian","RelatedTranslationKey"
"nessarion_desc","localization/replace/english/agot/agot_artifacts/mde_artifacts_l_english.yml","160","Nessarion","False","","","",""
"nightfyre_desc","localization/replace/english/agot/agot_artifacts/mde_artifacts_l_english.yml","185","Nightfyre","False","","","",""
"num_dragons_in_pit","localization/replace/english/more_dragon_eggs_ui_l_english.yml","54","Number of Dragons: [Title.MakeScope.ScriptValue('pit_has_this_many_dragons')|0]","False","","","",""
"num_dragons_in_this_coop","localization/replace/english/more_dragon_eggs_ui_l_english.yml","56","Dragons in the Dragoncoop: [GetPlayer.MakeScope.Var('viewing_county').Title.MakeScope.ScriptValue('pit_has_this_many_dragons')|0]","False","","","",""
"num_dragons_in_this_pit","localization/replace/english/more_dragon_eggs_ui_l_english.yml","55","Dragons in the [GetPlayer.MakeScope.Var('viewing_county').Title.GetProvince.Custom('mde_dragonpit_type_custom_loc')]: [GetPlayer.MakeScope.Var('viewing_county').Title.MakeScope.ScriptValue('pit_has_this_many_dragons')|0]","False","","","",""
"num_eggs_in_pit","localization/replace/english/more_dragon_eggs_ui_l_english.yml","57","Number of Eggs: [Title.GetHolder.MakeScope.ScriptValue('pit_has_this_many_eggs')|0]","False","","","",""
"num_eggs_in_this_pit","localization/replace/english/more_dragon_eggs_ui_l_english.yml","58","Pitted Dragon Eggs: [GetPlayer.MakeScope.Var('viewing_county').Title.GetHolder.MakeScope.ScriptValue('pit_has_this_many_eggs')|0]","False","","","",""
"num_tamers_in_this_pit","localization/replace/english/more_dragon_eggs_ui_l_english.yml","59","Authorized Tamers: [GetPlayer.MakeScope.Var('viewing_county').Title.MakeScope.ScriptValue('pit_has_this_many_tamers')|0]","False","","","",""
"pythax_desc","localization/replace/english/agot/agot_artifacts/mde_artifacts_l_english.yml","220","Pythax","False","","","",""
"quicksilver_desc","localization/replace/english/agot/agot_artifacts/mde_artifacts_l_english.yml","164","Quicksilver","False","","","",""
"RETRIEVE_EGG","localization/replace/english/more_dragon_eggs_ui_l_english.yml","64","#I Retrieve Egg #!","False","","","",""
"RETRIEVE_EGGS","localization/replace/english/more_dragon_eggs_ui_l_english.yml","65","#I Retrieve All Eggs #!","False","","","",""
"rhaegal_desc","localization/replace/english/agot/agot_artifacts/mde_artifacts_l_english.yml","190","Rhaegal","False","","","",""
"rovax_desc","localization/replace/english/agot/agot_artifacts/mde_artifacts_l_english.yml","218","Rovax","False","","","",""
"rule_cradle_egg_hatch_likelihood_ai","localization/replace/english/more_dragon_eggs_gamerules_l_english.yml","227","@mde_icon!@white_dragon_egg_icon!AI Cradled Egg Hatching Likelihood","False","","","",""
"rule_cradle_egg_hatch_likelihood_player","localization/replace/english/more_dragon_eggs_gamerules_l_english.yml","210","@mde_icon!@white_dragon_egg_icon!Player Cradled Egg Hatching Likelihood","False","","","",""
"rule_dragon_egg_spawn_likelihood_ai","localization/replace/english/more_dragon_eggs_gamerules_l_english.yml","94","@mde_icon!@iceFire_dragon_egg_icon!AI Dragon Egg Map Spawn","False","","","",""
"rule_dragon_egg_spawn_likelihood_player","localization/replace/english/more_dragon_eggs_gamerules_l_english.yml","69","@mde_icon!@iceFire_dragon_egg_icon!Player Dragon Egg Map Spawn","False","","","",""
"rule_mde_buttons","localization/replace/english/more_dragon_eggs_gamerules_l_english.yml","17","@mde_icon!@dragon_majestic_icon!More Dragon Eggs Extra UI","False","","","",""
"rule_mde_egg_notifications","localization/replace/english/more_dragon_eggs_gamerules_l_english.yml","503","@mde_icon!Dragon Egg Notifications","False","","","",""
"rule_pit_egg_hatch_likelihood_ai","localization/replace/english/more_dragon_eggs_gamerules_l_english.yml","263","@mde_icon!@white_dragon_egg_icon!AI Pitted Egg Hatching Likelihood","False","","","",""
"rule_pit_egg_hatch_likelihood_player","localization/replace/english/more_dragon_eggs_gamerules_l_english.yml","246","@mde_icon!@white_dragon_egg_icon!Player Pitted Egg Hatching Likelihood","False","","","",""
"seasmoke_desc","localization/replace/english/agot/agot_artifacts/mde_artifacts_l_english.yml","171","Seasmoke","False","","","",""
"SEND_DRAGON","localization/replace/english/more_dragon_eggs_ui_l_english.yml","68","#I Send Dragon To Dragonpit #!","False","","","",""
"SEND_DRAGONS","localization/replace/english/more_dragon_eggs_ui_l_english.yml","69","#I Send All Dragons To Dragonpit #!","False","","","",""
"SEND_EGG","localization/replace/english/more_dragon_eggs_ui_l_english.yml","66","#I Pit Egg #!","False","","","",""
"SEND_EGGS","localization/replace/english/more_dragon_eggs_ui_l_english.yml","67","#I Pit All Eggs #!","False","","","",""
"serporoth_desc","localization/replace/english/agot/agot_artifacts/mde_artifacts_l_english.yml","192","Serporoth","False","","","",""
"setting_1_in_1200","localization/replace/english/more_dragon_eggs_gamerules_l_english.yml","71","1/1200","False","","","",""
"setting_1_in_1200_ai","localization/replace/english/more_dragon_eggs_gamerules_l_english.yml","96","1/1200","False","","","",""
"setting_1_in_1200_ai_desc","localization/replace/english/more_dragon_eggs_gamerules_l_english.yml","108","~1/1200 (0.083%) chance for any AI to pick up dragon eggs from a location or decision.","False","","","",""
"setting_1_in_1200_desc","localization/replace/english/more_dragon_eggs_gamerules_l_english.yml","83","~1/1200 (0.083%) chance for any player to pick up dragon eggs from a location or decision.","False","","","",""
"setting_1_in_150","localization/replace/english/more_dragon_eggs_gamerules_l_english.yml","75","1/150","False","","","",""
"setting_1_in_150_ai","localization/replace/english/more_dragon_eggs_gamerules_l_english.yml","100","1/150","False","","","",""
"setting_1_in_150_ai_desc","localization/replace/english/more_dragon_eggs_gamerules_l_english.yml","112","~1/150 (0.667%) chance for any AI to pick up dragon eggs from a location or decision.","False","","","",""
"setting_1_in_150_desc","localization/replace/english/more_dragon_eggs_gamerules_l_english.yml","87","~1/150 (0.667%) chance for any player to pick up dragon eggs from a location or decision.","False","","","",""
"setting_1_in_2","localization/replace/english/more_dragon_eggs_gamerules_l_english.yml","79","1/2","False","","","",""
"setting_1_in_2_ai","localization/replace/english/more_dragon_eggs_gamerules_l_english.yml","104","1/2","False","","","",""
"setting_1_in_2_ai_desc","localization/replace/english/more_dragon_eggs_gamerules_l_english.yml","116","~1/2 (50%) chance for any AI to pick up dragon eggs from a location or decision.","False","","","",""
"setting_1_in_2_desc","localization/replace/english/more_dragon_eggs_gamerules_l_english.yml","91","~1/2 (50%) chance for any player to pick up dragon eggs from a location or decision.","False","","","",""
"setting_1_in_25","localization/replace/english/more_dragon_eggs_gamerules_l_english.yml","77","1/25","False","","","",""
"setting_1_in_25_ai","localization/replace/english/more_dragon_eggs_gamerules_l_english.yml","102","1/25","False","","","",""
"setting_1_in_25_ai_desc","localization/replace/english/more_dragon_eggs_gamerules_l_english.yml","114","~1/25 (4%) chance for any AI to pick up dragon eggs from a location or decision.","False","","","",""
"setting_1_in_25_desc","localization/replace/english/more_dragon_eggs_gamerules_l_english.yml","89","~1/25 (4%) chance for any player to pick up dragon eggs from a location or decision.","False","","","",""
"setting_1_in_300","localization/replace/english/more_dragon_eggs_gamerules_l_english.yml","74","1/300 (Default)","False","","","",""
"setting_1_in_300_ai","localization/replace/english/more_dragon_eggs_gamerules_l_english.yml","99","1/300 (Default)","False","","","",""
"setting_1_in_300_ai_desc","localization/replace/english/more_dragon_eggs_gamerules_l_english.yml","111","~1/300 (0.333%) chance for any AI to pick up dragon eggs from a location or decision. This is the default AGOT chance.","False","","","",""
"setting_1_in_300_desc","localization/replace/english/more_dragon_eggs_gamerules_l_english.yml","86","~1/300 (0.333%) chance for any player to pick up dragon eggs from a location or decision. This is the default AGOT chance.","False","","","",""
"setting_1_in_5","localization/replace/english/more_dragon_eggs_gamerules_l_english.yml","78","1/5","False","","","",""
"setting_1_in_5_ai","localization/replace/english/more_dragon_eggs_gamerules_l_english.yml","103","1/5","False","","","",""
"setting_1_in_5_ai_desc","localization/replace/english/more_dragon_eggs_gamerules_l_english.yml","115","~1/5 (20%) chance for any AI to pick up dragon eggs from a location or decision.","False","","","",""
"setting_1_in_5_desc","localization/replace/english/more_dragon_eggs_gamerules_l_english.yml","90","~1/5 (20%) chance for any player to pick up dragon eggs from a location or decision.","False","","","",""
"setting_1_in_50","localization/replace/english/more_dragon_eggs_gamerules_l_english.yml","76","1/50","False","","","",""
"setting_1_in_50_ai","localization/replace/english/more_dragon_eggs_gamerules_l_english.yml","101","1/50","False","","","",""
"setting_1_in_50_ai_desc","localization/replace/english/more_dragon_eggs_gamerules_l_english.yml","113","~1/50 (2%) chance for any AI to pick up dragon eggs from a location or decision.","False","","","",""
"setting_1_in_50_desc","localization/replace/english/more_dragon_eggs_gamerules_l_english.yml","88","~1/50 (2%) chance for any player to pick up dragon eggs from a location or decision.","False","","","",""
"setting_1_in_600","localization/replace/english/more_dragon_eggs_gamerules_l_english.yml","73","1/600","False","","","",""
"setting_1_in_600_ai","localization/replace/english/more_dragon_eggs_gamerules_l_english.yml","98","1/600","False","","","",""
"setting_1_in_600_ai_desc","localization/replace/english/more_dragon_eggs_gamerules_l_english.yml","110","~1/600 (0.167%) chance for any AI to pick up dragon eggs from a location or decision.","False","","","",""
"setting_1_in_600_desc","localization/replace/english/more_dragon_eggs_gamerules_l_english.yml","85","~1/600 (0.167%) chance for any player to pick up dragon eggs from a location or decision.","False","","","",""
"setting_1_in_900","localization/replace/english/more_dragon_eggs_gamerules_l_english.yml","72","1/900","False","","","",""
"setting_1_in_900_ai","localization/replace/english/more_dragon_eggs_gamerules_l_english.yml","97","1/900","False","","","",""
"setting_1_in_900_ai_desc","localization/replace/english/more_dragon_eggs_gamerules_l_english.yml","109","~1/900 (0.111%) chance for any AI to pick up dragon eggs from a location or decision.","False","","","",""
"setting_1_in_900_desc","localization/replace/english/more_dragon_eggs_gamerules_l_english.yml","84","~1/900 (0.111%) chance for any player to pick up dragon eggs from a location or decision.","False","","","",""
"setting_absolute_spawn_ai","localization/replace/english/more_dragon_eggs_gamerules_l_english.yml","105","AI Guaranteed Spawns","False","","","",""
"setting_absolute_spawn_ai_desc","localization/replace/english/more_dragon_eggs_gamerules_l_english.yml","117","Guaranteed chance for the first AI character to visit these locations or take the decisions to pick up the dragon eggs.","False","","","",""
"setting_canon_dragon_egg_hatch_likelihood_never","localization/replace/english/more_dragon_eggs_gamerules_l_english.yml","283","Never","False","","","",""
"setting_canon_dragon_egg_hatch_likelihood_never_desc","localization/replace/english/more_dragon_eggs_gamerules_l_english.yml","290","Canon dragon eggs will never hatch when cradled, pitted, or as extra eggs in a hatching ceremony, unless that setting is Always. Only applies when canon dragons are enabled.","False","","","",""
"setting_cradle_egg_hatch_likelihood_always","localization/replace/english/more_dragon_eggs_gamerules_l_english.yml","217","Always","False","","","",""
"setting_cradle_egg_hatch_likelihood_always_ai","localization/replace/english/more_dragon_eggs_gamerules_l_english.yml","235","Always","False","","","",""
"setting_cradle_egg_hatch_likelihood_always_ai_desc","localization/replace/english/more_dragon_eggs_gamerules_l_english.yml","244","Eggs cradled by the AI will never become duds.","False","","","",""
"setting_cradle_egg_hatch_likelihood_always_desc","localization/replace/english/more_dragon_eggs_gamerules_l_english.yml","225","Eggs cradled by players and their families will never become duds.","False","","","",""
"setting_cradle_egg_hatch_likelihood_common_ai","localization/replace/english/more_dragon_eggs_gamerules_l_english.yml","234","Common","False","","","",""
"setting_cradle_egg_hatch_likelihood_common_ai_desc","localization/replace/english/more_dragon_eggs_gamerules_l_english.yml","243","Eggs cradled by the AI have a high chance to successfully hatch.","False","","","",""
"setting_cradle_egg_hatch_likelihood_default_ai","localization/replace/english/more_dragon_eggs_gamerules_l_english.yml","232","Default","False","","","",""
"setting_cradle_egg_hatch_likelihood_default_ai_desc","localization/replace/english/more_dragon_eggs_gamerules_l_english.yml","241","Eggs cradled by the AI will use the vanilla odds to determine if they will hatch.","False","","","",""
"setting_cradle_egg_hatch_likelihood_less_likely_ai","localization/replace/english/more_dragon_eggs_gamerules_l_english.yml","231","Less Likely","False","","","",""
"setting_cradle_egg_hatch_likelihood_less_likely_ai_desc","localization/replace/english/more_dragon_eggs_gamerules_l_english.yml","240","Eggs cradled by the AI will hatch less often than normal.","False","","","",""
"setting_cradle_egg_hatch_likelihood_more_likely_ai","localization/replace/english/more_dragon_eggs_gamerules_l_english.yml","233","More Likely","False","","","",""
"setting_cradle_egg_hatch_likelihood_more_likely_ai_desc","localization/replace/english/more_dragon_eggs_gamerules_l_english.yml","242","Eggs cradled by the AI are more likely to hatch than normal.","False","","","",""
"setting_cradle_egg_hatch_likelihood_never","localization/replace/english/more_dragon_eggs_gamerules_l_english.yml","211","Never","False","","","",""
"setting_cradle_egg_hatch_likelihood_never_ai","localization/replace/english/more_dragon_eggs_gamerules_l_english.yml","229","Never","False","","","",""
"setting_cradle_egg_hatch_likelihood_never_ai_desc","localization/replace/english/more_dragon_eggs_gamerules_l_english.yml","238","Eggs cradled by the AI will never hatch.","False","","","",""
"setting_cradle_egg_hatch_likelihood_never_desc","localization/replace/english/more_dragon_eggs_gamerules_l_english.yml","219","Eggs cradled by players and their families will never hatch.","False","","","",""
"setting_cradle_egg_hatch_likelihood_rare_ai","localization/replace/english/more_dragon_eggs_gamerules_l_english.yml","230","Rare","False","","","",""
"setting_cradle_egg_hatch_likelihood_rare_ai_desc","localization/replace/english/more_dragon_eggs_gamerules_l_english.yml","239","Eggs cradled by the AI will rarely ever hatch.","False","","","",""
"setting_cradle_egg_hatch_likelihood_wont_cradle_ai","localization/replace/english/more_dragon_eggs_gamerules_l_english.yml","228","Won't Cradle","False","","","",""
"setting_cradle_egg_hatch_likelihood_wont_cradle_ai_desc","localization/replace/english/more_dragon_eggs_gamerules_l_english.yml","237","The AI won't cradle dragon eggs.","False","","","",""
"setting_dragon_hatching_25_percent","localization/replace/english/more_dragon_eggs_gamerules_l_english.yml","47","25% Chance","False","","","",""
"setting_dragon_hatching_25_percent_desc","localization/replace/english/more_dragon_eggs_gamerules_l_english.yml","56","An egg of medium hatching likelihood has about a 25% chance of hatching. Eggs more or less likely to hatch scale up or down from there.","False","","","",""
"setting_dragon_hatching_5_percent","localization/replace/english/more_dragon_eggs_gamerules_l_english.yml","46","5% Chance","False","","","",""
"setting_dragon_hatching_5_percent_desc","localization/replace/english/more_dragon_eggs_gamerules_l_english.yml","55","An egg of medium hatching likelihood has about a 5% chance of hatching. Eggs more or less likely to hatch scale up or down from there.","False","","","",""
"setting_dragon_hatching_50_percent","localization/replace/english/more_dragon_eggs_gamerules_l_english.yml","48","50% Chance","False","","","",""
"setting_dragon_hatching_50_percent_desc","localization/replace/english/more_dragon_eggs_gamerules_l_english.yml","57","An egg of medium hatching likelihood has about a 50% chance of hatching. Eggs more or less likely to hatch scale up or down from there.","False","","","",""
"setting_dragon_hatching_75_percent","localization/replace/english/more_dragon_eggs_gamerules_l_english.yml","49","75% Chance","False","","","",""
"setting_dragon_hatching_75_percent_desc","localization/replace/english/more_dragon_eggs_gamerules_l_english.yml","58","An egg of medium hatching likelihood has about a 75% chance of hatching. Eggs more or less likely to hatch scale up or down from there.","False","","","",""
"setting_dragon_hatching_95_percent","localization/replace/english/more_dragon_eggs_gamerules_l_english.yml","50","95% Chance","False","","","",""
"setting_dragon_hatching_95_percent_desc","localization/replace/english/more_dragon_eggs_gamerules_l_english.yml","59","An egg of medium hatching likelihood has about a 95% chance of hatching. Eggs more or less likely to hatch scale up or down from there.","False","","","",""
"setting_mde_buttons_all","localization/replace/english/more_dragon_eggs_gamerules_l_english.yml","20","All","False","","","",""
"setting_mde_buttons_all_desc","localization/replace/english/more_dragon_eggs_gamerules_l_english.yml","24","Every MDE button starts shown: Dragonpits, Dragons, Eggs, Kingsguard, Valyrian Steel and the MDE menu.","False","","","",""
"setting_mde_buttons_off","localization/replace/english/more_dragon_eggs_gamerules_l_english.yml","18","Off","False","","","",""
"setting_mde_buttons_off_desc","localization/replace/english/more_dragon_eggs_gamerules_l_english.yml","22","All MDE buttons start hidden. They can be switched on from the MDE menu, opened from the pause menu.","False","","","",""
"setting_mde_buttons_standard","localization/replace/english/more_dragon_eggs_gamerules_l_english.yml","19","Standard","False","","","",""
"setting_mde_buttons_standard_desc","localization/replace/english/more_dragon_eggs_gamerules_l_english.yml","23","The Dragonpit, Dragon, Egg and MDE menu buttons start shown. Kingsguard and Valyrian Steel can be switched on from the MDE menu.","False","","","",""
"setting_mde_egg_notifications_off","localization/replace/english/more_dragon_eggs_gamerules_l_english.yml","505","Off","False","","","",""
"setting_mde_egg_notifications_off_desc","localization/replace/english/more_dragon_eggs_gamerules_l_english.yml","508","Players are not notified when a dragon egg is laid or found.","False","","","",""
"setting_mde_egg_notifications_on","localization/replace/english/more_dragon_eggs_gamerules_l_english.yml","504","On","False","","","",""
"setting_mde_egg_notifications_on_desc","localization/replace/english/more_dragon_eggs_gamerules_l_english.yml","507","Players are notified when a dragon egg is laid or found.","False","","","",""
"setting_no_spawns_ai","localization/replace/english/more_dragon_eggs_gamerules_l_english.yml","95","AI No Spawns","False","","","",""
"setting_no_spawns_ai_desc","localization/replace/english/more_dragon_eggs_gamerules_l_english.yml","107","No dragon eggs can be picked up on the map by any AI, either from any of the dragonlore locations, Winterfell, or by decisions such as A Day On Dragonstone or Escape to Summerhall/Rebuild Summerhall.","False","","","",""
"setting_pit_egg_hatch_likelihood_always","localization/replace/english/more_dragon_eggs_gamerules_l_english.yml","253","Always","False","","","",""
"setting_pit_egg_hatch_likelihood_always_ai","localization/replace/english/more_dragon_eggs_gamerules_l_english.yml","271","Always","False","","","",""
"setting_pit_egg_hatch_likelihood_always_ai_desc","localization/replace/english/more_dragon_eggs_gamerules_l_english.yml","280","Eggs placed in an AI's dragonpit will never become duds.","False","","","",""
"setting_pit_egg_hatch_likelihood_always_desc","localization/replace/english/more_dragon_eggs_gamerules_l_english.yml","261","Eggs placed in a player's dragonpit will never become duds.","False","","","",""
"setting_pit_egg_hatch_likelihood_common","localization/replace/english/more_dragon_eggs_gamerules_l_english.yml","252","Common","False","","","",""
"setting_pit_egg_hatch_likelihood_common_ai","localization/replace/english/more_dragon_eggs_gamerules_l_english.yml","270","Common","False","","","",""
"setting_pit_egg_hatch_likelihood_common_ai_desc","localization/replace/english/more_dragon_eggs_gamerules_l_english.yml","279","Eggs placed in an AI's dragonpit have a high chance to successfully hatch.","False","","","",""
"setting_pit_egg_hatch_likelihood_common_desc","localization/replace/english/more_dragon_eggs_gamerules_l_english.yml","260","Eggs placed in a player's dragonpit have a high chance to successfully hatch.","False","","","",""
"setting_pit_egg_hatch_likelihood_default","localization/replace/english/more_dragon_eggs_gamerules_l_english.yml","250","Default","False","","","",""
"setting_pit_egg_hatch_likelihood_default_ai","localization/replace/english/more_dragon_eggs_gamerules_l_english.yml","268","Default","False","","","",""
"setting_pit_egg_hatch_likelihood_default_ai_desc","localization/replace/english/more_dragon_eggs_gamerules_l_english.yml","277","Eggs placed in an AI's dragonpit will use the vanilla odds to determine if they will hatch.","False","","","",""
"setting_pit_egg_hatch_likelihood_default_desc","localization/replace/english/more_dragon_eggs_gamerules_l_english.yml","258","Eggs placed in a player's dragonpit will use the vanilla odds to determine if they will hatch.","False","","","",""
"setting_pit_egg_hatch_likelihood_less_likely","localization/replace/english/more_dragon_eggs_gamerules_l_english.yml","249","Less Likely","False","","","",""
"setting_pit_egg_hatch_likelihood_less_likely_ai","localization/replace/english/more_dragon_eggs_gamerules_l_english.yml","267","Less Likely","False","","","",""
"setting_pit_egg_hatch_likelihood_less_likely_ai_desc","localization/replace/english/more_dragon_eggs_gamerules_l_english.yml","276","Eggs placed in an AI's dragonpit will hatch less often than normal.","False","","","",""
"setting_pit_egg_hatch_likelihood_less_likely_desc","localization/replace/english/more_dragon_eggs_gamerules_l_english.yml","257","Eggs placed in a player's dragonpit will hatch less often than normal.","False","","","",""
"setting_pit_egg_hatch_likelihood_more_likely","localization/replace/english/more_dragon_eggs_gamerules_l_english.yml","251","More Likely","False","","","",""
"setting_pit_egg_hatch_likelihood_more_likely_ai","localization/replace/english/more_dragon_eggs_gamerules_l_english.yml","269","More Likely","False","","","",""
"setting_pit_egg_hatch_likelihood_more_likely_ai_desc","localization/replace/english/more_dragon_eggs_gamerules_l_english.yml","278","Eggs placed in an AI's dragonpit are more likely to hatch than normal.","False","","","",""
"setting_pit_egg_hatch_likelihood_more_likely_desc","localization/replace/english/more_dragon_eggs_gamerules_l_english.yml","259","Eggs placed in a player's dragonpit are more likely to hatch than normal.","False","","","",""
"setting_pit_egg_hatch_likelihood_never","localization/replace/english/more_dragon_eggs_gamerules_l_english.yml","247","Never","False","","","",""
"setting_pit_egg_hatch_likelihood_never_ai","localization/replace/english/more_dragon_eggs_gamerules_l_english.yml","265","Never","False","","","",""
"setting_pit_egg_hatch_likelihood_never_ai_desc","localization/replace/english/more_dragon_eggs_gamerules_l_english.yml","274","Eggs placed in an AI's dragonpit will never hatch.","False","","","",""
"setting_pit_egg_hatch_likelihood_never_desc","localization/replace/english/more_dragon_eggs_gamerules_l_english.yml","255","Eggs placed in a player's dragonpit will never hatch.","False","","","",""
"setting_pit_egg_hatch_likelihood_rare","localization/replace/english/more_dragon_eggs_gamerules_l_english.yml","248","Rare","False","","","",""
"setting_pit_egg_hatch_likelihood_rare_ai","localization/replace/english/more_dragon_eggs_gamerules_l_english.yml","266","Rare","False","","","",""
"setting_pit_egg_hatch_likelihood_rare_ai_desc","localization/replace/english/more_dragon_eggs_gamerules_l_english.yml","275","Eggs placed in an AI's dragonpit will rarely ever hatch.","False","","","",""
"setting_pit_egg_hatch_likelihood_rare_desc","localization/replace/english/more_dragon_eggs_gamerules_l_english.yml","256","Eggs placed in a player's dragonpit will rarely ever hatch.","False","","","",""
"setting_pit_egg_hatch_likelihood_wont_pit_ai","localization/replace/english/more_dragon_eggs_gamerules_l_english.yml","264","Won't Pit","False","","","",""
"setting_pit_egg_hatch_likelihood_wont_pit_ai_desc","localization/replace/english/more_dragon_eggs_gamerules_l_english.yml","273","The AI won't place dragon eggs in dragonpits.","False","","","",""
"setting_spawn_dragonstone_eggs_disabled_ai_blocked","localization/replace/english/more_dragon_eggs_gamerules_l_english.yml","188","Disabled for AI","False","","","",""
"setting_spawn_dragonstone_eggs_disabled_ai_blocked_desc","localization/replace/english/more_dragon_eggs_gamerules_l_english.yml","192","The Dragonlore event in Dragonstone is blocked for AI to prevent egg overabundance. A Day On Dragonstone and Adventurer Inspirations to Dragonstone will remain unchanged.","False","","","",""
"sheepstealer_desc","localization/replace/english/agot/agot_artifacts/mde_artifacts_l_english.yml","187","Sheepstealer","False","","","",""
"SHOW_ARTIFACT_MARKET","localization/replace/english/more_dragon_eggs_ui_l_english.yml","26","#T Artifact Market#!\nBuy and sell artifacts with the artifact keeper.","False","","","",""
"SHOW_DRAGONBLOOD","localization/replace/english/more_dragon_eggs_ui_l_english.yml","25","#T Show Dragonblooded#!\nShows every living character with dragonblood heritage, highest dragonblood first.","False","","","",""
"SHOW_MENU_MENU","localization/replace/english/more_dragon_eggs_ui_l_english.yml","27","#T MDE Menu#!\nSettings for Dragon Portraits, Game Rules, and Buttons.","False","","","",""
"shrykos_desc","localization/replace/english/agot/agot_artifacts/mde_artifacts_l_english.yml","181","Shrykos","False","","","",""
"silverwing_desc","localization/replace/english/agot/agot_artifacts/mde_artifacts_l_english.yml","170","Silverwing","False","","","",""
"stormcloud_desc","localization/replace/english/agot/agot_artifacts/mde_artifacts_l_english.yml","178","Stormcloud","False","","","",""
"sunfyre_desc","localization/replace/english/agot/agot_artifacts/mde_artifacts_l_english.yml","172","Sunfyre","False","","","",""
"syrax_desc","localization/replace/english/agot/agot_artifacts/mde_artifacts_l_english.yml","173","Syrax","False","","","",""
"terrax_desc","localization/replace/english/agot/agot_artifacts/mde_artifacts_l_english.yml","216","Terrax","False","","","",""
"tessarion_desc","localization/replace/english/agot/agot_artifacts/mde_artifacts_l_english.yml","174","Tessarion","False","","","",""
"the_last_desc","localization/replace/english/agot/agot_artifacts/mde_artifacts_l_english.yml","184","Zalagon","False","","","",""
"tyraxes_desc","localization/replace/english/agot/agot_artifacts/mde_artifacts_l_english.yml","177","Tyraxes","False","","","",""
"urrax_desc","localization/replace/english/agot/agot_artifacts/mde_artifacts_l_english.yml","222","Urrax","False","","","",""
"valryon_desc","localization/replace/english/agot/agot_artifacts/mde_artifacts_l_english.yml","214","valryon","False","","","",""
"vassarion_desc","localization/replace/english/agot/agot_artifacts/mde_artifacts_l_english.yml","217","Vassarion","False","","","",""
"vermax_desc","localization/replace/english/agot/agot_artifacts/mde_artifacts_l_english.yml","175","Vermax","False","","","",""
"vermithor_desc","localization/replace/english/agot/agot_artifacts/mde_artifacts_l_english.yml","169","Vermithor","False","","","",""
"vermithrax_desc","localization/replace/english/agot/agot_artifacts/mde_artifacts_l_english.yml","158","Vermithrax","False","","","",""
"vhagar_desc","localization/replace/english/agot/agot_artifacts/mde_artifacts_l_english.yml","165","Vhagar","False","","","",""
"viserion_desc","localization/replace/english/agot/agot_artifacts/mde_artifacts_l_english.yml","191","Viserion","False","","","",""
"wyrmling_desc","localization/replace/english/agot/agot_artifacts/mde_artifacts_l_english.yml","180","Starhunter","False","","","",""
