"Key","MainFile","MainLine","English","Translation","TranslationPresent","BuiltinRussian","BuiltinFile","BuiltinLine","BuiltinIdenticalToEnglish","ExternalCatalog","ExternalFile","ExternalLine","ExternalRussian","AnyCyrillic"
"dragon_ancestor_1_desc","localization/replace/english/agot/agot_artifacts/mde_artifacts_l_english.yml","223","Vaedar","","False",,,,"False",,,,,"False"
"dragon_ancestor_2_desc","localization/replace/english/agot/agot_artifacts/mde_artifacts_l_english.yml","224","Vezojaes","","False",,,,"False",,,,,"False"
"dragon_ancestor_3_desc","localization/replace/english/agot/agot_artifacts/mde_artifacts_l_english.yml","225","Falkael","","False",,,,"False",,,,,"False"
"dragon_ancestor_4_desc","localization/replace/english/agot/agot_artifacts/mde_artifacts_l_english.yml","226","Peldion","","False",,,,"False",,,,,"False"
"dragon_ancestor_5_desc","localization/replace/english/agot/agot_artifacts/mde_artifacts_l_english.yml","227","Volon","","False",,,,"False",,,,,"False"
"dragon_ancestor_6_desc","localization/replace/english/agot/agot_artifacts/mde_artifacts_l_english.yml","228","Telarion","","False",,,,"False",,,,,"False"
"dragon_button_manager_text","localization/replace/english/more_dragon_eggs_ui_l_english.yml","4","Toggle Dragon Button","Показать или скрыть кнопку драконов","True",,,,"False",,,,,"True"
"dragon_coop_01_domicile_building","localization/replace/english/domiciles/mde_domicile_buildings_l_english.yml","2","Dragoncoop","","False","Загон для драконов","localization/replace/russian/domiciles/dp_domicile_buildings_l_russian.yml","2","False",,,,,"True"
"dragon_coop_01_domicile_building_desc","localization/replace/english/domiciles/mde_domicile_buildings_l_english.yml","3","This is where adventurers can store their dragons.","","False","Здесь искатели приключений могут содержать своих драконов.","localization/replace/russian/domiciles/dp_domicile_buildings_l_russian.yml","3","False",,,,,"True"
"DRAGON_DESIGNER_RANDOMIZE_BY_EGG_COLOR_TOOLTIP","localization/replace/english/mde_customizer_l_english.yml","7","#T Randomize Dragon Appearance by Egg Color #!\nThis will randomize the appearance of this dragon as if it were another dragon hatched from the same type of egg. It will be grayed out if the dragon doesn't have a saved egg color","#T Случайный облик по цвету яйца #!\nМеняет внешний вид этого дракона так, словно он вылупился из другого яйца того же цвета. Пункт недоступен, если у дракона не сохранён цвет яйца.","True",,,,"False",,,,,"True"
"DRAGON_DESIGNER_RANDOMIZE_TOOLTIP","localization/replace/english/mde_customizer_l_english.yml","6","#T Randomize Dragon Appearance #!\nThis will completely randomize the appearance of this dragon regardless of egg color.","#T Случайный облик дракона #!\nПолностью меняет внешний вид этого дракона, независимо от цвета яйца.","True",,,,"False",,,,,"True"
"dragon_egg_aemond_1_desc","localization/replace/english/agot/agot_artifacts/mde_artifacts_l_english.yml","67","[newly_created_artifact.GetDesc]\n\nThis egg will hatch Winged Stranger.","[newly_created_artifact.GetDesc]\n\nИз яйца вылупится Крылатый Странник.","True","[newly_created_artifact.GetDesc]\n\nИз яйца вылупится Крылатый Незнакомец.","localization/replace/russian/agot/agot_artifacts/dp_artifacts_l_russian.yml","54","False",,,,,"True"
"dragon_egg_aemond_1_ui_desc","localization/replace/english/agot/agot_artifacts/mde_artifacts_l_english.yml","138","This egg will hatch Winged Stranger.","Из этого яйца вылупится Крылатый Странник.","True","This egg will hatch Winged Stranger.","localization/replace/russian/agot/agot_artifacts/dp_artifacts_l_russian.yml","125","True",,,,,"True"
"dragon_egg_aemond_2_desc","localization/replace/english/agot/agot_artifacts/mde_artifacts_l_english.yml","68","[newly_created_artifact.GetDesc]\n\nThis egg will hatch Hegagon.","[newly_created_artifact.GetDesc]\n\nИз яйца вылупится Хегагон.","True","[newly_created_artifact.GetDesc]\n\nИз яйца вылупится Хейгон.","localization/replace/russian/agot/agot_artifacts/dp_artifacts_l_russian.yml","55","False",,,,,"True"
"dragon_egg_aemond_2_ui_desc","localization/replace/english/agot/agot_artifacts/mde_artifacts_l_english.yml","139","This egg will hatch Hegagon.","Из этого яйца вылупится Хегагон.","True","This egg will hatch Hegagon.","localization/replace/russian/agot/agot_artifacts/dp_artifacts_l_russian.yml","126","True",,,,,"True"
"dragon_egg_aemond_3_desc","localization/replace/english/agot/agot_artifacts/mde_artifacts_l_english.yml","69","[newly_created_artifact.GetDesc]\n\nThis egg will hatch Qelos.","[newly_created_artifact.GetDesc]\n\nИз яйца вылупится Квелос.","True","[newly_created_artifact.GetDesc]\n\nИз яйца вылупится Келос.","localization/replace/russian/agot/agot_artifacts/dp_artifacts_l_russian.yml","56","False",,,,,"True"
"dragon_egg_aemond_3_ui_desc","localization/replace/english/agot/agot_artifacts/mde_artifacts_l_english.yml","140","This egg will hatch Qelos.","Из этого яйца вылупится Квелос.","True","This egg will hatch Qelos.","localization/replace/russian/agot/agot_artifacts/dp_artifacts_l_russian.yml","127","True",,,,,"True"
"dragon_egg_aenys_1_desc","localization/replace/english/agot/agot_artifacts/mde_artifacts_l_english.yml","61","[newly_created_artifact.GetDesc]\n\nThis egg will hatch Goldfyre.","[newly_created_artifact.GetDesc]\n\nИз яйца вылупится Золотой Огонь.","True","[newly_created_artifact.GetDesc]\n\nИз яйца вылупится Золотое Пламя.","localization/replace/russian/agot/agot_artifacts/dp_artifacts_l_russian.yml","48","False",,,,,"True"
"dragon_egg_aenys_1_ui_desc","localization/replace/english/agot/agot_artifacts/mde_artifacts_l_english.yml","132","This egg will hatch Goldfyre.","Из этого яйца вылупится Золотой Огонь.","True","This egg will hatch Goldfyre.","localization/replace/russian/agot/agot_artifacts/dp_artifacts_l_russian.yml","119","True",,,,,"True"
"dragon_egg_aenys_2_desc","localization/replace/english/agot/agot_artifacts/mde_artifacts_l_english.yml","62","[newly_created_artifact.GetDesc]\n\nThis egg will hatch Deltharion.","[newly_created_artifact.GetDesc]\n\nИз яйца вылупится Делтарион.","True","[newly_created_artifact.GetDesc]\n\nИз яйца вылупится Делтарион.","localization/replace/russian/agot/agot_artifacts/dp_artifacts_l_russian.yml","49","False",,,,,"True"
"dragon_egg_aenys_2_ui_desc","localization/replace/english/agot/agot_artifacts/mde_artifacts_l_english.yml","133","This egg will hatch Deltharion.","Из этого яйца вылупится Делтарион.","True","This egg will hatch Deltharion.","localization/replace/russian/agot/agot_artifacts/dp_artifacts_l_russian.yml","120","True",,,,,"True"
"dragon_egg_aerea_1_desc","localization/replace/english/agot/agot_artifacts/mde_artifacts_l_english.yml","63","[newly_created_artifact.GetDesc]\n\nThis egg will hatch Laengar.","[newly_created_artifact.GetDesc]\n\nИз яйца вылупится Лейнгар.","True","[newly_created_artifact.GetDesc]\n\nИз яйца вылупится Лейнгар.","localization/replace/russian/agot/agot_artifacts/dp_artifacts_l_russian.yml","50","False",,,,,"True"
"dragon_egg_aerea_1_ui_desc","localization/replace/english/agot/agot_artifacts/mde_artifacts_l_english.yml","134","This egg will hatch Laengar.","Из этого яйца вылупится Лейнгар.","True","This egg will hatch Laengar.","localization/replace/russian/agot/agot_artifacts/dp_artifacts_l_russian.yml","121","True",,,,,"True"
"dragon_egg_aerea_2_desc","localization/replace/english/agot/agot_artifacts/mde_artifacts_l_english.yml","64","[newly_created_artifact.GetDesc]\n\nThis egg will hatch Moonfyre.","[newly_created_artifact.GetDesc]\n\nИз яйца вылупится Лунный Огонь.","True","[newly_created_artifact.GetDesc]\n\nИз яйца вылупится Лунное Пламя.","localization/replace/russian/agot/agot_artifacts/dp_artifacts_l_russian.yml","51","False",,,,,"True"
"dragon_egg_aerea_2_ui_desc","localization/replace/english/agot/agot_artifacts/mde_artifacts_l_english.yml","135","This egg will hatch Moonfyre.","Из этого яйца вылупится Лунный Огонь.","True","This egg will hatch Moonfyre.","localization/replace/russian/agot/agot_artifacts/dp_artifacts_l_russian.yml","122","True",,,,,"True"
"dragon_egg_aerea_3_desc","localization/replace/english/agot/agot_artifacts/mde_artifacts_l_english.yml","65","[newly_created_artifact.GetDesc]\n\nThis egg will hatch Adereon.","[newly_created_artifact.GetDesc]\n\nИз яйца вылупится Адереон.","True","[newly_created_artifact.GetDesc]\n\nИз яйца вылупится Адереон.","localization/replace/russian/agot/agot_artifacts/dp_artifacts_l_russian.yml","52","False",,,,,"True"
"dragon_egg_aerea_3_ui_desc","localization/replace/english/agot/agot_artifacts/mde_artifacts_l_english.yml","136","This egg will hatch Adereon.","Из этого яйца вылупится Адереон.","True","This egg will hatch Adereon.","localization/replace/russian/agot/agot_artifacts/dp_artifacts_l_russian.yml","123","True",,,,,"True"
"dragon_egg_alive_or_dead","localization/replace/english/agot/agot_artifacts/mde_artifacts_l_english.yml","230","[AddLocalizationIf(GetScriptedGui('mde_egg_is_dud').IsShown( GuiScope.SetRoot( GetPlayer.MakeScope ).AddScope( 'this_egg', Artifact.MakeScope ).End ), 'dragon_egg_dud')]Dragon Egg","","False",,,,"False",,,,,"False"
"dragon_egg_anogaros_desc","localization/replace/english/agot/agot_artifacts/mde_artifacts_l_english.yml","15","[newly_created_artifact.GetDesc]\n\nThis egg will hatch Anogaros.","[newly_created_artifact.GetDesc]\n\nИз яйца вылупится Аногарос.","True","[newly_created_artifact.GetDesc]\n\nИз яйца вылупится Аногарос.","localization/replace/russian/agot/agot_artifacts/dp_artifacts_l_russian.yml","4","False",,,,,"True"
"dragon_egg_anogaros_ui_desc","localization/replace/english/agot/agot_artifacts/mde_artifacts_l_english.yml","88","This egg will hatch Anogaros.","Из этого яйца вылупится Аногарос.","True","This egg will hatch Anogaros.","localization/replace/russian/agot/agot_artifacts/dp_artifacts_l_russian.yml","75","True",,,,,"True"
"dragon_egg_archonei_desc","localization/replace/english/agot/agot_artifacts/mde_artifacts_l_english.yml","17","[newly_created_artifact.GetDesc]\n\nThis egg will hatch Archonei.","[newly_created_artifact.GetDesc]\n\nИз яйца вылупится Архоней.","True","[newly_created_artifact.GetDesc]\n\nИз яйца вылупится Архоней.","localization/replace/russian/agot/agot_artifacts/dp_artifacts_l_russian.yml","6","False",,,,,"True"
"dragon_egg_archonei_ui_desc","localization/replace/english/agot/agot_artifacts/mde_artifacts_l_english.yml","90","This egg will hatch Archonei.","Из этого яйца вылупится Архоней.","True","This egg will hatch Archonei.","localization/replace/russian/agot/agot_artifacts/dp_artifacts_l_russian.yml","77","True",,,,,"True"
"dragon_egg_arrax_desc","localization/replace/english/agot/agot_artifacts/mde_artifacts_l_english.yml","32","[newly_created_artifact.GetDesc]\n\nThis egg will hatch Arrax.","[newly_created_artifact.GetDesc]\n\nИз яйца вылупится Арракс.","True","[newly_created_artifact.GetDesc]\n\nИз яйца вылупится Арракс.","localization/replace/russian/agot/agot_artifacts/dp_artifacts_l_russian.yml","21","False",,,,,"True"
"dragon_egg_arrax_ui_desc","localization/replace/english/agot/agot_artifacts/mde_artifacts_l_english.yml","105","This egg will hatch Arrax.","Из этого яйца вылупится Арракс.","True","This egg will hatch Arrax.","localization/replace/russian/agot/agot_artifacts/dp_artifacts_l_russian.yml","92","True",,,,,"True"
"dragon_egg_balerion_desc","localization/replace/english/agot/agot_artifacts/mde_artifacts_l_english.yml","18","[newly_created_artifact.GetDesc]\n\nThis egg will hatch Balerion.","[newly_created_artifact.GetDesc]\n\nИз яйца вылупится Балерион.","True","[newly_created_artifact.GetDesc]\n\nИз яйца вылупится Балерион.","localization/replace/russian/agot/agot_artifacts/dp_artifacts_l_russian.yml","7","False",,,,,"True"
"dragon_egg_balerion_ui_desc","localization/replace/english/agot/agot_artifacts/mde_artifacts_l_english.yml","91","This egg will hatch Balerion.","Из этого яйца вылупится Балерион.","True","This egg will hatch Balerion.","localization/replace/russian/agot/agot_artifacts/dp_artifacts_l_russian.yml","78","True",,,,,"True"
"dragon_egg_cannibal_desc","localization/replace/english/agot/agot_artifacts/mde_artifacts_l_english.yml","42","[newly_created_artifact.GetDesc]\n\nThis egg will hatch Cannibal.","[newly_created_artifact.GetDesc]\n\nИз яйца вылупится Каннибал.","True","[newly_created_artifact.GetDesc]\n\nИз яйца вылупится Каннибал.","localization/replace/russian/agot/agot_artifacts/dp_artifacts_l_russian.yml","31","False",,,,,"True"
"dragon_egg_cannibal_ui_desc","localization/replace/english/agot/agot_artifacts/mde_artifacts_l_english.yml","115","This egg will hatch Cannibal.","Из этого яйца вылупится Каннибал.","True","This egg will hatch Cannibal.","localization/replace/russian/agot/agot_artifacts/dp_artifacts_l_russian.yml","102","True",,,,,"True"
"dragon_egg_caraxes_desc","localization/replace/english/agot/agot_artifacts/mde_artifacts_l_english.yml","22","[newly_created_artifact.GetDesc]\n\nThis egg will hatch Caraxes.","[newly_created_artifact.GetDesc]\n\nИз яйца вылупится Караксес.","True","[newly_created_artifact.GetDesc]\n\nИз яйца вылупится Караксес.","localization/replace/russian/agot/agot_artifacts/dp_artifacts_l_russian.yml","11","False",,,,,"True"
"dragon_egg_caraxes_ui_desc","localization/replace/english/agot/agot_artifacts/mde_artifacts_l_english.yml","95","This egg will hatch Caraxes.","Из этого яйца вылупится Караксес.","True","This egg will hatch Caraxes.","localization/replace/russian/agot/agot_artifacts/dp_artifacts_l_russian.yml","82","True",,,,,"True"
"dragon_egg_daenerys_1_desc","localization/replace/english/agot/agot_artifacts/mde_artifacts_l_english.yml","66","[newly_created_artifact.GetDesc]\n\nThis egg will hatch Hurax.","[newly_created_artifact.GetDesc]\n\nИз яйца вылупится Харакс.","True","[newly_created_artifact.GetDesc]\n\nИз яйца вылупится Хуракс.","localization/replace/russian/agot/agot_artifacts/dp_artifacts_l_russian.yml","53","False",,,,,"True"
"dragon_egg_daenerys_1_ui_desc","localization/replace/english/agot/agot_artifacts/mde_artifacts_l_english.yml","137","This egg will hatch Hurax.","Из этого яйца вылупится Харакс.","True","This egg will hatch Hurax.","localization/replace/russian/agot/agot_artifacts/dp_artifacts_l_russian.yml","124","True",,,,,"True"
"dragon_egg_dragon_ancestor_1_desc","localization/replace/english/agot/agot_artifacts/mde_artifacts_l_english.yml","80","[newly_created_artifact.GetDesc]\n\nThis egg will hatch Vaedar.","[newly_created_artifact.GetDesc]\n\nИз яйца вылупится Вейдар.","True","[newly_created_artifact.GetDesc]\n\nИз яйца вылупится Вейдар.","localization/replace/russian/agot/agot_artifacts/dp_artifacts_l_russian.yml","67","False",,,,,"True"
"dragon_egg_dragon_ancestor_1_ui_desc","localization/replace/english/agot/agot_artifacts/mde_artifacts_l_english.yml","151","This egg will hatch Vaedar.","Из этого яйца вылупится Вейдар.","True","This egg will hatch Vaedar.","localization/replace/russian/agot/agot_artifacts/dp_artifacts_l_russian.yml","138","True",,,,,"True"
"dragon_egg_dragon_ancestor_2_desc","localization/replace/english/agot/agot_artifacts/mde_artifacts_l_english.yml","81","[newly_created_artifact.GetDesc]\n\nThis egg will hatch Vezojaes.","[newly_created_artifact.GetDesc]\n\nИз яйца вылупится Везойес.","True","[newly_created_artifact.GetDesc]\n\nИз яйца вылупится Везояес.","localization/replace/russian/agot/agot_artifacts/dp_artifacts_l_russian.yml","68","False",,,,,"True"
"dragon_egg_dragon_ancestor_2_ui_desc","localization/replace/english/agot/agot_artifacts/mde_artifacts_l_english.yml","152","This egg will hatch Vezojaes.","Из этого яйца вылупится Везойес.","True","This egg will hatch Vezojaes.","localization/replace/russian/agot/agot_artifacts/dp_artifacts_l_russian.yml","139","True",,,,,"True"
"dragon_egg_dragon_ancestor_3_desc","localization/replace/english/agot/agot_artifacts/mde_artifacts_l_english.yml","82","[newly_created_artifact.GetDesc]\n\nThis egg will hatch Falkael.","[newly_created_artifact.GetDesc]\n\nИз яйца вылупится Фалкейль.","True","[newly_created_artifact.GetDesc]\n\nИз яйца вылупится Фалькаэль.","localization/replace/russian/agot/agot_artifacts/dp_artifacts_l_russian.yml","69","False",,,,,"True"
"dragon_egg_dragon_ancestor_3_ui_desc","localization/replace/english/agot/agot_artifacts/mde_artifacts_l_english.yml","153","This egg will hatch Falkael.","Из этого яйца вылупится Фалкейль.","True","This egg will hatch Falkael.","localization/replace/russian/agot/agot_artifacts/dp_artifacts_l_russian.yml","140","True",,,,,"True"
"dragon_egg_dragon_ancestor_4_desc","localization/replace/english/agot/agot_artifacts/mde_artifacts_l_english.yml","83","[newly_created_artifact.GetDesc]\n\nThis egg will hatch Peldion.","[newly_created_artifact.GetDesc]\n\nИз яйца вылупится Пельдион.","True","[newly_created_artifact.GetDesc]\n\nИз яйца вылупится Пелдион.","localization/replace/russian/agot/agot_artifacts/dp_artifacts_l_russian.yml","70","False",,,,,"True"
"dragon_egg_dragon_ancestor_4_ui_desc","localization/replace/english/agot/agot_artifacts/mde_artifacts_l_english.yml","154","This egg will hatch Peldion.","Из этого яйца вылупится Пельдион.","True","This egg will hatch Peldion.","localization/replace/russian/agot/agot_artifacts/dp_artifacts_l_russian.yml","141","True",,,,,"True"
"dragon_egg_dragon_ancestor_5_desc","localization/replace/english/agot/agot_artifacts/mde_artifacts_l_english.yml","84","[newly_created_artifact.GetDesc]\n\nThis egg will hatch Volon.","[newly_created_artifact.GetDesc]\n\nИз яйца вылупится Волон.","True","[newly_created_artifact.GetDesc]\n\nИз яйца вылупится Волон.","localization/replace/russian/agot/agot_artifacts/dp_artifacts_l_russian.yml","71","False",,,,,"True"
"dragon_egg_dragon_ancestor_5_ui_desc","localization/replace/english/agot/agot_artifacts/mde_artifacts_l_english.yml","155","This egg will hatch Volon.","Из этого яйца вылупится Волон.","True","This egg will hatch Volon.","localization/replace/russian/agot/agot_artifacts/dp_artifacts_l_russian.yml","142","True",,,,,"True"
"dragon_egg_dragon_ancestor_6_desc","localization/replace/english/agot/agot_artifacts/mde_artifacts_l_english.yml","85","[newly_created_artifact.GetDesc]\n\nThis egg will hatch Telarion.","[newly_created_artifact.GetDesc]\n\nИз яйца вылупится Теларион.","True","[newly_created_artifact.GetDesc]\n\nИз яйца вылупится Теларион.","localization/replace/russian/agot/agot_artifacts/dp_artifacts_l_russian.yml","72","False",,,,,"True"
"dragon_egg_dragon_ancestor_6_ui_desc","localization/replace/english/agot/agot_artifacts/mde_artifacts_l_english.yml","156","This egg will hatch Telarion.","Из этого яйца вылупится Теларион.","True","This egg will hatch Telarion.","localization/replace/russian/agot/agot_artifacts/dp_artifacts_l_russian.yml","143","True",,,,,"True"
"dragon_egg_dreamfyre_desc","localization/replace/english/agot/agot_artifacts/mde_artifacts_l_english.yml","24","[newly_created_artifact.GetDesc]\n\nThis egg will hatch Dreamfyre.","[newly_created_artifact.GetDesc]\n\nИз яйца вылупится Пламенная Мечта.","True","[newly_created_artifact.GetDesc]\n\nИз яйца вылупится Пламенная мечта.","localization/replace/russian/agot/agot_artifacts/dp_artifacts_l_russian.yml","13","False",,,,,"True"
"dragon_egg_dreamfyre_ui_desc","localization/replace/english/agot/agot_artifacts/mde_artifacts_l_english.yml","97","This egg will hatch Dreamfyre.","Из этого яйца вылупится Пламенная Мечта.","True","This egg will hatch Dreamfyre.","localization/replace/russian/agot/agot_artifacts/dp_artifacts_l_russian.yml","84","True",,,,,"True"
"dragon_egg_drogon_desc","localization/replace/english/agot/agot_artifacts/mde_artifacts_l_english.yml","45","[newly_created_artifact.GetDesc]\n\nThis egg will hatch Drogon.","[newly_created_artifact.GetDesc]\n\nИз яйца вылупится Дрогон.","True","[newly_created_artifact.GetDesc]\n\nИз яйца вылупится Дрогон.","localization/replace/russian/agot/agot_artifacts/dp_artifacts_l_russian.yml","34","False",,,,,"True"
"dragon_egg_drogon_ui_desc","localization/replace/english/agot/agot_artifacts/mde_artifacts_l_english.yml","118","This egg will hatch Drogon.","Из этого яйца вылупится Дрогон.","True","This egg will hatch Drogon.","localization/replace/russian/agot/agot_artifacts/dp_artifacts_l_russian.yml","105","True",,,,,"True"
"dragon_egg_dud","localization/replace/english/agot/agot_artifacts/mde_artifacts_l_english.yml","231","Petrified ","","False",,,,"False",,,,,"False"
"dragon_egg_embryo_desc","localization/replace/english/agot/agot_artifacts/mde_artifacts_l_english.yml","7","[Artifact.Custom('mde_dragon_embryo_name')]","","False",,,,"False",,,,,"False"
"dragon_egg_essovius_desc","localization/replace/english/agot/agot_artifacts/mde_artifacts_l_english.yml","70","[newly_created_artifact.GetDesc]\n\nThis egg will hatch Essovius.","[newly_created_artifact.GetDesc]\n\nИз яйца вылупится Эссовиус.","True","[newly_created_artifact.GetDesc]\n\nИз яйца вылупится Эссовиус.","localization/replace/russian/agot/agot_artifacts/dp_artifacts_l_russian.yml","57","False",,,,,"True"
"dragon_egg_essovius_ui_desc","localization/replace/english/agot/agot_artifacts/mde_artifacts_l_english.yml","141","This egg will hatch Essovius.","Из этого яйца вылупится Эссовиус.","True","This egg will hatch Essovius.","localization/replace/russian/agot/agot_artifacts/dp_artifacts_l_russian.yml","128","True",,,,,"True"
"dragon_egg_ghiscar_desc","localization/replace/english/agot/agot_artifacts/mde_artifacts_l_english.yml","72","[newly_created_artifact.GetDesc]\n\nThis egg will hatch Ghiscar.","[newly_created_artifact.GetDesc]\n\nИз яйца вылупится Гискар.","True","[newly_created_artifact.GetDesc]\n\nИз яйца вылупится Гискар.","localization/replace/russian/agot/agot_artifacts/dp_artifacts_l_russian.yml","59","False",,,,,"True"
"dragon_egg_ghiscar_ui_desc","localization/replace/english/agot/agot_artifacts/mde_artifacts_l_english.yml","143","This egg will hatch Ghiscar.","Из этого яйца вылупится Гискар.","True","This egg will hatch Ghiscar.","localization/replace/russian/agot/agot_artifacts/dp_artifacts_l_russian.yml","130","True",,,,,"True"
"dragon_egg_grey_ghost_desc","localization/replace/english/agot/agot_artifacts/mde_artifacts_l_english.yml","44","[newly_created_artifact.GetDesc]\n\nThis egg will hatch Grey Ghost.","[newly_created_artifact.GetDesc]\n\nИз яйца вылупится Серый Призрак.","True","[newly_created_artifact.GetDesc]\n\nИз яйца вылупится Серый Призрак.","localization/replace/russian/agot/agot_artifacts/dp_artifacts_l_russian.yml","33","False",,,,,"True"
"dragon_egg_grey_ghost_ui_desc","localization/replace/english/agot/agot_artifacts/mde_artifacts_l_english.yml","117","This egg will hatch Grey Ghost.","Из этого яйца вылупится Серый Призрак.","True","This egg will hatch Grey Ghost.","localization/replace/russian/agot/agot_artifacts/dp_artifacts_l_russian.yml","104","True",,,,,"True"
"dragon_egg_laena_1_desc","localization/replace/english/agot/agot_artifacts/mde_artifacts_l_english.yml","60","[newly_created_artifact.GetDesc]\n\nThis egg will hatch Starhunter.","","False",,,,"False",,,,,"False"
"dragon_egg_maegor_10_desc","localization/replace/english/agot/agot_artifacts/mde_artifacts_l_english.yml","57","[newly_created_artifact.GetDesc]\n\nThis egg will hatch Tallfyre.","[newly_created_artifact.GetDesc]\n\nИз яйца вылупится Высокий Огонь.","True","[newly_created_artifact.GetDesc]\n\nИз яйца вылупится Таллфайр.","localization/replace/russian/agot/agot_artifacts/dp_artifacts_l_russian.yml","46","False",,,,,"True"
"dragon_egg_maegor_10_ui_desc","localization/replace/english/agot/agot_artifacts/mde_artifacts_l_english.yml","130","This egg will hatch Tallfyre.","Из этого яйца вылупится Высокий Огонь.","True","This egg will hatch Tallfyre.","localization/replace/russian/agot/agot_artifacts/dp_artifacts_l_russian.yml","117","True",,,,,"True"
"dragon_egg_maegor_11_desc","localization/replace/english/agot/agot_artifacts/mde_artifacts_l_english.yml","58","[newly_created_artifact.GetDesc]\n\nThis egg will hatch Zuvdar.","[newly_created_artifact.GetDesc]\n\nИз яйца вылупится Зувдар.","True","[newly_created_artifact.GetDesc]\n\nИз яйца вылупится Зувдар.","localization/replace/russian/agot/agot_artifacts/dp_artifacts_l_russian.yml","47","False",,,,,"True"
"dragon_egg_maegor_11_ui_desc","localization/replace/english/agot/agot_artifacts/mde_artifacts_l_english.yml","131","This egg will hatch Zuvdar.","Из этого яйца вылупится Зувдар.","True","This egg will hatch Zuvdar.","localization/replace/russian/agot/agot_artifacts/dp_artifacts_l_russian.yml","118","True",,,,,"True"
"dragon_egg_maegor_12_desc","localization/replace/english/agot/agot_artifacts/mde_artifacts_l_english.yml","59","[newly_created_artifact.GetDesc]\n\nThis egg will hatch Greyscale.","","False",,,,"False",,,,,"False"
"dragon_egg_maegor_2_desc","localization/replace/english/agot/agot_artifacts/mde_artifacts_l_english.yml","49","[newly_created_artifact.GetDesc]\n\nThis egg will hatch Lorcan.","[newly_created_artifact.GetDesc]\n\nИз яйца вылупится Лоркан.","True","[newly_created_artifact.GetDesc]\n\nTИз яйца вылупится Лоркон.","localization/replace/russian/agot/agot_artifacts/dp_artifacts_l_russian.yml","38","False",,,,,"True"
"dragon_egg_maegor_2_ui_desc","localization/replace/english/agot/agot_artifacts/mde_artifacts_l_english.yml","122","This egg will hatch Lorcan.","Из этого яйца вылупится Лоркан.","True","This egg will hatch Lorcan.","localization/replace/russian/agot/agot_artifacts/dp_artifacts_l_russian.yml","109","True",,,,,"True"
"dragon_egg_maegor_3_desc","localization/replace/english/agot/agot_artifacts/mde_artifacts_l_english.yml","50","[newly_created_artifact.GetDesc]\n\nThis egg will hatch Orion.","[newly_created_artifact.GetDesc]\n\nИз яйца вылупится Орион.","True","[newly_created_artifact.GetDesc]\n\nИз яйца вылупится Орион.","localization/replace/russian/agot/agot_artifacts/dp_artifacts_l_russian.yml","39","False",,,,,"True"
"dragon_egg_maegor_3_ui_desc","localization/replace/english/agot/agot_artifacts/mde_artifacts_l_english.yml","123","This egg will hatch Orion.","Из этого яйца вылупится Орион.","True","This egg will hatch Orion.","localization/replace/russian/agot/agot_artifacts/dp_artifacts_l_russian.yml","110","True",,,,,"True"
"dragon_egg_maegor_4_desc","localization/replace/english/agot/agot_artifacts/mde_artifacts_l_english.yml","51","[newly_created_artifact.GetDesc]\n\nThis egg will hatch Blackfyre.","[newly_created_artifact.GetDesc]\n\nИз яйца вылупится Чёрное Пламя.","True","[newly_created_artifact.GetDesc]\n\nИз яйца вылупится Черное Пламя.","localization/replace/russian/agot/agot_artifacts/dp_artifacts_l_russian.yml","40","False",,,,,"True"
"dragon_egg_maegor_4_ui_desc","localization/replace/english/agot/agot_artifacts/mde_artifacts_l_english.yml","124","This egg will hatch Blackfyre.","Из этого яйца вылупится Чёрное Пламя.","True","This egg will hatch Blackfyre.","localization/replace/russian/agot/agot_artifacts/dp_artifacts_l_russian.yml","111","True",,,,,"True"
"dragon_egg_maegor_5_desc","localization/replace/english/agot/agot_artifacts/mde_artifacts_l_english.yml","52","[newly_created_artifact.GetDesc]\n\nThis egg will hatch Ryax.","[newly_created_artifact.GetDesc]\n\nИз яйца вылупится Риакс.","True","[newly_created_artifact.GetDesc]\n\nИз яйца вылупится Райакс.","localization/replace/russian/agot/agot_artifacts/dp_artifacts_l_russian.yml","41","False",,,,,"True"
"dragon_egg_maegor_5_ui_desc","localization/replace/english/agot/agot_artifacts/mde_artifacts_l_english.yml","125","This egg will hatch Ryax.","Из этого яйца вылупится Риакс.","True","This egg will hatch Ryax.","localization/replace/russian/agot/agot_artifacts/dp_artifacts_l_russian.yml","112","True",,,,,"True"
"dragon_egg_maegor_6_desc","localization/replace/english/agot/agot_artifacts/mde_artifacts_l_english.yml","53","[newly_created_artifact.GetDesc]\n\nThis egg will hatch Morghon.","[newly_created_artifact.GetDesc]\n\nИз яйца вылупится Моргон.","True","[newly_created_artifact.GetDesc]\n\nИз яйца вылупится Моргон.","localization/replace/russian/agot/agot_artifacts/dp_artifacts_l_russian.yml","42","False",,,,,"True"
"dragon_egg_maegor_6_ui_desc","localization/replace/english/agot/agot_artifacts/mde_artifacts_l_english.yml","126","This egg will hatch Morghon.","Из этого яйца вылупится Моргон.","True","This egg will hatch Morghon.","localization/replace/russian/agot/agot_artifacts/dp_artifacts_l_russian.yml","113","True",,,,,"True"
