"Key","File","Line","Text","ExternalTranslation"
"mde_dragon_eggs_events.0007.desc","localization/replace/russian/more_dragon_eggs_events_l_russian.yml","42","На скалах Драконьего Камня я нахожу пещеру. Свет струится через жилу обсидиана, указывая путь.\n\nВ конце тоннеля лежит яйцо, освещенное лучом света! Прикоснувшись, я чувствую, как время ускоряется, а свет гаснет. Едва успев схватить яйцо, я выбегаю из пещеры до наступления тьмы.\n\nС тяжелым дыханием я стою снаружи, сжимая драконье яйцо!","Я поднимаюсь высоко по скалам Драконьего Камня; грохот волн внизу смешивается с глухим рокотом вулкана. Вскоре я замечаю узкий проход — идеальное начало для исследования пещер.\n\nПеребравшись через каменный гребень, я следую за светом, льющимся по скалам. От главного зала уходит несколько ходов, но луч пробивается только через единственную жилу обсидиана, словно указывая путь. Я иду за ним — и не верю глазам.\n\nВ центре зала лежит яйцо; свет обрывается прямо над ним! Но стоит мне прикоснуться к нему, как время напоминает о себе: луч начинает меркнуть. Я едва успеваю схватить яйцо и броситься прочь, прежде чем тьма запечатывает выход.\n\nТяжело дыша, я выбираюсь наружу с яйцом в руках!"
"mde_dragon_eggs_events.0007.desc_missing","localization/replace/russian/more_dragon_eggs_events_l_russian.yml","43","Я поднимаюсь высоко на скалы Драконьего Камня, где грохот волн, разбивающихся о камни внизу, смешивается с медленным рокотом вулкана. Во время прогулки я нахожу небольшой проход — идеальное место для начала исследования пещер.\n\nПеребравшись через каменный гребень, я следую за светом, струящимся между скал. От главного зала отходят несколько проходов, но свет проникает лишь через одну обсидиановую жилу, словно указывая путь. Я следую ему и не верю своим глазам.\n\nВ центре комнаты лежит кладка яиц, и свет заканчивается прямо над ней! Но как только я прикасаюсь к ним, течение времени дает о себе знать, и свет начинает меркнуть. Я едва успеваю схватить яйца и выбежать из пещеры до того, как свет полностью погаснет, оставив меня в темноте.\n\nТяжело дыша от усилий, я выбираюсь из пещеры с яйцами в руках! Я нашел [aegon_ii.GetNamePossessive] пропавшие драконьи яйца, последний раз виденные с [valarr.GetName]!","Я поднимаюсь высоко по скалам Драконьего Камня; грохот волн внизу смешивается с глухим рокотом вулкана. Вскоре я замечаю узкий проход — идеальное начало для исследования пещер.\n\nПеребравшись через каменный гребень, я следую за светом, льющимся по скалам. От главного зала уходит несколько ходов, но луч пробивается только через единственную жилу обсидиана, словно указывая путь. Я иду за ним — и не верю глазам.\n\nВ центре зала лежит кладка яиц; свет обрывается прямо над ней! Но стоит мне прикоснуться к яйцам, как время напоминает о себе: луч начинает меркнуть. Я едва успеваю схватить их и броситься прочь, прежде чем тьма запечатывает выход.\n\nТяжело дыша, я выбираюсь наружу с яйцами в руках! Я нашёл пропавшие драконьи яйца [aegon_ii.GetNamePossessive] — те самые, что в последний раз видели у [valarr.GetName]!"
"mde_dragon_eggs_events.0007.tt","localization/replace/russian/more_dragon_eggs_events_l_russian.yml","45","Вы получили Драконье Яйцо!","Вы получили драконье яйцо!"
"mde_dragon_eggs_events.0008.t","localization/replace/russian/more_dragon_eggs_events_l_russian.yml","47","Знания о драконах: Руины Пряного Города","Драконьи знания: Руины Спайстауна"
"mde_dragon_eggs_events.0008.desc","localization/replace/russian/more_dragon_eggs_events_l_russian.yml","48","Битва в Горле была одним из многих печально известных сражений во время Танца Драконов — гражданской войны Таргариенов, которая ослабила их могущество. Между Зелеными и Триархией был заключен союз, завершившийся ударом огромной армады по веларионской блокаде Горла — стратегической узости, перекрывавшей снабжение Королевской Гавани.\n\nБитва завершилась пирровой победой Черных, сумевших удержать блокаду и разгромить армаду Триархии ценой огромных потерь. Принц [jaecaerys.GetName] и его дракон [vermax.GetName] погибли, а Пряный Город был сожжен дотла. Легенды гласят, что [jaecaerys.GetNamePossessive] обещал, [baela.GetName] и её дракон [moondancer.GetName] вместе скорбели на руинах.","Битва при Глотке стала одним из самых печально известных сражений Танца Драконов — гражданской войны Таргариенов, ослабившей их могущество. Союз зелёных с Триархией завершился ударом огромной армады по веларионской блокаде Глотки — стратегической узости, перекрывавшей снабжение Королевской Гавани.\n\nБитва обернулась пирровой победой чёрных: им удалось удержать блокаду и разгромить армаду Триархии, но цена оказалась страшной. Принц [jaecaerys.GetName] и его дракон [vermax.GetName] погибли, а Спайстаун был сожжён дотла. Легенды гласят, что невеста [jaecaerys.GetNamePossessive], [baela.GetName], и её дракон [moondancer.GetName] вместе скорбели среди руин."
"mde_dragon_eggs_events.0008.a","localization/replace/russian/more_dragon_eggs_events_l_russian.yml","49","Зловещая трагедия.","Трагедия, от которой веет холодом."
"mde_dragon_eggs_events.0009.t","localization/replace/russian/more_dragon_eggs_events_l_russian.yml","51","Знания о драконах: В глубине руин Пряного Города","Драконьи знания: В глубине руин Спайстауна"
"mde_dragon_eggs_events.0009.desc","localization/replace/russian/more_dragon_eggs_events_l_russian.yml","52","Мрачная атмосфера руин Пряного Города тяготит меня, и я решаю задержаться здесь для исследования.\n\nБродя среди полуразрушенных строений, я нахожу обгоревший участок большого здания, нетронутый со времен разрушения. Перебирая камни на полу, я замечаю в углу глаза мерцание цвета — резкий контраст с черно-серыми тонами разрухи вокруг.\n\nЯ выкапываю цветные камни из земли и с изумлением смотрю на то, что держу в руках. Драконье яйцо! Слухи о скорбящей [moondancer.GetName] оказались правдой — я нашел её яйцо!","Мрачные руины Спайстауна тяготят меня, и я решаю задержаться здесь, чтобы осмотреть их внимательнее.\n\nБродя среди полуразрушенных строений, я нахожу большой обгоревший участок, нетронутый со времён разрушения. Перебирая камни на полу, я краем глаза замечаю цветное мерцание — резкий контраст с чёрно-серой разрухой вокруг.\n\nЯ выкапываю цветные камни из земли и с изумлением смотрю на то, что держу в руках. Драконье яйцо! Слухи о скорбящей [moondancer.GetName] оказались правдой — я нашёл её яйцо."
"mde_dragon_eggs_events.0009.a","localization/replace/russian/more_dragon_eggs_events_l_russian.yml","53","Проблеск света в трагедии!","Проблеск света среди трагедии."
"mde_dragon_eggs_events.0010.t","localization/replace/russian/more_dragon_eggs_events_l_russian.yml","55","Знания о драконах: Кости Нагги","Драконьи знания: Кости Нагги"
"mde_dragon_eggs_events.0010.desc","localization/replace/russian/more_dragon_eggs_events_l_russian.yml","56","Тысячи лет назад, в Эпоху Героев, множество легенд родилось из фантастических событий того древнего времени. Наиболее значимая из них — легенда о [nagga.GetName], чьи огромные кости стали местом культурного поклонения железнорожденных. Здесь находился трон [grey_king.GetName] и веками проводились королевские сходки.\n\nСказания железнорожденных гласят, что [nagga.GetName] была первым морским драконом, питавшимся левиафанами и кракенами, чья ярость была столь велика, что она могла потопить целые острова. Эти подвиги лишь мифологизируют мощь [grey_king.GetName], убившего чудовище, построившего из её костей чертог, обогретый её живым огнем, сделавшего трон из её челюсти и корону из её зубов.\n\nСейчас это место зловеще тихо, но исполинские кости вселяют мегалофобный ужас.","Тысячи лет назад, в Век Героев, многие легенды родились из чудес и ужасов той древней поры. Величайшая из них — легенда о [nagga.GetName], чьи огромные кости стали священным местом для железнорождённых. Здесь стоял трон [grey_king.GetName], и здесь веками проводились королевские веча.\n\nСказания железнорождённых гласят, что [nagga.GetName] была первым морским драконом, питалась левиафанами и кракенами, а её ярость была так велика, что она могла топить целые острова. Эти подвиги лишь возвеличили славу [grey_king.GetName]: он убил чудовище, воздвиг чертог из её костей, обогрел его её живым огнём, сделал трон из её челюсти, а корону — из зубов.\n\nТеперь здесь зловеще тихо, но исполинские кости всё ещё внушают первобытный ужас."
"mde_dragon_eggs_events.0011.t","localization/replace/russian/more_dragon_eggs_events_l_russian.yml","59","Знания о драконах: Древняя королевская сходка","Драконьи знания: Древнее королевское вече"
"mde_dragon_eggs_events.0011.desc","localization/replace/russian/more_dragon_eggs_events_l_russian.yml","60","Кажется судьбой, что я посетил жуткие останки великого чудовища [nagga.GetName] в день с небывало низким отливом, случающимся раз в жизни.\n\nХотя железнорожденные предупреждают, что такие отливы — знак опасности, что-то зовет меня из глубин, темное и неодолимое. Я последую зову судьбы и почти интуитивно иду к обнажившемуся берегу, ступая по следам древней королевской сходки. У воды я нахожу древнее оружие, покрытое ржавчиной, кораллами и ракушками. Я погружаюсь в глубины, крестя себя солью, позволяя морю наполнить легкие.\n\nТеряю сознание, последнее воспоминание — что-то могучее, возможно, некое существо, и что-то в руках. Очнувшись, я нахожу себя на песчаном берегу с сияющим кобальтово-синим драконьим яйцом рядом!","Кажется судьбой, что я оказался у жутких останков великого чудовища [nagga.GetName] в день небывало низкого отлива — такого, что случается раз в жизни.\n\nЖелезнорождённые называют подобные отливы дурным знаком, но из глубины меня зовёт нечто тёмное и неодолимое. Я подчиняюсь этому зову и почти инстинктивно иду к обнажившемуся берегу, ступая по следам древнего королевского веча. У воды лежит древнее оружие, покрытое ржавчиной, кораллами и ракушками. Я погружаюсь в глубину, крестя себя солью и позволяя морю наполнить лёгкие.\n\nЯ теряю сознание. Последнее, что помню, — нечто могущественное, быть может, существо... и что-то в моих руках. Очнувшись, я лежу на песчаном берегу, а рядом сияет кобальтово-синее драконье яйцо."
"mde_dragon_eggs_events.0011.b","localization/replace/russian/more_dragon_eggs_events_l_russian.yml","62","Утонувший Бог дарует!  @drownedgod_icon!","Утонувший бог дарует! @drownedgod_icon!"
"mde_dragon_eggs_events.0012.t","localization/replace/russian/more_dragon_eggs_events_l_russian.yml","64","Знания о драконах: Болт в Адском Замке","Драконьи знания: Болт в Пекле"
"mde_dragon_eggs_events.0012.desc","localization/replace/russian/more_dragon_eggs_events_l_russian.yml","65","Долго я странствовал по знойным пустыням Дорна, и путь вдали от Дюнных Дорог стал мучительным. Ближайший замок, Адский Замок, дарует лишь призрачную передышку, но выбора нет. При приближении к замку серные испарения от ближайших серных источников и гейзеров застилают солнце, лишь делая воздух горячее. Я замечаю, что главная башня не восстановлена со времен Завоевания.\n\nРазрушение стало следствием гибели всадницы дракона [rhaenys.GetName] и её дракона [meraxes.GetName]. Во время кампании по усмирению дорнийцев [rhaenys.GetName] сжигала замки драконьим пламенем. Уллеры из Адского Замка сделали невозможное — выстрелом скорпиона пробили глаз [meraxes.GetName], отправив всадницу и дракона в смертельное падение. Кости [meraxes.GetNamePossessive] торчат из остекленевшего песка.","Долго я странствовал по знойным пустыням Дорна, и путь вдали от Дюнных дорог стал мучительным. Ближайшая крепость, Пекло, сулит лишь призрачную передышку, но выбора нет. По мере приближения серные испарения из соседних источников и гейзеров застилают солнце, лишь усиливая жар. Я замечаю, что главная башня так и не была восстановлена со времён Завоевания.\n\nРазрушение стало следствием гибели всадницы дракона [rhaenys.GetName] и её дракона [meraxes.GetName]. Во время кампании по усмирению дорнийцев [rhaenys.GetName] сжигала замки драконьим пламенем. Уллеры из Пекла сделали невозможное: выстрелом скорпиона пробили глаз [meraxes.GetName], отправив всадницу и дракона в смертельное падение. Останки дракона [meraxes.GetName] торчат из остекленевшего песка."
"mde_dragon_eggs_events.0013.t","localization/replace/russian/more_dragon_eggs_events_l_russian.yml","68","Знания о драконах: Сквозь драконье стекло","Драконьи знания: Сквозь драконье стекло"
"mde_dragon_eggs_events.0013.desc","localization/replace/russian/more_dragon_eggs_events_l_russian.yml","69","Осматривая скелет [meraxes.GetNamePossessive], я потрясен силой драконьего пламени. Окружающая земля — сплошное стекло из расплавленного песка, в основном темное и непрозрачное.\n\nНо под свежими слоями грязи стекло становится чище. Я безумно копаю, ища самый прозрачный участок.\n\nПосле часов поисков я нахожу стекло, сквозь которое видно золотисто-серебристое мерцание. Прикрыв находку, я возвращаюсь под покровом темноты с киркой и раскапываю сокровище: драконье яйцо!","Осматривая скелет дракона [meraxes.GetName], я потрясён силой драконьего пламени. Окружающая земля — сплошное стекло из расплавленного песка, по большей части тёмное и непрозрачное.\n\nНо под свежими слоями грязи стекло становится чище. Охваченный одержимостью, я ищу самый прозрачный участок.\n\nПосле часов поисков я нахожу стекло, сквозь которое пробивается золотисто-серебристое мерцание. Прикрыв находку, я возвращаюсь под покровом темноты с киркой и раскапываю сокровище: драконье яйцо!"
"mde_dragon_eggs_events.0014.t","localization/replace/russian/more_dragon_eggs_events_l_russian.yml","72","Знания о драконах: Садовник стеклянной сферы","Драконьи знания: Садовник стеклянной сферы"
"mde_dragon_eggs_events.0014.desc","localization/replace/russian/more_dragon_eggs_events_l_russian.yml","73","После Рока драконовладык осталось мало. Лишь благодаря магическому предвидению Дейнис Грезовидицы Таргариены сохранили свою плоть из огня. Хотя сразу после Рока были и другие.\n\n[jaehaelor.GetName] — землевладелец и драконоводец Валирийской Вольной Гавани, летавший на драконе [pythax.GetName], был ученым с особым интересом к ботанике, писавшим о теплицах-сферах в самой Валирии.\n\nКогда Рок потряс небо и землю, [jaehaelor.GetName] собирал образцы в лесах Квохора. Он пролетел над этим местом по пути в Старый Волантис, где провел остаток жизни, воссоздавая по памяти свои сады. Его дракон [pythax.GetName] вскоре погиб, отказавшись от еды. [jaehaelor.GetName] умер вскоре после, вмешавшись в порку раба на Длинном Мосту.","После Рока осталось мало драконовладык. Лишь благодаря магическому предвидению Дейнис Сновидицы дом Таргариенов сумел удержать свою плоть из огня. Но сразу после Рока были и другие.\n\nДжейхелор Матэрион был землевладельцем и драконоводцем Валирийского Фригольда. Он летал на драконе [pythax.GetName] и, судя по его трудам о стеклянных оранжереях-сферах самой Валирии, был учёным с особым даром к ботанике.\n\nКогда Рок потряс небо и землю, Джейхелор Матэрион собирал образцы в лесах Квохора. По пути из Квохора в Старый Волантис он пролетел над этим самым местом, а остаток жизни посвятил тому, чтобы восстановить по памяти свои сады. Его дракон [pythax.GetName] вскоре погиб, отказавшись от еды. Сам Джейхелор Матэрион умер вскоре после этого, вмешавшись в порку раба на Длинном мосту."
"mde_dragon_eggs_events.0015.t","localization/replace/russian/more_dragon_eggs_events_l_russian.yml","76","Знания о драконах: Оставлено в спешке","Драконьи знания: Оставлено в спешке"
"mde_dragon_eggs_events.0015.desc","localization/replace/russian/more_dragon_eggs_events_l_russian.yml","77","Известно, что он разбивал лагерь именно здесь, но следов не осталось. Продираясь сквозь заросли в поисках места для лагеря, я нахожу предметы, явно принадлежавшие знатному жителю Вольной Гавани.\n\nИду по хаотичному следу разбросанных валирийских артефактов огромной ценности. Но почти полностью зарытый в грязи и замаскированный землей, я нахожу нетронутый сундук, явно оставленный в спешке.\n\nС огромным трудом я выкапываю сундук и взламываю окаменевшие петли, обнаруживая сокровище ценнее всех окружающих трофеев. Драконье яйцо!","Известно, что он разбивал лагерь именно здесь, но следов почти не осталось. Продираясь сквозь густые заросли в поисках места для собственного лагеря, я нахожу предметы, явно принадлежавшие знатному выходцу из Фригольда.\n\nЯ иду по хаотичному следу разбросанных валирийских артефактов — каждый из них, несомненно, стоит целое состояние. Но в грязи, почти полностью зарытый и замаскированный землёй, лежит нетронутый сундук, явно оставленный в спешке.\n\nС огромным трудом я выкапываю сундук и срываю его с окаменевших петель. Внутри обнаруживается сокровище ценнее всех окружающих трофеев: драконье яйцо!"
"mde_dragon_eggs_events.0015.a","localization/replace/russian/more_dragon_eggs_events_l_russian.yml","78","Последний дар [jaehaelor.GetNamePossessiveNoTooltip]!","Последний дар Стеклянного Садовника!"
"mde_dragon_eggs_events.0016.t","localization/replace/russian/more_dragon_eggs_events_l_russian.yml","80","Знания о драконах: Император, которого не было","Драконьи знания: Император, которого не было"
"mde_dragon_eggs_events.0016.desc","localization/replace/russian/more_dragon_eggs_events_l_russian.yml","81","После Рока драконовладык осталось мало. Лишь благодаря магическому предвидению Дейнис Грезовидицы Таргариены сохранили свою плоть из огня. Хотя сразу после Рока были и другие.\n\n[oreo.GetName] был, пожалуй, самым известным из них. Аврион Вальерис — могущественный драконоводец Валирийской Вольной Гавани. Когда Рок потряс небо и землю, Аврион Вальерис находился в Квохоре. Осознав, что никто не может сравниться с его силой, он собрал войско в 30 000 человек и провозгласил себя первым Императором Валирии. Аврион Вальерис, его грозный дракон [vassarion.GetName] и великое войско двинулись на юг из Квохора, чтобы отвоевать Валирию, не встретив сопротивления. Но как только они вошли в зону Рока, их больше никто не видел.","После Рока осталось мало драконовладык. Лишь благодаря магическому предвидению Дейнис Сновидицы дом Таргариенов сумел удержать свою плоть из огня. Но сразу после Рока были и другие.\n\nАурион Варезис был, пожалуй, самым известным из них: могущественный драконовладыка Валирийского Фригольда, оказавшийся в Квохоре, когда Рок потряс небо и землю. Поняв, что теперь никто не способен сравниться с его силой, Аурион Варезис собрал войско в 30 000 человек и провозгласил себя первым императором Валирии. Аурион Варезис, его грозный дракон [vassarion.GetName] и великое войско двинулись на юг из Квохора, чтобы отвоевать Валирию, не встретив сопротивления. Но едва они вошли в земли Рока, их больше никто не видел."
"mde_dragon_eggs_events.0017.t","localization/replace/russian/more_dragon_eggs_events_l_russian.yml","84","Знания о драконах: Золотое яйцо","Драконьи знания: Золотое яйцо"
"mde_dragon_eggs_events.0017.desc","localization/replace/russian/more_dragon_eggs_events_l_russian.yml","85","Известно, что его войско разбивало лагерь здесь по пути из Квохора в Валирию. Спустя столько времени осталось мало свидетельств. Однако сохранилась валирийская статуя, созданная членами Императорской армии в память о погибших в катастрофе — вероятно, дальних и ныне утраченных семьях солдат.\n\nВалирийские письмена высечены не огнем, а грубо металлом, и я различаю фразу о чем-то внизу. Доверяя инстинкту, я копаю под статуей и нахожу тайник с оружием и нечто большее — золотое драконье яйцо!","Известно, что его войско разбивало лагерь здесь по пути из Квохора в Валирию. По прошествии стольких лет следов почти не осталось. Однако сохранилась валирийская статуя, созданная воинами Императорской армии в память о погибших в катастрофе — вероятно, об их далёких и ныне утраченных семьях.\n\nВалирийские письмена здесь высечены не огнём, а грубо, металлом, и я едва различаю фразу о чём-то внизу. Доверившись инстинкту, я копаю под статуей и нахожу тайник с оружием — и нечто куда более ценное: золотое драконье яйцо!"
"mde_dragon_eggs_events.0017.a","localization/replace/russian/more_dragon_eggs_events_l_russian.yml","86","Освобождено из рук мертвых!","Вырвано из мёртвых рук!"
"agot_dragon_maintenance.0800.dragonpits","localization/replace/russian/more_dragon_eggs_events_l_russian.yml","96","Показать активные драконьи логова","Показать действующие драконьи ямы"
"SHOW_DRAGONPITS","localization/replace/russian/more_dragon_eggs_events_l_russian.yml","100","#T Показать драконьи логова\n#!Отображает активные [dragonpits|E] и связанные с ними меню.","#T Показать драконьи ямы\n#!Показывает действующие [Concept('dragonpits', 'драконьи ямы')|E] и связанные с ними меню."
"SHOW_DRAGONS","localization/replace/russian/more_dragon_eggs_events_l_russian.yml","101","#T Показать драконов\n#!Отображает живых [dragons_plural|E] и связанные с ними меню.","#T Показать драконов\n#!Показывает живых [Concept('dragons_plural', 'драконов')|E] и связанные с ними меню."
"SHOW_EGGS","localization/replace/russian/more_dragon_eggs_events_l_russian.yml","102","#T Показать драконьи яйца\n#!Отображает существующие яйца [dragon|E] и связанные с ними меню.","#T Показать драконьи яйца\n#!Показывает существующие [Concept('dragon', 'драконьи яйца')|E] и связанные с ними меню."
"TRAVEL_POINT_OF_INTEREST_TT_more_dragon_eggs_poi_dragonlore","localization/replace/russian/more_dragon_eggs_events_l_russian.yml","104","Место, имеющее драконовское значение","Место, связанное с драконами"
"agot_filler_crownlands.0004.t","localization/replace/russian/more_dragon_eggs_events_l_russian.yml","109","День на Драконьем Камне: Дары Прошлого","День на Драконьем Камне: Дары прошлого"
"agot_filler_crownlands.0004.desc","localization/replace/russian/more_dragon_eggs_events_l_russian.yml","110","Поднимаюсь по скалам Драконьего Камня. Грохот волн смешивается с глухим рокотом вулкана. Заметив узкий проход, начинаю исследовать пещеру.\n\nСвет, пробивающийся через жилу обсидиана, ведет меня вглубь. В центре зала, освещенная лучом, лежит яйцо! Прикоснувшись, чувствую как свет меркнет — время на исходе. Едва успеваю схватить яйцо и выбежать до наступления тьмы.\n\nЗадыхаясь, выбираюсь на поверхность с драгоценной ношей!","Я поднимаюсь высоко по скалам Драконьего Камня; грохот волн внизу смешивается с глухим рокотом вулкана. Вскоре я замечаю узкий проход — идеальное начало для исследования пещер.\n\nПеребравшись через каменный гребень, я следую за светом, льющимся по скалам. От главного зала уходит несколько ходов, но луч пробивается только через единственную жилу обсидиана, словно указывая путь. Я иду за ним — и не верю глазам.\n\nВ центре зала лежит яйцо; свет обрывается прямо над ним! Но стоит мне прикоснуться к нему, как время напоминает о себе: луч начинает меркнуть. Я едва успеваю схватить яйцо и броситься прочь, прежде чем тьма запечатывает выход.\n\nТяжело дыша, я выбираюсь наружу с яйцом в руках!"
"agot_filler_crownlands.0004.tt","localization/replace/russian/more_dragon_eggs_events_l_russian.yml","112","Вы получили Драконье Яйцо [artifact|E]","Вы получили [Concept('artifact', 'артефакт')|E]: драконье яйцо"
"agot_ninepenny.0035.b.tt","localization/replace/russian/more_dragon_eggs_events_l_russian.yml","117","#italic Королевство Тарт будет переименовано в Сапфировые Острова!","#italic Королевство Тарт будет переименовано в Сапфировые острова!#!"
"a_crown_for_a_king_decision_desc","localization/replace/russian/more_dragon_eggs_events_l_russian.yml","120","Визерис недостоин быть королем Семи Королевств, но есть тот, кто достоин...","Визерис недостоин быть королём Семи Королевств, но есть тот, кто достоин..."
"a_crown_for_a_king_decision_tooltip","localization/replace/russian/more_dragon_eggs_events_l_russian.yml","122","@warning_icon!#X Это сместит Визериса как главу Таргариенов в изгнании!#","@warning_icon!#X Это сместит Визериса с места главы Таргариенов в изгнании!#!"
"agot_ruins.2001.d","localization/replace/russian/more_dragon_eggs_events_l_russian.yml","130","Руины Пряного Города давно окутаны зловещей мрачностью. Простолюдины рассказывают, что он заброшен так давно, что стал пристанищем проклятых духов. Из-за суеверий восстановление идет с трудом. Но перспектива вернуть городу былую славу центра торговли и золота мотивирует.\n\nСегодня усилия окупились! При раскопках последних руин, считавшихся проклятыми и нетронутыми со времен Битвы в Горле, в обгоревшем здании нашли драконье яйцо!","Руины Спайстауна давно окутаны зловещей мрачностью. Простолюдины рассказывают, что он заброшен так давно, что стал пристанищем проклятых духов. Из-за суеверий восстановление идёт с трудом. Но надежда вернуть городу былую славу центра торговли и золота придаёт сил.\n\nСегодня труды окупились! При раскопках последних руин, считавшихся проклятыми и нетронутыми со времён Битвы при Глотке, в обгоревшем здании нашли драконье яйцо!"
"agot_ruins.2002.d","localization/replace/russian/more_dragon_eggs_events_l_russian.yml","135","Мой вассал [egg_giver.GetName] нашел яйцо при восстановлении руин Пряного Города! Что лучше, он предложил его нам как законным хранителям!","Мой вассал [egg_giver.GetName] находит яйцо при восстановлении руин Спайстауна! Более того, он предлагает его нам как законным хранителям."
"mde_canon_dragon_clutch_events.0001.t","localization/replace/russian/more_dragon_eggs_events_l_russian.yml","139","[dragon_parent.GetNameNoTooltip] принес кладку!@historical_character_icon_small!","Новая кладка от [dragon_parent.GetNameNoTooltip]!@historical_character_icon_small!"
"rule_use_dragon_pit_mover","localization/replace/russian/more_dragon_eggs_gamerules_l_russian.yml","3","@dragon_destined_icon! More Dragon Eggs — Использовать MDE Dragonpit Mover","@mde_icon!@dragon_majestic_icon!More Dragon Eggs — перемещение в драконью яму"
"setting_use_dragon_pit_mover_no","localization/replace/russian/more_dragon_eggs_gamerules_l_russian.yml","4","Настройки базовой игры AGOT","Базовые настройки AGOT"
"setting_use_dragon_pit_mover_yes","localization/replace/russian/more_dragon_eggs_gamerules_l_russian.yml","5","@dragon_destined_icon! More Dragon Eggs","@mde_icon!More Dragon Eggs"
"setting_use_dragon_pit_mover_no_desc","localization/replace/russian/more_dragon_eggs_gamerules_l_russian.yml","7","Отключает функции мода 'More Dragon Eggs'. В базовой игре аналога нет.","Отключает добавленную More Dragon Eggs функцию. В базовом AGOT её аналога нет."
"setting_use_dragon_pit_mover_yes_desc","localization/replace/russian/more_dragon_eggs_gamerules_l_russian.yml","8","Включает меню Dragonpit Mover от мода 'More Dragon Eggs'.","Включает меню перемещения драконов между драконьими ямами из More Dragon Eggs."
"rule_can_hatch_multiple_dragons","localization/replace/russian/more_dragon_eggs_gamerules_l_russian.yml","19","@dragon_destined_icon! More Dragon Eggs — Вылупление нескольких яиц в церемонии","@mde_icon!@hatching_icon!Выведение нескольких драконов за церемонию"
"setting_can_hatch_multiple_dragons_no","localization/replace/russian/more_dragon_eggs_gamerules_l_russian.yml","20","Будет невозможно","Невозможно"
"setting_can_hatch_multiple_dragons_yes_5_percent","localization/replace/russian/more_dragon_eggs_gamerules_l_russian.yml","21","Yes - 5% Chance Each","Да — 5% для каждого яйца"
"setting_can_hatch_multiple_dragons_yes_25_percent","localization/replace/russian/more_dragon_eggs_gamerules_l_russian.yml","22","Yes - 25% Chance Each","Да — 25% для каждого яйца"
"setting_can_hatch_multiple_dragons_yes_50_percent","localization/replace/russian/more_dragon_eggs_gamerules_l_russian.yml","23","Yes - 50% Chance Each","Да — 50% для каждого яйца"
"setting_can_hatch_multiple_dragons_yes_75_percent","localization/replace/russian/more_dragon_eggs_gamerules_l_russian.yml","24","Yes - 75% Chance Each","Да — 75% для каждого яйца"
"setting_can_hatch_multiple_dragons_yes_95_percent","localization/replace/russian/more_dragon_eggs_gamerules_l_russian.yml","25","Yes - 95% Chance Each","Да — 95% для каждого яйца"
"setting_can_hatch_multiple_dragons_yes_all","localization/replace/russian/more_dragon_eggs_gamerules_l_russian.yml","26","All Eggs Will Hatch","Все яйца дадут драконов"
"setting_can_hatch_multiple_dragons_no_desc","localization/replace/russian/more_dragon_eggs_gamerules_l_russian.yml","28","Только выбранное яйцо может вылупиться. Остальные яйца не получат шанса.","При успешной церемонии дракон появится только из выбранного яйца. Остальные яйца не получат шанса."
"setting_can_hatch_multiple_dragons_yes_5_percent_desc","localization/replace/russian/more_dragon_eggs_gamerules_l_russian.yml","29","There will be a 5% chance that any other egg than the selected one will hatch from a successful hatching.","При успешной церемонии каждое яйцо, кроме выбранного, получит 5% шанс дать дракона."
"setting_can_hatch_multiple_dragons_yes_25_percent_desc","localization/replace/russian/more_dragon_eggs_gamerules_l_russian.yml","30","There will be a 25% chance that any other egg than the selected one will hatch from a successful hatching.","При успешной церемонии каждое яйцо, кроме выбранного, получит 25% шанс дать дракона."
"setting_can_hatch_multiple_dragons_yes_50_percent_desc","localization/replace/russian/more_dragon_eggs_gamerules_l_russian.yml","31","There will be a 50% chance that any other egg than the selected one will hatch from a successful hatching.","При успешной церемонии каждое яйцо, кроме выбранного, получит 50% шанс дать дракона."
"setting_can_hatch_multiple_dragons_yes_75_percent_desc","localization/replace/russian/more_dragon_eggs_gamerules_l_russian.yml","32","There will be a 75% chance that any other egg than the selected one will hatch from a successful hatching.","При успешной церемонии каждое яйцо, кроме выбранного, получит 75% шанс дать дракона."
"setting_can_hatch_multiple_dragons_yes_95_percent_desc","localization/replace/russian/more_dragon_eggs_gamerules_l_russian.yml","33","There will be a 95% chance that any other egg than the selected one will hatch from a successful hatching.","При успешной церемонии каждое яйцо, кроме выбранного, получит 95% шанс дать дракона."
"setting_can_hatch_multiple_dragons_yes_all_desc","localization/replace/russian/more_dragon_eggs_gamerules_l_russian.yml","34","Every dragon egg in the character's inventory will hatch into an owned dragon in a successful hatching.","При успешной церемонии из каждого драконьего яйца в инвентаре персонажа появится принадлежащий ему дракон."
"rule_dragon_hatching_success_chance","localization/replace/russian/more_dragon_eggs_gamerules_l_russian.yml","36","@dragon_destined_icon! More Dragon Eggs - Шанс успешного вылупления","@mde_icon!@hatching_icon!Шанс успешного выведения дракона"
"setting_dragon_hatching_not","localization/replace/russian/more_dragon_eggs_gamerules_l_russian.yml","39","Провал","Неудача"
"setting_dragon_hatching_guaranteed_desc","localization/replace/russian/more_dragon_eggs_gamerules_l_russian.yml","41","Активность по вылуплению всегда завершится успехом.","Церемония выведения дракона всегда завершится успехом."
"setting_dragon_hatching_normal_desc","localization/replace/russian/more_dragon_eggs_gamerules_l_russian.yml","42","Стандартные шансы успеха/провала вылупления.","Церемония выведения дракона использует стандартные шансы успеха и провала."
