Category,Gene,DNA,File,LogLine,Component,Message
dna_unknown_gene,gene_bs_eye_fold_2,Tarly_asoiaf_3,common/dna_data/test_dna_reach.txt,1544,portraitcontext.cpp:184,No gene with key: gene_bs_eye_fold_2 in group human at file: common/dna_data/test_dna_reach.txt line: 2811 (Tarly_asoiaf_3)
dna_unknown_gene,gene_eye_size,Florent_asoiaf_8,common/dna_data/test_dna_reach.txt,1545,portraitcontext.cpp:184,No gene with key: gene_eye_size in group human at file: common/dna_data/test_dna_reach.txt line: 3792 (Florent_asoiaf_8)
dna_unknown_gene,gene_eye_shut_top,Florent_asoiaf_8,common/dna_data/test_dna_reach.txt,1546,portraitcontext.cpp:184,No gene with key: gene_eye_shut_top in group human at file: common/dna_data/test_dna_reach.txt line: 3793 (Florent_asoiaf_8)
dna_unknown_gene,gene_eye_shut_bottom,Florent_asoiaf_8,common/dna_data/test_dna_reach.txt,1547,portraitcontext.cpp:184,No gene with key: gene_eye_shut_bottom in group human at file: common/dna_data/test_dna_reach.txt line: 3794 (Florent_asoiaf_8)
dna_unknown_gene,gene_bs_eye_fold_2,Florent_asoiaf_8,common/dna_data/test_dna_reach.txt,1548,portraitcontext.cpp:184,No gene with key: gene_bs_eye_fold_2 in group human at file: common/dna_data/test_dna_reach.txt line: 3804 (Florent_asoiaf_8)
dna_unknown_gene,gene_eye_size,Hightower_asoiaf_3,common/dna_data/test_dna_reach.txt,1549,portraitcontext.cpp:184,No gene with key: gene_eye_size in group human at file: common/dna_data/test_dna_reach.txt line: 5595 (Hightower_asoiaf_3)
dna_unknown_gene,gene_eye_shut_top,Hightower_asoiaf_3,common/dna_data/test_dna_reach.txt,1550,portraitcontext.cpp:184,No gene with key: gene_eye_shut_top in group human at file: common/dna_data/test_dna_reach.txt line: 5596 (Hightower_asoiaf_3)
dna_unknown_gene,gene_eye_shut_bottom,Hightower_asoiaf_3,common/dna_data/test_dna_reach.txt,1551,portraitcontext.cpp:184,No gene with key: gene_eye_shut_bottom in group human at file: common/dna_data/test_dna_reach.txt line: 5597 (Hightower_asoiaf_3)
dna_unknown_gene,gene_eye_size,Hightower_asoiaf_5,common/dna_data/test_dna_reach.txt,1552,portraitcontext.cpp:184,No gene with key: gene_eye_size in group human at file: common/dna_data/test_dna_reach.txt line: 5804 (Hightower_asoiaf_5)
dna_unknown_gene,gene_eye_shut_top,Hightower_asoiaf_5,common/dna_data/test_dna_reach.txt,1553,portraitcontext.cpp:184,No gene with key: gene_eye_shut_top in group human at file: common/dna_data/test_dna_reach.txt line: 5805 (Hightower_asoiaf_5)
dna_unknown_gene,gene_eye_shut_bottom,Hightower_asoiaf_5,common/dna_data/test_dna_reach.txt,1554,portraitcontext.cpp:184,No gene with key: gene_eye_shut_bottom in group human at file: common/dna_data/test_dna_reach.txt line: 5806 (Hightower_asoiaf_5)
dna_unknown_gene,gene_eye_size,Hightower_asoiaf_7,common/dna_data/test_dna_reach.txt,1555,portraitcontext.cpp:184,No gene with key: gene_eye_size in group human at file: common/dna_data/test_dna_reach.txt line: 6013 (Hightower_asoiaf_7)
dna_unknown_gene,gene_eye_shut_top,Hightower_asoiaf_7,common/dna_data/test_dna_reach.txt,1556,portraitcontext.cpp:184,No gene with key: gene_eye_shut_top in group human at file: common/dna_data/test_dna_reach.txt line: 6014 (Hightower_asoiaf_7)
dna_unknown_gene,gene_eye_shut_bottom,Hightower_asoiaf_7,common/dna_data/test_dna_reach.txt,1557,portraitcontext.cpp:184,No gene with key: gene_eye_shut_bottom in group human at file: common/dna_data/test_dna_reach.txt line: 6015 (Hightower_asoiaf_7)
dna_unknown_gene,gene_eye_size,Hightower_asoiaf_9,common/dna_data/test_dna_reach.txt,1558,portraitcontext.cpp:184,No gene with key: gene_eye_size in group human at file: common/dna_data/test_dna_reach.txt line: 6222 (Hightower_asoiaf_9)
dna_unknown_gene,gene_eye_shut_top,Hightower_asoiaf_9,common/dna_data/test_dna_reach.txt,1559,portraitcontext.cpp:184,No gene with key: gene_eye_shut_top in group human at file: common/dna_data/test_dna_reach.txt line: 6223 (Hightower_asoiaf_9)
dna_unknown_gene,gene_eye_shut_bottom,Hightower_asoiaf_9,common/dna_data/test_dna_reach.txt,1560,portraitcontext.cpp:184,No gene with key: gene_eye_shut_bottom in group human at file: common/dna_data/test_dna_reach.txt line: 6224 (Hightower_asoiaf_9)
dna_unknown_gene,gene_bs_eye_fold_2,Hightower_asoiaf_9,common/dna_data/test_dna_reach.txt,1561,portraitcontext.cpp:184,No gene with key: gene_bs_eye_fold_2 in group human at file: common/dna_data/test_dna_reach.txt line: 6234 (Hightower_asoiaf_9)
dna_unknown_gene,gene_eye_size,Hightower_asoiaf_14,common/dna_data/test_dna_reach.txt,1562,portraitcontext.cpp:184,No gene with key: gene_eye_size in group human at file: common/dna_data/test_dna_reach.txt line: 6431 (Hightower_asoiaf_14)
dna_unknown_gene,gene_eye_shut_top,Hightower_asoiaf_14,common/dna_data/test_dna_reach.txt,1563,portraitcontext.cpp:184,No gene with key: gene_eye_shut_top in group human at file: common/dna_data/test_dna_reach.txt line: 6432 (Hightower_asoiaf_14)
dna_unknown_gene,gene_eye_shut_bottom,Hightower_asoiaf_14,common/dna_data/test_dna_reach.txt,1564,portraitcontext.cpp:184,No gene with key: gene_eye_shut_bottom in group human at file: common/dna_data/test_dna_reach.txt line: 6433 (Hightower_asoiaf_14)
dna_unknown_gene,gene_bs_eye_fold_2,Hightower_asoiaf_14,common/dna_data/test_dna_reach.txt,1565,portraitcontext.cpp:184,No gene with key: gene_bs_eye_fold_2 in group human at file: common/dna_data/test_dna_reach.txt line: 6443 (Hightower_asoiaf_14)
dna_unknown_gene,gene_eye_size,Tully_asoiaf_1,common/dna_data/test_dna_riverlands.txt,1566,portraitcontext.cpp:184,No gene with key: gene_eye_size in group human at file: common/dna_data/test_dna_riverlands.txt line: 148 (Tully_asoiaf_1)
dna_unknown_gene,gene_eye_shut_top,Tully_asoiaf_1,common/dna_data/test_dna_riverlands.txt,1567,portraitcontext.cpp:184,No gene with key: gene_eye_shut_top in group human at file: common/dna_data/test_dna_riverlands.txt line: 149 (Tully_asoiaf_1)
dna_unknown_gene,gene_eye_shut_bottom,Tully_asoiaf_1,common/dna_data/test_dna_riverlands.txt,1568,portraitcontext.cpp:184,No gene with key: gene_eye_shut_bottom in group human at file: common/dna_data/test_dna_riverlands.txt line: 150 (Tully_asoiaf_1)
dna_unknown_gene,gene_eye_size,Tully_asoiaf_4,common/dna_data/test_dna_riverlands.txt,1569,portraitcontext.cpp:184,No gene with key: gene_eye_size in group human at file: common/dna_data/test_dna_riverlands.txt line: 357 (Tully_asoiaf_4)
dna_unknown_gene,gene_eye_shut_top,Tully_asoiaf_4,common/dna_data/test_dna_riverlands.txt,1570,portraitcontext.cpp:184,No gene with key: gene_eye_shut_top in group human at file: common/dna_data/test_dna_riverlands.txt line: 358 (Tully_asoiaf_4)
dna_unknown_gene,gene_eye_shut_bottom,Tully_asoiaf_4,common/dna_data/test_dna_riverlands.txt,1571,portraitcontext.cpp:184,No gene with key: gene_eye_shut_bottom in group human at file: common/dna_data/test_dna_riverlands.txt line: 359 (Tully_asoiaf_4)
dna_unknown_gene,gene_forehead_inner_brow_width,Tully_asoiaf_4,common/dna_data/test_dna_riverlands.txt,1572,portraitcontext.cpp:184,No gene with key: gene_forehead_inner_brow_width in group human at file: common/dna_data/test_dna_riverlands.txt line: 365 (Tully_asoiaf_4)
dna_unknown_gene,gene_eye_size,Tully_asoiaf_6,common/dna_data/test_dna_riverlands.txt,1573,portraitcontext.cpp:184,No gene with key: gene_eye_size in group human at file: common/dna_data/test_dna_riverlands.txt line: 566 (Tully_asoiaf_6)
dna_unknown_gene,gene_eye_shut_top,Tully_asoiaf_6,common/dna_data/test_dna_riverlands.txt,1574,portraitcontext.cpp:184,No gene with key: gene_eye_shut_top in group human at file: common/dna_data/test_dna_riverlands.txt line: 567 (Tully_asoiaf_6)
dna_unknown_gene,gene_eye_shut_bottom,Tully_asoiaf_6,common/dna_data/test_dna_riverlands.txt,1575,portraitcontext.cpp:184,No gene with key: gene_eye_shut_bottom in group human at file: common/dna_data/test_dna_riverlands.txt line: 568 (Tully_asoiaf_6)
dna_unknown_gene,gene_forehead_inner_brow_width,Tully_asoiaf_6,common/dna_data/test_dna_riverlands.txt,1576,portraitcontext.cpp:184,No gene with key: gene_forehead_inner_brow_width in group human at file: common/dna_data/test_dna_riverlands.txt line: 574 (Tully_asoiaf_6)
dna_unknown_gene,gene_bs_eye_fold_2,Tully_asoiaf_6,common/dna_data/test_dna_riverlands.txt,1577,portraitcontext.cpp:184,No gene with key: gene_bs_eye_fold_2 in group human at file: common/dna_data/test_dna_riverlands.txt line: 578 (Tully_asoiaf_6)
dna_unknown_gene,gene_eye_size,Tully_asoiaf_7,common/dna_data/test_dna_riverlands.txt,1578,portraitcontext.cpp:184,No gene with key: gene_eye_size in group human at file: common/dna_data/test_dna_riverlands.txt line: 776 (Tully_asoiaf_7)
dna_unknown_gene,gene_eye_shut_top,Tully_asoiaf_7,common/dna_data/test_dna_riverlands.txt,1579,portraitcontext.cpp:184,No gene with key: gene_eye_shut_top in group human at file: common/dna_data/test_dna_riverlands.txt line: 777 (Tully_asoiaf_7)
dna_unknown_gene,gene_eye_shut_bottom,Tully_asoiaf_7,common/dna_data/test_dna_riverlands.txt,1580,portraitcontext.cpp:184,No gene with key: gene_eye_shut_bottom in group human at file: common/dna_data/test_dna_riverlands.txt line: 778 (Tully_asoiaf_7)
dna_unknown_gene,gene_bs_eye_fold_2,Tully_asoiaf_7,common/dna_data/test_dna_riverlands.txt,1581,portraitcontext.cpp:184,No gene with key: gene_bs_eye_fold_2 in group human at file: common/dna_data/test_dna_riverlands.txt line: 788 (Tully_asoiaf_7)
dna_unknown_gene,gene_eye_size,Tully_asoiaf_9,common/dna_data/test_dna_riverlands.txt,1582,portraitcontext.cpp:184,No gene with key: gene_eye_size in group human at file: common/dna_data/test_dna_riverlands.txt line: 985 (Tully_asoiaf_9)
dna_unknown_gene,gene_eye_shut_top,Tully_asoiaf_9,common/dna_data/test_dna_riverlands.txt,1583,portraitcontext.cpp:184,No gene with key: gene_eye_shut_top in group human at file: common/dna_data/test_dna_riverlands.txt line: 986 (Tully_asoiaf_9)
dna_unknown_gene,gene_eye_shut_bottom,Tully_asoiaf_9,common/dna_data/test_dna_riverlands.txt,1584,portraitcontext.cpp:184,No gene with key: gene_eye_shut_bottom in group human at file: common/dna_data/test_dna_riverlands.txt line: 987 (Tully_asoiaf_9)
dna_unknown_gene,gene_forehead_inner_brow_width,Tully_asoiaf_9,common/dna_data/test_dna_riverlands.txt,1585,portraitcontext.cpp:184,No gene with key: gene_forehead_inner_brow_width in group human at file: common/dna_data/test_dna_riverlands.txt line: 993 (Tully_asoiaf_9)
dna_unknown_gene,gene_bs_eye_fold_2,Tully_asoiaf_9,common/dna_data/test_dna_riverlands.txt,1586,portraitcontext.cpp:184,No gene with key: gene_bs_eye_fold_2 in group human at file: common/dna_data/test_dna_riverlands.txt line: 997 (Tully_asoiaf_9)
dna_unknown_gene,gene_bs_eye_fold_2,Strong_asoiaf_31,common/dna_data/test_dna_riverlands.txt,1587,portraitcontext.cpp:184,No gene with key: gene_bs_eye_fold_2 in group human at file: common/dna_data/test_dna_riverlands.txt line: 2014 (Strong_asoiaf_31)
dna_unknown_gene,gene_eye_size,Baratheon_asoiaf_2_1,common/dna_data/test_dna_stormlands.txt,1588,portraitcontext.cpp:184,No gene with key: gene_eye_size in group human at file: common/dna_data/test_dna_stormlands.txt line: 1940 (Baratheon_asoiaf_2_1)
dna_unknown_gene,gene_eye_shut_top,Baratheon_asoiaf_2_1,common/dna_data/test_dna_stormlands.txt,1589,portraitcontext.cpp:184,No gene with key: gene_eye_shut_top in group human at file: common/dna_data/test_dna_stormlands.txt line: 1941 (Baratheon_asoiaf_2_1)
dna_unknown_gene,gene_eye_shut_bottom,Baratheon_asoiaf_2_1,common/dna_data/test_dna_stormlands.txt,1590,portraitcontext.cpp:184,No gene with key: gene_eye_shut_bottom in group human at file: common/dna_data/test_dna_stormlands.txt line: 1942 (Baratheon_asoiaf_2_1)
dna_unknown_gene,gene_forehead_inner_brow_width,Baratheon_asoiaf_2_1,common/dna_data/test_dna_stormlands.txt,1591,portraitcontext.cpp:184,No gene with key: gene_forehead_inner_brow_width in group human at file: common/dna_data/test_dna_stormlands.txt line: 1948 (Baratheon_asoiaf_2_1)
dna_unknown_gene,gene_bs_eye_fold_2,Baratheon_asoiaf_2_1,common/dna_data/test_dna_stormlands.txt,1592,portraitcontext.cpp:184,No gene with key: gene_bs_eye_fold_2 in group human at file: common/dna_data/test_dna_stormlands.txt line: 1952 (Baratheon_asoiaf_2_1)
dna_unknown_gene,gene_bs_eye_fold_2,Baratheon_asoiaf_13,common/dna_data/test_dna_stormlands.txt,1593,portraitcontext.cpp:184,No gene with key: gene_bs_eye_fold_2 in group human at file: common/dna_data/test_dna_stormlands.txt line: 2952 (Baratheon_asoiaf_13)
dna_unknown_gene,gene_eye_size,Tarth_asoiaf_1,common/dna_data/test_dna_stormlands.txt,1594,portraitcontext.cpp:184,No gene with key: gene_eye_size in group human at file: common/dna_data/test_dna_stormlands.txt line: 3745 (Tarth_asoiaf_1)
dna_unknown_gene,gene_eye_shut_top,Tarth_asoiaf_1,common/dna_data/test_dna_stormlands.txt,1595,portraitcontext.cpp:184,No gene with key: gene_eye_shut_top in group human at file: common/dna_data/test_dna_stormlands.txt line: 3746 (Tarth_asoiaf_1)
dna_unknown_gene,gene_eye_shut_bottom,Tarth_asoiaf_1,common/dna_data/test_dna_stormlands.txt,1596,portraitcontext.cpp:184,No gene with key: gene_eye_shut_bottom in group human at file: common/dna_data/test_dna_stormlands.txt line: 3747 (Tarth_asoiaf_1)
dna_unknown_gene,gene_eye_size,Tarth_asoiaf_3,common/dna_data/test_dna_stormlands.txt,1597,portraitcontext.cpp:184,No gene with key: gene_eye_size in group human at file: common/dna_data/test_dna_stormlands.txt line: 3956 (Tarth_asoiaf_3)
dna_unknown_gene,gene_eye_shut_top,Tarth_asoiaf_3,common/dna_data/test_dna_stormlands.txt,1598,portraitcontext.cpp:184,No gene with key: gene_eye_shut_top in group human at file: common/dna_data/test_dna_stormlands.txt line: 3957 (Tarth_asoiaf_3)
dna_unknown_gene,gene_eye_shut_bottom,Tarth_asoiaf_3,common/dna_data/test_dna_stormlands.txt,1599,portraitcontext.cpp:184,No gene with key: gene_eye_shut_bottom in group human at file: common/dna_data/test_dna_stormlands.txt line: 3958 (Tarth_asoiaf_3)
dna_unknown_gene,gene_eye_size,Tarth_asoiaf_6,common/dna_data/test_dna_stormlands.txt,1600,portraitcontext.cpp:184,No gene with key: gene_eye_size in group human at file: common/dna_data/test_dna_stormlands.txt line: 4166 (Tarth_asoiaf_6)
dna_unknown_gene,gene_eye_shut_top,Tarth_asoiaf_6,common/dna_data/test_dna_stormlands.txt,1601,portraitcontext.cpp:184,No gene with key: gene_eye_shut_top in group human at file: common/dna_data/test_dna_stormlands.txt line: 4167 (Tarth_asoiaf_6)
dna_unknown_gene,gene_eye_shut_bottom,Tarth_asoiaf_6,common/dna_data/test_dna_stormlands.txt,1602,portraitcontext.cpp:184,No gene with key: gene_eye_shut_bottom in group human at file: common/dna_data/test_dna_stormlands.txt line: 4168 (Tarth_asoiaf_6)
dna_unknown_gene,gene_forehead_inner_brow_width,Tarth_asoiaf_6,common/dna_data/test_dna_stormlands.txt,1603,portraitcontext.cpp:184,No gene with key: gene_forehead_inner_brow_width in group human at file: common/dna_data/test_dna_stormlands.txt line: 4174 (Tarth_asoiaf_6)
dna_unknown_gene,gene_bs_eye_fold_2,Tarth_asoiaf_6,common/dna_data/test_dna_stormlands.txt,1604,portraitcontext.cpp:184,No gene with key: gene_bs_eye_fold_2 in group human at file: common/dna_data/test_dna_stormlands.txt line: 4178 (Tarth_asoiaf_6)
dna_unknown_gene,gene_eye_size,Selmy_asoiaf_3,common/dna_data/test_dna_stormlands.txt,1605,portraitcontext.cpp:184,No gene with key: gene_eye_size in group human at file: common/dna_data/test_dna_stormlands.txt line: 4376 (Selmy_asoiaf_3)
dna_unknown_gene,gene_eye_shut_top,Selmy_asoiaf_3,common/dna_data/test_dna_stormlands.txt,1606,portraitcontext.cpp:184,No gene with key: gene_eye_shut_top in group human at file: common/dna_data/test_dna_stormlands.txt line: 4377 (Selmy_asoiaf_3)
dna_unknown_gene,gene_eye_shut_bottom,Selmy_asoiaf_3,common/dna_data/test_dna_stormlands.txt,1607,portraitcontext.cpp:184,No gene with key: gene_eye_shut_bottom in group human at file: common/dna_data/test_dna_stormlands.txt line: 4378 (Selmy_asoiaf_3)
dna_unknown_gene,gene_bs_eye_fold_2,Selmy_asoiaf_3,common/dna_data/test_dna_stormlands.txt,1608,portraitcontext.cpp:184,No gene with key: gene_bs_eye_fold_2 in group human at file: common/dna_data/test_dna_stormlands.txt line: 4388 (Selmy_asoiaf_3)
dna_unknown_gene,gene_eye_size,Trant_asoiaf_2,common/dna_data/test_dna_stormlands.txt,1609,portraitcontext.cpp:184,No gene with key: gene_eye_size in group human at file: common/dna_data/test_dna_stormlands.txt line: 4585 (Trant_asoiaf_2)
dna_unknown_gene,gene_eye_shut_top,Trant_asoiaf_2,common/dna_data/test_dna_stormlands.txt,1610,portraitcontext.cpp:184,No gene with key: gene_eye_shut_top in group human at file: common/dna_data/test_dna_stormlands.txt line: 4586 (Trant_asoiaf_2)
dna_unknown_gene,gene_eye_shut_bottom,Trant_asoiaf_2,common/dna_data/test_dna_stormlands.txt,1611,portraitcontext.cpp:184,No gene with key: gene_eye_shut_bottom in group human at file: common/dna_data/test_dna_stormlands.txt line: 4587 (Trant_asoiaf_2)
dna_unknown_gene,gene_forehead_inner_brow_width,Trant_asoiaf_2,common/dna_data/test_dna_stormlands.txt,1612,portraitcontext.cpp:184,No gene with key: gene_forehead_inner_brow_width in group human at file: common/dna_data/test_dna_stormlands.txt line: 4593 (Trant_asoiaf_2)
dna_unknown_gene,gene_bs_eye_fold_2,Trant_asoiaf_2,common/dna_data/test_dna_stormlands.txt,1613,portraitcontext.cpp:184,No gene with key: gene_bs_eye_fold_2 in group human at file: common/dna_data/test_dna_stormlands.txt line: 4597 (Trant_asoiaf_2)
dna_unknown_gene,gene_bs_eye_fold_2,Cole_asoiaf_11,common/dna_data/test_dna_stormlands.txt,1614,portraitcontext.cpp:184,No gene with key: gene_bs_eye_fold_2 in group human at file: common/dna_data/test_dna_stormlands.txt line: 4804 (Cole_asoiaf_11)
dna_unknown_gene,gene_eye_size,Melisandre_asoiaf_1,common/dna_data/test_dna_stormlands.txt,1615,portraitcontext.cpp:184,No gene with key: gene_eye_size in group human at file: common/dna_data/test_dna_stormlands.txt line: 4999 (Melisandre_asoiaf_1)
dna_unknown_gene,gene_eye_shut_top,Melisandre_asoiaf_1,common/dna_data/test_dna_stormlands.txt,1616,portraitcontext.cpp:184,No gene with key: gene_eye_shut_top in group human at file: common/dna_data/test_dna_stormlands.txt line: 5000 (Melisandre_asoiaf_1)
dna_unknown_gene,gene_eye_shut_bottom,Melisandre_asoiaf_1,common/dna_data/test_dna_stormlands.txt,1617,portraitcontext.cpp:184,No gene with key: gene_eye_shut_bottom in group human at file: common/dna_data/test_dna_stormlands.txt line: 5001 (Melisandre_asoiaf_1)
dna_unknown_gene,gene_forehead_inner_brow_width,Melisandre_asoiaf_1,common/dna_data/test_dna_stormlands.txt,1618,portraitcontext.cpp:184,No gene with key: gene_forehead_inner_brow_width in group human at file: common/dna_data/test_dna_stormlands.txt line: 5007 (Melisandre_asoiaf_1)
dna_unknown_gene,gene_bs_eye_fold_2,Melisandre_asoiaf_1,common/dna_data/test_dna_stormlands.txt,1619,portraitcontext.cpp:184,No gene with key: gene_bs_eye_fold_2 in group human at file: common/dna_data/test_dna_stormlands.txt line: 5011 (Melisandre_asoiaf_1)
dna_unknown_gene,gene_eye_size,Seaworth_asoiaf_1,common/dna_data/test_dna_stormlands.txt,1620,portraitcontext.cpp:184,No gene with key: gene_eye_size in group human at file: common/dna_data/test_dna_stormlands.txt line: 5208 (Seaworth_asoiaf_1)
dna_unknown_gene,gene_eye_shut_top,Seaworth_asoiaf_1,common/dna_data/test_dna_stormlands.txt,1621,portraitcontext.cpp:184,No gene with key: gene_eye_shut_top in group human at file: common/dna_data/test_dna_stormlands.txt line: 5209 (Seaworth_asoiaf_1)
dna_unknown_gene,gene_eye_shut_bottom,Seaworth_asoiaf_1,common/dna_data/test_dna_stormlands.txt,1622,portraitcontext.cpp:184,No gene with key: gene_eye_shut_bottom in group human at file: common/dna_data/test_dna_stormlands.txt line: 5210 (Seaworth_asoiaf_1)
dna_unknown_gene,gene_bs_eye_fold_2,Seaworth_asoiaf_1,common/dna_data/test_dna_stormlands.txt,1623,portraitcontext.cpp:184,No gene with key: gene_bs_eye_fold_2 in group human at file: common/dna_data/test_dna_stormlands.txt line: 5220 (Seaworth_asoiaf_1)
dna_unknown_gene,gene_eye_size,Arryn_asoiaf_3,common/dna_data/test_dna_vale.txt,1624,portraitcontext.cpp:184,No gene with key: gene_eye_size in group human at file: common/dna_data/test_dna_vale.txt line: 557 (Arryn_asoiaf_3)
dna_unknown_gene,gene_eye_shut_top,Arryn_asoiaf_3,common/dna_data/test_dna_vale.txt,1625,portraitcontext.cpp:184,No gene with key: gene_eye_shut_top in group human at file: common/dna_data/test_dna_vale.txt line: 558 (Arryn_asoiaf_3)
dna_unknown_gene,gene_eye_shut_bottom,Arryn_asoiaf_3,common/dna_data/test_dna_vale.txt,1626,portraitcontext.cpp:184,No gene with key: gene_eye_shut_bottom in group human at file: common/dna_data/test_dna_vale.txt line: 559 (Arryn_asoiaf_3)
dna_unknown_gene,gene_bs_eye_fold_2,Arryn_asoiaf_3,common/dna_data/test_dna_vale.txt,1627,portraitcontext.cpp:184,No gene with key: gene_bs_eye_fold_2 in group human at file: common/dna_data/test_dna_vale.txt line: 569 (Arryn_asoiaf_3)
dna_unknown_gene,gene_eye_size,Baelish_asoiaf_2,common/dna_data/test_dna_vale.txt,1628,portraitcontext.cpp:184,No gene with key: gene_eye_size in group human at file: common/dna_data/test_dna_vale.txt line: 1559 (Baelish_asoiaf_2)
dna_unknown_gene,gene_eye_shut_top,Baelish_asoiaf_2,common/dna_data/test_dna_vale.txt,1629,portraitcontext.cpp:184,No gene with key: gene_eye_shut_top in group human at file: common/dna_data/test_dna_vale.txt line: 1560 (Baelish_asoiaf_2)
dna_unknown_gene,gene_eye_shut_bottom,Baelish_asoiaf_2,common/dna_data/test_dna_vale.txt,1630,portraitcontext.cpp:184,No gene with key: gene_eye_shut_bottom in group human at file: common/dna_data/test_dna_vale.txt line: 1561 (Baelish_asoiaf_2)
dna_unknown_gene,gene_forehead_inner_brow_width,Baelish_asoiaf_2,common/dna_data/test_dna_vale.txt,1631,portraitcontext.cpp:184,No gene with key: gene_forehead_inner_brow_width in group human at file: common/dna_data/test_dna_vale.txt line: 1567 (Baelish_asoiaf_2)
dna_unknown_gene,gene_bs_eye_fold_2,Royce_asoiaf_37,common/dna_data/test_dna_vale.txt,1632,portraitcontext.cpp:184,No gene with key: gene_bs_eye_fold_2 in group human at file: common/dna_data/test_dna_vale.txt line: 1778 (Royce_asoiaf_37)
dna_unknown_gene,gene_eye_size,Royce_asoiaf_1,common/dna_data/test_dna_vale.txt,1633,portraitcontext.cpp:184,No gene with key: gene_eye_size in group human at file: common/dna_data/test_dna_vale.txt line: 1973 (Royce_asoiaf_1)
dna_unknown_gene,gene_eye_shut_top,Royce_asoiaf_1,common/dna_data/test_dna_vale.txt,1634,portraitcontext.cpp:184,No gene with key: gene_eye_shut_top in group human at file: common/dna_data/test_dna_vale.txt line: 1974 (Royce_asoiaf_1)
dna_unknown_gene,gene_eye_shut_bottom,Royce_asoiaf_1,common/dna_data/test_dna_vale.txt,1635,portraitcontext.cpp:184,No gene with key: gene_eye_shut_bottom in group human at file: common/dna_data/test_dna_vale.txt line: 1975 (Royce_asoiaf_1)
dna_unknown_gene,gene_bs_eye_fold_2,Royce_asoiaf_1,common/dna_data/test_dna_vale.txt,1636,portraitcontext.cpp:184,No gene with key: gene_bs_eye_fold_2 in group human at file: common/dna_data/test_dna_vale.txt line: 1985 (Royce_asoiaf_1)
dna_unknown_gene,gene_bs_eye_fold_2,Targaryen_asoiaf_59,common/dna_data/test_dna_valyrian.txt,1637,portraitcontext.cpp:184,No gene with key: gene_bs_eye_fold_2 in group human at file: common/dna_data/test_dna_valyrian.txt line: 2757 (Targaryen_asoiaf_59)
dna_unknown_gene,gene_bs_eye_fold_2,Targaryen_asoiaf_63,common/dna_data/test_dna_valyrian.txt,1638,portraitcontext.cpp:184,No gene with key: gene_bs_eye_fold_2 in group human at file: common/dna_data/test_dna_valyrian.txt line: 3370 (Targaryen_asoiaf_63)
dna_unknown_gene,gene_bs_eye_fold_2,Targaryen_asoiaf_67,common/dna_data/test_dna_valyrian.txt,1639,portraitcontext.cpp:184,No gene with key: gene_bs_eye_fold_2 in group human at file: common/dna_data/test_dna_valyrian.txt line: 3985 (Targaryen_asoiaf_67)
dna_unknown_gene,gene_bs_eye_fold_2,Targaryen_asoiaf_70,common/dna_data/test_dna_valyrian.txt,1640,portraitcontext.cpp:184,No gene with key: gene_bs_eye_fold_2 in group human at file: common/dna_data/test_dna_valyrian.txt line: 4786 (Targaryen_asoiaf_70)
dna_unknown_gene,gene_bs_eye_fold_2,Targaryen_asoiaf_79,common/dna_data/test_dna_valyrian.txt,1641,portraitcontext.cpp:184,No gene with key: gene_bs_eye_fold_2 in group human at file: common/dna_data/test_dna_valyrian.txt line: 6006 (Targaryen_asoiaf_79)
dna_unknown_gene,gene_eye_size,Targaryen_asoiaf_120,common/dna_data/test_dna_valyrian.txt,1642,portraitcontext.cpp:184,No gene with key: gene_eye_size in group human at file: common/dna_data/test_dna_valyrian.txt line: 8773 (Targaryen_asoiaf_120)
dna_unknown_gene,gene_eye_shut_top,Targaryen_asoiaf_120,common/dna_data/test_dna_valyrian.txt,1643,portraitcontext.cpp:184,No gene with key: gene_eye_shut_top in group human at file: common/dna_data/test_dna_valyrian.txt line: 8774 (Targaryen_asoiaf_120)
dna_unknown_gene,gene_eye_shut_bottom,Targaryen_asoiaf_120,common/dna_data/test_dna_valyrian.txt,1644,portraitcontext.cpp:184,No gene with key: gene_eye_shut_bottom in group human at file: common/dna_data/test_dna_valyrian.txt line: 8775 (Targaryen_asoiaf_120)
dna_unknown_gene,gene_forehead_inner_brow_width,Targaryen_asoiaf_120,common/dna_data/test_dna_valyrian.txt,1645,portraitcontext.cpp:184,No gene with key: gene_forehead_inner_brow_width in group human at file: common/dna_data/test_dna_valyrian.txt line: 8781 (Targaryen_asoiaf_120)
dna_unknown_gene,gene_bs_eye_fold_2,Targaryen_asoiaf_122,common/dna_data/test_dna_valyrian.txt,1646,portraitcontext.cpp:184,No gene with key: gene_bs_eye_fold_2 in group human at file: common/dna_data/test_dna_valyrian.txt line: 8992 (Targaryen_asoiaf_122)
dna_unknown_gene,gene_bs_eye_fold_2,Targaryen_asoiaf_126,common/dna_data/test_dna_valyrian.txt,1647,portraitcontext.cpp:184,No gene with key: gene_bs_eye_fold_2 in group human at file: common/dna_data/test_dna_valyrian.txt line: 9197 (Targaryen_asoiaf_126)
dna_unknown_gene,gene_bs_eye_fold_2,Targaryen_asoiaf_hh_10,common/dna_data/test_dna_valyrian.txt,1648,portraitcontext.cpp:184,No gene with key: gene_bs_eye_fold_2 in group human at file: common/dna_data/test_dna_valyrian.txt line: 9402 (Targaryen_asoiaf_hh_10)
