LogLine,Kind,Character,File,SourceLine,SourceText,Message
10971,Missing_DNA,asoiaf_Bitov_24,history/characters/asoiaf_char_vanity.txt,3365,dna = asoiaf_Bitov_24,"Error: ""Failed to read key reference: asoiaf_Bitov_24: asoiaf_Bitov_24, near line: 3365"" in file: ""history/characters/asoiaf_char_vanity.txt"" near line: 3365"
10972,Missing_DNA,asoiaf_Bitov_rs_24,history/characters/asoiaf_char_vanity.txt,3402,dna = asoiaf_Bitov_rs_24,"Error: ""Failed to read key reference: asoiaf_Bitov_rs_24: asoiaf_Bitov_rs_24, near line: 3402"" in file: ""history/characters/asoiaf_char_vanity.txt"" near line: 3402"
10973,Missing_DNA,asoiaf_Bitov_25,history/characters/asoiaf_char_vanity.txt,3429,dna = asoiaf_Bitov_25,"Error: ""Failed to read key reference: asoiaf_Bitov_25: asoiaf_Bitov_25, near line: 3429"" in file: ""history/characters/asoiaf_char_vanity.txt"" near line: 3429"
10974,Missing_DNA,asoiaf_Bitov_26,history/characters/asoiaf_char_vanity.txt,3466,dna = asoiaf_Bitov_26,"Error: ""Failed to read key reference: asoiaf_Bitov_26: asoiaf_Bitov_26, near line: 3466"" in file: ""history/characters/asoiaf_char_vanity.txt"" near line: 3466"
10975,Missing_DNA,asoiaf_Bitov_27,history/characters/asoiaf_char_vanity.txt,3503,dna = asoiaf_Bitov_27,"Error: ""Failed to read key reference: asoiaf_Bitov_27: asoiaf_Bitov_27, near line: 3503"" in file: ""history/characters/asoiaf_char_vanity.txt"" near line: 3503"
10976,Missing_DNA,asoiaf_Bitov_28,history/characters/asoiaf_char_vanity.txt,3533,dna = asoiaf_Bitov_28,"Error: ""Failed to read key reference: asoiaf_Bitov_28: asoiaf_Bitov_28, near line: 3533"" in file: ""history/characters/asoiaf_char_vanity.txt"" near line: 3533"
10977,Missing_DNA,asoiaf_Bitov_29,history/characters/asoiaf_char_vanity.txt,3563,dna = asoiaf_Bitov_29,"Error: ""Failed to read key reference: asoiaf_Bitov_29: asoiaf_Bitov_29, near line: 3563"" in file: ""history/characters/asoiaf_char_vanity.txt"" near line: 3563"
10978,Missing_DNA,asoiaf_Bitov_rs_29,history/characters/asoiaf_char_vanity.txt,3600,dna = asoiaf_Bitov_rs_29,"Error: ""Failed to read key reference: asoiaf_Bitov_rs_29: asoiaf_Bitov_rs_29, near line: 3600"" in file: ""history/characters/asoiaf_char_vanity.txt"" near line: 3600"
10979,Missing_DNA,asoiaf_Bitov_30,history/characters/asoiaf_char_vanity.txt,3627,dna = asoiaf_Bitov_30,"Error: ""Failed to read key reference: asoiaf_Bitov_30: asoiaf_Bitov_30, near line: 3627"" in file: ""history/characters/asoiaf_char_vanity.txt"" near line: 3627"
10980,Obsolete_mystic_trait,asoiaf_Melisandre_1,history/characters/asoiaf_char_stormlands.txt,152,add_trait = lifestyle_mystic_3_history,"Script system error!
  Error: add_trait effect [ target: Not found in database class CTraitDatabase ]
  Script location: file: history/characters/asoiaf_char_stormlands.txt line: 152"
