"Stage","IssueClass","BeforeLogLine","Component","Message","PresentBefore","PresentAfter","AfterCount"
"5","Dragon_schemes","10739","jomini_script_system.cpp:303","Script system error!
  Error: start_scheme effect [ Can't start a scheme with an incompatible target type ]
  Script location: file: common/scripted_effects/asoiaf_canon_children_effects.txt line: 11833 (asoiaf_canon_children_Velaryon_35_birth_effect:after_creation)","True","False","0"
"6","Triggers_effects_and_syntax","10067","pdx_persistent_reader.cpp:216","Error: ""Unexpected token: westerman_opinion, near line: 6"" in file: ""common/modifiers/asoiaf_artifact_modifiers.txt"" near line: 6","True","False","0"
"6","Artifact_templates_and_arguments","10082","jomini_script_argument.cpp:192","Compiling source for  failed for unknown arguments: CREATOR. At file: common/scripted_effects/asoiaf_scripted_effects_artifacts.txt line: 1832 (agot_create_artifact_robertI_crown_effect)","True","False","0"
"6","Artifact_templates_and_arguments","10083","jomini_script_argument.cpp:192","Compiling source for  failed for unknown arguments: CREATOR. At file: common/scripted_effects/asoiaf_scripted_effects_artifacts.txt line: 1832 (agot_create_artifact_robertI_crown_effect)","True","False","0"
"6","Artifact_templates_and_arguments","10084","jomini_script_argument.cpp:192","Compiling source for  failed for unknown arguments: CREATOR. At file: common/scripted_effects/asoiaf_scripted_effects_artifacts.txt line: 1954 (agot_create_artifact_renly_crown_effect)","True","False","0"
"6","Artifact_templates_and_arguments","10085","jomini_script_argument.cpp:192","Compiling source for  failed for unknown arguments: CREATOR. At file: common/scripted_effects/asoiaf_scripted_effects_artifacts.txt line: 1954 (agot_create_artifact_renly_crown_effect)","True","False","0"
"6","Artifact_templates_and_arguments","10086","jomini_script_argument.cpp:192","Compiling source for  failed for unknown arguments: CREATOR. At file: common/scripted_effects/asoiaf_scripted_effects_artifacts.txt line: 2068 (agot_create_artifact_joffreyI_crown_effect)","True","False","0"
"6","Artifact_templates_and_arguments","10087","jomini_script_argument.cpp:192","Compiling source for  failed for unknown arguments: CREATOR. At file: common/scripted_effects/asoiaf_scripted_effects_artifacts.txt line: 2068 (agot_create_artifact_joffreyI_crown_effect)","True","False","0"
"6","Artifact_templates_and_arguments","10399","jomini_script_system.cpp:303","Script system error!
  Error: create_artifact effect [ Invalid artifact template 'vs_dark_sister_template' ]
  Script location: file: common/scripted_effects/asoiaf_scripted_effects_artifacts.txt line: 1233 (agot_create_artifact_vs_dark_sister_effect[args#3618947653])","True","False","0"
"6","Artifact_templates_and_arguments","10403","jomini_script_system.cpp:303","Script system error!
  Error: create_artifact effect [ Invalid artifact template 'vs_dark_sister_template' ]
  Script location: file: common/scripted_effects/asoiaf_scripted_effects_artifacts.txt line: 1261 (agot_create_artifact_vs_dark_sister_effect[args#3618947653])","True","False","0"
"6","Artifact_templates_and_arguments","10407","jomini_script_system.cpp:303","Script system error!
  Error: create_artifact effect [ Invalid artifact template 'vs_dark_sister_template' ]
  Script location: file: common/scripted_effects/asoiaf_scripted_effects_artifacts.txt line: 1291 (agot_create_artifact_vs_dark_sister_effect[args#3618947653])","True","False","0"
"6","Artifact_templates_and_arguments","10411","jomini_script_system.cpp:303","Script system error!
  Error: create_artifact effect [ Invalid artifact template 'vs_dark_sister_template' ]
  Script location: file: common/scripted_effects/asoiaf_scripted_effects_artifacts.txt line: 1233 (agot_create_artifact_vs_dark_sister_effect[args#141906969])","True","False","0"
"6","Artifact_templates_and_arguments","10415","jomini_script_system.cpp:303","Script system error!
  Error: create_artifact effect [ Invalid artifact template 'vs_dark_sister_template' ]
  Script location: file: common/scripted_effects/asoiaf_scripted_effects_artifacts.txt line: 1261 (agot_create_artifact_vs_dark_sister_effect[args#141906969])","True","False","0"
"6","Artifact_templates_and_arguments","10419","jomini_script_system.cpp:303","Script system error!
  Error: create_artifact effect [ Invalid artifact template 'vs_dark_sister_template' ]
  Script location: file: common/scripted_effects/asoiaf_scripted_effects_artifacts.txt line: 1291 (agot_create_artifact_vs_dark_sister_effect[args#141906969])","True","False","0"
"6","Artifact_templates_and_arguments","10423","jomini_script_system.cpp:303","Script system error!
  Error: create_artifact effect [ Invalid artifact template 'vs_heartsbane_template' ]
  Script location: file: common/scripted_effects/asoiaf_scripted_effects_artifacts.txt line: 235 (agot_create_artifact_vs_heartsbane_effect[args#3618947653])","True","False","0"
"6","Artifact_templates_and_arguments","10427","jomini_script_system.cpp:303","Script system error!
  Error: create_artifact effect [ Invalid artifact template 'vs_heartsbane_template' ]
  Script location: file: common/scripted_effects/asoiaf_scripted_effects_artifacts.txt line: 253 (agot_create_artifact_vs_heartsbane_effect[args#3618947653])","True","False","0"
"6","Artifact_templates_and_arguments","10431","jomini_script_system.cpp:303","Script system error!
  Error: create_artifact effect [ Invalid artifact template 'vs_ice_template' ]
  Script location: file: common/scripted_effects/asoiaf_scripted_effects_artifacts.txt line: 10 (agot_create_artifact_vs_ice_effect[args#3618947653])","True","False","0"
"6","Artifact_templates_and_arguments","10435","jomini_script_system.cpp:303","Script system error!
  Error: create_artifact effect [ Invalid artifact template 'vs_ice_template' ]
  Script location: file: common/scripted_effects/asoiaf_scripted_effects_artifacts.txt line: 30 (agot_create_artifact_vs_ice_effect[args#3618947653])","True","False","0"
"6","Artifact_templates_and_arguments","10439","jomini_script_system.cpp:303","Script system error!
  Error: create_artifact effect [ Invalid artifact template 'vs_longclaw_template' ]
  Script location: file: common/scripted_effects/asoiaf_scripted_effects_artifacts.txt line: 401 (agot_create_artifact_vs_longclaw_effect[args#3618947653])","True","False","0"
"6","Artifact_templates_and_arguments","10443","jomini_script_system.cpp:303","Script system error!
  Error: create_artifact effect [ Invalid artifact template 'vs_longclaw_template' ]
  Script location: file: common/scripted_effects/asoiaf_scripted_effects_artifacts.txt line: 421 (agot_create_artifact_vs_longclaw_effect[args#3618947653])","True","False","0"
"6","Artifact_templates_and_arguments","10463","jomini_script_system.cpp:303","Script system error!
  Error: create_artifact effect [ Invalid artifact template 'vs_widows_wail_template' ]
  Script location: file: common/scripted_effects/asoiaf_scripted_effects_artifacts.txt line: 866 (agot_create_artifact_vs_widows_wail_effect[args#2270358642])","True","False","0"
"6","Artifact_templates_and_arguments","10467","jomini_script_system.cpp:303","Script system error!
  Error: create_artifact effect [ Invalid artifact template 'vs_widows_wail_template' ]
  Script location: file: common/scripted_effects/asoiaf_scripted_effects_artifacts.txt line: 881 (agot_create_artifact_vs_widows_wail_effect[args#2270358642])","True","False","0"
"6","Artifact_templates_and_arguments","10471","jomini_script_system.cpp:303","Script system error!
  Error: create_artifact effect [ Invalid artifact template 'vs_widows_wail_template' ]
  Script location: file: common/scripted_effects/asoiaf_scripted_effects_artifacts.txt line: 866 (agot_create_artifact_vs_widows_wail_effect[args#2373236391])","True","False","0"
"6","Artifact_templates_and_arguments","10475","jomini_script_system.cpp:303","Script system error!
  Error: create_artifact effect [ Invalid artifact template 'vs_widows_wail_template' ]
  Script location: file: common/scripted_effects/asoiaf_scripted_effects_artifacts.txt line: 881 (agot_create_artifact_vs_widows_wail_effect[args#2373236391])","True","False","0"
"6","Artifact_templates_and_arguments","10479","jomini_script_system.cpp:303","Script system error!
  Error: create_artifact effect [ Invalid artifact template 'vs_oathkeeper_template' ]
  Script location: file: common/scripted_effects/asoiaf_scripted_effects_artifacts.txt line: 667 (agot_create_artifact_vs_oathkeeper_effect[args#2373236391])","True","False","0"
"6","Artifact_templates_and_arguments","10483","jomini_script_system.cpp:303","Script system error!
  Error: create_artifact effect [ Invalid artifact template 'vs_oathkeeper_template' ]
  Script location: file: common/scripted_effects/asoiaf_scripted_effects_artifacts.txt line: 682 (agot_create_artifact_vs_oathkeeper_effect[args#2373236391])","True","False","0"
"6","Artifact_templates_and_arguments","10499","jomini_script_system.cpp:303","Script system error!
  Error: create_artifact effect [ Invalid artifact template 'vs_dark_sister_template' ]
  Script location: file: common/scripted_effects/asoiaf_scripted_effects_artifacts.txt line: 1233 (agot_create_artifact_vs_dark_sister_effect[args#979117111])","True","False","0"
"6","Artifact_templates_and_arguments","10503","jomini_script_system.cpp:303","Script system error!
  Error: create_artifact effect [ Invalid artifact template 'vs_dark_sister_template' ]
  Script location: file: common/scripted_effects/asoiaf_scripted_effects_artifacts.txt line: 1261 (agot_create_artifact_vs_dark_sister_effect[args#979117111])","True","False","0"
"6","Artifact_templates_and_arguments","10507","jomini_script_system.cpp:303","Script system error!
  Error: create_artifact effect [ Invalid artifact template 'vs_dark_sister_template' ]
  Script location: file: common/scripted_effects/asoiaf_scripted_effects_artifacts.txt line: 1291 (agot_create_artifact_vs_dark_sister_effect[args#979117111])","True","False","0"
"6","Artifact_templates_and_arguments","10527","jomini_script_system.cpp:303","Script system error!
  Error: create_artifact effect [ Invalid artifact template 'vs_heartsbane_template' ]
  Script location: file: common/scripted_effects/asoiaf_scripted_effects_artifacts.txt line: 235 (agot_create_artifact_vs_heartsbane_effect[args#979117111])","True","False","0"
"6","Artifact_templates_and_arguments","10531","jomini_script_system.cpp:303","Script system error!
  Error: create_artifact effect [ Invalid artifact template 'vs_heartsbane_template' ]
  Script location: file: common/scripted_effects/asoiaf_scripted_effects_artifacts.txt line: 253 (agot_create_artifact_vs_heartsbane_effect[args#979117111])","True","False","0"
"6","Artifact_templates_and_arguments","10543","jomini_script_system.cpp:303","Script system error!
  Error: create_artifact effect [ Invalid artifact template 'vs_ice_template' ]
  Script location: file: common/scripted_effects/asoiaf_scripted_effects_artifacts.txt line: 10 (agot_create_artifact_vs_ice_effect[args#979117111])","True","False","0"
"6","Artifact_templates_and_arguments","10547","jomini_script_system.cpp:303","Script system error!
  Error: create_artifact effect [ Invalid artifact template 'vs_ice_template' ]
  Script location: file: common/scripted_effects/asoiaf_scripted_effects_artifacts.txt line: 30 (agot_create_artifact_vs_ice_effect[args#979117111])","True","False","0"
"6","Artifact_templates_and_arguments","10559","jomini_script_system.cpp:303","Script system error!
  Error: create_artifact effect [ Invalid artifact template 'vs_longclaw_template' ]
  Script location: file: common/scripted_effects/asoiaf_scripted_effects_artifacts.txt line: 401 (agot_create_artifact_vs_longclaw_effect[args#979117111])","True","False","0"
"6","Artifact_templates_and_arguments","10571","jomini_script_system.cpp:303","Script system error!
  Error: create_artifact effect [ Invalid artifact template 'vs_longclaw_template' ]
  Script location: file: common/scripted_effects/asoiaf_scripted_effects_artifacts.txt line: 421 (agot_create_artifact_vs_longclaw_effect[args#979117111])","True","False","0"
"6","Artifact_templates_and_arguments","10743","jomini_script_system.cpp:303","Script system error!
  Error: create_artifact effect [ Invalid artifact template 'vs_oathkeeper_template' ]
  Script location: file: common/scripted_effects/asoiaf_scripted_effects_artifacts.txt line: 717 (asoiaf_create_artifact_oathkeeper_effect_decision[args#1247474068])","True","False","0"
"6","Artifact_templates_and_arguments","10747","jomini_script_system.cpp:303","Script system error!
  Error: create_artifact effect [ Invalid artifact template 'vs_oathkeeper_template' ]
  Script location: file: common/scripted_effects/asoiaf_scripted_effects_artifacts.txt line: 737 (asoiaf_create_artifact_oathkeeper_effect_decision[args#1247474068])","True","False","0"
"6","Artifact_templates_and_arguments","10751","jomini_script_system.cpp:303","Script system error!
  Error: create_artifact effect [ Invalid artifact template 'vs_widows_wail_template' ]
  Script location: file: common/scripted_effects/asoiaf_scripted_effects_artifacts.txt line: 916 (asoiaf_create_artifact_widows_wail_effect_decision[args#1247474068])","True","False","0"
"6","Artifact_templates_and_arguments","10755","jomini_script_system.cpp:303","Script system error!
  Error: create_artifact effect [ Invalid artifact template 'vs_widows_wail_template' ]
  Script location: file: common/scripted_effects/asoiaf_scripted_effects_artifacts.txt line: 936 (asoiaf_create_artifact_widows_wail_effect_decision[args#1247474068])","True","False","0"
"6","Artifact_templates_and_arguments","10759","jomini_script_system.cpp:303","Script system error!
  Error: create_artifact effect [ Invalid artifact template 'vs_widows_wail_template' ]
  Script location: file: common/scripted_effects/asoiaf_scripted_effects_artifacts.txt line: 785 (agot_create_artifact_vs_widows_wail_historical_effect[args#2425720076])","True","False","0"
"6","Artifact_templates_and_arguments","10763","jomini_script_system.cpp:303","Script system error!
  Error: create_artifact effect [ Invalid artifact template 'vs_widows_wail_template' ]
  Script location: file: common/scripted_effects/asoiaf_scripted_effects_artifacts.txt line: 805 (agot_create_artifact_vs_widows_wail_historical_effect[args#2425720076])","True","False","0"
"6","Artifact_templates_and_arguments","10783","jomini_script_system.cpp:303","Script system error!
  Error: create_artifact effect [ Invalid artifact template 'vs_longclaw_template' ]
  Script location: file: common/scripted_effects/asoiaf_scripted_effects_artifacts.txt line: 401 (agot_create_artifact_vs_longclaw_effect[args#2425720076])","True","False","0"
"6","Artifact_templates_and_arguments","10787","jomini_script_system.cpp:303","Script system error!
  Error: create_artifact effect [ Invalid artifact template 'vs_longclaw_template' ]
  Script location: file: common/scripted_effects/asoiaf_scripted_effects_artifacts.txt line: 421 (agot_create_artifact_vs_longclaw_effect[args#2425720076])","True","False","0"
"6","Artifact_templates_and_arguments","10791","jomini_script_system.cpp:303","Script system error!
  Error: create_artifact effect [ Invalid artifact template 'vs_ice_template' ]
  Script location: file: common/scripted_effects/asoiaf_scripted_effects_artifacts.txt line: 10 (agot_create_artifact_vs_ice_effect[args#2425720076])","True","False","0"
"6","Artifact_templates_and_arguments","10795","jomini_script_system.cpp:303","Script system error!
  Error: create_artifact effect [ Invalid artifact template 'vs_ice_template' ]
  Script location: file: common/scripted_effects/asoiaf_scripted_effects_artifacts.txt line: 30 (agot_create_artifact_vs_ice_effect[args#2425720076])","True","False","0"
"6","Artifact_templates_and_arguments","10799","jomini_script_system.cpp:303","Script system error!
  Error: create_artifact effect [ Invalid artifact template 'vs_heartsbane_template' ]
  Script location: file: common/scripted_effects/asoiaf_scripted_effects_artifacts.txt line: 235 (agot_create_artifact_vs_heartsbane_effect[args#2425720076])","True","False","0"
"6","Artifact_templates_and_arguments","10803","jomini_script_system.cpp:303","Script system error!
  Error: create_artifact effect [ Invalid artifact template 'vs_heartsbane_template' ]
  Script location: file: common/scripted_effects/asoiaf_scripted_effects_artifacts.txt line: 253 (agot_create_artifact_vs_heartsbane_effect[args#2425720076])","True","False","0"
"6","Artifact_templates_and_arguments","10807","jomini_script_system.cpp:303","Script system error!
  Error: create_artifact effect [ Invalid artifact template 'vs_dark_sister_template' ]
  Script location: file: common/scripted_effects/asoiaf_scripted_effects_artifacts.txt line: 1233 (agot_create_artifact_vs_dark_sister_effect[args#2425720076])","True","False","0"
"6","Artifact_templates_and_arguments","10811","jomini_script_system.cpp:303","Script system error!
  Error: create_artifact effect [ Invalid artifact template 'vs_dark_sister_template' ]
  Script location: file: common/scripted_effects/asoiaf_scripted_effects_artifacts.txt line: 1261 (agot_create_artifact_vs_dark_sister_effect[args#2425720076])","True","False","0"
"6","Artifact_templates_and_arguments","10815","jomini_script_system.cpp:303","Script system error!
  Error: create_artifact effect [ Invalid artifact template 'vs_dark_sister_template' ]
  Script location: file: common/scripted_effects/asoiaf_scripted_effects_artifacts.txt line: 1291 (agot_create_artifact_vs_dark_sister_effect[args#2425720076])","True","False","0"
