"Key","Kind","Value","BeforeCount","AfterCount"
"trait_asoiaf_gardener_war_iron_crown_death_trait","Crown","Железная боевая корона Гарденеров","0","0"
"trait_asoiaf_mudd_crown_death_trait","Crown","Корона Маддов","0","0"
"trait_asoiaf_grey_king_rusted_crown_death_trait","Crown","Корона Серого Короля (Ржавая)","0","0"
"trait_asoiaf_nights_king_crown_death_trait","Crown","Корона Короля Ночи","0","0"
"trait_asoiaf_nights_king_replica_crown_death_trait","Crown","Корона Короля Ночи (копия)","0","0"
"trait_asoiaf_true_winter_crown_death_trait","Crown","Ледяная корона","0","0"
"trait_asoiaf_crown_of_the_seven_crown_death_trait","Crown","Корона Семерых","0","0"
"trait_asoiaf_old_gods_crown_death_trait","Crown","Корона Старых богов","0","0"
"trait_asoiaf_rhllor_crown_death_trait","Crown","Корона Рглора","0","0"
"trait_asoiaf_circlet_of_rhllor_crown_death_trait","Crown","Обруч Рглора","0","0"
"trait_asoiaf_hugor_crown_death_trait","Crown","Корона Хугора","0","0"
"trait_asoiaf_jeyne_westerling_crown_death_trait","Crown","Корона Джейн Вестерлинг","0","0"
"trait_asoiaf_winter_roses_crown_death_trait","Crown","Корона из зимних роз","0","0"
"trait_asoiaf_qolab_generic_crown_death_trait","Crown","Венок Любви и Красоты","0","0"
"trait_asoiaf_qolab_baelor_crown_death_trait","Crown","Цветочная корона","0","0"
"trait_asoiaf_qolab_gardener_crown_death_trait","Crown","Мирная корона Гарденеров","0","0"
"trait_asoiaf_qolab_03_crown_death_trait","Crown","Корона из красных роз","0","0"
"trait_asoiaf_qolab_04_crown_death_trait","Crown","Корона из золотых роз","0","0"
"trait_asoiaf_qolab_05_crown_death_trait","Crown","Корона из розовых роз","0","0"
"trait_asoiaf_qolab_06_crown_death_trait","Crown","Корона из белых роз","0","0"
"trait_asoiaf_qolab_winter_roses_crown_death_trait","Crown","Корона из зимних роз","0","0"
"trait_asoiaf_deep_winter_roses_crown_death_trait","Crown","Корона из глубоких зимних роз","0","0"
"trait_asoiaf_crown_of_bear_island_crown_death_trait","Crown","Корона Мормонтов","0","0"
"trait_asoiaf_crown_of_hearts_home_crown_death_trait","Crown","Корона Корбреев","0","0"
"trait_asoiaf_crown_of_darklyn_crown_death_trait","Crown","Корона Дарклинов","0","0"
"trait_asoiaf_crown_of_dondarrion_crown_death_trait","Crown","Корона Дондаррионов","0","0"
"trait_asoiaf_crown_of_castamere_crown_death_trait","Crown","Корона Рейнов","0","0"
"trait_asoiaf_crown_of_deep_den_crown_death_trait","Crown","Корона Лидденов","0","0"
"trait_asoiaf_crown_of_hellholt_crown_death_trait","Crown","Корона Уллеров","0","0"
"trait_asoiaf_crown_of_the_banefort_crown_death_trait","Crown","Корона Бэйнфортов","0","0"
"trait_asoiaf_crown_of_crakehall_crown_death_trait","Crown","Корона Крейкхоллов","0","0"
"Alyrie","Name","$Alerie$","0","0"
