"IssueClass","Attribution","Evidence","LogLine","Component","Owner","Message"
"Triggers_effects_and_syntax","Resolved source path","common/scripted_effects/asoiaf_setup_effects.txt","10579","pdx_persistent_reader.cpp:216","AGOT+ | Исправления совместимости","Error: ""Unknown trigger: asoiaf_underaged, near line: 4102"" in file: ""common/scripted_effects/asoiaf_setup_effects.txt"" near line: 4103"
"Triggers_effects_and_syntax","Resolved source path","common/scripted_effects/asoiaf_setup_effects.txt","10580","pdx_persistent_reader.cpp:216","AGOT+ | Исправления совместимости","Error: ""Unknown trigger: asoiaf_underaged, near line: 4117"" in file: ""common/scripted_effects/asoiaf_setup_effects.txt"" near line: 4118"
"Triggers_effects_and_syntax","Resolved source path","common/scripted_effects/asoiaf_setup_effects.txt","10581","pdx_persistent_reader.cpp:216","AGOT+ | Исправления совместимости","Error: ""Unknown trigger: asoiaf_underaged, near line: 4130"" in file: ""common/scripted_effects/asoiaf_setup_effects.txt"" near line: 4131"
"Triggers_effects_and_syntax","Resolved source path","common/scripted_effects/asoiaf_setup_effects.txt","10582","pdx_persistent_reader.cpp:216","AGOT+ | Исправления совместимости","Error: ""Unknown trigger: asoiaf_underaged, near line: 4143"" in file: ""common/scripted_effects/asoiaf_setup_effects.txt"" near line: 4144"
"Triggers_effects_and_syntax","Resolved source path","common/scripted_effects/asoiaf_setup_effects.txt","10583","pdx_persistent_reader.cpp:216","AGOT+ | Исправления совместимости","Error: ""Unknown trigger: asoiaf_underaged, near line: 4156"" in file: ""common/scripted_effects/asoiaf_setup_effects.txt"" near line: 4157"
"Triggers_effects_and_syntax","Resolved source path","common/scripted_effects/asoiaf_setup_effects.txt","10584","pdx_persistent_reader.cpp:216","AGOT+ | Исправления совместимости","Error: ""Unknown trigger: asoiaf_underaged, near line: 4171"" in file: ""common/scripted_effects/asoiaf_setup_effects.txt"" near line: 4172"
"Triggers_effects_and_syntax","Resolved source path","common/scripted_effects/asoiaf_setup_effects.txt","10585","pdx_persistent_reader.cpp:216","AGOT+ | Исправления совместимости","Error: ""Unknown trigger: asoiaf_underaged, near line: 4184"" in file: ""common/scripted_effects/asoiaf_setup_effects.txt"" near line: 4185"
"Triggers_effects_and_syntax","Resolved source path","common/scripted_effects/asoiaf_setup_effects.txt","10586","pdx_persistent_reader.cpp:216","AGOT+ | Исправления совместимости","Error: ""Unknown trigger: asoiaf_underaged, near line: 4197"" in file: ""common/scripted_effects/asoiaf_setup_effects.txt"" near line: 4198"
"Triggers_effects_and_syntax","Resolved source path","common/scripted_effects/asoiaf_setup_effects.txt","10587","pdx_persistent_reader.cpp:216","AGOT+ | Исправления совместимости","Error: ""Unknown trigger: asoiaf_underaged, near line: 4210"" in file: ""common/scripted_effects/asoiaf_setup_effects.txt"" near line: 4211"
"Triggers_effects_and_syntax","Resolved source path","common/scripted_effects/asoiaf_setup_effects.txt","10588","pdx_persistent_reader.cpp:216","AGOT+ | Исправления совместимости","Error: ""Unknown trigger: asoiaf_underaged, near line: 4223"" in file: ""common/scripted_effects/asoiaf_setup_effects.txt"" near line: 4224"
"Triggers_effects_and_syntax","Resolved source path","common/scripted_effects/asoiaf_setup_effects.txt","10589","pdx_persistent_reader.cpp:216","AGOT+ | Исправления совместимости","Error: ""Unknown trigger: asoiaf_underaged, near line: 4236"" in file: ""common/scripted_effects/asoiaf_setup_effects.txt"" near line: 4237"
"Triggers_effects_and_syntax","Resolved source path","common/scripted_effects/asoiaf_setup_effects.txt","10590","pdx_persistent_reader.cpp:216","AGOT+ | Исправления совместимости","Error: ""Unknown trigger: asoiaf_underaged, near line: 4249"" in file: ""common/scripted_effects/asoiaf_setup_effects.txt"" near line: 4250"
"Triggers_effects_and_syntax","Resolved source path","common/scripted_effects/asoiaf_setup_effects.txt","10591","pdx_persistent_reader.cpp:216","AGOT+ | Исправления совместимости","Error: ""Unknown trigger: asoiaf_underaged, near line: 4262"" in file: ""common/scripted_effects/asoiaf_setup_effects.txt"" near line: 4263"
"Triggers_effects_and_syntax","Resolved source path","common/scripted_effects/asoiaf_setup_effects.txt","10592","pdx_persistent_reader.cpp:216","AGOT+ | Исправления совместимости","Error: ""Unknown trigger: asoiaf_underaged, near line: 4275"" in file: ""common/scripted_effects/asoiaf_setup_effects.txt"" near line: 4276"
"Triggers_effects_and_syntax","Resolved source path","common/scripted_effects/asoiaf_setup_effects.txt","10593","pdx_persistent_reader.cpp:216","AGOT+ | Исправления совместимости","Error: ""Unknown trigger: asoiaf_underaged, near line: 4288"" in file: ""common/scripted_effects/asoiaf_setup_effects.txt"" near line: 4289"
