Kind,Character,Name,Sex,Action,MissingReference,Replacement,DNA,BirthEffect,SourceFile,SourceLine,NativeHistoryFile,NativeDNAFile,Reason
Birth,Targaryen_asoiaf_31,Maegor,male,UseBaseAGOTDonor,Targaryen_asoiaf_31,Dummy_Targaryen_31,Targaryen_31,asoiaf_canon_children_Targaryen_31_birth_effect,common/scripted_effects/asoiaf_canon_children_effects.txt,4415,history/characters/00_agot_char_dragonstone_ancestors.txt,common/dna_data/agot_dna_dragonstone_ancestors.txt,"Same native identity, exact name and sex, existing fixed DNA; base AGOT fallback"
Birth,Targaryen_asoiaf_32,Rhaena,female,UseBaseAGOTDonor,Targaryen_asoiaf_32,Dummy_Targaryen_32,Targaryen_32,asoiaf_canon_children_Targaryen_32_birth_effect,common/scripted_effects/asoiaf_canon_children_effects.txt,4522,history/characters/00_agot_char_dragonstone_ancestors.txt,common/dna_data/agot_dna_dragonstone_ancestors.txt,"Same native identity, exact name and sex, existing fixed DNA; base AGOT fallback"
Birth,Targaryen_asoiaf_33,Aegon,male,UseBaseAGOTDonor,Targaryen_asoiaf_33,Dummy_Targaryen_33,Targaryen_33,asoiaf_canon_children_Targaryen_33_birth_effect,common/scripted_effects/asoiaf_canon_children_effects.txt,4576,history/characters/00_agot_char_dragonstone_ancestors.txt,common/dna_data/agot_dna_dragonstone_ancestors.txt,"Same native identity, exact name and sex, existing fixed DNA; base AGOT fallback"
Birth,Targaryen_asoiaf_34,Viserys,male,UseBaseAGOTDonor,Targaryen_asoiaf_34,Dummy_Targaryen_34,Targaryen_34,asoiaf_canon_children_Targaryen_34_birth_effect,common/scripted_effects/asoiaf_canon_children_effects.txt,4664,history/characters/00_agot_char_dragonstone_ancestors.txt,common/dna_data/agot_dna_dragonstone_ancestors.txt,"Same native identity, exact name and sex, existing fixed DNA; base AGOT fallback"
Birth,Targaryen_asoiaf_37,Vaella,female,CommentUnavailableDonor,Targaryen_asoiaf_37,,,asoiaf_canon_children_Targaryen_37_birth_effect,common/scripted_effects/asoiaf_canon_children_effects.txt,4917,,,Native character has no uniquely resolved fixed DNA
Birth,Targaryen_asoiaf_38,Aegon,male,CommentUnavailableDonor,Targaryen_asoiaf_38,,,asoiaf_canon_children_Targaryen_38_birth_effect,common/scripted_effects/asoiaf_canon_children_effects.txt,4966,,,Native character has no uniquely resolved fixed DNA
Birth,Targaryen_asoiaf_40,Rhaenys,female,CommentUnavailableDonor,Targaryen_asoiaf_40,,,asoiaf_canon_children_Targaryen_40_birth_effect,common/scripted_effects/asoiaf_canon_children_effects.txt,5013,,,Native character has no uniquely resolved fixed DNA
Birth,Targaryen_asoiaf_39,Viserys,male,CommentUnavailableDonor,Targaryen_asoiaf_39,,,asoiaf_canon_children_Targaryen_39_birth_effect,common/scripted_effects/asoiaf_canon_children_effects.txt,5061,,,Native character has no uniquely resolved fixed DNA
Birth,Targaryen_asoiaf_41,Aerea,female,UseBaseAGOTDonor,Targaryen_asoiaf_41,Dummy_Targaryen_41,Targaryen_41,asoiaf_canon_children_Targaryen_41_and_42_birth_effect,common/scripted_effects/asoiaf_canon_children_effects.txt,5139,history/characters/00_agot_char_dragonstone_ancestors.txt,common/dna_data/agot_dna_dragonstone_ancestors.txt,"Same native identity, exact name and sex, existing fixed DNA; base AGOT fallback"
Birth,Targaryen_asoiaf_42,Rhaella,female,UseBaseAGOTDonor,Targaryen_asoiaf_42,Dummy_Targaryen_42,Targaryen_42,asoiaf_canon_children_Targaryen_41_and_42_birth_effect,common/scripted_effects/asoiaf_canon_children_effects.txt,5213,history/characters/00_agot_char_dragonstone_ancestors.txt,common/dna_data/agot_dna_dragonstone_ancestors.txt,"Same native identity, exact name and sex, existing fixed DNA; base AGOT fallback"
Birth,Targaryen_asoiaf_43,Aegon,male,UseBaseAGOTDonor,Targaryen_asoiaf_43,Dummy_Targaryen_43,Targaryen_43,asoiaf_canon_children_Targaryen_43_birth_effect,common/scripted_effects/asoiaf_canon_children_effects.txt,5281,history/characters/00_agot_char_dragonstone_ancestors.txt,common/dna_data/agot_dna_dragonstone_ancestors.txt,"Same native identity, exact name and sex, existing fixed DNA; base AGOT fallback"
Birth,Targaryen_asoiaf_44,Daenerys,female,UseBaseAGOTDonor,Targaryen_asoiaf_44,Dummy_Targaryen_44,Targaryen_44,asoiaf_canon_children_Targaryen_44_birth_effect,common/scripted_effects/asoiaf_canon_children_effects.txt,5323,history/characters/00_agot_char_dragonstone_ancestors.txt,common/dna_data/agot_dna_dragonstone_ancestors.txt,"Same native identity, exact name and sex, existing fixed DNA; base AGOT fallback"
Birth,Targaryen_asoiaf_49,Vaegon,male,UseBaseAGOTDonor,Targaryen_asoiaf_49,Dummy_Targaryen_49,Targaryen_49,asoiaf_canon_children_Targaryen_49_birth_effect,common/scripted_effects/asoiaf_canon_children_effects.txt,5652,history/characters/00_agot_char_dragonstone_ancestors.txt,common/dna_data/agot_dna_dragonstone_ancestors.txt,"Same native identity, exact name and sex, existing fixed DNA; base AGOT fallback"
Birth,Targaryen_asoiaf_52,Viserra,female,UseBaseAGOTDonor,Targaryen_asoiaf_52,Dummy_Targaryen_52,Targaryen_52,asoiaf_canon_children_Targaryen_52_birth_effect,common/scripted_effects/asoiaf_canon_children_effects.txt,5836,history/characters/00_agot_char_dragonstone_ancestors.txt,common/dna_data/agot_dna_dragonstone_ancestors.txt,"Same native identity, exact name and sex, existing fixed DNA; base AGOT fallback"
Birth,Targaryen_asoiaf_53,Gaemon,male,CommentUnavailableDonor,Targaryen_asoiaf_53,,,asoiaf_canon_children_Targaryen_53_birth_effect,common/scripted_effects/asoiaf_canon_children_effects.txt,5890,,,Native character has no uniquely resolved fixed DNA
Birth,Targaryen_asoiaf_54,Valerion,male,CommentUnavailableDonor,Targaryen_asoiaf_54,,,asoiaf_canon_children_Targaryen_54_birth_effect,common/scripted_effects/asoiaf_canon_children_effects.txt,5933,,,Native character has no uniquely resolved fixed DNA
Birth,Targaryen_asoiaf_55,Gael,female,UseBaseAGOTDonor,Targaryen_asoiaf_55,Dummy_Targaryen_55,Targaryen_55,asoiaf_canon_children_Targaryen_55_birth_effect,common/scripted_effects/asoiaf_canon_children_effects.txt,5976,history/characters/00_agot_char_dragonstone_ancestors.txt,common/dna_data/agot_dna_dragonstone_ancestors.txt,"Same native identity, exact name and sex, existing fixed DNA; base AGOT fallback"
Birth,Targaryen_asoiaf_55_1,Aelor,male,CommentUnavailableDonor,Targaryen_asoiaf_55_1,,,asoiaf_canon_children_Targaryen_55_1_birth_effect,common/scripted_effects/asoiaf_canon_children_effects.txt,6036,,,No unique native historical character
Birth,Targaryen_asoiaf_56,Aelor,male,CommentUnavailableDonor,Targaryen_asoiaf_56,,,asoiaf_canon_children_Targaryen_56_birth_effect,common/scripted_effects/asoiaf_canon_children_effects.txt,6094,,,Name or sex differs; do not guess identity or change biography
Birth,Targaryen_asoiaf_57,Jaecerys,male,CommentUnavailableDonor,Targaryen_asoiaf_57,,,asoiaf_canon_children_Targaryen_57_birth_effect,common/scripted_effects/asoiaf_canon_children_effects.txt,6131,,,Name or sex differs; do not guess identity or change biography
Birth,Targaryen_asoiaf_58,Aegon,male,CommentUnavailableDonor,Targaryen_asoiaf_58,,,asoiaf_canon_children_Targaryen_58_birth_effect,common/scripted_effects/asoiaf_canon_children_effects.txt,6166,,,Native character has no uniquely resolved fixed DNA
Birth,Hammer_asoiaf_2,Marcia,female,CommentUnavailableDonor,Hammer_asoiaf_2,,,asoiaf_canon_children_Hammer_2_birth_effect,common/scripted_effects/asoiaf_canon_children_effects.txt,6254,,,Name or sex differs; do not guess identity or change biography
Birth,Targaryen_asoiaf_62,Aegon,male,UseBaseAGOTDonor,Targaryen_asoiaf_62,Dummy_Targaryen_62,Targaryen_62,asoiaf_canon_children_Targaryen_62_birth_effect,common/scripted_effects/asoiaf_canon_children_effects.txt,6578,history/characters/00_agot_char_dragonstone_ancestors.txt,common/dna_data/agot_dna_dragonstone_ancestors.txt,"Same native identity, exact name and sex, existing fixed DNA; base AGOT fallback"
Birth,Targaryen_asoiaf_131,Aemon,male,CommentUnavailableDonor,Targaryen_asoiaf_131,,,asoiaf_canon_children_Targaryen_131_birth_effect,common/scripted_effects/asoiaf_canon_children_effects.txt,6640,,,Name or sex differs; do not guess identity or change biography
Birth,Targaryen_asoiaf_64,Baelon,male,UseBaseAGOTDonor,Targaryen_asoiaf_64,Dummy_Targaryen_64,Targaryen_64,asoiaf_canon_children_Targaryen_64_birth_effect,common/scripted_effects/asoiaf_canon_children_effects.txt,6777,history/characters/00_agot_char_dragonstone_ancestors.txt,common/dna_data/agot_dna_dragonstone_ancestors.txt,"Same native identity, exact name and sex, existing fixed DNA; base AGOT fallback"
Birth,Targaryen_asoiaf_61_1,Aerion,male,CommentUnavailableDonor,Targaryen_asoiaf_61_1,,,asoiaf_canon_children_Targaryen_61_1_birth_effect,common/scripted_effects/asoiaf_canon_children_effects.txt,7550,,,No unique native historical character
Birth,Targaryen_asoiaf_80,Visenya,female,UseBaseAGOTDonor,Targaryen_asoiaf_80,Dummy_Targaryen_80,Targaryen_80,asoiaf_canon_children_Targaryen_80_birth_effect,common/scripted_effects/asoiaf_canon_children_effects.txt,8390,history/characters/00_agot_char_dragonstone_ancestors.txt,common/dna_data/agot_dna_dragonstone_ancestors.txt,"Same native identity, exact name and sex, existing fixed DNA; base AGOT fallback"
Birth,Targaryen_asoiaf_88,Aegon,male,UseBaseAGOTDonor,Targaryen_asoiaf_88,Dummy_Targaryen_88,Targaryen_88,asoiaf_canon_children_Targaryen_88_birth_effect,common/scripted_effects/asoiaf_canon_children_effects.txt,8756,history/characters/00_agot_char_dragonstone_ancestors.txt,common/dna_data/agot_dna_dragonstone_ancestors.txt,"Same native identity, exact name and sex, existing fixed DNA; base AGOT fallback"
Birth,Targaryen_asoiaf_91,Daeron,male,UseBaseAGOTDonor,Targaryen_asoiaf_91,Dummy_Targaryen_91,Targaryen_91,asoiaf_canon_children_Targaryen_91_birth_effect,common/scripted_effects/asoiaf_canon_children_effects.txt,8968,history/characters/00_agot_char_dragonstone_ancestors.txt,common/dna_data/agot_dna_dragonstone_ancestors.txt,"Same native identity, exact name and sex, existing fixed DNA; base AGOT fallback"
Birth,Targaryen_asoiaf_134,Viserra,female,UseBaseAGOTDonor,Targaryen_asoiaf_134,Dummy_Targaryen_134,Targaryen_134,asoiaf_canon_children_Targaryen_134_birth_effect,common/scripted_effects/asoiaf_canon_children_effects.txt,9033,history/characters/00_agot_char_dragonstone_ancestors.txt,common/dna_data/agot_dna_dragonstone_ancestors.txt,"Same native identity, exact name and sex, existing fixed DNA; base AGOT fallback"
Birth,Targaryen_asoiaf_132,Viserys,male,CommentUnavailableDonor,Targaryen_asoiaf_132,,,asoiaf_canon_children_Targaryen_132_and_133_birth_effect,common/scripted_effects/asoiaf_canon_children_effects.txt,9077,,,Name or sex differs; do not guess identity or change biography
Birth,Targaryen_asoiaf_133,Baelon,male,UseBaseDNAWithDedicatedDonor,Targaryen_asoiaf_133,agot_plus_fix_donor_Targaryen_133,Targaryen_133,asoiaf_canon_children_Targaryen_132_and_133_birth_effect,common/scripted_effects/asoiaf_canon_children_effects.txt,9116,history/characters/00_agot_char_dragonstone_ancestors.txt,common/dna_data/agot_dna_dragonstone_ancestors.txt,"Same native identity, exact name and sex, existing fixed DNA; base AGOT fallback"
Birth,Targaryen_asoiaf_92,Daenerys,female,UseBaseAGOTDonor,Targaryen_asoiaf_92,Dummy_Targaryen_92,Targaryen_92,asoiaf_canon_children_Targaryen_92_and_93_birth_effect,common/scripted_effects/asoiaf_canon_children_effects.txt,9161,history/characters/00_agot_char_dragonstone_ancestors.txt,common/dna_data/agot_dna_dragonstone_ancestors.txt,"Same native identity, exact name and sex, existing fixed DNA; base AGOT fallback"
Birth,Targaryen_asoiaf_93,Aemond,male,CommentUnavailableDonor,Targaryen_asoiaf_93,,,asoiaf_canon_children_Targaryen_92_and_93_birth_effect,common/scripted_effects/asoiaf_canon_children_effects.txt,9231,,,Name or sex differs; do not guess identity or change biography
Birth,Targaryen_asoiaf_135,Haegon,male,UseBaseAGOTDonor,Targaryen_asoiaf_135,Dummy_Targaryen_135,Targaryen_135,asoiaf_canon_children_Targaryen_135_birth_effect,common/scripted_effects/asoiaf_canon_children_effects.txt,9274,history/characters/00_agot_char_dragonstone_ancestors.txt,common/dna_data/agot_dna_dragonstone_ancestors.txt,"Same native identity, exact name and sex, existing fixed DNA; base AGOT fallback"
Birth,Targaryen_asoiaf_94,Daemon,male,UseBaseAGOTDonor,Targaryen_asoiaf_94,Dummy_Targaryen_94,Targaryen_94,asoiaf_canon_children_Targaryen_94_birth_effect,common/scripted_effects/asoiaf_canon_children_effects.txt,9326,history/characters/00_agot_char_dragonstone_ancestors.txt,common/dna_data/agot_dna_dragonstone_ancestors.txt,"Same native identity, exact name and sex, existing fixed DNA; base AGOT fallback"
Birth,Targaryen_asoiaf_108,Aerys,male,UseBaseAGOTDonor,Targaryen_asoiaf_108,Dummy_Targaryen_108,Targaryen_108,asoiaf_canon_children_Targaryen_108_birth_effect,common/scripted_effects/asoiaf_canon_children_effects.txt,9559,history/characters/00_agot_char_dragonstone_ancestors.txt,common/dna_data/agot_dna_dragonstone_ancestors.txt,"Same native identity, exact name and sex, existing fixed DNA; base AGOT fallback"
Birth,Targaryen_asoiaf_109,Rhaegel,male,UseBaseAGOTDonor,Targaryen_asoiaf_109,Dummy_Targaryen_109,Targaryen_109,asoiaf_canon_children_Targaryen_109_birth_effect,common/scripted_effects/asoiaf_canon_children_effects.txt,9627,history/characters/00_agot_char_dragonstone_ancestors.txt,common/dna_data/agot_dna_dragonstone_ancestors.txt,"Same native identity, exact name and sex, existing fixed DNA; base AGOT fallback"
Birth,Targaryen_asoiaf_112,Matarys,male,UseBaseAGOTDonor,Targaryen_asoiaf_112,Dummy_Targaryen_112,Targaryen_112,asoiaf_canon_children_Targaryen_112_birth_effect,common/scripted_effects/asoiaf_canon_children_effects.txt,9821,history/characters/00_agot_char_dragonstone_ancestors.txt,common/dna_data/agot_dna_dragonstone_ancestors.txt,"Same native identity, exact name and sex, existing fixed DNA; base AGOT fallback"
Birth,Targaryen_asoiaf_113,Daeron,male,UseBaseAGOTDonor,Targaryen_asoiaf_113,Dummy_Targaryen_113,Targaryen_113,asoiaf_canon_children_Targaryen_113_birth_effect,common/scripted_effects/asoiaf_canon_children_effects.txt,9872,history/characters/00_agot_char_dragonstone_ancestors.txt,common/dna_data/agot_dna_dragonstone_ancestors.txt,"Same native identity, exact name and sex, existing fixed DNA; base AGOT fallback"
Birth,Targaryen_asoiaf_114,Baelor,male,UseBaseAGOTDonor,Targaryen_asoiaf_114,Dummy_Targaryen_114,Targaryen_114,asoiaf_canon_children_Targaryen_114_birth_effect,common/scripted_effects/asoiaf_canon_children_effects.txt,9914,history/characters/00_agot_char_dragonstone_ancestors.txt,common/dna_data/agot_dna_dragonstone_ancestors.txt,"Same native identity, exact name and sex, existing fixed DNA; base AGOT fallback"
Birth,Targaryen_asoiaf_115,Aelor,male,UseBaseAGOTDonor,Targaryen_asoiaf_115,Dummy_Targaryen_115,Targaryen_115,asoiaf_canon_children_Targaryen_115_and_116_birth_effect,common/scripted_effects/asoiaf_canon_children_effects.txt,9958,history/characters/00_agot_char_dragonstone_ancestors.txt,common/dna_data/agot_dna_dragonstone_ancestors.txt,"Same native identity, exact name and sex, existing fixed DNA; base AGOT fallback"
Birth,Targaryen_asoiaf_116,Aelora,female,UseBaseAGOTDonor,Targaryen_asoiaf_116,Dummy_Targaryen_116,Targaryen_116,asoiaf_canon_children_Targaryen_115_and_116_birth_effect,common/scripted_effects/asoiaf_canon_children_effects.txt,10008,history/characters/00_agot_char_dragonstone_ancestors.txt,common/dna_data/agot_dna_dragonstone_ancestors.txt,"Same native identity, exact name and sex, existing fixed DNA; base AGOT fallback"
Birth,Targaryen_asoiaf_117,Daenora,female,UseBaseAGOTDonor,Targaryen_asoiaf_117,Dummy_Targaryen_117,Targaryen_117,asoiaf_canon_children_Targaryen_117_birth_effect,common/scripted_effects/asoiaf_canon_children_effects.txt,10062,history/characters/00_agot_char_dragonstone_ancestors.txt,common/dna_data/agot_dna_dragonstone_ancestors.txt,"Same native identity, exact name and sex, existing fixed DNA; base AGOT fallback"
Birth,Targaryen_asoiaf_121,Daella,female,UseBaseAGOTDonor,Targaryen_asoiaf_121,Dummy_Targaryen_121,Targaryen_121,asoiaf_canon_children_Targaryen_121_birth_effect,common/scripted_effects/asoiaf_canon_children_effects.txt,10314,history/characters/00_agot_char_dragonstone_ancestors.txt,common/dna_data/agot_dna_dragonstone_ancestors.txt,"Same native identity, exact name and sex, existing fixed DNA; base AGOT fallback"
Birth,Targaryen_asoiaf_123,Rhae,female,UseBaseAGOTDonor,Targaryen_asoiaf_123,Dummy_Targaryen_123,Targaryen_123,asoiaf_canon_children_Targaryen_123_birth_effect,common/scripted_effects/asoiaf_canon_children_effects.txt,10424,history/characters/00_agot_char_dragonstone_ancestors.txt,common/dna_data/agot_dna_dragonstone_ancestors.txt,"Same native identity, exact name and sex, existing fixed DNA; base AGOT fallback"
Birth,Targaryen_asoiaf_124,Vaella,female,UseBaseAGOTDonor,Targaryen_asoiaf_124,Dummy_Targaryen_124,Targaryen_124,asoiaf_canon_children_Targaryen_124_birth_effect,common/scripted_effects/asoiaf_canon_children_effects.txt,10484,history/characters/00_agot_char_dragonstone_ancestors.txt,common/dna_data/agot_dna_dragonstone_ancestors.txt,"Same native identity, exact name and sex, existing fixed DNA; base AGOT fallback"
Birth,Targaryen_asoiaf_125,Maegor,male,UseBaseAGOTDonor,Targaryen_asoiaf_125,Dummy_Targaryen_125,Targaryen_125,asoiaf_canon_children_Targaryen_125_birth_effect,common/scripted_effects/asoiaf_canon_children_effects.txt,10543,history/characters/00_agot_char_dragonstone_ancestors.txt,common/dna_data/agot_dna_dragonstone_ancestors.txt,"Same native identity, exact name and sex, existing fixed DNA; base AGOT fallback"
Birth,Targaryen_asoiaf_4,Shaena,female,UseBaseAGOTDonor,Targaryen_asoiaf_4,Dummy_Targaryen_4,Targaryen_4,asoiaf_canon_children_Targaryen_4_birth_effect,common/scripted_effects/asoiaf_canon_children_effects.txt,11101,history/characters/00_agot_char_dragonstone.txt,common/dna_data/agot_dna_dragonstone.txt,"Same native identity, exact name and sex, existing fixed DNA; base AGOT fallback"
Birth,Targaryen_asoiaf_5,Daeron,male,UseBaseAGOTDonor,Targaryen_asoiaf_5,Dummy_Targaryen_5,Targaryen_5,asoiaf_canon_children_Targaryen_5_birth_effect,common/scripted_effects/asoiaf_canon_children_effects.txt,11144,history/characters/00_agot_char_dragonstone.txt,common/dna_data/agot_dna_dragonstone.txt,"Same native identity, exact name and sex, existing fixed DNA; base AGOT fallback"
Birth,Targaryen_asoiaf_6,Aegon,male,UseBaseAGOTDonor,Targaryen_asoiaf_6,Dummy_Targaryen_6,Targaryen_6,asoiaf_canon_children_Targaryen_6_birth_effect,common/scripted_effects/asoiaf_canon_children_effects.txt,11187,history/characters/00_agot_char_dragonstone.txt,common/dna_data/agot_dna_dragonstone.txt,"Same native identity, exact name and sex, existing fixed DNA; base AGOT fallback"
Birth,Targaryen_asoiaf_7,Jaehaerys,male,UseBaseAGOTDonor,Targaryen_asoiaf_7,Dummy_Targaryen_7,Targaryen_7,asoiaf_canon_children_Targaryen_7_birth_effect,common/scripted_effects/asoiaf_canon_children_effects.txt,11231,history/characters/00_agot_char_dragonstone.txt,common/dna_data/agot_dna_dragonstone.txt,"Same native identity, exact name and sex, existing fixed DNA; base AGOT fallback"
Birth,Dayne_asoiaf_3,Ulrick,male,UseBaseAGOTDonor,Dayne_asoiaf_3,Dummy_Dayne_3,Dayne_3,asoiaf_canon_children_Dayne_3_birth_effect,common/scripted_effects/asoiaf_canon_children_effects.txt,12376,history/characters/00_agot_char_dorne.txt,common/dna_data/agot_dna_dorne.txt,"Same native identity, exact name and sex, existing fixed DNA; base AGOT fallback"
Birth,Dayne_asoiaf_6,Allyria,female,UseBaseAGOTDonor,Dayne_asoiaf_6,Dummy_Dayne_6,Dayne_6,asoiaf_canon_children_Dayne_6_birth_effect,common/scripted_effects/asoiaf_canon_children_effects.txt,12526,history/characters/00_agot_char_dorne.txt,common/dna_data/agot_dna_dorne.txt,"Same native identity, exact name and sex, existing fixed DNA; base AGOT fallback"
Birth,Dayne_asoiaf_7,Edric,male,UseBaseAGOTDonor,Dayne_asoiaf_7,Dummy_Dayne_7,Dayne_7,asoiaf_canon_children_Dayne_7_birth_effect,common/scripted_effects/asoiaf_canon_children_effects.txt,12565,history/characters/00_agot_char_dorne.txt,common/dna_data/agot_dna_dorne.txt,"Same native identity, exact name and sex, existing fixed DNA; base AGOT fallback"
Birth,Tully_asoiaf_2,Edmund,male,UseBaseAGOTDonor,Tully_asoiaf_2,Dummy_Tully_2,Tully_2,asoiaf_canon_children_Tully_2_birth_effect,common/scripted_effects/asoiaf_canon_children_effects.txt,12626,history/characters/00_agot_char_riverlands.txt,common/dna_data/agot_dna_riverlands.txt,"Same native identity, exact name and sex, existing fixed DNA; base AGOT fallback"
Birth,Tully_asoiaf_3,Denys,male,UseBaseAGOTDonor,Tully_asoiaf_3,Dummy_Tully_3,Tully_3,asoiaf_canon_children_Tully_3_birth_effect,common/scripted_effects/asoiaf_canon_children_effects.txt,12667,history/characters/00_agot_char_riverlands.txt,common/dna_data/agot_dna_riverlands.txt,"Same native identity, exact name and sex, existing fixed DNA; base AGOT fallback"
Birth,Tully_asoiaf_8,Patrek,male,UseBaseAGOTDonor,Tully_asoiaf_8,Dummy_Tully_8,Tully_8,asoiaf_canon_children_Tully_8_birth_effect,common/scripted_effects/asoiaf_canon_children_effects.txt,12874,history/characters/00_agot_char_riverlands.txt,common/dna_data/agot_dna_riverlands.txt,"Same native identity, exact name and sex, existing fixed DNA; base AGOT fallback"
Birth,Strong_asoiaf_32,Catelyn,female,UseBaseDNAWithDedicatedDonor,Strong_asoiaf_32,agot_plus_fix_donor_Strong_32,Strong_32,asoiaf_canon_children_Strong_32_birth_effect,common/scripted_effects/asoiaf_canon_children_effects.txt,13170,history/characters/00_agot_char_riverlands_ancestors.txt,common/dna_data/agot_dna_riverlands_ancestors.txt,"Same native identity, exact name and sex, existing fixed DNA; base AGOT fallback"
Birth,Strong_asoiaf_33,Lysa,female,UseBaseDNAWithDedicatedDonor,Strong_asoiaf_33,agot_plus_fix_donor_Strong_33,Strong_33,asoiaf_canon_children_Strong_33_birth_effect,common/scripted_effects/asoiaf_canon_children_effects.txt,13203,history/characters/00_agot_char_riverlands_ancestors.txt,common/dna_data/agot_dna_riverlands_ancestors.txt,"Same native identity, exact name and sex, existing fixed DNA; base AGOT fallback"
Birth,Greyjoy_asoiaf_11,Rodrik,male,UseBaseAGOTDonor,Greyjoy_asoiaf_11,Dummy_Greyjoy_11,Greyjoy_11,asoiaf_canon_children_Greyjoy_11_birth_effect,common/scripted_effects/asoiaf_canon_children_effects.txt,13242,history/characters/00_agot_char_iron_islands.txt,common/dna_data/agot_dna_iron_islands.txt,"Same native identity, exact name and sex, existing fixed DNA; base AGOT fallback"
Birth,Greyjoy_asoiaf_12,Maron,male,UseBaseAGOTDonor,Greyjoy_asoiaf_12,Dummy_Greyjoy_12,Greyjoy_12,asoiaf_canon_children_Greyjoy_12_birth_effect,common/scripted_effects/asoiaf_canon_children_effects.txt,13299,history/characters/00_agot_char_iron_islands.txt,common/dna_data/agot_dna_iron_islands.txt,"Same native identity, exact name and sex, existing fixed DNA; base AGOT fallback"
