File,DNA,Gene,Value,Classification,CandidateGene,CandidateValue,Line,Method,Recommendation,Confidence,Status
common/dna_data/test_dna_north.txt,Manderly_asoiaf_6,gene_bs_eye_fold_2,"""eye_fold_2"" 4 ""eye_fold_2"" 4",active_template,gene_bs_eye_fold_shape,"""eye_fold_shape_neg"" 85 ""eye_fold_shape_neg"" 85",6266,independent_existing_morph,Restore independent 0..1 gene using existing bs_eye_fold_2; preserve both alleles and primary fold; audit neutral defaults globally,same attribute and historical range established; current visual identity not tested,analysis_only
common/dna_data/test_dna_north.txt,Manderly_asoiaf_7,gene_bs_eye_fold_2,"""eye_fold_2"" 4 ""eye_fold_2"" 4",active_template,gene_bs_eye_fold_shape,"""eye_fold_shape_neg"" 89 ""eye_fold_shape_neg"" 89",6471,independent_existing_morph,Restore independent 0..1 gene using existing bs_eye_fold_2; preserve both alleles and primary fold; audit neutral defaults globally,same attribute and historical range established; current visual identity not tested,analysis_only
common/dna_data/test_dna_north.txt,Manderly_asoiaf_8,gene_bs_eye_fold_2,"""eye_fold_2"" 90 ""eye_fold_2"" 90",active_template,gene_bs_eye_fold_shape,"""eye_fold_shape_neg"" 89 ""eye_fold_shape_neg"" 89",6676,independent_existing_morph,Restore independent 0..1 gene using existing bs_eye_fold_2; preserve both alleles and primary fold; audit neutral defaults globally,same attribute and historical range established; current visual identity not tested,analysis_only
common/dna_data/test_dna_north.txt,Degore_asoiaf_1,gene_bs_eye_fold_2,"""eye_fold_2"" 128 ""eye_fold_2"" 128",active_template,gene_bs_eye_fold_shape,"""eye_fold_shape_neg"" 23 ""eye_fold_shape_neg"" 23",7897,independent_existing_morph,Restore independent 0..1 gene using existing bs_eye_fold_2; preserve both alleles and primary fold; audit neutral defaults globally,same attribute and historical range established; current visual identity not tested,analysis_only
common/dna_data/test_dna_north.txt,Tuttle_asoiaf_4,gene_bs_eye_fold_2,"""eye_fold_2"" 144 ""eye_fold_2"" 144",active_template,gene_bs_eye_fold_shape,"""eye_fold_shape_neg"" 17 ""eye_fold_shape_neg"" 17",8102,independent_existing_morph,Restore independent 0..1 gene using existing bs_eye_fold_2; preserve both alleles and primary fold; audit neutral defaults globally,same attribute and historical range established; current visual identity not tested,analysis_only
common/dna_data/test_dna_north.txt,Tuttle_asoiaf_5,gene_bs_eye_fold_2,"""eye_fold_2"" 51 ""eye_fold_2"" 51",active_template,gene_bs_eye_fold_shape,"""eye_fold_shape_pos"" 61 ""eye_fold_shape_pos"" 61",8307,independent_existing_morph,Restore independent 0..1 gene using existing bs_eye_fold_2; preserve both alleles and primary fold; audit neutral defaults globally,same attribute and historical range established; current visual identity not tested,analysis_only
common/dna_data/test_dna_north.txt,Glover_asoiaf_5,gene_bs_eye_fold_2,"""eye_fold_2"" 81 ""eye_fold_2"" 81",active_template,gene_bs_eye_fold_shape,"""eye_fold_shape_neg"" 105 ""eye_fold_shape_neg"" 105",8717,independent_existing_morph,Restore independent 0..1 gene using existing bs_eye_fold_2; preserve both alleles and primary fold; audit neutral defaults globally,same attribute and historical range established; current visual identity not tested,analysis_only
common/dna_data/test_dna_reach.txt,Tyrell_asoiaf_8,gene_eye_size,"""eye_size"" 126 ""eye_size"" 126",active_template,gene_bs_eye_size,"""eye_size_pos"" 43 ""eye_size_pos"" 43",344,legacy_animation,Restore independent historical gene and validated eye_size animation; retain existing gene_bs_eye_size,historical definition exact; visual compatibility unverified,analysis_only
common/dna_data/test_dna_reach.txt,Tyrell_asoiaf_8,gene_eye_shut_top,"""eye_shut_top"" 155 ""eye_shut_top"" 155",active_template,gene_bs_eye_upper_lid_size,"""eye_upper_lid_size_pos"" 28 ""eye_upper_lid_size_pos"" 28",345,legacy_animation,Restore independent historical gene and validated upper-lid animation; retain current upper-lid morph,historical definition exact; female historical activation differs,analysis_only
common/dna_data/test_dna_reach.txt,Tyrell_asoiaf_8,gene_eye_shut_bottom,"""eye_shut_bottom"" 110 ""eye_shut_bottom"" 110",active_template,gene_bs_eye_lower_lid_size,"""vanilla_eye_lower_lid_size"" 0 ""vanilla_eye_lower_lid_size"" 0",346,legacy_animation,Restore independent historical gene and validated lower-lid animation,historical definition exact; female historical activation differs,analysis_only
common/dna_data/test_dna_reach.txt,Tyrell_asoiaf_8,gene_forehead_inner_brow_width,"""inner_brow_width"" 142 ""inner_brow_width"" 142",active_template,gene_eyebrow_inner_width,"""eyebrow_inner_width_max"" 9 ""eyebrow_inner_width_max"" 9",352,legacy_animation_and_morph,Restore historical three-attribute gene including brow animation; retain gene_eyebrow_inner_width,historical definition exact; rig/combination requires visual validation,analysis_only
common/dna_data/test_dna_reach.txt,Tyrell_asoiaf_8,gene_bs_eye_fold_2,"""eye_fold_2"" 10 ""eye_fold_2"" 10",active_template,gene_bs_eye_fold_shape,"""eye_fold_shape_neg"" 255 ""eye_fold_shape_neg"" 255",356,independent_existing_morph,Restore independent 0..1 gene using existing bs_eye_fold_2; preserve both alleles and primary fold; audit neutral defaults globally,same attribute and historical range established; current visual identity not tested,analysis_only
common/dna_data/test_dna_reach.txt,Tyrell_asoiaf_11,gene_eye_size,"""eye_size"" 118 ""eye_size"" 118",active_template,gene_bs_eye_size,"""eye_size_neg"" 5 ""eye_size_neg"" 5",553,legacy_animation,Restore independent historical gene and validated eye_size animation; retain existing gene_bs_eye_size,historical definition exact; visual compatibility unverified,analysis_only
common/dna_data/test_dna_reach.txt,Tyrell_asoiaf_11,gene_eye_shut_top,"""eye_shut_top"" 130 ""eye_shut_top"" 130",active_template,gene_bs_eye_upper_lid_size,"""eye_upper_lid_size_pos"" 133 ""eye_upper_lid_size_pos"" 133",554,legacy_animation,Restore independent historical gene and validated upper-lid animation; retain current upper-lid morph,historical definition exact; female historical activation differs,analysis_only
common/dna_data/test_dna_reach.txt,Tyrell_asoiaf_11,gene_eye_shut_bottom,"""eye_shut_bottom"" 133 ""eye_shut_bottom"" 133",active_template,gene_bs_eye_lower_lid_size,"""vanilla_eye_lower_lid_size"" 0 ""vanilla_eye_lower_lid_size"" 0",555,legacy_animation,Restore independent historical gene and validated lower-lid animation,historical definition exact; female historical activation differs,analysis_only
common/dna_data/test_dna_reach.txt,Tyrell_asoiaf_11,gene_bs_eye_fold_2,"""eye_fold_2"" 41 ""eye_fold_2"" 41",active_template,gene_bs_eye_fold_shape,"""eye_fold_shape_neg"" 129 ""eye_fold_shape_neg"" 129",565,independent_existing_morph,Restore independent 0..1 gene using existing bs_eye_fold_2; preserve both alleles and primary fold; audit neutral defaults globally,same attribute and historical range established; current visual identity not tested,analysis_only
common/dna_data/test_dna_reach.txt,Tyrell_asoiaf_12,gene_eye_size,"""eye_size"" 122 ""eye_size"" 122",active_template,gene_bs_eye_size,"""eye_size_neg"" 77 ""eye_size_neg"" 77",762,legacy_animation,Restore independent historical gene and validated eye_size animation; retain existing gene_bs_eye_size,historical definition exact; visual compatibility unverified,analysis_only
common/dna_data/test_dna_reach.txt,Tyrell_asoiaf_12,gene_eye_shut_top,"""eye_shut_top"" 129 ""eye_shut_top"" 129",active_template,gene_bs_eye_upper_lid_size,"""eye_upper_lid_size_pos"" 93 ""eye_upper_lid_size_pos"" 93",763,legacy_animation,Restore independent historical gene and validated upper-lid animation; retain current upper-lid morph,historical definition exact; female historical activation differs,analysis_only
common/dna_data/test_dna_reach.txt,Tyrell_asoiaf_12,gene_eye_shut_bottom,"""eye_shut_bottom"" 128 ""eye_shut_bottom"" 128",active_template,gene_bs_eye_lower_lid_size,"""vanilla_eye_lower_lid_size"" 0 ""vanilla_eye_lower_lid_size"" 0",764,legacy_animation,Restore independent historical gene and validated lower-lid animation,historical definition exact; female historical activation differs,analysis_only
common/dna_data/test_dna_reach.txt,Tyrell_asoiaf_12,gene_bs_eye_fold_2,"""eye_fold_2"" 97 ""eye_fold_2"" 97",active_template,gene_bs_eye_fold_shape,"""eye_fold_shape_pos"" 59 ""eye_fold_shape_pos"" 59",774,independent_existing_morph,Restore independent 0..1 gene using existing bs_eye_fold_2; preserve both alleles and primary fold; audit neutral defaults globally,same attribute and historical range established; current visual identity not tested,analysis_only
common/dna_data/test_dna_reach.txt,Tyrell_asoiaf_14,gene_bs_eye_fold_2,"""eye_fold_2"" 1 ""eye_fold_2"" 1",active_template,gene_bs_eye_fold_shape,"""eye_fold_shape_neg"" 150 ""eye_fold_shape_neg"" 150",1185,independent_existing_morph,Restore independent 0..1 gene using existing bs_eye_fold_2; preserve both alleles and primary fold; audit neutral defaults globally,same attribute and historical range established; current visual identity not tested,analysis_only
common/dna_data/test_dna_reach.txt,Redwyne_asoiaf_2,gene_eye_size,"""eye_size"" 120 ""eye_size"" 120",active_template,gene_bs_eye_size,"""eye_size_neg"" 255 ""eye_size_neg"" 255",1578,legacy_animation,Restore independent historical gene and validated eye_size animation; retain existing gene_bs_eye_size,historical definition exact; visual compatibility unverified,analysis_only
common/dna_data/test_dna_reach.txt,Redwyne_asoiaf_2,gene_eye_shut_top,"""eye_shut_top"" 92 ""eye_shut_top"" 92",active_template,gene_bs_eye_upper_lid_size,"""eye_upper_lid_size_pos"" 34 ""eye_upper_lid_size_pos"" 34",1579,legacy_animation,Restore independent historical gene and validated upper-lid animation; retain current upper-lid morph,historical definition exact; female historical activation differs,analysis_only
common/dna_data/test_dna_reach.txt,Redwyne_asoiaf_2,gene_eye_shut_bottom,"""eye_shut_bottom"" 111 ""eye_shut_bottom"" 111",active_template,gene_bs_eye_lower_lid_size,"""vanilla_eye_lower_lid_size"" 0 ""vanilla_eye_lower_lid_size"" 0",1580,legacy_animation,Restore independent historical gene and validated lower-lid animation,historical definition exact; female historical activation differs,analysis_only
common/dna_data/test_dna_reach.txt,Redwyne_asoiaf_2,gene_bs_eye_fold_2,"""eye_fold_2"" 3 ""eye_fold_2"" 3",active_template,gene_bs_eye_fold_shape,"""eye_fold_shape_pos"" 73 ""eye_fold_shape_pos"" 73",1590,independent_existing_morph,Restore independent 0..1 gene using existing bs_eye_fold_2; preserve both alleles and primary fold; audit neutral defaults globally,same attribute and historical range established; current visual identity not tested,analysis_only
common/dna_data/test_dna_reach.txt,Tarly_asoiaf_1,gene_eye_size,"""eye_size"" 118 ""eye_size"" 118",active_template,gene_bs_eye_size,"""eye_size_neg"" 73 ""eye_size_neg"" 73",2381,legacy_animation,Restore independent historical gene and validated eye_size animation; retain existing gene_bs_eye_size,historical definition exact; visual compatibility unverified,analysis_only
common/dna_data/test_dna_reach.txt,Tarly_asoiaf_1,gene_eye_shut_top,"""eye_shut_top"" 130 ""eye_shut_top"" 130",active_template,gene_bs_eye_upper_lid_size,"""eye_upper_lid_size_pos"" 23 ""eye_upper_lid_size_pos"" 23",2382,legacy_animation,Restore independent historical gene and validated upper-lid animation; retain current upper-lid morph,historical definition exact; female historical activation differs,analysis_only
common/dna_data/test_dna_reach.txt,Tarly_asoiaf_1,gene_eye_shut_bottom,"""eye_shut_bottom"" 148 ""eye_shut_bottom"" 148",active_template,gene_bs_eye_lower_lid_size,"""vanilla_eye_lower_lid_size"" 0 ""vanilla_eye_lower_lid_size"" 0",2383,legacy_animation,Restore independent historical gene and validated lower-lid animation,historical definition exact; female historical activation differs,analysis_only
common/dna_data/test_dna_reach.txt,Tarly_asoiaf_2,gene_eye_size,"""eye_size"" 121 ""eye_size"" 121",active_template,gene_bs_eye_size,"""eye_size_neg"" 173 ""eye_size_neg"" 173",2590,legacy_animation,Restore independent historical gene and validated eye_size animation; retain existing gene_bs_eye_size,historical definition exact; visual compatibility unverified,analysis_only
common/dna_data/test_dna_reach.txt,Tarly_asoiaf_2,gene_eye_shut_top,"""eye_shut_top"" 129 ""eye_shut_top"" 129",active_template,gene_bs_eye_upper_lid_size,"""eye_upper_lid_size_pos"" 81 ""eye_upper_lid_size_pos"" 81",2591,legacy_animation,Restore independent historical gene and validated upper-lid animation; retain current upper-lid morph,historical definition exact; female historical activation differs,analysis_only
common/dna_data/test_dna_reach.txt,Tarly_asoiaf_2,gene_eye_shut_bottom,"""eye_shut_bottom"" 124 ""eye_shut_bottom"" 124",active_template,gene_bs_eye_lower_lid_size,"""vanilla_eye_lower_lid_size"" 0 ""vanilla_eye_lower_lid_size"" 0",2592,legacy_animation,Restore independent historical gene and validated lower-lid animation,historical definition exact; female historical activation differs,analysis_only
common/dna_data/test_dna_reach.txt,Tarly_asoiaf_2,gene_bs_eye_fold_2,"""eye_fold_2"" 88 ""eye_fold_2"" 88",active_template,gene_bs_eye_fold_shape,"""eye_fold_shape_pos"" 27 ""eye_fold_shape_pos"" 27",2602,independent_existing_morph,Restore independent 0..1 gene using existing bs_eye_fold_2; preserve both alleles and primary fold; audit neutral defaults globally,same attribute and historical range established; current visual identity not tested,analysis_only
common/dna_data/test_dna_reach.txt,Tarly_asoiaf_3,gene_eye_size,"""eye_size"" 142 ""eye_size"" 142",active_template,gene_bs_eye_size,"""eye_size_neg"" 255 ""eye_size_neg"" 255",2799,legacy_animation,Restore independent historical gene and validated eye_size animation; retain existing gene_bs_eye_size,historical definition exact; visual compatibility unverified,analysis_only
common/dna_data/test_dna_reach.txt,Tarly_asoiaf_3,gene_eye_shut_top,"""eye_shut_top"" 101 ""eye_shut_top"" 101",active_template,gene_bs_eye_upper_lid_size,"""eye_upper_lid_size_pos"" 5 ""eye_upper_lid_size_pos"" 5",2800,legacy_animation,Restore independent historical gene and validated upper-lid animation; retain current upper-lid morph,historical definition exact; female historical activation differs,analysis_only
common/dna_data/test_dna_reach.txt,Tarly_asoiaf_3,gene_eye_shut_bottom,"""eye_shut_bottom"" 119 ""eye_shut_bottom"" 119",active_template,gene_bs_eye_lower_lid_size,"""vanilla_eye_lower_lid_size"" 0 ""vanilla_eye_lower_lid_size"" 0",2801,legacy_animation,Restore independent historical gene and validated lower-lid animation,historical definition exact; female historical activation differs,analysis_only
common/dna_data/test_dna_reach.txt,Tarly_asoiaf_3,gene_bs_eye_fold_2,"""eye_fold_2"" 45 ""eye_fold_2"" 45",active_template,gene_bs_eye_fold_shape,"""eye_fold_shape_neg"" 79 ""eye_fold_shape_neg"" 79",2811,independent_existing_morph,Restore independent 0..1 gene using existing bs_eye_fold_2; preserve both alleles and primary fold; audit neutral defaults globally,same attribute and historical range established; current visual identity not tested,analysis_only
common/dna_data/test_dna_reach.txt,Florent_asoiaf_8,gene_eye_size,"""eye_size"" 142 ""eye_size"" 142",active_template,gene_bs_eye_size,"""eye_size_neg"" 193 ""eye_size_neg"" 193",3792,legacy_animation,Restore independent historical gene and validated eye_size animation; retain existing gene_bs_eye_size,historical definition exact; visual compatibility unverified,analysis_only
common/dna_data/test_dna_reach.txt,Florent_asoiaf_8,gene_eye_shut_top,"""eye_shut_top"" 105 ""eye_shut_top"" 105",active_template,gene_bs_eye_upper_lid_size,"""eye_upper_lid_size_pos"" 45 ""eye_upper_lid_size_pos"" 45",3793,legacy_animation,Restore independent historical gene and validated upper-lid animation; retain current upper-lid morph,historical definition exact; female historical activation differs,analysis_only
common/dna_data/test_dna_reach.txt,Florent_asoiaf_8,gene_eye_shut_bottom,"""eye_shut_bottom"" 119 ""eye_shut_bottom"" 119",active_template,gene_bs_eye_lower_lid_size,"""vanilla_eye_lower_lid_size"" 0 ""vanilla_eye_lower_lid_size"" 0",3794,legacy_animation,Restore independent historical gene and validated lower-lid animation,historical definition exact; female historical activation differs,analysis_only
common/dna_data/test_dna_reach.txt,Florent_asoiaf_8,gene_bs_eye_fold_2,"""eye_fold_2"" 71 ""eye_fold_2"" 71",active_template,gene_bs_eye_fold_shape,"""eye_fold_shape_neg"" 67 ""eye_fold_shape_neg"" 67",3804,independent_existing_morph,Restore independent 0..1 gene using existing bs_eye_fold_2; preserve both alleles and primary fold; audit neutral defaults globally,same attribute and historical range established; current visual identity not tested,analysis_only
common/dna_data/test_dna_reach.txt,Hightower_asoiaf_3,gene_eye_size,"""eye_size"" 122 ""eye_size"" 122",active_template,gene_bs_eye_size,"""eye_size_neg"" 31 ""eye_size_neg"" 31",5595,legacy_animation,Restore independent historical gene and validated eye_size animation; retain existing gene_bs_eye_size,historical definition exact; visual compatibility unverified,analysis_only
common/dna_data/test_dna_reach.txt,Hightower_asoiaf_3,gene_eye_shut_top,"""eye_shut_top"" 124 ""eye_shut_top"" 124",active_template,gene_bs_eye_upper_lid_size,"""eye_upper_lid_size_pos"" 117 ""eye_upper_lid_size_pos"" 117",5596,legacy_animation,Restore independent historical gene and validated upper-lid animation; retain current upper-lid morph,historical definition exact; female historical activation differs,analysis_only
common/dna_data/test_dna_reach.txt,Hightower_asoiaf_3,gene_eye_shut_bottom,"""eye_shut_bottom"" 153 ""eye_shut_bottom"" 153",active_template,gene_bs_eye_lower_lid_size,"""vanilla_eye_lower_lid_size"" 0 ""vanilla_eye_lower_lid_size"" 0",5597,legacy_animation,Restore independent historical gene and validated lower-lid animation,historical definition exact; female historical activation differs,analysis_only
common/dna_data/test_dna_reach.txt,Hightower_asoiaf_5,gene_eye_size,"""eye_size"" 117 ""eye_size"" 117",active_template,gene_bs_eye_size,"""eye_size_neg"" 75 ""eye_size_neg"" 75",5804,legacy_animation,Restore independent historical gene and validated eye_size animation; retain existing gene_bs_eye_size,historical definition exact; visual compatibility unverified,analysis_only
common/dna_data/test_dna_reach.txt,Hightower_asoiaf_5,gene_eye_shut_top,"""eye_shut_top"" 124 ""eye_shut_top"" 124",active_template,gene_bs_eye_upper_lid_size,"""eye_upper_lid_size_pos"" 10 ""eye_upper_lid_size_pos"" 10",5805,legacy_animation,Restore independent historical gene and validated upper-lid animation; retain current upper-lid morph,historical definition exact; female historical activation differs,analysis_only
common/dna_data/test_dna_reach.txt,Hightower_asoiaf_5,gene_eye_shut_bottom,"""eye_shut_bottom"" 153 ""eye_shut_bottom"" 153",active_template,gene_bs_eye_lower_lid_size,"""vanilla_eye_lower_lid_size"" 0 ""vanilla_eye_lower_lid_size"" 0",5806,legacy_animation,Restore independent historical gene and validated lower-lid animation,historical definition exact; female historical activation differs,analysis_only
common/dna_data/test_dna_reach.txt,Hightower_asoiaf_7,gene_eye_size,"""eye_size"" 111 ""eye_size"" 111",active_template,gene_bs_eye_size,"""eye_size_neg"" 127 ""eye_size_neg"" 127",6013,legacy_animation,Restore independent historical gene and validated eye_size animation; retain existing gene_bs_eye_size,historical definition exact; visual compatibility unverified,analysis_only
common/dna_data/test_dna_reach.txt,Hightower_asoiaf_7,gene_eye_shut_top,"""eye_shut_top"" 125 ""eye_shut_top"" 125",active_template,gene_bs_eye_upper_lid_size,"""eye_upper_lid_size_pos"" 10 ""eye_upper_lid_size_pos"" 10",6014,legacy_animation,Restore independent historical gene and validated upper-lid animation; retain current upper-lid morph,historical definition exact; female historical activation differs,analysis_only
common/dna_data/test_dna_reach.txt,Hightower_asoiaf_7,gene_eye_shut_bottom,"""eye_shut_bottom"" 129 ""eye_shut_bottom"" 129",active_template,gene_bs_eye_lower_lid_size,"""vanilla_eye_lower_lid_size"" 0 ""vanilla_eye_lower_lid_size"" 0",6015,legacy_animation,Restore independent historical gene and validated lower-lid animation,historical definition exact; female historical activation differs,analysis_only
common/dna_data/test_dna_reach.txt,Hightower_asoiaf_9,gene_eye_size,"""eye_size"" 125 ""eye_size"" 125",active_template,gene_bs_eye_size,"""eye_size_neg"" 89 ""eye_size_neg"" 89",6222,legacy_animation,Restore independent historical gene and validated eye_size animation; retain existing gene_bs_eye_size,historical definition exact; visual compatibility unverified,analysis_only
common/dna_data/test_dna_reach.txt,Hightower_asoiaf_9,gene_eye_shut_top,"""eye_shut_top"" 122 ""eye_shut_top"" 122",active_template,gene_bs_eye_upper_lid_size,"""eye_upper_lid_size_pos"" 71 ""eye_upper_lid_size_pos"" 71",6223,legacy_animation,Restore independent historical gene and validated upper-lid animation; retain current upper-lid morph,historical definition exact; female historical activation differs,analysis_only
common/dna_data/test_dna_reach.txt,Hightower_asoiaf_9,gene_eye_shut_bottom,"""eye_shut_bottom"" 125 ""eye_shut_bottom"" 125",active_template,gene_bs_eye_lower_lid_size,"""vanilla_eye_lower_lid_size"" 0 ""vanilla_eye_lower_lid_size"" 0",6224,legacy_animation,Restore independent historical gene and validated lower-lid animation,historical definition exact; female historical activation differs,analysis_only
common/dna_data/test_dna_reach.txt,Hightower_asoiaf_9,gene_bs_eye_fold_2,"""eye_fold_2"" 91 ""eye_fold_2"" 91",active_template,gene_bs_eye_fold_shape,"""eye_fold_shape_neg"" 37 ""eye_fold_shape_neg"" 37",6234,independent_existing_morph,Restore independent 0..1 gene using existing bs_eye_fold_2; preserve both alleles and primary fold; audit neutral defaults globally,same attribute and historical range established; current visual identity not tested,analysis_only
common/dna_data/test_dna_reach.txt,Hightower_asoiaf_14,gene_eye_size,"""eye_size"" 129 ""eye_size"" 129",active_template,gene_bs_eye_size,"""eye_size_neg"" 125 ""eye_size_neg"" 125",6431,legacy_animation,Restore independent historical gene and validated eye_size animation; retain existing gene_bs_eye_size,historical definition exact; visual compatibility unverified,analysis_only
common/dna_data/test_dna_reach.txt,Hightower_asoiaf_14,gene_eye_shut_top,"""eye_shut_top"" 122 ""eye_shut_top"" 122",active_template,gene_bs_eye_upper_lid_size,"""eye_upper_lid_size_pos"" 71 ""eye_upper_lid_size_pos"" 71",6432,legacy_animation,Restore independent historical gene and validated upper-lid animation; retain current upper-lid morph,historical definition exact; female historical activation differs,analysis_only
common/dna_data/test_dna_reach.txt,Hightower_asoiaf_14,gene_eye_shut_bottom,"""eye_shut_bottom"" 134 ""eye_shut_bottom"" 134",active_template,gene_bs_eye_lower_lid_size,"""vanilla_eye_lower_lid_size"" 0 ""vanilla_eye_lower_lid_size"" 0",6433,legacy_animation,Restore independent historical gene and validated lower-lid animation,historical definition exact; female historical activation differs,analysis_only
common/dna_data/test_dna_reach.txt,Hightower_asoiaf_14,gene_bs_eye_fold_2,"""eye_fold_2"" 38 ""eye_fold_2"" 38",active_template,gene_bs_eye_fold_shape,"""eye_fold_shape_neg"" 37 ""eye_fold_shape_neg"" 37",6443,independent_existing_morph,Restore independent 0..1 gene using existing bs_eye_fold_2; preserve both alleles and primary fold; audit neutral defaults globally,same attribute and historical range established; current visual identity not tested,analysis_only
common/dna_data/test_dna_riverlands.txt,Tully_asoiaf_1,gene_eye_size,"""eye_size"" 127 ""eye_size"" 127",active_template,gene_bs_eye_size,"""eye_size_neg"" 100 ""eye_size_neg"" 100",148,legacy_animation,Restore independent historical gene and validated eye_size animation; retain existing gene_bs_eye_size,historical definition exact; visual compatibility unverified,analysis_only
common/dna_data/test_dna_riverlands.txt,Tully_asoiaf_1,gene_eye_shut_top,"""eye_shut_top"" 136 ""eye_shut_top"" 136",active_template,gene_bs_eye_upper_lid_size,"""eye_upper_lid_size_pos"" 137 ""eye_upper_lid_size_pos"" 137",149,legacy_animation,Restore independent historical gene and validated upper-lid animation; retain current upper-lid morph,historical definition exact; female historical activation differs,analysis_only
common/dna_data/test_dna_riverlands.txt,Tully_asoiaf_1,gene_eye_shut_bottom,"""eye_shut_bottom"" 124 ""eye_shut_bottom"" 124",active_template,gene_bs_eye_lower_lid_size,"""vanilla_eye_lower_lid_size"" 0 ""vanilla_eye_lower_lid_size"" 0",150,legacy_animation,Restore independent historical gene and validated lower-lid animation,historical definition exact; female historical activation differs,analysis_only
common/dna_data/test_dna_riverlands.txt,Tully_asoiaf_4,gene_eye_size,"""eye_size"" 130 ""eye_size"" 130",active_template,gene_bs_eye_size,"""eye_size_neg"" 119 ""eye_size_neg"" 119",357,legacy_animation,Restore independent historical gene and validated eye_size animation; retain existing gene_bs_eye_size,historical definition exact; visual compatibility unverified,analysis_only
common/dna_data/test_dna_riverlands.txt,Tully_asoiaf_4,gene_eye_shut_top,"""eye_shut_top"" 125 ""eye_shut_top"" 125",active_template,gene_bs_eye_upper_lid_size,"""eye_upper_lid_size_pos"" 195 ""eye_upper_lid_size_pos"" 195",358,legacy_animation,Restore independent historical gene and validated upper-lid animation; retain current upper-lid morph,historical definition exact; female historical activation differs,analysis_only
common/dna_data/test_dna_riverlands.txt,Tully_asoiaf_4,gene_eye_shut_bottom,"""eye_shut_bottom"" 126 ""eye_shut_bottom"" 126",active_template,gene_bs_eye_lower_lid_size,"""vanilla_eye_lower_lid_size"" 0 ""vanilla_eye_lower_lid_size"" 0",359,legacy_animation,Restore independent historical gene and validated lower-lid animation,historical definition exact; female historical activation differs,analysis_only
common/dna_data/test_dna_riverlands.txt,Tully_asoiaf_4,gene_forehead_inner_brow_width,"""inner_brow_width"" 136 ""inner_brow_width"" 136",active_template,gene_eyebrow_inner_width,"""eyebrow_inner_width_max"" 0 ""eyebrow_inner_width_max"" 0",365,legacy_animation_and_morph,Restore historical three-attribute gene including brow animation; retain gene_eyebrow_inner_width,historical definition exact; rig/combination requires visual validation,analysis_only
common/dna_data/test_dna_riverlands.txt,Tully_asoiaf_6,gene_eye_size,"""eye_size"" 127 ""eye_size"" 127",active_template,gene_bs_eye_size,"""eye_size_neg"" 123 ""eye_size_neg"" 123",566,legacy_animation,Restore independent historical gene and validated eye_size animation; retain existing gene_bs_eye_size,historical definition exact; visual compatibility unverified,analysis_only
common/dna_data/test_dna_riverlands.txt,Tully_asoiaf_6,gene_eye_shut_top,"""eye_shut_top"" 123 ""eye_shut_top"" 123",active_template,gene_bs_eye_upper_lid_size,"""eye_upper_lid_size_pos"" 143 ""eye_upper_lid_size_pos"" 143",567,legacy_animation,Restore independent historical gene and validated upper-lid animation; retain current upper-lid morph,historical definition exact; female historical activation differs,analysis_only
common/dna_data/test_dna_riverlands.txt,Tully_asoiaf_6,gene_eye_shut_bottom,"""eye_shut_bottom"" 115 ""eye_shut_bottom"" 115",active_template,gene_bs_eye_lower_lid_size,"""vanilla_eye_lower_lid_size"" 0 ""vanilla_eye_lower_lid_size"" 0",568,legacy_animation,Restore independent historical gene and validated lower-lid animation,historical definition exact; female historical activation differs,analysis_only
common/dna_data/test_dna_riverlands.txt,Tully_asoiaf_6,gene_forehead_inner_brow_width,"""inner_brow_width"" 140 ""inner_brow_width"" 140",active_template,gene_eyebrow_inner_width,"""eyebrow_inner_width_max"" 17 ""eyebrow_inner_width_max"" 17",574,legacy_animation_and_morph,Restore historical three-attribute gene including brow animation; retain gene_eyebrow_inner_width,historical definition exact; rig/combination requires visual validation,analysis_only
common/dna_data/test_dna_riverlands.txt,Tully_asoiaf_6,gene_bs_eye_fold_2,"""eye_fold_2"" 11 ""eye_fold_2"" 11",active_template,gene_bs_eye_fold_shape,"""eye_fold_shape_neg"" 61 ""eye_fold_shape_neg"" 61",578,independent_existing_morph,Restore independent 0..1 gene using existing bs_eye_fold_2; preserve both alleles and primary fold; audit neutral defaults globally,same attribute and historical range established; current visual identity not tested,analysis_only
common/dna_data/test_dna_riverlands.txt,Tully_asoiaf_7,gene_eye_size,"""eye_size"" 121 ""eye_size"" 121",active_template,gene_bs_eye_size,"""eye_size_pos"" 130 ""eye_size_pos"" 130",776,legacy_animation,Restore independent historical gene and validated eye_size animation; retain existing gene_bs_eye_size,historical definition exact; visual compatibility unverified,analysis_only
common/dna_data/test_dna_riverlands.txt,Tully_asoiaf_7,gene_eye_shut_top,"""eye_shut_top"" 132 ""eye_shut_top"" 132",active_template,gene_bs_eye_upper_lid_size,"""eye_upper_lid_size_pos"" 3 ""eye_upper_lid_size_pos"" 3",777,legacy_animation,Restore independent historical gene and validated upper-lid animation; retain current upper-lid morph,historical definition exact; female historical activation differs,analysis_only
common/dna_data/test_dna_riverlands.txt,Tully_asoiaf_7,gene_eye_shut_bottom,"""eye_shut_bottom"" 116 ""eye_shut_bottom"" 116",active_template,gene_bs_eye_lower_lid_size,"""vanilla_eye_lower_lid_size"" 0 ""vanilla_eye_lower_lid_size"" 0",778,legacy_animation,Restore independent historical gene and validated lower-lid animation,historical definition exact; female historical activation differs,analysis_only
