"File","Line","Field","Key","LocalRussian"
"common\scripted_effects\00_ntc_scripted_effects_crowns.txt","3932","description","calla_blackfyre_circlet_description","True"
"common\scripted_effects\00_ntc_scripted_effects_crowns.txt","3954","name","artifact_succession_title","False"
"common\scripted_effects\00_ntc_scripted_effects_crowns.txt","3977","name","bittersteel_crown_name","True"
"common\scripted_effects\00_ntc_scripted_effects_crowns.txt","3978","description","bittersteel_crown_description","True"
"common\scripted_effects\00_ntc_scripted_effects_crowns.txt","3994","name","artifact_succession_title","False"
"common\scripted_effects\00_ntc_scripted_effects_crowns.txt","4017","name","sharra_arryn_crown_name","True"
"common\scripted_effects\00_ntc_scripted_effects_crowns.txt","4018","description","sharra_arryn_crown_description","True"
"common\scripted_effects\00_ntc_scripted_effects_crowns.txt","4040","name","artifact_succession_title","False"
"common\scripted_effects\00_ntc_scripted_effects_crowns.txt","4062","name","roland_arryn_crown_name","True"
"common\scripted_effects\00_ntc_scripted_effects_crowns.txt","4063","description","roland_arryn_crown_description","True"
"common\scripted_effects\00_ntc_scripted_effects_crowns.txt","4084","name","artifact_succession_title","False"
"common\scripted_effects\00_ntc_scripted_effects_crowns.txt","4107","name","argella_crown_name","True"
"common\scripted_effects\00_ntc_scripted_effects_crowns.txt","4108","description","argella_crown_description","True"
"common\scripted_effects\00_ntc_scripted_effects_crowns.txt","4130","name","artifact_succession_title","False"
"common\scripted_effects\00_ntc_scripted_effects_crowns.txt","4160","name","daemon_ii_blackfyre_crown_name","True"
"common\scripted_effects\00_ntc_scripted_effects_crowns.txt","4161","description","daemon_ii_blackfyre_crown_description","True"
"common\scripted_effects\00_ntc_scripted_effects_crowns.txt","4183","name","artifact_succession_title","False"
"common\scripted_effects\00_ntc_scripted_effects_crowns.txt","4216","name","haegonblackfyre_crown_name","True"
"common\scripted_effects\00_ntc_scripted_effects_crowns.txt","4217","description","haegonblackfyre_crown_description","True"
"common\scripted_effects\00_ntc_scripted_effects_crowns.txt","4239","name","artifact_succession_title","False"
"common\scripted_effects\00_ntc_scripted_effects_crowns.txt","4268","name","aenysblackfyre_crown_name","True"
"common\scripted_effects\00_ntc_scripted_effects_crowns.txt","4269","description","aenysblackfyre_crown_description","True"
"common\scripted_effects\00_ntc_scripted_effects_crowns.txt","4291","name","artifact_succession_title","False"
"common\scripted_effects\00_ntc_scripted_effects_crowns.txt","4320","name","maelysblackfyre_crown_name","True"
"common\scripted_effects\00_ntc_scripted_effects_crowns.txt","4321","description","maelysblackfyre_crown_description","True"
"common\scripted_effects\00_ntc_scripted_effects_crowns.txt","4343","name","artifact_succession_title","False"
"common\scripted_effects\00_ntc_scripted_effects_crowns.txt","4367","name","garlandgardener_crown_name","True"
"common\scripted_effects\00_ntc_scripted_effects_crowns.txt","4368","description","garlandgardener_crown_description","True"
"common\scripted_effects\00_ntc_scripted_effects_crowns.txt","4390","name","artifact_succession_title","False"
"common\scripted_effects\00_ntc_scripted_effects_crowns.txt","4418","name","garthgoldhand_crown_name","True"
"common\scripted_effects\00_ntc_scripted_effects_crowns.txt","4419","description","garthgoldhand_crown_description","True"
"common\scripted_effects\00_ntc_scripted_effects_crowns.txt","4441","name","artifact_succession_title","False"
"common\scripted_effects\00_ntc_scripted_effects_crowns.txt","4468","name","gardener_war_crown_name","True"
"common\scripted_effects\00_ntc_scripted_effects_crowns.txt","4469","description","gardener_war_crown_description","True"
"common\scripted_effects\00_ntc_scripted_effects_crowns.txt","4490","name","artifact_succession_title","False"
"common\scripted_effects\00_ntc_scripted_effects_crowns.txt","4517","name","gardener_peace_crown_name","True"
"common\scripted_effects\00_ntc_scripted_effects_crowns.txt","4518","description","gardener_peace_crown_description","True"
"common\scripted_effects\00_ntc_scripted_effects_crowns.txt","4539","name","artifact_succession_title","False"
"common\scripted_effects\00_ntc_scripted_effects_crowns.txt","4567","name","crown_of_the_iron_throne_name","True"
"common\scripted_effects\00_ntc_scripted_effects_crowns.txt","4568","description","crown_of_the_iron_throne_description","True"
"common\scripted_effects\00_ntc_scripted_effects_crowns.txt","4584","name","artifact_succession_title","False"
"common\scripted_effects\00_ntc_scripted_effects_crowns.txt","4599","name","crown_of_the_red_keep_name","True"
"common\scripted_effects\00_ntc_scripted_effects_crowns.txt","4600","description","crown_of_the_red_keep_description","True"
"common\scripted_effects\00_ntc_scripted_effects_crowns.txt","4616","name","artifact_succession_title","False"
"common\scripted_effects\00_ntc_scripted_effects_crowns.txt","4631","name","crown_of_oldtown_tall_name","True"
"common\scripted_effects\00_ntc_scripted_effects_crowns.txt","4632","description","crown_of_oldtown_tall_description","True"
"common\scripted_effects\00_ntc_scripted_effects_crowns.txt","4648","name","artifact_succession_title","False"
"common\scripted_effects\00_ntc_scripted_effects_crowns.txt","4663","name","crown_of_oldtown_name","True"
"common\scripted_effects\00_ntc_scripted_effects_crowns.txt","4664","description","crown_of_oldtown_description","True"
"common\scripted_effects\00_ntc_scripted_effects_crowns.txt","4680","name","artifact_succession_title","False"
"common\scripted_effects\00_ntc_scripted_effects_crowns.txt","4695","name","crown_of_harrenhall_name","True"
"common\scripted_effects\00_ntc_scripted_effects_crowns.txt","4696","description","crown_of_harrenhall_description","True"
"common\scripted_effects\00_ntc_scripted_effects_crowns.txt","4712","name","artifact_succession_title","False"
"common\scripted_effects\00_ntc_scripted_effects_crowns.txt","4727","name","crown_of_the_mountain_and_vale_name","True"
"common\scripted_effects\00_ntc_scripted_effects_crowns.txt","4728","description","crown_of_the_mountain_and_vale_description","True"
"common\scripted_effects\00_ntc_scripted_effects_crowns.txt","4744","name","artifact_succession_title","False"
"common\scripted_effects\00_ntc_scripted_effects_crowns.txt","4759","name","crown_of_goldengrove_name","True"
"common\scripted_effects\00_ntc_scripted_effects_crowns.txt","4760","description","crown_of_goldengrove_description","True"
"common\scripted_effects\00_ntc_scripted_effects_crowns.txt","4796","name","crown_of_the_golden_tree_name","True"
"common\scripted_effects\00_ntc_scripted_effects_crowns.txt","4797","description","crown_of_the_golden_tree_description","True"
"common\scripted_effects\00_ntc_scripted_effects_crowns.txt","4833","name","circlet_of_stark_name","True"
"common\scripted_effects\00_ntc_scripted_effects_crowns.txt","4834","description","circlet_of_stark_description","True"
"common\scripted_effects\00_ntc_scripted_effects_crowns.txt","4870","name","crown_of_yronwood_name","True"
"common\scripted_effects\00_ntc_scripted_effects_crowns.txt","4871","description","crown_of_yronwood_description","True"
"common\scripted_effects\00_ntc_scripted_effects_crowns.txt","4907","name","crown_of_estermont_name","True"
"common\scripted_effects\00_ntc_scripted_effects_crowns.txt","4908","description","crown_of_estermont_description","True"
"common\scripted_effects\00_ntc_scripted_effects_crowns.txt","4944","name","crown_of_connington_name","True"
"common\scripted_effects\00_ntc_scripted_effects_crowns.txt","4945","description","crown_of_connington_description","True"
"common\scripted_effects\00_ntc_scripted_effects_crowns.txt","4981","name","crown_of_sharp_point_name","True"
"common\scripted_effects\00_ntc_scripted_effects_crowns.txt","4982","description","crown_of_sharp_point_description","True"
"common\scripted_effects\00_ntc_scripted_effects_crowns.txt","5018","name","crown_of_stone_hedge_name","True"
"common\scripted_effects\00_ntc_scripted_effects_crowns.txt","5019","description","crown_of_stone_hedge_description","True"
"common\scripted_effects\00_ntc_scripted_effects_crowns.txt","5055","name","crown_of_gardener_war_bronze_name","True"
"common\scripted_effects\00_ntc_scripted_effects_crowns.txt","5056","description","crown_of_gardener_war_bronze_description","True"
"common\scripted_effects\00_ntc_scripted_effects_crowns.txt","5072","name","artifact_succession_title","False"
"common\scripted_effects\00_ntc_scripted_effects_crowns.txt","5096","name","crown_of_the_grey_king_name","True"
"common\scripted_effects\00_ntc_scripted_effects_crowns.txt","5097","description","crown_of_the_grey_king_description","True"
"common\scripted_effects\00_ntc_scripted_effects_crowns.txt","5132","name","crown_of_the_grey_king_rusted_historic_name","True"
"common\scripted_effects\00_ntc_scripted_effects_crowns.txt","5133","description","crown_of_the_grey_king_rusted_historic_description","True"
"common\scripted_effects\00_ntc_scripted_effects_crowns.txt","5154","name","artifact_succession_title","False"
"common\scripted_effects\00_ntc_scripted_effects_crowns.txt","5189","name","crown_of_weirwood_name","True"
"common\scripted_effects\00_ntc_scripted_effects_crowns.txt","5190","description","crown_of_weirwood_description","True"
"common\scripted_effects\00_ntc_scripted_effects_crowns.txt","5217","name","circlet_of_the_seven_name","True"
"common\scripted_effects\00_ntc_scripted_effects_crowns.txt","5218","description","circlet_of_the_seven_description","True"
"common\scripted_effects\00_ntc_scripted_effects_crowns.txt","5245","name","crown_of_jon_north_name","True"
"common\scripted_effects\00_ntc_scripted_effects_crowns.txt","5246","description","crown_of_jon_north_description","True"
"common\scripted_effects\00_ntc_scripted_effects_crowns.txt","5273","name","crown_of_jon_north_2_name","True"
"common\scripted_effects\00_ntc_scripted_effects_crowns.txt","5274","description","crown_of_jon_north_2_description","True"
"common\scripted_effects\00_ntc_scripted_effects_crowns.txt","5301","name","crown_of_jon_icefire_name","True"
"common\scripted_effects\00_ntc_scripted_effects_crowns.txt","5302","description","crown_of_jon_icefire_description","True"
"common\scripted_effects\00_ntc_scripted_effects_crowns.txt","5329","name","crown_of_jon_icefire_2_name","True"
"common\scripted_effects\00_ntc_scripted_effects_crowns.txt","5330","description","crown_of_jon_icefire_2_description","True"
"common\scripted_effects\00_ntc_scripted_effects_crowns.txt","5357","name","crown_of_bloodraven_name","True"
"common\scripted_effects\00_ntc_scripted_effects_crowns.txt","5358","description","crown_of_bloodraven_description","True"
"common\scripted_effects\00_ntc_scripted_effects_crowns.txt","5385","name","circlet_of_seastar_name","True"
"common\scripted_effects\00_ntc_scripted_effects_crowns.txt","5386","description","circlet_of_seastar_description","True"
"common\scripted_effects\00_ntc_scripted_effects_crowns.txt","5413","name","mockingbird_circlet_name","True"
"common\scripted_effects\00_ntc_scripted_effects_crowns.txt","5414","description","mockingbird_circlet_description","True"
"common\scripted_effects\00_ntc_scripted_effects_crowns.txt","5441","name","crown_of_sansa_name","True"
"common\scripted_effects\00_ntc_scripted_effects_crowns.txt","5442","description","crown_of_sansa_description","True"
"common\scripted_effects\00_ntc_scripted_effects_crowns.txt","5469","name","crown_of_cersei_ruler_name","True"
"common\scripted_effects\00_ntc_scripted_effects_crowns.txt","5470","description","crown_of_cersei_ruler_description","True"
"common\scripted_effects\00_ntc_scripted_effects_crowns.txt","5497","name","crown_of_robert_baratheon_name","True"
"common\scripted_effects\00_ntc_scripted_effects_crowns.txt","5498","description","crown_of_robert_baratheon_description","True"
"common\scripted_effects\00_ntc_scripted_effects_crowns.txt","5525","name","crown_of_renly_baratheon_name","True"
"common\scripted_effects\00_ntc_scripted_effects_crowns.txt","5526","description","crown_of_renly_baratheon_description","True"
"common\scripted_effects\00_ntc_scripted_effects_crowns.txt","5553","name","valyrian_crown2_targaryen_name","True"
"common\scripted_effects\00_ntc_scripted_effects_crowns.txt","5554","description","valyrian_crown2_targaryen_description","True"
"common\scripted_effects\00_ntc_scripted_effects_crowns.txt","5581","name","valyrian_crown2_blackfyre_name","True"
"common\scripted_effects\00_ntc_scripted_effects_crowns.txt","5582","description","valyrian_crown2_blackfyre_description","True"
"common\scripted_effects\00_ntc_scripted_effects_crowns.txt","5618","name","westerosi_valyrian_crown2_blackfyre_name","True"
"common\scripted_effects\00_ntc_scripted_effects_crowns.txt","5619","description","westerosi_valyrian_crown2_blackfyre_description","True"
"common\scripted_effects\00_ntc_scripted_effects_crowns.txt","5653","name","westerlands2_crown_historic_name","True"
"common\scripted_effects\00_ntc_scripted_effects_crowns.txt","5654","description","westerlands2_crown_historic_description","True"
"common\scripted_effects\00_ntc_scripted_effects_crowns.txt","5688","name","crown_of_winter_historic_name","True"
"common\scripted_effects\00_ntc_scripted_effects_crowns.txt","5689","description","crown_of_winter_historic_description","True"
"common\scripted_effects\00_ntc_scripted_effects_crowns.txt","5723","name","falcon_crown_historic_name","True"
"common\scripted_effects\00_ntc_scripted_effects_crowns.txt","5724","description","falcon_crown_historic_description","True"
"common\scripted_effects\00_ntc_scripted_effects_crowns.txt","5758","name","stormlands_crown_historic_name","True"
"common\scripted_effects\00_ntc_scripted_effects_crowns.txt","5759","description","stormlands_crown_historic_description","True"
"events\ntc_find_lost_crown_events.txt","7","title","ntc_find_lost_crown_event.1.t","True"
"events\ntc_find_lost_crown_events.txt","8","desc","ntc_find_lost_crown_event.1.desc","True"
"events\ntc_find_lost_crown_events.txt","37","name","unavailable_artifacts","False"
"events\ntc_find_lost_crown_events.txt","94","name","ntc_find_lost_crown_event.1.a","True"
"events\ntc_find_lost_crown_events.txt","100","desc","ntc_find_lost_crown_event.1.a.success","True"
"events\ntc_find_lost_crown_events.txt","111","desc","ntc_find_lost_crown_event.1.a.failure","True"
"events\ntc_find_lost_crown_events.txt","120","name","ntc_find_lost_crown_event.1.b","True"
"events\ntc_find_lost_crown_events.txt","126","desc","ntc_find_lost_crown_event.1.b.success","True"
"events\ntc_find_lost_crown_events.txt","140","desc","ntc_find_lost_crown_event.1.b.failure","True"
"events\ntc_find_lost_crown_events.txt","149","name","ntc_find_lost_crown_event.1.c","True"
"events\ntc_find_lost_crown_events.txt","169","title","ntc_find_lost_crown_event.2.t","True"
"events\ntc_find_lost_crown_events.txt","170","desc","ntc_find_lost_crown_event.2.desc","True"
"events\ntc_find_lost_crown_events.txt","199","name","ntc_find_lost_crown_event.2.a","True"
"events\ntc_find_lost_crown_events.txt","205","desc","ntc_find_lost_crown_event.2.a.success","True"
"events\ntc_find_lost_crown_events.txt","222","desc","ntc_find_lost_crown_event.2.a.failure","True"
"events\ntc_find_lost_crown_events.txt","233","desc","ntc_find_lost_crown_event.2.a.wounded","True"
"events\ntc_find_lost_crown_events.txt","245","desc","ntc_find_lost_crown_event.2.a.death","True"
"events\ntc_find_lost_crown_events.txt","257","desc","ntc_find_lost_crown_event.2.a.woundedsuccess","True"
"events\ntc_find_lost_crown_events.txt","295","name","ntc_find_lost_crown_event.2.b","True"
"events\ntc_find_lost_crown_events.txt","309","desc","ntc_find_lost_crown_event.2.b.success","True"
"events\ntc_find_lost_crown_events.txt","326","desc","ntc_find_lost_crown_event.2.b.failure","True"
"events\ntc_find_lost_crown_events.txt","346","title","ntc_find_lost_crown_event.3.t","True"
"events\ntc_find_lost_crown_events.txt","347","desc","ntc_find_lost_crown_event.3.desc","True"
"events\ntc_find_lost_crown_events.txt","359","name","ntc_find_lost_crown_event.3.a","True"
"events\ntc_find_lost_crown_events.txt","367","custom_tooltip","ntc_find_lost_crown_event.7.a.gained_crown","True"
"events\ntc_find_lost_crown_events.txt","377","title","ntc_find_lost_crown_event.4.t","True"
"events\ntc_find_lost_crown_events.txt","378","desc","ntc_find_lost_crown_event.4.desc","True"
"events\ntc_find_lost_crown_events.txt","390","name","ntc_find_lost_crown_event.4.a","True"
"events\ntc_find_lost_crown_events.txt","399","name","ntc_find_lost_crown_event.4.b","True"
"events\ntc_find_lost_crown_events.txt","400","custom_tooltip","ntc_find_lost_crown_event.4.b.gave_up","True"
"events\ntc_find_lost_crown_events.txt","414","title","ntc_find_lost_crown_event.5.t","True"
"events\ntc_find_lost_crown_events.txt","415","desc","ntc_find_lost_crown_event.5.desc","True"
"events\ntc_find_lost_crown_events.txt","444","name","ntc_find_lost_crown_event.5.a","True"
"events\ntc_find_lost_crown_events.txt","450","desc","ntc_find_lost_crown_event.5.a.success","True"
"events\ntc_find_lost_crown_events.txt","461","desc","ntc_find_lost_crown_event.5.a.failure","True"
"events\ntc_find_lost_crown_events.txt","472","desc","ntc_find_lost_crown_event.5.a.wounded","True"
"events\ntc_find_lost_crown_events.txt","484","desc","ntc_find_lost_crown_event.5.a.death","True"
"events\ntc_find_lost_crown_events.txt","496","desc","ntc_find_lost_crown_event.5.a.woundedsuccess","True"
"events\ntc_find_lost_crown_events.txt","534","name","ntc_find_lost_crown_event.5.b","True"
"events\ntc_find_lost_crown_events.txt","548","desc","ntc_find_lost_crown_event.5.b.success","True"
"events\ntc_find_lost_crown_events.txt","559","desc","ntc_find_lost_crown_event.5.b.failure","True"
"events\ntc_find_lost_crown_events.txt","579","title","ntc_find_lost_crown_event.6.t","True"
"events\ntc_find_lost_crown_events.txt","580","desc","ntc_find_lost_crown_event.6.desc","True"
"events\ntc_find_lost_crown_events.txt","592","name","ntc_find_lost_crown_event.6.a","True"
"events\ntc_find_lost_crown_events.txt","593","custom_tooltip","ntc_find_lost_crown_event.6.a.gave_up_crown","True"
"events\ntc_find_lost_crown_events.txt","604","name","ntc_find_lost_crown_event.6.b","True"
"events\ntc_find_lost_crown_events.txt","615","custom_tooltip","ntc_find_lost_crown_event.6.b.ignored_crown","True"
"events\ntc_find_lost_crown_events.txt","625","title","ntc_find_lost_crown_event.7.t","True"
"events\ntc_find_lost_crown_events.txt","626","desc","ntc_find_lost_crown_event.7.desc","True"
"events\ntc_find_lost_crown_events.txt","643","name","ntc_find_lost_crown_event.7.a","True"
"events\ntc_find_lost_crown_events.txt","651","custom_tooltip","ntc_find_lost_crown_event.7.a.gained_crown","True"
"events\ntc_find_lost_crown_events.txt","661","title","ntc_find_lost_crown_event.8.t","True"
"events\ntc_find_lost_crown_events.txt","662","desc","ntc_find_lost_crown_event.8.desc","True"
"events\ntc_find_lost_crown_events.txt","679","name","ntc_find_lost_crown_event.8.a","True"
"events\ntc_find_lost_crown_events.txt","687","custom_tooltip","ntc_find_lost_crown_event.8.death","True"
"events\activities\agot_coronation_activity\agot_activity_events_crown_commission.txt","5","title","agot_commission_special_artifact_crown.0001.t","False"
"events\activities\agot_coronation_activity\agot_activity_events_crown_commission.txt","16","desc","agot_commission_special_artifact_crown.0001.desc","False"
"events\activities\agot_coronation_activity\agot_activity_events_crown_commission.txt","24","desc","agot_commission_special_artifact_crown.0001.desc_coronation","False"
"events\activities\agot_coronation_activity\agot_activity_events_crown_commission.txt","75","name","possible_artifacts","False"
"events\activities\agot_coronation_activity\agot_activity_events_crown_commission.txt","94","name","possible_artifacts","False"
"events\activities\agot_coronation_activity\agot_activity_events_crown_commission.txt","113","name","possible_artifacts","False"
"events\activities\agot_coronation_activity\agot_activity_events_crown_commission.txt","132","name","possible_artifacts","False"
"events\activities\agot_coronation_activity\agot_activity_events_crown_commission.txt","151","name","possible_artifacts","False"
"events\activities\agot_coronation_activity\agot_activity_events_crown_commission.txt","170","name","possible_artifacts","False"
"events\activities\agot_coronation_activity\agot_activity_events_crown_commission.txt","189","name","possible_artifacts","False"
"events\activities\agot_coronation_activity\agot_activity_events_crown_commission.txt","208","name","possible_artifacts","False"
"events\activities\agot_coronation_activity\agot_activity_events_crown_commission.txt","227","name","possible_artifacts","False"
"events\activities\agot_coronation_activity\agot_activity_events_crown_commission.txt","246","name","possible_artifacts","False"
"events\activities\agot_coronation_activity\agot_activity_events_crown_commission.txt","265","name","possible_artifacts","False"
"events\activities\agot_coronation_activity\agot_activity_events_crown_commission.txt","284","name","possible_artifacts","False"
"events\activities\agot_coronation_activity\agot_activity_events_crown_commission.txt","303","name","possible_artifacts","False"
"events\activities\agot_coronation_activity\agot_activity_events_crown_commission.txt","322","name","possible_artifacts","False"
"events\activities\agot_coronation_activity\agot_activity_events_crown_commission.txt","341","name","possible_artifacts","False"
"events\activities\agot_coronation_activity\agot_activity_events_crown_commission.txt","360","name","possible_artifacts","False"
"events\activities\agot_coronation_activity\agot_activity_events_crown_commission.txt","379","name","possible_artifacts","False"
"events\activities\agot_coronation_activity\agot_activity_events_crown_commission.txt","398","name","possible_artifacts","False"
"events\activities\agot_coronation_activity\agot_activity_events_crown_commission.txt","417","name","possible_artifacts","False"
"events\activities\agot_coronation_activity\agot_activity_events_crown_commission.txt","436","name","possible_artifacts","False"
"events\activities\agot_coronation_activity\agot_activity_events_crown_commission.txt","455","name","possible_artifacts","False"
"events\activities\agot_coronation_activity\agot_activity_events_crown_commission.txt","474","name","possible_artifacts","False"
"events\activities\agot_coronation_activity\agot_activity_events_crown_commission.txt","493","name","possible_artifacts","False"
"events\activities\agot_coronation_activity\agot_activity_events_crown_commission.txt","514","name","possible_artifacts","False"
"events\activities\agot_coronation_activity\agot_activity_events_crown_commission.txt","533","name","possible_artifacts","False"
"events\activities\agot_coronation_activity\agot_activity_events_crown_commission.txt","552","name","possible_artifacts","False"
"events\activities\agot_coronation_activity\agot_activity_events_crown_commission.txt","575","name","possible_artifacts","False"
"events\activities\agot_coronation_activity\agot_activity_events_crown_commission.txt","598","name","possible_artifacts","False"
"events\activities\agot_coronation_activity\agot_activity_events_crown_commission.txt","621","name","possible_artifacts","False"
"events\activities\agot_coronation_activity\agot_activity_events_crown_commission.txt","640","name","possible_artifacts","False"
"events\activities\agot_coronation_activity\agot_activity_events_crown_commission.txt","659","name","possible_artifacts","False"
"events\activities\agot_coronation_activity\agot_activity_events_crown_commission.txt","678","name","possible_artifacts","False"
"events\activities\agot_coronation_activity\agot_activity_events_crown_commission.txt","697","name","possible_artifacts","False"
"events\activities\agot_coronation_activity\agot_activity_events_crown_commission.txt","716","name","possible_artifacts","False"
"events\activities\agot_coronation_activity\agot_activity_events_crown_commission.txt","735","name","possible_artifacts","False"
"events\activities\agot_coronation_activity\agot_activity_events_crown_commission.txt","754","name","possible_artifacts","False"
"events\activities\agot_coronation_activity\agot_activity_events_crown_commission.txt","773","name","possible_artifacts","False"
"events\activities\agot_coronation_activity\agot_activity_events_crown_commission.txt","792","name","possible_artifacts","False"
"events\activities\agot_coronation_activity\agot_activity_events_crown_commission.txt","811","name","possible_artifacts","False"
"events\activities\agot_coronation_activity\agot_activity_events_crown_commission.txt","830","name","possible_artifacts","False"
"events\activities\agot_coronation_activity\agot_activity_events_crown_commission.txt","849","name","possible_artifacts","False"
"events\activities\agot_coronation_activity\agot_activity_events_crown_commission.txt","868","name","possible_artifacts","False"
"events\activities\agot_coronation_activity\agot_activity_events_crown_commission.txt","887","name","possible_artifacts","False"
"events\activities\agot_coronation_activity\agot_activity_events_crown_commission.txt","906","name","possible_artifacts","False"
"events\activities\agot_coronation_activity\agot_activity_events_crown_commission.txt","925","name","possible_artifacts","False"
"events\activities\agot_coronation_activity\agot_activity_events_crown_commission.txt","944","name","possible_artifacts","False"
"events\activities\agot_coronation_activity\agot_activity_events_crown_commission.txt","963","name","possible_artifacts","False"
"events\activities\agot_coronation_activity\agot_activity_events_crown_commission.txt","982","name","possible_artifacts","False"
"events\activities\agot_coronation_activity\agot_activity_events_crown_commission.txt","1001","name","possible_artifacts","False"
"events\activities\agot_coronation_activity\agot_activity_events_crown_commission.txt","1020","name","possible_artifacts","False"
"events\activities\agot_coronation_activity\agot_activity_events_crown_commission.txt","1039","name","possible_artifacts","False"
"events\activities\agot_coronation_activity\agot_activity_events_crown_commission.txt","1058","name","possible_artifacts","False"
"events\activities\agot_coronation_activity\agot_activity_events_crown_commission.txt","1077","name","possible_artifacts","False"
"events\activities\agot_coronation_activity\agot_activity_events_crown_commission.txt","1096","name","possible_artifacts","False"
"events\activities\agot_coronation_activity\agot_activity_events_crown_commission.txt","1115","name","possible_artifacts","False"
"events\activities\agot_coronation_activity\agot_activity_events_crown_commission.txt","1134","name","possible_artifacts","False"
"events\activities\agot_coronation_activity\agot_activity_events_crown_commission.txt","1153","name","possible_artifacts","False"
"events\activities\agot_coronation_activity\agot_activity_events_crown_commission.txt","1172","name","possible_artifacts","False"
"events\activities\agot_coronation_activity\agot_activity_events_crown_commission.txt","1191","name","possible_artifacts","False"
"events\activities\agot_coronation_activity\agot_activity_events_crown_commission.txt","1210","name","possible_artifacts","False"
"events\activities\agot_coronation_activity\agot_activity_events_crown_commission.txt","1229","name","possible_artifacts","False"
"events\activities\agot_coronation_activity\agot_activity_events_crown_commission.txt","1248","name","possible_artifacts","False"
"events\activities\agot_coronation_activity\agot_activity_events_crown_commission.txt","1267","name","possible_artifacts","False"
"events\activities\agot_coronation_activity\agot_activity_events_crown_commission.txt","1286","name","possible_artifacts","False"
"events\activities\agot_coronation_activity\agot_activity_events_crown_commission.txt","1305","name","possible_artifacts","False"
"events\activities\agot_coronation_activity\agot_activity_events_crown_commission.txt","1324","name","possible_artifacts","False"
"events\activities\agot_coronation_activity\agot_activity_events_crown_commission.txt","1343","name","possible_artifacts","False"
"events\activities\agot_coronation_activity\agot_activity_events_crown_commission.txt","1362","name","possible_artifacts","False"
"events\activities\agot_coronation_activity\agot_activity_events_crown_commission.txt","1381","name","possible_artifacts","False"
"events\activities\agot_coronation_activity\agot_activity_events_crown_commission.txt","1400","name","possible_artifacts","False"
"events\activities\agot_coronation_activity\agot_activity_events_crown_commission.txt","1419","name","possible_artifacts","False"
"events\activities\agot_coronation_activity\agot_activity_events_crown_commission.txt","1438","name","possible_artifacts","False"
"events\activities\agot_coronation_activity\agot_activity_events_crown_commission.txt","1457","name","possible_artifacts","False"
"events\activities\agot_coronation_activity\agot_activity_events_crown_commission.txt","1476","name","possible_artifacts","False"
"events\activities\agot_coronation_activity\agot_activity_events_crown_commission.txt","1495","name","possible_artifacts","False"
"events\activities\agot_coronation_activity\agot_activity_events_crown_commission.txt","1514","name","possible_artifacts","False"
"events\activities\agot_coronation_activity\agot_activity_events_crown_commission.txt","1533","name","possible_artifacts","False"
"events\activities\agot_coronation_activity\agot_activity_events_crown_commission.txt","1552","name","possible_artifacts","False"
"events\activities\agot_coronation_activity\agot_activity_events_crown_commission.txt","1571","name","possible_artifacts","False"
"events\activities\agot_coronation_activity\agot_activity_events_crown_commission.txt","1590","name","possible_artifacts","False"
"events\activities\agot_coronation_activity\agot_activity_events_crown_commission.txt","1609","name","possible_artifacts","False"
"events\activities\agot_coronation_activity\agot_activity_events_crown_commission.txt","1628","name","possible_artifacts","False"
"events\activities\agot_coronation_activity\agot_activity_events_crown_commission.txt","1647","name","possible_artifacts","False"
"events\activities\agot_coronation_activity\agot_activity_events_crown_commission.txt","1666","name","possible_artifacts","False"
"events\activities\agot_coronation_activity\agot_activity_events_crown_commission.txt","1685","name","possible_artifacts","False"
"events\activities\agot_coronation_activity\agot_activity_events_crown_commission.txt","1704","name","possible_artifacts","False"
"events\activities\agot_coronation_activity\agot_activity_events_crown_commission.txt","1723","name","possible_artifacts","False"
"events\activities\agot_coronation_activity\agot_activity_events_crown_commission.txt","1742","name","possible_artifacts","False"
"events\activities\agot_coronation_activity\agot_activity_events_crown_commission.txt","1761","name","possible_artifacts","False"
"events\activities\agot_coronation_activity\agot_activity_events_crown_commission.txt","1780","name","possible_artifacts","False"
"events\activities\agot_coronation_activity\agot_activity_events_crown_commission.txt","1799","name","possible_artifacts","False"
"events\activities\agot_coronation_activity\agot_activity_events_crown_commission.txt","1818","name","possible_artifacts","False"
"events\activities\agot_coronation_activity\agot_activity_events_crown_commission.txt","1837","name","possible_artifacts","False"
"events\activities\agot_coronation_activity\agot_activity_events_crown_commission.txt","1856","name","possible_artifacts","False"
"events\activities\agot_coronation_activity\agot_activity_events_crown_commission.txt","1875","name","possible_artifacts","False"
"events\activities\agot_coronation_activity\agot_activity_events_crown_commission.txt","1895","name","possible_artifacts","False"
"events\activities\agot_coronation_activity\agot_activity_events_crown_commission.txt","1914","name","possible_artifacts","False"
"events\activities\agot_coronation_activity\agot_activity_events_crown_commission.txt","1933","name","possible_artifacts","False"
"events\activities\agot_coronation_activity\agot_activity_events_crown_commission.txt","1952","name","possible_artifacts","False"
"events\activities\agot_coronation_activity\agot_activity_events_crown_commission.txt","1971","name","possible_artifacts","False"
"events\activities\agot_coronation_activity\agot_activity_events_crown_commission.txt","1990","name","possible_artifacts","False"
"events\activities\agot_coronation_activity\agot_activity_events_crown_commission.txt","2009","name","possible_artifacts","False"
"events\activities\agot_coronation_activity\agot_activity_events_crown_commission.txt","2028","name","possible_artifacts","False"
"events\activities\agot_coronation_activity\agot_activity_events_crown_commission.txt","2047","name","possible_artifacts","False"
