Group,BeforeLogLine,Component,Message,PresentBefore,AfterCount
Stage8_scripts,10035,pdx_persistent_reader.cpp:216,"Error: ""Unknown trigger: defender, near line: 89"" in file: ""common/on_action/asoiaf_army_on_actions.txt"" near line: 90",True,0
Stage8_scripts,10036,pdx_persistent_reader.cpp:216,"Error: ""Unknown trigger: defender, near line: 226"" in file: ""common/on_action/asoiaf_army_on_actions.txt"" near line: 227",True,0
Stage8_scripts,10046,pdx_persistent_reader.cpp:216,"Error: ""Unknown trigger: asoiaf_canon_children_Targaryen_101_trigger, near line: 613"" in file: ""common/on_action/asoiaf_pregnancy_childbirth_on_actions.txt"" near line: 614",True,0
Stage8_scripts,10047,pdx_persistent_reader.cpp:216,"Error: ""Unknown trigger: asoiaf_canon_children_Targaryen_102_trigger, near line: 625
Unknown trigger: asoiaf_canon_children_Targaryen_103_trigger, near line: 626
Unknown trigger: asoiaf_canon_children_Targaryen_104_trigger, near line: 627"" in file: ""common/on_action/asoiaf_pregnancy_childbirth_on_actions.txt"" near line: 628",True,0
Stage8_scripts,10052,jomini_onaction.cpp:153,There is more than one '_pTrigger' defined:file: common/on_action/agot_on_actions/test_title_on_actions.txt line: 179 (agot_on_title_inheritance_lannister_baratheon_coa),True,0
Stage8_scripts,10053,jomini_onaction.cpp:161,There is more than one 'effect' defined using most recent:file: common/on_action/agot_on_actions/test_title_on_actions.txt line: 190 (agot_on_title_inheritance_lannister_baratheon_coa),True,0
Stage8_scripts,10054,pdx_persistent_reader.cpp:216,"Error: ""Unknown effect: start_diarchy, near line: 233"" in file: ""common/on_action/agot_on_actions/test_title_on_actions.txt"" near line: 235",True,0
Stage8_scripts,10055,pdx_persistent_reader.cpp:216,"Error: ""Unknown effect: asoiaf_destroy_crownlands_title_effect, near line: 449"" in file: ""common/on_action/agot_on_actions/test_title_on_actions.txt"" near line: 450",True,0
Stage8_birth_variables,10727,jomini_effect.cpp:1161,Variable 'asoiaf_canon_children_Targaryen_98_born_variable' is used but is never set. Setting it in an unused scripted trigger or effect does not count,True,0
Stage8_birth_variables,10729,jomini_effect.cpp:1161,Variable 'asoiaf_canon_children_Targaryen_100_born_variable' is used but is never set. Setting it in an unused scripted trigger or effect does not count,True,0
Stage8_birth_variables,10736,jomini_effect.cpp:1161,Variable 'asoiaf_canon_children_Targaryen_101_born_variable' is used but is never set. Setting it in an unused scripted trigger or effect does not count,True,0
Stage8_birth_variables,10750,jomini_effect.cpp:1161,Variable 'asoiaf_canon_children_Targaryen_99_born_variable' is used but is never set. Setting it in an unused scripted trigger or effect does not count,True,0
Stage8_birth_variables,11006,jomini_effect.cpp:1161,Variable 'asoiaf_canon_children_Targaryen_98_born_variable' is used but is never set. Setting it in an unused scripted trigger or effect does not count,True,0
Stage8_birth_variables,11008,jomini_effect.cpp:1161,Variable 'asoiaf_canon_children_Targaryen_100_born_variable' is used but is never set. Setting it in an unused scripted trigger or effect does not count,True,0
Stage8_birth_variables,11015,jomini_effect.cpp:1161,Variable 'asoiaf_canon_children_Targaryen_101_born_variable' is used but is never set. Setting it in an unused scripted trigger or effect does not count,True,0
Stage8_birth_variables,11029,jomini_effect.cpp:1161,Variable 'asoiaf_canon_children_Targaryen_99_born_variable' is used but is never set. Setting it in an unused scripted trigger or effect does not count,True,0
Stage7_donor_links,11104,history.cpp:644,Referencing non-existent character in script link character:Stark_asoiaf_87,True,0
Stage7_donor_links,11105,history.cpp:644,Referencing non-existent character in script link character:Stark_asoiaf_88,True,0
Stage7_donor_links,11106,history.cpp:644,Referencing non-existent character in script link character:Stark_asoiaf_94,True,0
Stage7_donor_links,11107,history.cpp:644,Referencing non-existent character in script link character:Stark_asoiaf_95,True,0
Stage7_donor_links,11108,history.cpp:644,Referencing non-existent character in script link character:Stark_asoiaf_96,True,0
Stage7_donor_links,11109,history.cpp:644,Referencing non-existent character in script link character:Stark_asoiaf_97,True,0
Stage7_donor_links,11110,history.cpp:644,Referencing non-existent character in script link character:Stark_asoiaf_98,True,0
Stage7_donor_links,11111,history.cpp:644,Referencing non-existent character in script link character:Stark_asoiaf_99,True,0
Stage7_donor_links,11112,history.cpp:644,Referencing non-existent character in script link character:Stark_asoiaf_100,True,0
Stage7_donor_links,11113,history.cpp:644,Referencing non-existent character in script link character:Stark_asoiaf_101,True,0
Stage7_donor_links,11114,history.cpp:644,Referencing non-existent character in script link character:Stark_asoiaf_102,True,0
Stage7_donor_links,11115,history.cpp:644,Referencing non-existent character in script link character:Stark_asoiaf_103,True,0
Stage7_donor_links,11116,history.cpp:644,Referencing non-existent character in script link character:Arryn_asoiaf_7,True,0
Stage7_donor_links,11117,history.cpp:644,Referencing non-existent character in script link character:Tyrell_asoiaf_9,True,0
Stage7_donor_links,11118,history.cpp:644,Referencing non-existent character in script link character:Tyrell_asoiaf_10,True,0
Stage7_donor_links,11119,history.cpp:644,Referencing non-existent character in script link character:Hightower_asoiaf_96,True,0
Stage7_donor_links,11120,history.cpp:644,Referencing non-existent character in script link character:Hightower_asoiaf_98,True,0
Stage7_donor_links,11121,history.cpp:644,Referencing non-existent character in script link character:Targaryen_asoiaf_30,True,0
Stage7_donor_links,11122,history.cpp:644,Referencing non-existent character in script link character:Targaryen_asoiaf_31,True,0
Stage7_donor_links,11123,history.cpp:644,Referencing non-existent character in script link character:Targaryen_asoiaf_32,True,0
Stage7_donor_links,11124,history.cpp:644,Referencing non-existent character in script link character:Targaryen_asoiaf_33,True,0
Stage7_donor_links,11125,history.cpp:644,Referencing non-existent character in script link character:Targaryen_asoiaf_34,True,0
Stage7_donor_links,11126,history.cpp:644,Referencing non-existent character in script link character:Targaryen_asoiaf_37,True,0
Stage7_donor_links,11127,history.cpp:644,Referencing non-existent character in script link character:Targaryen_asoiaf_38,True,0
Stage7_donor_links,11128,history.cpp:644,Referencing non-existent character in script link character:Targaryen_asoiaf_40,True,0
Stage7_donor_links,11129,history.cpp:644,Referencing non-existent character in script link character:Targaryen_asoiaf_39,True,0
Stage7_donor_links,11130,history.cpp:644,Referencing non-existent character in script link character:Targaryen_asoiaf_41,True,0
Stage7_donor_links,11131,history.cpp:644,Referencing non-existent character in script link character:Targaryen_asoiaf_42,True,0
Stage7_donor_links,11132,history.cpp:644,Referencing non-existent character in script link character:Targaryen_asoiaf_43,True,0
Stage7_donor_links,11133,history.cpp:644,Referencing non-existent character in script link character:Targaryen_asoiaf_44,True,0
Stage7_donor_links,11134,history.cpp:644,Referencing non-existent character in script link character:Targaryen_asoiaf_49,True,0
Stage7_donor_links,11135,history.cpp:644,Referencing non-existent character in script link character:Targaryen_asoiaf_52,True,0
Stage7_donor_links,11136,history.cpp:644,Referencing non-existent character in script link character:Targaryen_asoiaf_53,True,0
Stage7_donor_links,11137,history.cpp:644,Referencing non-existent character in script link character:Targaryen_asoiaf_54,True,0
Stage7_donor_links,11138,history.cpp:644,Referencing non-existent character in script link character:Targaryen_asoiaf_55,True,0
Stage7_donor_links,11139,history.cpp:644,Referencing non-existent character in script link character:Targaryen_asoiaf_55_1,True,0
Stage7_donor_links,11140,history.cpp:644,Referencing non-existent character in script link character:Targaryen_asoiaf_56,True,0
Stage7_donor_links,11141,history.cpp:644,Referencing non-existent character in script link character:Targaryen_asoiaf_57,True,0
Stage7_donor_links,11142,history.cpp:644,Referencing non-existent character in script link character:Targaryen_asoiaf_58,True,0
Stage7_donor_links,11143,history.cpp:644,Referencing non-existent character in script link character:Hammer_asoiaf_2,True,0
Stage7_donor_links,11144,history.cpp:644,Referencing non-existent character in script link character:Targaryen_asoiaf_62,True,0
Stage7_donor_links,11145,history.cpp:644,Referencing non-existent character in script link character:Targaryen_asoiaf_131,True,0
Stage7_donor_links,11146,history.cpp:644,Referencing non-existent character in script link character:Targaryen_asoiaf_64,True,0
Stage7_donor_links,11147,history.cpp:644,Referencing non-existent character in script link character:Targaryen_asoiaf_61_1,True,0
Stage7_donor_links,11148,history.cpp:644,Referencing non-existent character in script link character:Targaryen_asoiaf_80,True,0
Stage7_donor_links,11149,history.cpp:644,Referencing non-existent character in script link character:Targaryen_asoiaf_88,True,0
Stage7_donor_links,11150,history.cpp:644,Referencing non-existent character in script link character:Targaryen_asoiaf_91,True,0
Stage7_donor_links,11151,history.cpp:644,Referencing non-existent character in script link character:Targaryen_asoiaf_134,True,0
Stage7_donor_links,11152,history.cpp:644,Referencing non-existent character in script link character:Targaryen_asoiaf_132,True,0
Stage7_donor_links,11153,history.cpp:644,Referencing non-existent character in script link character:Targaryen_asoiaf_133,True,0
Stage7_donor_links,11154,history.cpp:644,Referencing non-existent character in script link character:Targaryen_asoiaf_92,True,0
Stage7_donor_links,11155,history.cpp:644,Referencing non-existent character in script link character:Targaryen_asoiaf_93,True,0
Stage7_donor_links,11156,history.cpp:644,Referencing non-existent character in script link character:Targaryen_asoiaf_135,True,0
Stage7_donor_links,11157,history.cpp:644,Referencing non-existent character in script link character:Targaryen_asoiaf_94,True,0
Stage7_donor_links,11158,history.cpp:644,Referencing non-existent character in script link character:Targaryen_asoiaf_108,True,0
Stage7_donor_links,11159,history.cpp:644,Referencing non-existent character in script link character:Targaryen_asoiaf_109,True,0
Stage7_donor_links,11160,history.cpp:644,Referencing non-existent character in script link character:Targaryen_asoiaf_112,True,0
Stage7_donor_links,11161,history.cpp:644,Referencing non-existent character in script link character:Targaryen_asoiaf_113,True,0
Stage7_donor_links,11162,history.cpp:644,Referencing non-existent character in script link character:Targaryen_asoiaf_114,True,0
Stage7_donor_links,11163,history.cpp:644,Referencing non-existent character in script link character:Targaryen_asoiaf_115,True,0
Stage7_donor_links,11164,history.cpp:644,Referencing non-existent character in script link character:Targaryen_asoiaf_116,True,0
Stage7_donor_links,11165,history.cpp:644,Referencing non-existent character in script link character:Targaryen_asoiaf_117,True,0
Stage7_donor_links,11166,history.cpp:644,Referencing non-existent character in script link character:Targaryen_asoiaf_121,True,0
Stage7_donor_links,11167,history.cpp:644,Referencing non-existent character in script link character:Targaryen_asoiaf_123,True,0
Stage7_donor_links,11168,history.cpp:644,Referencing non-existent character in script link character:Targaryen_asoiaf_124,True,0
Stage7_donor_links,11169,history.cpp:644,Referencing non-existent character in script link character:Targaryen_asoiaf_125,True,0
Stage7_donor_links,11170,history.cpp:644,Referencing non-existent character in script link character:Targaryen_asoiaf_4,True,0
Stage7_donor_links,11171,history.cpp:644,Referencing non-existent character in script link character:Targaryen_asoiaf_5,True,0
Stage7_donor_links,11172,history.cpp:644,Referencing non-existent character in script link character:Targaryen_asoiaf_6,True,0
Stage7_donor_links,11173,history.cpp:644,Referencing non-existent character in script link character:Targaryen_asoiaf_7,True,0
Stage7_donor_links,11174,history.cpp:644,Referencing non-existent character in script link character:Dayne_asoiaf_3,True,0
Stage7_donor_links,11175,history.cpp:644,Referencing non-existent character in script link character:Dayne_asoiaf_6,True,0
Stage7_donor_links,11176,history.cpp:644,Referencing non-existent character in script link character:Dayne_asoiaf_7,True,0
Stage7_donor_links,11177,history.cpp:644,Referencing non-existent character in script link character:Tully_asoiaf_2,True,0
Stage7_donor_links,11178,history.cpp:644,Referencing non-existent character in script link character:Tully_asoiaf_3,True,0
Stage7_donor_links,11179,history.cpp:644,Referencing non-existent character in script link character:Tully_asoiaf_8,True,0
Stage7_donor_links,11180,history.cpp:644,Referencing non-existent character in script link character:Strong_asoiaf_32,True,0
Stage7_donor_links,11181,history.cpp:644,Referencing non-existent character in script link character:Strong_asoiaf_33,True,0
Stage7_donor_links,11182,history.cpp:644,Referencing non-existent character in script link character:Greyjoy_asoiaf_11,True,0
Stage7_donor_links,11183,history.cpp:644,Referencing non-existent character in script link character:Greyjoy_asoiaf_12,True,0
