File,DNA,OldGene,OldValue,TargetGene,TargetBefore,TargetAfter,Decision,Detail,VisualValidationRequired,Status
common/dna_data/test_dna_north.txt,Bolton_asoiaf_4,gene_forehead_inner_brow_width,"""inner_brow_width"" 142 ""inner_brow_width"" 142",gene_eyebrow_inner_width,"""eyebrow_inner_width_max"" 48 ""eyebrow_inner_width_max"" 48","""eyebrow_inner_width_max"" 55 ""eyebrow_inner_width_max"" 55",approximate_current_gene,dominant:weak_signed_analogy; recessive:weak_signed_analogy,False,candidate_not_applied
common/dna_data/test_dna_north.txt,Bolton_asoiaf_4,gene_bs_eye_fold_2,"""eye_fold_2"" 92 ""eye_fold_2"" 92",gene_bs_eye_fold_shape,"""eye_fold_shape_neg"" 11 ""eye_fold_shape_neg"" 11","""eye_fold_shape_neg"" 11 ""eye_fold_shape_neg"" 11",retire_preserve_primary_fold,dominant:preserve_existing_primary_fold; recessive:preserve_existing_primary_fold,False,candidate_not_applied
common/dna_data/test_dna_north.txt,Bolton_asoiaf_5,gene_eye_size,"""eye_size"" 125 ""eye_size"" 125",gene_bs_eye_size,"""eye_size_neg"" 117 ""eye_size_neg"" 117","""eye_size_neg"" 118 ""eye_size_neg"" 118",approximate_current_gene,dominant:weak_signed_analogy; recessive:weak_signed_analogy,False,candidate_not_applied
common/dna_data/test_dna_north.txt,Bolton_asoiaf_5,gene_eye_shut_top,"""eye_shut_top"" 119 ""eye_shut_top"" 119",gene_bs_eye_upper_lid_size,"""eye_upper_lid_size_neg"" 11 ""eye_upper_lid_size_neg"" 11","""eye_upper_lid_size_neg"" 15 ""eye_upper_lid_size_neg"" 15",approximate_current_gene,dominant:weak_signed_analogy; recessive:weak_signed_analogy,False,candidate_not_applied
common/dna_data/test_dna_north.txt,Bolton_asoiaf_5,gene_eye_shut_bottom,"""eye_shut_bottom"" 133 ""eye_shut_bottom"" 133",gene_bs_eye_lower_lid_size,"""vanilla_eye_lower_lid_size"" 0 ""vanilla_eye_lower_lid_size"" 0","""eye_lower_lid_size"" 3 ""eye_lower_lid_size"" 3",approximate_current_gene,dominant:weak_positive_lower_lid_analogy; recessive:weak_positive_lower_lid_analogy,False,candidate_not_applied
common/dna_data/test_dna_north.txt,Bolton_asoiaf_5,gene_forehead_inner_brow_width,"""inner_brow_width"" 142 ""inner_brow_width"" 142",gene_eyebrow_inner_width,"""eyebrow_inner_width_max"" 48 ""eyebrow_inner_width_max"" 48","""eyebrow_inner_width_max"" 55 ""eyebrow_inner_width_max"" 55",approximate_current_gene,dominant:weak_signed_analogy; recessive:weak_signed_analogy,False,candidate_not_applied
common/dna_data/test_dna_north.txt,Bolton_asoiaf_5,gene_bs_eye_fold_2,"""eye_fold_2"" 13 ""eye_fold_2"" 13",gene_bs_eye_fold_shape,"""eye_fold_shape_neg"" 45 ""eye_fold_shape_neg"" 45","""eye_fold_shape_neg"" 45 ""eye_fold_shape_neg"" 45",retire_preserve_primary_fold,dominant:preserve_existing_primary_fold; recessive:preserve_existing_primary_fold,False,candidate_not_applied
common/dna_data/test_dna_north.txt,Mormont_asoiaf_2,gene_eye_size,"""eye_size"" 127 ""eye_size"" 127",gene_bs_eye_size,"""eye_size_neg"" 255 ""eye_size_neg"" 255","""eye_size_neg"" 255 ""eye_size_neg"" 255",retire_preserve_current_gene,dominant:preserve_near_midpoint; recessive:preserve_near_midpoint,False,candidate_not_applied
common/dna_data/test_dna_north.txt,Mormont_asoiaf_2,gene_eye_shut_top,"""eye_shut_top"" 131 ""eye_shut_top"" 131",gene_bs_eye_upper_lid_size,"""eye_upper_lid_size_pos"" 251 ""eye_upper_lid_size_pos"" 251","""eye_upper_lid_size_pos"" 253 ""eye_upper_lid_size_pos"" 253",approximate_current_gene,dominant:weak_signed_analogy; recessive:weak_signed_analogy,False,candidate_not_applied
common/dna_data/test_dna_north.txt,Mormont_asoiaf_2,gene_eye_shut_bottom,"""eye_shut_bottom"" 132 ""eye_shut_bottom"" 132",gene_bs_eye_lower_lid_size,"""vanilla_eye_lower_lid_size"" 0 ""vanilla_eye_lower_lid_size"" 0","""eye_lower_lid_size"" 2 ""eye_lower_lid_size"" 2",approximate_current_gene,dominant:weak_positive_lower_lid_analogy; recessive:weak_positive_lower_lid_analogy,False,candidate_not_applied
common/dna_data/test_dna_north.txt,Mormont_asoiaf_3,gene_eye_size,"""eye_size"" 127 ""eye_size"" 127",gene_bs_eye_size,"""eye_size_pos"" 29 ""eye_size_pos"" 29","""eye_size_pos"" 29 ""eye_size_pos"" 29",retire_preserve_current_gene,dominant:preserve_near_midpoint; recessive:preserve_near_midpoint,False,candidate_not_applied
common/dna_data/test_dna_north.txt,Mormont_asoiaf_3,gene_eye_shut_top,"""eye_shut_top"" 129 ""eye_shut_top"" 129",gene_bs_eye_upper_lid_size,"""eye_upper_lid_size_pos"" 11 ""eye_upper_lid_size_pos"" 11","""eye_upper_lid_size_pos"" 12 ""eye_upper_lid_size_pos"" 12",approximate_current_gene,dominant:weak_signed_analogy; recessive:weak_signed_analogy,False,candidate_not_applied
common/dna_data/test_dna_north.txt,Mormont_asoiaf_3,gene_eye_shut_bottom,"""eye_shut_bottom"" 125 ""eye_shut_bottom"" 125",gene_bs_eye_lower_lid_size,"""vanilla_eye_lower_lid_size"" 0 ""vanilla_eye_lower_lid_size"" 0","""vanilla_eye_lower_lid_size"" 0 ""vanilla_eye_lower_lid_size"" 0",retire_preserve_current_gene,dominant:neutral_no_negative_lower_lid_analogue; recessive:neutral_no_negative_lower_lid_analogue,False,candidate_not_applied
common/dna_data/test_dna_north.txt,Manderly_asoiaf_6,gene_bs_eye_fold_2,"""eye_fold_2"" 4 ""eye_fold_2"" 4",gene_bs_eye_fold_shape,"""eye_fold_shape_neg"" 85 ""eye_fold_shape_neg"" 85","""eye_fold_shape_neg"" 85 ""eye_fold_shape_neg"" 85",retire_preserve_primary_fold,dominant:preserve_existing_primary_fold; recessive:preserve_existing_primary_fold,False,candidate_not_applied
common/dna_data/test_dna_north.txt,Manderly_asoiaf_7,gene_bs_eye_fold_2,"""eye_fold_2"" 4 ""eye_fold_2"" 4",gene_bs_eye_fold_shape,"""eye_fold_shape_neg"" 89 ""eye_fold_shape_neg"" 89","""eye_fold_shape_neg"" 89 ""eye_fold_shape_neg"" 89",retire_preserve_primary_fold,dominant:preserve_existing_primary_fold; recessive:preserve_existing_primary_fold,False,candidate_not_applied
common/dna_data/test_dna_north.txt,Manderly_asoiaf_8,gene_bs_eye_fold_2,"""eye_fold_2"" 90 ""eye_fold_2"" 90",gene_bs_eye_fold_shape,"""eye_fold_shape_neg"" 89 ""eye_fold_shape_neg"" 89","""eye_fold_shape_neg"" 89 ""eye_fold_shape_neg"" 89",retire_preserve_primary_fold,dominant:preserve_existing_primary_fold; recessive:preserve_existing_primary_fold,False,candidate_not_applied
common/dna_data/test_dna_north.txt,Degore_asoiaf_1,gene_bs_eye_fold_2,"""eye_fold_2"" 128 ""eye_fold_2"" 128",gene_bs_eye_fold_shape,"""eye_fold_shape_neg"" 23 ""eye_fold_shape_neg"" 23","""eye_fold_shape_neg"" 23 ""eye_fold_shape_neg"" 23",retire_preserve_primary_fold,dominant:preserve_existing_primary_fold; recessive:preserve_existing_primary_fold,False,candidate_not_applied
common/dna_data/test_dna_north.txt,Tuttle_asoiaf_4,gene_bs_eye_fold_2,"""eye_fold_2"" 144 ""eye_fold_2"" 144",gene_bs_eye_fold_shape,"""eye_fold_shape_neg"" 17 ""eye_fold_shape_neg"" 17","""eye_fold_shape_neg"" 17 ""eye_fold_shape_neg"" 17",retire_preserve_primary_fold,dominant:preserve_existing_primary_fold; recessive:preserve_existing_primary_fold,False,candidate_not_applied
common/dna_data/test_dna_north.txt,Tuttle_asoiaf_5,gene_bs_eye_fold_2,"""eye_fold_2"" 51 ""eye_fold_2"" 51",gene_bs_eye_fold_shape,"""eye_fold_shape_pos"" 61 ""eye_fold_shape_pos"" 61","""eye_fold_shape_pos"" 61 ""eye_fold_shape_pos"" 61",retire_preserve_primary_fold,dominant:preserve_existing_primary_fold; recessive:preserve_existing_primary_fold,False,candidate_not_applied
common/dna_data/test_dna_north.txt,Glover_asoiaf_5,gene_bs_eye_fold_2,"""eye_fold_2"" 81 ""eye_fold_2"" 81",gene_bs_eye_fold_shape,"""eye_fold_shape_neg"" 105 ""eye_fold_shape_neg"" 105","""eye_fold_shape_neg"" 105 ""eye_fold_shape_neg"" 105",retire_preserve_primary_fold,dominant:preserve_existing_primary_fold; recessive:preserve_existing_primary_fold,False,candidate_not_applied
common/dna_data/test_dna_reach.txt,Tyrell_asoiaf_8,gene_eye_size,"""eye_size"" 126 ""eye_size"" 126",gene_bs_eye_size,"""eye_size_pos"" 43 ""eye_size_pos"" 43","""eye_size_pos"" 42 ""eye_size_pos"" 42",approximate_current_gene,dominant:weak_signed_analogy; recessive:weak_signed_analogy,False,candidate_not_applied
common/dna_data/test_dna_reach.txt,Tyrell_asoiaf_8,gene_eye_shut_top,"""eye_shut_top"" 155 ""eye_shut_top"" 155",gene_bs_eye_upper_lid_size,"""eye_upper_lid_size_pos"" 28 ""eye_upper_lid_size_pos"" 28","""eye_upper_lid_size_pos"" 42 ""eye_upper_lid_size_pos"" 42",approximate_current_gene,dominant:weak_signed_analogy; recessive:weak_signed_analogy,False,candidate_not_applied
common/dna_data/test_dna_reach.txt,Tyrell_asoiaf_8,gene_eye_shut_bottom,"""eye_shut_bottom"" 110 ""eye_shut_bottom"" 110",gene_bs_eye_lower_lid_size,"""vanilla_eye_lower_lid_size"" 0 ""vanilla_eye_lower_lid_size"" 0","""vanilla_eye_lower_lid_size"" 0 ""vanilla_eye_lower_lid_size"" 0",retire_preserve_current_gene,dominant:neutral_no_negative_lower_lid_analogue; recessive:neutral_no_negative_lower_lid_analogue,False,candidate_not_applied
common/dna_data/test_dna_reach.txt,Tyrell_asoiaf_8,gene_forehead_inner_brow_width,"""inner_brow_width"" 142 ""inner_brow_width"" 142",gene_eyebrow_inner_width,"""eyebrow_inner_width_max"" 9 ""eyebrow_inner_width_max"" 9","""eyebrow_inner_width_max"" 16 ""eyebrow_inner_width_max"" 16",approximate_current_gene,dominant:weak_signed_analogy; recessive:weak_signed_analogy,False,candidate_not_applied
common/dna_data/test_dna_reach.txt,Tyrell_asoiaf_8,gene_bs_eye_fold_2,"""eye_fold_2"" 10 ""eye_fold_2"" 10",gene_bs_eye_fold_shape,"""eye_fold_shape_neg"" 255 ""eye_fold_shape_neg"" 255","""eye_fold_shape_neg"" 255 ""eye_fold_shape_neg"" 255",retire_preserve_primary_fold,dominant:preserve_existing_primary_fold; recessive:preserve_existing_primary_fold,False,candidate_not_applied
common/dna_data/test_dna_reach.txt,Tyrell_asoiaf_11,gene_eye_size,"""eye_size"" 118 ""eye_size"" 118",gene_bs_eye_size,"""eye_size_neg"" 5 ""eye_size_neg"" 5","""eye_size_neg"" 10 ""eye_size_neg"" 10",approximate_current_gene,dominant:weak_signed_analogy; recessive:weak_signed_analogy,False,candidate_not_applied
common/dna_data/test_dna_reach.txt,Tyrell_asoiaf_11,gene_eye_shut_top,"""eye_shut_top"" 130 ""eye_shut_top"" 130",gene_bs_eye_upper_lid_size,"""eye_upper_lid_size_pos"" 133 ""eye_upper_lid_size_pos"" 133","""eye_upper_lid_size_pos"" 134 ""eye_upper_lid_size_pos"" 134",approximate_current_gene,dominant:weak_signed_analogy; recessive:weak_signed_analogy,False,candidate_not_applied
common/dna_data/test_dna_reach.txt,Tyrell_asoiaf_11,gene_eye_shut_bottom,"""eye_shut_bottom"" 133 ""eye_shut_bottom"" 133",gene_bs_eye_lower_lid_size,"""vanilla_eye_lower_lid_size"" 0 ""vanilla_eye_lower_lid_size"" 0","""eye_lower_lid_size"" 3 ""eye_lower_lid_size"" 3",approximate_current_gene,dominant:weak_positive_lower_lid_analogy; recessive:weak_positive_lower_lid_analogy,False,candidate_not_applied
common/dna_data/test_dna_reach.txt,Tyrell_asoiaf_11,gene_bs_eye_fold_2,"""eye_fold_2"" 41 ""eye_fold_2"" 41",gene_bs_eye_fold_shape,"""eye_fold_shape_neg"" 129 ""eye_fold_shape_neg"" 129","""eye_fold_shape_neg"" 129 ""eye_fold_shape_neg"" 129",retire_preserve_primary_fold,dominant:preserve_existing_primary_fold; recessive:preserve_existing_primary_fold,False,candidate_not_applied
common/dna_data/test_dna_reach.txt,Tyrell_asoiaf_12,gene_eye_size,"""eye_size"" 122 ""eye_size"" 122",gene_bs_eye_size,"""eye_size_neg"" 77 ""eye_size_neg"" 77","""eye_size_neg"" 80 ""eye_size_neg"" 80",approximate_current_gene,dominant:weak_signed_analogy; recessive:weak_signed_analogy,False,candidate_not_applied
common/dna_data/test_dna_reach.txt,Tyrell_asoiaf_12,gene_eye_shut_top,"""eye_shut_top"" 129 ""eye_shut_top"" 129",gene_bs_eye_upper_lid_size,"""eye_upper_lid_size_pos"" 93 ""eye_upper_lid_size_pos"" 93","""eye_upper_lid_size_pos"" 94 ""eye_upper_lid_size_pos"" 94",approximate_current_gene,dominant:weak_signed_analogy; recessive:weak_signed_analogy,False,candidate_not_applied
common/dna_data/test_dna_reach.txt,Tyrell_asoiaf_12,gene_eye_shut_bottom,"""eye_shut_bottom"" 128 ""eye_shut_bottom"" 128",gene_bs_eye_lower_lid_size,"""vanilla_eye_lower_lid_size"" 0 ""vanilla_eye_lower_lid_size"" 0","""vanilla_eye_lower_lid_size"" 0 ""vanilla_eye_lower_lid_size"" 0",retire_preserve_current_gene,dominant:neutral_near_midpoint; recessive:neutral_near_midpoint,False,candidate_not_applied
common/dna_data/test_dna_reach.txt,Tyrell_asoiaf_12,gene_bs_eye_fold_2,"""eye_fold_2"" 97 ""eye_fold_2"" 97",gene_bs_eye_fold_shape,"""eye_fold_shape_pos"" 59 ""eye_fold_shape_pos"" 59","""eye_fold_shape_pos"" 59 ""eye_fold_shape_pos"" 59",retire_preserve_primary_fold,dominant:preserve_existing_primary_fold; recessive:preserve_existing_primary_fold,False,candidate_not_applied
common/dna_data/test_dna_reach.txt,Tyrell_asoiaf_14,gene_bs_eye_fold_2,"""eye_fold_2"" 1 ""eye_fold_2"" 1",gene_bs_eye_fold_shape,"""eye_fold_shape_neg"" 150 ""eye_fold_shape_neg"" 150","""eye_fold_shape_neg"" 150 ""eye_fold_shape_neg"" 150",retire_preserve_primary_fold,dominant:preserve_existing_primary_fold; recessive:preserve_existing_primary_fold,False,candidate_not_applied
common/dna_data/test_dna_reach.txt,Redwyne_asoiaf_2,gene_eye_size,"""eye_size"" 120 ""eye_size"" 120",gene_bs_eye_size,"""eye_size_neg"" 255 ""eye_size_neg"" 255","""eye_size_neg"" 255 ""eye_size_neg"" 255",retire_preserve_current_gene,dominant:preserve_at_limit; recessive:preserve_at_limit,False,candidate_not_applied
common/dna_data/test_dna_reach.txt,Redwyne_asoiaf_2,gene_eye_shut_top,"""eye_shut_top"" 92 ""eye_shut_top"" 92",gene_bs_eye_upper_lid_size,"""eye_upper_lid_size_pos"" 34 ""eye_upper_lid_size_pos"" 34","""eye_upper_lid_size_pos"" 18 ""eye_upper_lid_size_pos"" 18",approximate_current_gene,dominant:weak_signed_analogy; recessive:weak_signed_analogy,False,candidate_not_applied
common/dna_data/test_dna_reach.txt,Redwyne_asoiaf_2,gene_eye_shut_bottom,"""eye_shut_bottom"" 111 ""eye_shut_bottom"" 111",gene_bs_eye_lower_lid_size,"""vanilla_eye_lower_lid_size"" 0 ""vanilla_eye_lower_lid_size"" 0","""vanilla_eye_lower_lid_size"" 0 ""vanilla_eye_lower_lid_size"" 0",retire_preserve_current_gene,dominant:neutral_no_negative_lower_lid_analogue; recessive:neutral_no_negative_lower_lid_analogue,False,candidate_not_applied
common/dna_data/test_dna_reach.txt,Redwyne_asoiaf_2,gene_bs_eye_fold_2,"""eye_fold_2"" 3 ""eye_fold_2"" 3",gene_bs_eye_fold_shape,"""eye_fold_shape_pos"" 73 ""eye_fold_shape_pos"" 73","""eye_fold_shape_pos"" 73 ""eye_fold_shape_pos"" 73",retire_preserve_primary_fold,dominant:preserve_existing_primary_fold; recessive:preserve_existing_primary_fold,False,candidate_not_applied
common/dna_data/test_dna_reach.txt,Tarly_asoiaf_1,gene_eye_size,"""eye_size"" 118 ""eye_size"" 118",gene_bs_eye_size,"""eye_size_neg"" 73 ""eye_size_neg"" 73","""eye_size_neg"" 78 ""eye_size_neg"" 78",approximate_current_gene,dominant:weak_signed_analogy; recessive:weak_signed_analogy,False,candidate_not_applied
common/dna_data/test_dna_reach.txt,Tarly_asoiaf_1,gene_eye_shut_top,"""eye_shut_top"" 130 ""eye_shut_top"" 130",gene_bs_eye_upper_lid_size,"""eye_upper_lid_size_pos"" 23 ""eye_upper_lid_size_pos"" 23","""eye_upper_lid_size_pos"" 24 ""eye_upper_lid_size_pos"" 24",approximate_current_gene,dominant:weak_signed_analogy; recessive:weak_signed_analogy,False,candidate_not_applied
common/dna_data/test_dna_reach.txt,Tarly_asoiaf_1,gene_eye_shut_bottom,"""eye_shut_bottom"" 148 ""eye_shut_bottom"" 148",gene_bs_eye_lower_lid_size,"""vanilla_eye_lower_lid_size"" 0 ""vanilla_eye_lower_lid_size"" 0","""eye_lower_lid_size"" 10 ""eye_lower_lid_size"" 10",approximate_current_gene,dominant:weak_positive_lower_lid_analogy; recessive:weak_positive_lower_lid_analogy,False,candidate_not_applied
common/dna_data/test_dna_reach.txt,Tarly_asoiaf_2,gene_eye_size,"""eye_size"" 121 ""eye_size"" 121",gene_bs_eye_size,"""eye_size_neg"" 173 ""eye_size_neg"" 173","""eye_size_neg"" 176 ""eye_size_neg"" 176",approximate_current_gene,dominant:weak_signed_analogy; recessive:weak_signed_analogy,False,candidate_not_applied
common/dna_data/test_dna_reach.txt,Tarly_asoiaf_2,gene_eye_shut_top,"""eye_shut_top"" 129 ""eye_shut_top"" 129",gene_bs_eye_upper_lid_size,"""eye_upper_lid_size_pos"" 81 ""eye_upper_lid_size_pos"" 81","""eye_upper_lid_size_pos"" 82 ""eye_upper_lid_size_pos"" 82",approximate_current_gene,dominant:weak_signed_analogy; recessive:weak_signed_analogy,False,candidate_not_applied
common/dna_data/test_dna_reach.txt,Tarly_asoiaf_2,gene_eye_shut_bottom,"""eye_shut_bottom"" 124 ""eye_shut_bottom"" 124",gene_bs_eye_lower_lid_size,"""vanilla_eye_lower_lid_size"" 0 ""vanilla_eye_lower_lid_size"" 0","""vanilla_eye_lower_lid_size"" 0 ""vanilla_eye_lower_lid_size"" 0",retire_preserve_current_gene,dominant:neutral_no_negative_lower_lid_analogue; recessive:neutral_no_negative_lower_lid_analogue,False,candidate_not_applied
common/dna_data/test_dna_reach.txt,Tarly_asoiaf_2,gene_bs_eye_fold_2,"""eye_fold_2"" 88 ""eye_fold_2"" 88",gene_bs_eye_fold_shape,"""eye_fold_shape_pos"" 27 ""eye_fold_shape_pos"" 27","""eye_fold_shape_pos"" 27 ""eye_fold_shape_pos"" 27",retire_preserve_primary_fold,dominant:preserve_existing_primary_fold; recessive:preserve_existing_primary_fold,False,candidate_not_applied
common/dna_data/test_dna_reach.txt,Tarly_asoiaf_3,gene_eye_size,"""eye_size"" 142 ""eye_size"" 142",gene_bs_eye_size,"""eye_size_neg"" 255 ""eye_size_neg"" 255","""eye_size_neg"" 248 ""eye_size_neg"" 248",approximate_current_gene,dominant:weak_signed_analogy; recessive:weak_signed_analogy,False,candidate_not_applied
common/dna_data/test_dna_reach.txt,Tarly_asoiaf_3,gene_eye_shut_top,"""eye_shut_top"" 101 ""eye_shut_top"" 101",gene_bs_eye_upper_lid_size,"""eye_upper_lid_size_pos"" 5 ""eye_upper_lid_size_pos"" 5","""eye_upper_lid_size_pos"" 0 ""eye_upper_lid_size_pos"" 0",approximate_current_gene,dominant:weak_signed_analogy; recessive:weak_signed_analogy,False,candidate_not_applied
common/dna_data/test_dna_reach.txt,Tarly_asoiaf_3,gene_eye_shut_bottom,"""eye_shut_bottom"" 119 ""eye_shut_bottom"" 119",gene_bs_eye_lower_lid_size,"""vanilla_eye_lower_lid_size"" 0 ""vanilla_eye_lower_lid_size"" 0","""vanilla_eye_lower_lid_size"" 0 ""vanilla_eye_lower_lid_size"" 0",retire_preserve_current_gene,dominant:neutral_no_negative_lower_lid_analogue; recessive:neutral_no_negative_lower_lid_analogue,False,candidate_not_applied
common/dna_data/test_dna_reach.txt,Tarly_asoiaf_3,gene_bs_eye_fold_2,"""eye_fold_2"" 45 ""eye_fold_2"" 45",gene_bs_eye_fold_shape,"""eye_fold_shape_neg"" 79 ""eye_fold_shape_neg"" 79","""eye_fold_shape_neg"" 79 ""eye_fold_shape_neg"" 79",retire_preserve_primary_fold,dominant:preserve_existing_primary_fold; recessive:preserve_existing_primary_fold,False,candidate_not_applied
common/dna_data/test_dna_reach.txt,Florent_asoiaf_8,gene_eye_size,"""eye_size"" 142 ""eye_size"" 142",gene_bs_eye_size,"""eye_size_neg"" 193 ""eye_size_neg"" 193","""eye_size_neg"" 186 ""eye_size_neg"" 186",approximate_current_gene,dominant:weak_signed_analogy; recessive:weak_signed_analogy,False,candidate_not_applied
common/dna_data/test_dna_reach.txt,Florent_asoiaf_8,gene_eye_shut_top,"""eye_shut_top"" 105 ""eye_shut_top"" 105",gene_bs_eye_upper_lid_size,"""eye_upper_lid_size_pos"" 45 ""eye_upper_lid_size_pos"" 45","""eye_upper_lid_size_pos"" 34 ""eye_upper_lid_size_pos"" 34",approximate_current_gene,dominant:weak_signed_analogy; recessive:weak_signed_analogy,False,candidate_not_applied
common/dna_data/test_dna_reach.txt,Florent_asoiaf_8,gene_eye_shut_bottom,"""eye_shut_bottom"" 119 ""eye_shut_bottom"" 119",gene_bs_eye_lower_lid_size,"""vanilla_eye_lower_lid_size"" 0 ""vanilla_eye_lower_lid_size"" 0","""vanilla_eye_lower_lid_size"" 0 ""vanilla_eye_lower_lid_size"" 0",retire_preserve_current_gene,dominant:neutral_no_negative_lower_lid_analogue; recessive:neutral_no_negative_lower_lid_analogue,False,candidate_not_applied
common/dna_data/test_dna_reach.txt,Florent_asoiaf_8,gene_bs_eye_fold_2,"""eye_fold_2"" 71 ""eye_fold_2"" 71",gene_bs_eye_fold_shape,"""eye_fold_shape_neg"" 67 ""eye_fold_shape_neg"" 67","""eye_fold_shape_neg"" 67 ""eye_fold_shape_neg"" 67",retire_preserve_primary_fold,dominant:preserve_existing_primary_fold; recessive:preserve_existing_primary_fold,False,candidate_not_applied
common/dna_data/test_dna_reach.txt,Hightower_asoiaf_3,gene_eye_size,"""eye_size"" 122 ""eye_size"" 122",gene_bs_eye_size,"""eye_size_neg"" 31 ""eye_size_neg"" 31","""eye_size_neg"" 34 ""eye_size_neg"" 34",approximate_current_gene,dominant:weak_signed_analogy; recessive:weak_signed_analogy,False,candidate_not_applied
common/dna_data/test_dna_reach.txt,Hightower_asoiaf_3,gene_eye_shut_top,"""eye_shut_top"" 124 ""eye_shut_top"" 124",gene_bs_eye_upper_lid_size,"""eye_upper_lid_size_pos"" 117 ""eye_upper_lid_size_pos"" 117","""eye_upper_lid_size_pos"" 115 ""eye_upper_lid_size_pos"" 115",approximate_current_gene,dominant:weak_signed_analogy; recessive:weak_signed_analogy,False,candidate_not_applied
common/dna_data/test_dna_reach.txt,Hightower_asoiaf_3,gene_eye_shut_bottom,"""eye_shut_bottom"" 153 ""eye_shut_bottom"" 153",gene_bs_eye_lower_lid_size,"""vanilla_eye_lower_lid_size"" 0 ""vanilla_eye_lower_lid_size"" 0","""eye_lower_lid_size"" 13 ""eye_lower_lid_size"" 13",approximate_current_gene,dominant:weak_positive_lower_lid_analogy; recessive:weak_positive_lower_lid_analogy,False,candidate_not_applied
common/dna_data/test_dna_reach.txt,Hightower_asoiaf_5,gene_eye_size,"""eye_size"" 117 ""eye_size"" 117",gene_bs_eye_size,"""eye_size_neg"" 75 ""eye_size_neg"" 75","""eye_size_neg"" 80 ""eye_size_neg"" 80",approximate_current_gene,dominant:weak_signed_analogy; recessive:weak_signed_analogy,False,candidate_not_applied
common/dna_data/test_dna_reach.txt,Hightower_asoiaf_5,gene_eye_shut_top,"""eye_shut_top"" 124 ""eye_shut_top"" 124",gene_bs_eye_upper_lid_size,"""eye_upper_lid_size_pos"" 10 ""eye_upper_lid_size_pos"" 10","""eye_upper_lid_size_pos"" 8 ""eye_upper_lid_size_pos"" 8",approximate_current_gene,dominant:weak_signed_analogy; recessive:weak_signed_analogy,False,candidate_not_applied
common/dna_data/test_dna_reach.txt,Hightower_asoiaf_5,gene_eye_shut_bottom,"""eye_shut_bottom"" 153 ""eye_shut_bottom"" 153",gene_bs_eye_lower_lid_size,"""vanilla_eye_lower_lid_size"" 0 ""vanilla_eye_lower_lid_size"" 0","""eye_lower_lid_size"" 13 ""eye_lower_lid_size"" 13",approximate_current_gene,dominant:weak_positive_lower_lid_analogy; recessive:weak_positive_lower_lid_analogy,False,candidate_not_applied
common/dna_data/test_dna_reach.txt,Hightower_asoiaf_7,gene_eye_size,"""eye_size"" 111 ""eye_size"" 111",gene_bs_eye_size,"""eye_size_neg"" 127 ""eye_size_neg"" 127","""eye_size_neg"" 135 ""eye_size_neg"" 135",approximate_current_gene,dominant:weak_signed_analogy; recessive:weak_signed_analogy,False,candidate_not_applied
common/dna_data/test_dna_reach.txt,Hightower_asoiaf_7,gene_eye_shut_top,"""eye_shut_top"" 125 ""eye_shut_top"" 125",gene_bs_eye_upper_lid_size,"""eye_upper_lid_size_pos"" 10 ""eye_upper_lid_size_pos"" 10","""eye_upper_lid_size_pos"" 9 ""eye_upper_lid_size_pos"" 9",approximate_current_gene,dominant:weak_signed_analogy; recessive:weak_signed_analogy,False,candidate_not_applied
common/dna_data/test_dna_reach.txt,Hightower_asoiaf_7,gene_eye_shut_bottom,"""eye_shut_bottom"" 129 ""eye_shut_bottom"" 129",gene_bs_eye_lower_lid_size,"""vanilla_eye_lower_lid_size"" 0 ""vanilla_eye_lower_lid_size"" 0","""eye_lower_lid_size"" 1 ""eye_lower_lid_size"" 1",approximate_current_gene,dominant:weak_positive_lower_lid_analogy; recessive:weak_positive_lower_lid_analogy,False,candidate_not_applied
common/dna_data/test_dna_reach.txt,Hightower_asoiaf_9,gene_eye_size,"""eye_size"" 125 ""eye_size"" 125",gene_bs_eye_size,"""eye_size_neg"" 89 ""eye_size_neg"" 89","""eye_size_neg"" 90 ""eye_size_neg"" 90",approximate_current_gene,dominant:weak_signed_analogy; recessive:weak_signed_analogy,False,candidate_not_applied
common/dna_data/test_dna_reach.txt,Hightower_asoiaf_9,gene_eye_shut_top,"""eye_shut_top"" 122 ""eye_shut_top"" 122",gene_bs_eye_upper_lid_size,"""eye_upper_lid_size_pos"" 71 ""eye_upper_lid_size_pos"" 71","""eye_upper_lid_size_pos"" 68 ""eye_upper_lid_size_pos"" 68",approximate_current_gene,dominant:weak_signed_analogy; recessive:weak_signed_analogy,False,candidate_not_applied
common/dna_data/test_dna_reach.txt,Hightower_asoiaf_9,gene_eye_shut_bottom,"""eye_shut_bottom"" 125 ""eye_shut_bottom"" 125",gene_bs_eye_lower_lid_size,"""vanilla_eye_lower_lid_size"" 0 ""vanilla_eye_lower_lid_size"" 0","""vanilla_eye_lower_lid_size"" 0 ""vanilla_eye_lower_lid_size"" 0",retire_preserve_current_gene,dominant:neutral_no_negative_lower_lid_analogue; recessive:neutral_no_negative_lower_lid_analogue,False,candidate_not_applied
