File,DNA,OldGene,Allele,LegacyTemplate,LegacyValue,TargetGene,BeforeTemplate,BeforeValue,AfterTemplate,AfterValue,RequestedDelta,AppliedSignedDelta,Decision
common/dna_data/test_dna_north.txt,Bolton_asoiaf_4,gene_forehead_inner_brow_width,dominant,inner_brow_width,142,gene_eyebrow_inner_width,eyebrow_inner_width_max,48,eyebrow_inner_width_max,55,7,7,weak_signed_analogy
common/dna_data/test_dna_north.txt,Bolton_asoiaf_4,gene_forehead_inner_brow_width,recessive,inner_brow_width,142,gene_eyebrow_inner_width,eyebrow_inner_width_max,48,eyebrow_inner_width_max,55,7,7,weak_signed_analogy
common/dna_data/test_dna_north.txt,Bolton_asoiaf_4,gene_bs_eye_fold_2,dominant,eye_fold_2,92,gene_bs_eye_fold_shape,eye_fold_shape_neg,11,eye_fold_shape_neg,11,,,preserve_existing_primary_fold
common/dna_data/test_dna_north.txt,Bolton_asoiaf_4,gene_bs_eye_fold_2,recessive,eye_fold_2,92,gene_bs_eye_fold_shape,eye_fold_shape_neg,11,eye_fold_shape_neg,11,,,preserve_existing_primary_fold
common/dna_data/test_dna_north.txt,Bolton_asoiaf_5,gene_eye_size,dominant,eye_size,125,gene_bs_eye_size,eye_size_neg,117,eye_size_neg,118,-1,-1,weak_signed_analogy
common/dna_data/test_dna_north.txt,Bolton_asoiaf_5,gene_eye_size,recessive,eye_size,125,gene_bs_eye_size,eye_size_neg,117,eye_size_neg,118,-1,-1,weak_signed_analogy
common/dna_data/test_dna_north.txt,Bolton_asoiaf_5,gene_eye_shut_top,dominant,eye_shut_top,119,gene_bs_eye_upper_lid_size,eye_upper_lid_size_neg,11,eye_upper_lid_size_neg,15,-4,-4,weak_signed_analogy
common/dna_data/test_dna_north.txt,Bolton_asoiaf_5,gene_eye_shut_top,recessive,eye_shut_top,119,gene_bs_eye_upper_lid_size,eye_upper_lid_size_neg,11,eye_upper_lid_size_neg,15,-4,-4,weak_signed_analogy
common/dna_data/test_dna_north.txt,Bolton_asoiaf_5,gene_eye_shut_bottom,dominant,eye_shut_bottom,133,gene_bs_eye_lower_lid_size,vanilla_eye_lower_lid_size,0,eye_lower_lid_size,3,3,3,weak_positive_lower_lid_analogy
common/dna_data/test_dna_north.txt,Bolton_asoiaf_5,gene_eye_shut_bottom,recessive,eye_shut_bottom,133,gene_bs_eye_lower_lid_size,vanilla_eye_lower_lid_size,0,eye_lower_lid_size,3,3,3,weak_positive_lower_lid_analogy
common/dna_data/test_dna_north.txt,Bolton_asoiaf_5,gene_forehead_inner_brow_width,dominant,inner_brow_width,142,gene_eyebrow_inner_width,eyebrow_inner_width_max,48,eyebrow_inner_width_max,55,7,7,weak_signed_analogy
common/dna_data/test_dna_north.txt,Bolton_asoiaf_5,gene_forehead_inner_brow_width,recessive,inner_brow_width,142,gene_eyebrow_inner_width,eyebrow_inner_width_max,48,eyebrow_inner_width_max,55,7,7,weak_signed_analogy
common/dna_data/test_dna_north.txt,Bolton_asoiaf_5,gene_bs_eye_fold_2,dominant,eye_fold_2,13,gene_bs_eye_fold_shape,eye_fold_shape_neg,45,eye_fold_shape_neg,45,,,preserve_existing_primary_fold
common/dna_data/test_dna_north.txt,Bolton_asoiaf_5,gene_bs_eye_fold_2,recessive,eye_fold_2,13,gene_bs_eye_fold_shape,eye_fold_shape_neg,45,eye_fold_shape_neg,45,,,preserve_existing_primary_fold
common/dna_data/test_dna_north.txt,Mormont_asoiaf_2,gene_eye_size,dominant,eye_size,127,gene_bs_eye_size,eye_size_neg,255,eye_size_neg,255,0,0,preserve_near_midpoint
common/dna_data/test_dna_north.txt,Mormont_asoiaf_2,gene_eye_size,recessive,eye_size,127,gene_bs_eye_size,eye_size_neg,255,eye_size_neg,255,0,0,preserve_near_midpoint
common/dna_data/test_dna_north.txt,Mormont_asoiaf_2,gene_eye_shut_top,dominant,eye_shut_top,131,gene_bs_eye_upper_lid_size,eye_upper_lid_size_pos,251,eye_upper_lid_size_pos,253,2,2,weak_signed_analogy
common/dna_data/test_dna_north.txt,Mormont_asoiaf_2,gene_eye_shut_top,recessive,eye_shut_top,131,gene_bs_eye_upper_lid_size,eye_upper_lid_size_pos,251,eye_upper_lid_size_pos,253,2,2,weak_signed_analogy
common/dna_data/test_dna_north.txt,Mormont_asoiaf_2,gene_eye_shut_bottom,dominant,eye_shut_bottom,132,gene_bs_eye_lower_lid_size,vanilla_eye_lower_lid_size,0,eye_lower_lid_size,2,2,2,weak_positive_lower_lid_analogy
common/dna_data/test_dna_north.txt,Mormont_asoiaf_2,gene_eye_shut_bottom,recessive,eye_shut_bottom,132,gene_bs_eye_lower_lid_size,vanilla_eye_lower_lid_size,0,eye_lower_lid_size,2,2,2,weak_positive_lower_lid_analogy
common/dna_data/test_dna_north.txt,Mormont_asoiaf_3,gene_eye_size,dominant,eye_size,127,gene_bs_eye_size,eye_size_pos,29,eye_size_pos,29,0,0,preserve_near_midpoint
common/dna_data/test_dna_north.txt,Mormont_asoiaf_3,gene_eye_size,recessive,eye_size,127,gene_bs_eye_size,eye_size_pos,29,eye_size_pos,29,0,0,preserve_near_midpoint
common/dna_data/test_dna_north.txt,Mormont_asoiaf_3,gene_eye_shut_top,dominant,eye_shut_top,129,gene_bs_eye_upper_lid_size,eye_upper_lid_size_pos,11,eye_upper_lid_size_pos,12,1,1,weak_signed_analogy
common/dna_data/test_dna_north.txt,Mormont_asoiaf_3,gene_eye_shut_top,recessive,eye_shut_top,129,gene_bs_eye_upper_lid_size,eye_upper_lid_size_pos,11,eye_upper_lid_size_pos,12,1,1,weak_signed_analogy
common/dna_data/test_dna_north.txt,Mormont_asoiaf_3,gene_eye_shut_bottom,dominant,eye_shut_bottom,125,gene_bs_eye_lower_lid_size,vanilla_eye_lower_lid_size,0,vanilla_eye_lower_lid_size,0,-1,0,neutral_no_negative_lower_lid_analogue
common/dna_data/test_dna_north.txt,Mormont_asoiaf_3,gene_eye_shut_bottom,recessive,eye_shut_bottom,125,gene_bs_eye_lower_lid_size,vanilla_eye_lower_lid_size,0,vanilla_eye_lower_lid_size,0,-1,0,neutral_no_negative_lower_lid_analogue
common/dna_data/test_dna_north.txt,Manderly_asoiaf_6,gene_bs_eye_fold_2,dominant,eye_fold_2,4,gene_bs_eye_fold_shape,eye_fold_shape_neg,85,eye_fold_shape_neg,85,,,preserve_existing_primary_fold
common/dna_data/test_dna_north.txt,Manderly_asoiaf_6,gene_bs_eye_fold_2,recessive,eye_fold_2,4,gene_bs_eye_fold_shape,eye_fold_shape_neg,85,eye_fold_shape_neg,85,,,preserve_existing_primary_fold
common/dna_data/test_dna_north.txt,Manderly_asoiaf_7,gene_bs_eye_fold_2,dominant,eye_fold_2,4,gene_bs_eye_fold_shape,eye_fold_shape_neg,89,eye_fold_shape_neg,89,,,preserve_existing_primary_fold
common/dna_data/test_dna_north.txt,Manderly_asoiaf_7,gene_bs_eye_fold_2,recessive,eye_fold_2,4,gene_bs_eye_fold_shape,eye_fold_shape_neg,89,eye_fold_shape_neg,89,,,preserve_existing_primary_fold
common/dna_data/test_dna_north.txt,Manderly_asoiaf_8,gene_bs_eye_fold_2,dominant,eye_fold_2,90,gene_bs_eye_fold_shape,eye_fold_shape_neg,89,eye_fold_shape_neg,89,,,preserve_existing_primary_fold
common/dna_data/test_dna_north.txt,Manderly_asoiaf_8,gene_bs_eye_fold_2,recessive,eye_fold_2,90,gene_bs_eye_fold_shape,eye_fold_shape_neg,89,eye_fold_shape_neg,89,,,preserve_existing_primary_fold
common/dna_data/test_dna_north.txt,Degore_asoiaf_1,gene_bs_eye_fold_2,dominant,eye_fold_2,128,gene_bs_eye_fold_shape,eye_fold_shape_neg,23,eye_fold_shape_neg,23,,,preserve_existing_primary_fold
common/dna_data/test_dna_north.txt,Degore_asoiaf_1,gene_bs_eye_fold_2,recessive,eye_fold_2,128,gene_bs_eye_fold_shape,eye_fold_shape_neg,23,eye_fold_shape_neg,23,,,preserve_existing_primary_fold
common/dna_data/test_dna_north.txt,Tuttle_asoiaf_4,gene_bs_eye_fold_2,dominant,eye_fold_2,144,gene_bs_eye_fold_shape,eye_fold_shape_neg,17,eye_fold_shape_neg,17,,,preserve_existing_primary_fold
common/dna_data/test_dna_north.txt,Tuttle_asoiaf_4,gene_bs_eye_fold_2,recessive,eye_fold_2,144,gene_bs_eye_fold_shape,eye_fold_shape_neg,17,eye_fold_shape_neg,17,,,preserve_existing_primary_fold
common/dna_data/test_dna_north.txt,Tuttle_asoiaf_5,gene_bs_eye_fold_2,dominant,eye_fold_2,51,gene_bs_eye_fold_shape,eye_fold_shape_pos,61,eye_fold_shape_pos,61,,,preserve_existing_primary_fold
common/dna_data/test_dna_north.txt,Tuttle_asoiaf_5,gene_bs_eye_fold_2,recessive,eye_fold_2,51,gene_bs_eye_fold_shape,eye_fold_shape_pos,61,eye_fold_shape_pos,61,,,preserve_existing_primary_fold
common/dna_data/test_dna_north.txt,Glover_asoiaf_5,gene_bs_eye_fold_2,dominant,eye_fold_2,81,gene_bs_eye_fold_shape,eye_fold_shape_neg,105,eye_fold_shape_neg,105,,,preserve_existing_primary_fold
common/dna_data/test_dna_north.txt,Glover_asoiaf_5,gene_bs_eye_fold_2,recessive,eye_fold_2,81,gene_bs_eye_fold_shape,eye_fold_shape_neg,105,eye_fold_shape_neg,105,,,preserve_existing_primary_fold
common/dna_data/test_dna_reach.txt,Tyrell_asoiaf_8,gene_eye_size,dominant,eye_size,126,gene_bs_eye_size,eye_size_pos,43,eye_size_pos,42,-1,-1,weak_signed_analogy
common/dna_data/test_dna_reach.txt,Tyrell_asoiaf_8,gene_eye_size,recessive,eye_size,126,gene_bs_eye_size,eye_size_pos,43,eye_size_pos,42,-1,-1,weak_signed_analogy
common/dna_data/test_dna_reach.txt,Tyrell_asoiaf_8,gene_eye_shut_top,dominant,eye_shut_top,155,gene_bs_eye_upper_lid_size,eye_upper_lid_size_pos,28,eye_upper_lid_size_pos,42,14,14,weak_signed_analogy
common/dna_data/test_dna_reach.txt,Tyrell_asoiaf_8,gene_eye_shut_top,recessive,eye_shut_top,155,gene_bs_eye_upper_lid_size,eye_upper_lid_size_pos,28,eye_upper_lid_size_pos,42,14,14,weak_signed_analogy
common/dna_data/test_dna_reach.txt,Tyrell_asoiaf_8,gene_eye_shut_bottom,dominant,eye_shut_bottom,110,gene_bs_eye_lower_lid_size,vanilla_eye_lower_lid_size,0,vanilla_eye_lower_lid_size,0,-9,0,neutral_no_negative_lower_lid_analogue
common/dna_data/test_dna_reach.txt,Tyrell_asoiaf_8,gene_eye_shut_bottom,recessive,eye_shut_bottom,110,gene_bs_eye_lower_lid_size,vanilla_eye_lower_lid_size,0,vanilla_eye_lower_lid_size,0,-9,0,neutral_no_negative_lower_lid_analogue
common/dna_data/test_dna_reach.txt,Tyrell_asoiaf_8,gene_forehead_inner_brow_width,dominant,inner_brow_width,142,gene_eyebrow_inner_width,eyebrow_inner_width_max,9,eyebrow_inner_width_max,16,7,7,weak_signed_analogy
common/dna_data/test_dna_reach.txt,Tyrell_asoiaf_8,gene_forehead_inner_brow_width,recessive,inner_brow_width,142,gene_eyebrow_inner_width,eyebrow_inner_width_max,9,eyebrow_inner_width_max,16,7,7,weak_signed_analogy
common/dna_data/test_dna_reach.txt,Tyrell_asoiaf_8,gene_bs_eye_fold_2,dominant,eye_fold_2,10,gene_bs_eye_fold_shape,eye_fold_shape_neg,255,eye_fold_shape_neg,255,,,preserve_existing_primary_fold
common/dna_data/test_dna_reach.txt,Tyrell_asoiaf_8,gene_bs_eye_fold_2,recessive,eye_fold_2,10,gene_bs_eye_fold_shape,eye_fold_shape_neg,255,eye_fold_shape_neg,255,,,preserve_existing_primary_fold
common/dna_data/test_dna_reach.txt,Tyrell_asoiaf_11,gene_eye_size,dominant,eye_size,118,gene_bs_eye_size,eye_size_neg,5,eye_size_neg,10,-5,-5,weak_signed_analogy
common/dna_data/test_dna_reach.txt,Tyrell_asoiaf_11,gene_eye_size,recessive,eye_size,118,gene_bs_eye_size,eye_size_neg,5,eye_size_neg,10,-5,-5,weak_signed_analogy
common/dna_data/test_dna_reach.txt,Tyrell_asoiaf_11,gene_eye_shut_top,dominant,eye_shut_top,130,gene_bs_eye_upper_lid_size,eye_upper_lid_size_pos,133,eye_upper_lid_size_pos,134,1,1,weak_signed_analogy
common/dna_data/test_dna_reach.txt,Tyrell_asoiaf_11,gene_eye_shut_top,recessive,eye_shut_top,130,gene_bs_eye_upper_lid_size,eye_upper_lid_size_pos,133,eye_upper_lid_size_pos,134,1,1,weak_signed_analogy
common/dna_data/test_dna_reach.txt,Tyrell_asoiaf_11,gene_eye_shut_bottom,dominant,eye_shut_bottom,133,gene_bs_eye_lower_lid_size,vanilla_eye_lower_lid_size,0,eye_lower_lid_size,3,3,3,weak_positive_lower_lid_analogy
common/dna_data/test_dna_reach.txt,Tyrell_asoiaf_11,gene_eye_shut_bottom,recessive,eye_shut_bottom,133,gene_bs_eye_lower_lid_size,vanilla_eye_lower_lid_size,0,eye_lower_lid_size,3,3,3,weak_positive_lower_lid_analogy
common/dna_data/test_dna_reach.txt,Tyrell_asoiaf_11,gene_bs_eye_fold_2,dominant,eye_fold_2,41,gene_bs_eye_fold_shape,eye_fold_shape_neg,129,eye_fold_shape_neg,129,,,preserve_existing_primary_fold
common/dna_data/test_dna_reach.txt,Tyrell_asoiaf_11,gene_bs_eye_fold_2,recessive,eye_fold_2,41,gene_bs_eye_fold_shape,eye_fold_shape_neg,129,eye_fold_shape_neg,129,,,preserve_existing_primary_fold
common/dna_data/test_dna_reach.txt,Tyrell_asoiaf_12,gene_eye_size,dominant,eye_size,122,gene_bs_eye_size,eye_size_neg,77,eye_size_neg,80,-3,-3,weak_signed_analogy
common/dna_data/test_dna_reach.txt,Tyrell_asoiaf_12,gene_eye_size,recessive,eye_size,122,gene_bs_eye_size,eye_size_neg,77,eye_size_neg,80,-3,-3,weak_signed_analogy
common/dna_data/test_dna_reach.txt,Tyrell_asoiaf_12,gene_eye_shut_top,dominant,eye_shut_top,129,gene_bs_eye_upper_lid_size,eye_upper_lid_size_pos,93,eye_upper_lid_size_pos,94,1,1,weak_signed_analogy
common/dna_data/test_dna_reach.txt,Tyrell_asoiaf_12,gene_eye_shut_top,recessive,eye_shut_top,129,gene_bs_eye_upper_lid_size,eye_upper_lid_size_pos,93,eye_upper_lid_size_pos,94,1,1,weak_signed_analogy
common/dna_data/test_dna_reach.txt,Tyrell_asoiaf_12,gene_eye_shut_bottom,dominant,eye_shut_bottom,128,gene_bs_eye_lower_lid_size,vanilla_eye_lower_lid_size,0,vanilla_eye_lower_lid_size,0,0,0,neutral_near_midpoint
common/dna_data/test_dna_reach.txt,Tyrell_asoiaf_12,gene_eye_shut_bottom,recessive,eye_shut_bottom,128,gene_bs_eye_lower_lid_size,vanilla_eye_lower_lid_size,0,vanilla_eye_lower_lid_size,0,0,0,neutral_near_midpoint
common/dna_data/test_dna_reach.txt,Tyrell_asoiaf_12,gene_bs_eye_fold_2,dominant,eye_fold_2,97,gene_bs_eye_fold_shape,eye_fold_shape_pos,59,eye_fold_shape_pos,59,,,preserve_existing_primary_fold
common/dna_data/test_dna_reach.txt,Tyrell_asoiaf_12,gene_bs_eye_fold_2,recessive,eye_fold_2,97,gene_bs_eye_fold_shape,eye_fold_shape_pos,59,eye_fold_shape_pos,59,,,preserve_existing_primary_fold
common/dna_data/test_dna_reach.txt,Tyrell_asoiaf_14,gene_bs_eye_fold_2,dominant,eye_fold_2,1,gene_bs_eye_fold_shape,eye_fold_shape_neg,150,eye_fold_shape_neg,150,,,preserve_existing_primary_fold
common/dna_data/test_dna_reach.txt,Tyrell_asoiaf_14,gene_bs_eye_fold_2,recessive,eye_fold_2,1,gene_bs_eye_fold_shape,eye_fold_shape_neg,150,eye_fold_shape_neg,150,,,preserve_existing_primary_fold
common/dna_data/test_dna_reach.txt,Redwyne_asoiaf_2,gene_eye_size,dominant,eye_size,120,gene_bs_eye_size,eye_size_neg,255,eye_size_neg,255,-4,0,preserve_at_limit
common/dna_data/test_dna_reach.txt,Redwyne_asoiaf_2,gene_eye_size,recessive,eye_size,120,gene_bs_eye_size,eye_size_neg,255,eye_size_neg,255,-4,0,preserve_at_limit
common/dna_data/test_dna_reach.txt,Redwyne_asoiaf_2,gene_eye_shut_top,dominant,eye_shut_top,92,gene_bs_eye_upper_lid_size,eye_upper_lid_size_pos,34,eye_upper_lid_size_pos,18,-16,-16,weak_signed_analogy
common/dna_data/test_dna_reach.txt,Redwyne_asoiaf_2,gene_eye_shut_top,recessive,eye_shut_top,92,gene_bs_eye_upper_lid_size,eye_upper_lid_size_pos,34,eye_upper_lid_size_pos,18,-16,-16,weak_signed_analogy
common/dna_data/test_dna_reach.txt,Redwyne_asoiaf_2,gene_eye_shut_bottom,dominant,eye_shut_bottom,111,gene_bs_eye_lower_lid_size,vanilla_eye_lower_lid_size,0,vanilla_eye_lower_lid_size,0,-8,0,neutral_no_negative_lower_lid_analogue
common/dna_data/test_dna_reach.txt,Redwyne_asoiaf_2,gene_eye_shut_bottom,recessive,eye_shut_bottom,111,gene_bs_eye_lower_lid_size,vanilla_eye_lower_lid_size,0,vanilla_eye_lower_lid_size,0,-8,0,neutral_no_negative_lower_lid_analogue
common/dna_data/test_dna_reach.txt,Redwyne_asoiaf_2,gene_bs_eye_fold_2,dominant,eye_fold_2,3,gene_bs_eye_fold_shape,eye_fold_shape_pos,73,eye_fold_shape_pos,73,,,preserve_existing_primary_fold
common/dna_data/test_dna_reach.txt,Redwyne_asoiaf_2,gene_bs_eye_fold_2,recessive,eye_fold_2,3,gene_bs_eye_fold_shape,eye_fold_shape_pos,73,eye_fold_shape_pos,73,,,preserve_existing_primary_fold
common/dna_data/test_dna_reach.txt,Tarly_asoiaf_1,gene_eye_size,dominant,eye_size,118,gene_bs_eye_size,eye_size_neg,73,eye_size_neg,78,-5,-5,weak_signed_analogy
common/dna_data/test_dna_reach.txt,Tarly_asoiaf_1,gene_eye_size,recessive,eye_size,118,gene_bs_eye_size,eye_size_neg,73,eye_size_neg,78,-5,-5,weak_signed_analogy
common/dna_data/test_dna_reach.txt,Tarly_asoiaf_1,gene_eye_shut_top,dominant,eye_shut_top,130,gene_bs_eye_upper_lid_size,eye_upper_lid_size_pos,23,eye_upper_lid_size_pos,24,1,1,weak_signed_analogy
common/dna_data/test_dna_reach.txt,Tarly_asoiaf_1,gene_eye_shut_top,recessive,eye_shut_top,130,gene_bs_eye_upper_lid_size,eye_upper_lid_size_pos,23,eye_upper_lid_size_pos,24,1,1,weak_signed_analogy
common/dna_data/test_dna_reach.txt,Tarly_asoiaf_1,gene_eye_shut_bottom,dominant,eye_shut_bottom,148,gene_bs_eye_lower_lid_size,vanilla_eye_lower_lid_size,0,eye_lower_lid_size,10,10,10,weak_positive_lower_lid_analogy
common/dna_data/test_dna_reach.txt,Tarly_asoiaf_1,gene_eye_shut_bottom,recessive,eye_shut_bottom,148,gene_bs_eye_lower_lid_size,vanilla_eye_lower_lid_size,0,eye_lower_lid_size,10,10,10,weak_positive_lower_lid_analogy
common/dna_data/test_dna_reach.txt,Tarly_asoiaf_2,gene_eye_size,dominant,eye_size,121,gene_bs_eye_size,eye_size_neg,173,eye_size_neg,176,-3,-3,weak_signed_analogy
common/dna_data/test_dna_reach.txt,Tarly_asoiaf_2,gene_eye_size,recessive,eye_size,121,gene_bs_eye_size,eye_size_neg,173,eye_size_neg,176,-3,-3,weak_signed_analogy
common/dna_data/test_dna_reach.txt,Tarly_asoiaf_2,gene_eye_shut_top,dominant,eye_shut_top,129,gene_bs_eye_upper_lid_size,eye_upper_lid_size_pos,81,eye_upper_lid_size_pos,82,1,1,weak_signed_analogy
common/dna_data/test_dna_reach.txt,Tarly_asoiaf_2,gene_eye_shut_top,recessive,eye_shut_top,129,gene_bs_eye_upper_lid_size,eye_upper_lid_size_pos,81,eye_upper_lid_size_pos,82,1,1,weak_signed_analogy
common/dna_data/test_dna_reach.txt,Tarly_asoiaf_2,gene_eye_shut_bottom,dominant,eye_shut_bottom,124,gene_bs_eye_lower_lid_size,vanilla_eye_lower_lid_size,0,vanilla_eye_lower_lid_size,0,-2,0,neutral_no_negative_lower_lid_analogue
common/dna_data/test_dna_reach.txt,Tarly_asoiaf_2,gene_eye_shut_bottom,recessive,eye_shut_bottom,124,gene_bs_eye_lower_lid_size,vanilla_eye_lower_lid_size,0,vanilla_eye_lower_lid_size,0,-2,0,neutral_no_negative_lower_lid_analogue
common/dna_data/test_dna_reach.txt,Tarly_asoiaf_2,gene_bs_eye_fold_2,dominant,eye_fold_2,88,gene_bs_eye_fold_shape,eye_fold_shape_pos,27,eye_fold_shape_pos,27,,,preserve_existing_primary_fold
common/dna_data/test_dna_reach.txt,Tarly_asoiaf_2,gene_bs_eye_fold_2,recessive,eye_fold_2,88,gene_bs_eye_fold_shape,eye_fold_shape_pos,27,eye_fold_shape_pos,27,,,preserve_existing_primary_fold
common/dna_data/test_dna_reach.txt,Tarly_asoiaf_3,gene_eye_size,dominant,eye_size,142,gene_bs_eye_size,eye_size_neg,255,eye_size_neg,248,7,7,weak_signed_analogy
common/dna_data/test_dna_reach.txt,Tarly_asoiaf_3,gene_eye_size,recessive,eye_size,142,gene_bs_eye_size,eye_size_neg,255,eye_size_neg,248,7,7,weak_signed_analogy
common/dna_data/test_dna_reach.txt,Tarly_asoiaf_3,gene_eye_shut_top,dominant,eye_shut_top,101,gene_bs_eye_upper_lid_size,eye_upper_lid_size_pos,5,eye_upper_lid_size_pos,0,-13,-5,weak_signed_analogy
common/dna_data/test_dna_reach.txt,Tarly_asoiaf_3,gene_eye_shut_top,recessive,eye_shut_top,101,gene_bs_eye_upper_lid_size,eye_upper_lid_size_pos,5,eye_upper_lid_size_pos,0,-13,-5,weak_signed_analogy
common/dna_data/test_dna_reach.txt,Tarly_asoiaf_3,gene_eye_shut_bottom,dominant,eye_shut_bottom,119,gene_bs_eye_lower_lid_size,vanilla_eye_lower_lid_size,0,vanilla_eye_lower_lid_size,0,-4,0,neutral_no_negative_lower_lid_analogue
common/dna_data/test_dna_reach.txt,Tarly_asoiaf_3,gene_eye_shut_bottom,recessive,eye_shut_bottom,119,gene_bs_eye_lower_lid_size,vanilla_eye_lower_lid_size,0,vanilla_eye_lower_lid_size,0,-4,0,neutral_no_negative_lower_lid_analogue
common/dna_data/test_dna_reach.txt,Tarly_asoiaf_3,gene_bs_eye_fold_2,dominant,eye_fold_2,45,gene_bs_eye_fold_shape,eye_fold_shape_neg,79,eye_fold_shape_neg,79,,,preserve_existing_primary_fold
common/dna_data/test_dna_reach.txt,Tarly_asoiaf_3,gene_bs_eye_fold_2,recessive,eye_fold_2,45,gene_bs_eye_fold_shape,eye_fold_shape_neg,79,eye_fold_shape_neg,79,,,preserve_existing_primary_fold
common/dna_data/test_dna_reach.txt,Florent_asoiaf_8,gene_eye_size,dominant,eye_size,142,gene_bs_eye_size,eye_size_neg,193,eye_size_neg,186,7,7,weak_signed_analogy
common/dna_data/test_dna_reach.txt,Florent_asoiaf_8,gene_eye_size,recessive,eye_size,142,gene_bs_eye_size,eye_size_neg,193,eye_size_neg,186,7,7,weak_signed_analogy
common/dna_data/test_dna_reach.txt,Florent_asoiaf_8,gene_eye_shut_top,dominant,eye_shut_top,105,gene_bs_eye_upper_lid_size,eye_upper_lid_size_pos,45,eye_upper_lid_size_pos,34,-11,-11,weak_signed_analogy
common/dna_data/test_dna_reach.txt,Florent_asoiaf_8,gene_eye_shut_top,recessive,eye_shut_top,105,gene_bs_eye_upper_lid_size,eye_upper_lid_size_pos,45,eye_upper_lid_size_pos,34,-11,-11,weak_signed_analogy
common/dna_data/test_dna_reach.txt,Florent_asoiaf_8,gene_eye_shut_bottom,dominant,eye_shut_bottom,119,gene_bs_eye_lower_lid_size,vanilla_eye_lower_lid_size,0,vanilla_eye_lower_lid_size,0,-4,0,neutral_no_negative_lower_lid_analogue
common/dna_data/test_dna_reach.txt,Florent_asoiaf_8,gene_eye_shut_bottom,recessive,eye_shut_bottom,119,gene_bs_eye_lower_lid_size,vanilla_eye_lower_lid_size,0,vanilla_eye_lower_lid_size,0,-4,0,neutral_no_negative_lower_lid_analogue
common/dna_data/test_dna_reach.txt,Florent_asoiaf_8,gene_bs_eye_fold_2,dominant,eye_fold_2,71,gene_bs_eye_fold_shape,eye_fold_shape_neg,67,eye_fold_shape_neg,67,,,preserve_existing_primary_fold
common/dna_data/test_dna_reach.txt,Florent_asoiaf_8,gene_bs_eye_fold_2,recessive,eye_fold_2,71,gene_bs_eye_fold_shape,eye_fold_shape_neg,67,eye_fold_shape_neg,67,,,preserve_existing_primary_fold
common/dna_data/test_dna_reach.txt,Hightower_asoiaf_3,gene_eye_size,dominant,eye_size,122,gene_bs_eye_size,eye_size_neg,31,eye_size_neg,34,-3,-3,weak_signed_analogy
common/dna_data/test_dna_reach.txt,Hightower_asoiaf_3,gene_eye_size,recessive,eye_size,122,gene_bs_eye_size,eye_size_neg,31,eye_size_neg,34,-3,-3,weak_signed_analogy
common/dna_data/test_dna_reach.txt,Hightower_asoiaf_3,gene_eye_shut_top,dominant,eye_shut_top,124,gene_bs_eye_upper_lid_size,eye_upper_lid_size_pos,117,eye_upper_lid_size_pos,115,-2,-2,weak_signed_analogy
common/dna_data/test_dna_reach.txt,Hightower_asoiaf_3,gene_eye_shut_top,recessive,eye_shut_top,124,gene_bs_eye_upper_lid_size,eye_upper_lid_size_pos,117,eye_upper_lid_size_pos,115,-2,-2,weak_signed_analogy
common/dna_data/test_dna_reach.txt,Hightower_asoiaf_3,gene_eye_shut_bottom,dominant,eye_shut_bottom,153,gene_bs_eye_lower_lid_size,vanilla_eye_lower_lid_size,0,eye_lower_lid_size,13,13,13,weak_positive_lower_lid_analogy
common/dna_data/test_dna_reach.txt,Hightower_asoiaf_3,gene_eye_shut_bottom,recessive,eye_shut_bottom,153,gene_bs_eye_lower_lid_size,vanilla_eye_lower_lid_size,0,eye_lower_lid_size,13,13,13,weak_positive_lower_lid_analogy
common/dna_data/test_dna_reach.txt,Hightower_asoiaf_5,gene_eye_size,dominant,eye_size,117,gene_bs_eye_size,eye_size_neg,75,eye_size_neg,80,-5,-5,weak_signed_analogy
common/dna_data/test_dna_reach.txt,Hightower_asoiaf_5,gene_eye_size,recessive,eye_size,117,gene_bs_eye_size,eye_size_neg,75,eye_size_neg,80,-5,-5,weak_signed_analogy
common/dna_data/test_dna_reach.txt,Hightower_asoiaf_5,gene_eye_shut_top,dominant,eye_shut_top,124,gene_bs_eye_upper_lid_size,eye_upper_lid_size_pos,10,eye_upper_lid_size_pos,8,-2,-2,weak_signed_analogy
common/dna_data/test_dna_reach.txt,Hightower_asoiaf_5,gene_eye_shut_top,recessive,eye_shut_top,124,gene_bs_eye_upper_lid_size,eye_upper_lid_size_pos,10,eye_upper_lid_size_pos,8,-2,-2,weak_signed_analogy
common/dna_data/test_dna_reach.txt,Hightower_asoiaf_5,gene_eye_shut_bottom,dominant,eye_shut_bottom,153,gene_bs_eye_lower_lid_size,vanilla_eye_lower_lid_size,0,eye_lower_lid_size,13,13,13,weak_positive_lower_lid_analogy
common/dna_data/test_dna_reach.txt,Hightower_asoiaf_5,gene_eye_shut_bottom,recessive,eye_shut_bottom,153,gene_bs_eye_lower_lid_size,vanilla_eye_lower_lid_size,0,eye_lower_lid_size,13,13,13,weak_positive_lower_lid_analogy
common/dna_data/test_dna_reach.txt,Hightower_asoiaf_7,gene_eye_size,dominant,eye_size,111,gene_bs_eye_size,eye_size_neg,127,eye_size_neg,135,-8,-8,weak_signed_analogy
