File,DNA,Gene,Kind,Before,After,Reason,SourceLegacyGene,Line
common/dna_data/test_dna_north.txt,Mormont_asoiaf_3,gene_eye_shut_bottom,retire,"""eye_shut_bottom"" 125 ""eye_shut_bottom"" 125",,retire_preserve_current_gene,gene_eye_shut_bottom,6049
common/dna_data/test_dna_north.txt,Manderly_asoiaf_6,gene_bs_eye_fold_2,retire,"""eye_fold_2"" 4 ""eye_fold_2"" 4",,retire_preserve_primary_fold,gene_bs_eye_fold_2,6266
common/dna_data/test_dna_north.txt,Manderly_asoiaf_7,gene_bs_eye_fold_2,retire,"""eye_fold_2"" 4 ""eye_fold_2"" 4",,retire_preserve_primary_fold,gene_bs_eye_fold_2,6471
common/dna_data/test_dna_north.txt,Manderly_asoiaf_8,gene_bs_eye_fold_2,retire,"""eye_fold_2"" 90 ""eye_fold_2"" 90",,retire_preserve_primary_fold,gene_bs_eye_fold_2,6676
common/dna_data/test_dna_north.txt,Degore_asoiaf_1,gene_bs_eye_fold_2,retire,"""eye_fold_2"" 128 ""eye_fold_2"" 128",,retire_preserve_primary_fold,gene_bs_eye_fold_2,7897
common/dna_data/test_dna_north.txt,Tuttle_asoiaf_4,gene_bs_eye_fold_2,retire,"""eye_fold_2"" 144 ""eye_fold_2"" 144",,retire_preserve_primary_fold,gene_bs_eye_fold_2,8102
common/dna_data/test_dna_north.txt,Tuttle_asoiaf_5,gene_bs_eye_fold_2,retire,"""eye_fold_2"" 51 ""eye_fold_2"" 51",,retire_preserve_primary_fold,gene_bs_eye_fold_2,8307
common/dna_data/test_dna_north.txt,Glover_asoiaf_5,gene_bs_eye_fold_2,retire,"""eye_fold_2"" 81 ""eye_fold_2"" 81",,retire_preserve_primary_fold,gene_bs_eye_fold_2,8717
common/dna_data/test_dna_reach.txt,Tyrell_asoiaf_8,gene_eye_size,retire,"""eye_size"" 126 ""eye_size"" 126",,approximate_current_gene,gene_eye_size,344
common/dna_data/test_dna_reach.txt,Tyrell_asoiaf_8,gene_bs_eye_size,replace,"""eye_size_pos"" 43 ""eye_size_pos"" 43","""eye_size_pos"" 42 ""eye_size_pos"" 42",approximate_current_gene,gene_eye_size,285
common/dna_data/test_dna_reach.txt,Tyrell_asoiaf_8,gene_eye_shut_top,retire,"""eye_shut_top"" 155 ""eye_shut_top"" 155",,approximate_current_gene,gene_eye_shut_top,345
common/dna_data/test_dna_reach.txt,Tyrell_asoiaf_8,gene_bs_eye_upper_lid_size,replace,"""eye_upper_lid_size_pos"" 28 ""eye_upper_lid_size_pos"" 28","""eye_upper_lid_size_pos"" 42 ""eye_upper_lid_size_pos"" 42",approximate_current_gene,gene_eye_shut_top,286
common/dna_data/test_dna_reach.txt,Tyrell_asoiaf_8,gene_eye_shut_bottom,retire,"""eye_shut_bottom"" 110 ""eye_shut_bottom"" 110",,retire_preserve_current_gene,gene_eye_shut_bottom,346
common/dna_data/test_dna_reach.txt,Tyrell_asoiaf_8,gene_forehead_inner_brow_width,retire,"""inner_brow_width"" 142 ""inner_brow_width"" 142",,approximate_current_gene,gene_forehead_inner_brow_width,352
common/dna_data/test_dna_reach.txt,Tyrell_asoiaf_8,gene_eyebrow_inner_width,replace,"""eyebrow_inner_width_max"" 9 ""eyebrow_inner_width_max"" 9","""eyebrow_inner_width_max"" 16 ""eyebrow_inner_width_max"" 16",approximate_current_gene,gene_forehead_inner_brow_width,369
common/dna_data/test_dna_reach.txt,Tyrell_asoiaf_8,gene_bs_eye_fold_2,retire,"""eye_fold_2"" 10 ""eye_fold_2"" 10",,retire_preserve_primary_fold,gene_bs_eye_fold_2,356
common/dna_data/test_dna_reach.txt,Tyrell_asoiaf_11,gene_eye_size,retire,"""eye_size"" 118 ""eye_size"" 118",,approximate_current_gene,gene_eye_size,553
common/dna_data/test_dna_reach.txt,Tyrell_asoiaf_11,gene_bs_eye_size,replace,"""eye_size_neg"" 5 ""eye_size_neg"" 5","""eye_size_neg"" 10 ""eye_size_neg"" 10",approximate_current_gene,gene_eye_size,494
common/dna_data/test_dna_reach.txt,Tyrell_asoiaf_11,gene_eye_shut_top,retire,"""eye_shut_top"" 130 ""eye_shut_top"" 130",,approximate_current_gene,gene_eye_shut_top,554
common/dna_data/test_dna_reach.txt,Tyrell_asoiaf_11,gene_bs_eye_upper_lid_size,replace,"""eye_upper_lid_size_pos"" 133 ""eye_upper_lid_size_pos"" 133","""eye_upper_lid_size_pos"" 134 ""eye_upper_lid_size_pos"" 134",approximate_current_gene,gene_eye_shut_top,495
common/dna_data/test_dna_reach.txt,Tyrell_asoiaf_11,gene_eye_shut_bottom,retire,"""eye_shut_bottom"" 133 ""eye_shut_bottom"" 133",,approximate_current_gene,gene_eye_shut_bottom,555
common/dna_data/test_dna_reach.txt,Tyrell_asoiaf_11,gene_bs_eye_lower_lid_size,replace,"""vanilla_eye_lower_lid_size"" 0 ""vanilla_eye_lower_lid_size"" 0","""eye_lower_lid_size"" 3 ""eye_lower_lid_size"" 3",approximate_current_gene,gene_eye_shut_bottom,587
common/dna_data/test_dna_reach.txt,Tyrell_asoiaf_11,gene_bs_eye_fold_2,retire,"""eye_fold_2"" 41 ""eye_fold_2"" 41",,retire_preserve_primary_fold,gene_bs_eye_fold_2,565
common/dna_data/test_dna_reach.txt,Tyrell_asoiaf_12,gene_eye_size,retire,"""eye_size"" 122 ""eye_size"" 122",,approximate_current_gene,gene_eye_size,762
common/dna_data/test_dna_reach.txt,Tyrell_asoiaf_12,gene_bs_eye_size,replace,"""eye_size_neg"" 77 ""eye_size_neg"" 77","""eye_size_neg"" 80 ""eye_size_neg"" 80",approximate_current_gene,gene_eye_size,703
common/dna_data/test_dna_reach.txt,Tyrell_asoiaf_12,gene_eye_shut_top,retire,"""eye_shut_top"" 129 ""eye_shut_top"" 129",,approximate_current_gene,gene_eye_shut_top,763
common/dna_data/test_dna_reach.txt,Tyrell_asoiaf_12,gene_bs_eye_upper_lid_size,replace,"""eye_upper_lid_size_pos"" 93 ""eye_upper_lid_size_pos"" 93","""eye_upper_lid_size_pos"" 94 ""eye_upper_lid_size_pos"" 94",approximate_current_gene,gene_eye_shut_top,704
common/dna_data/test_dna_reach.txt,Tyrell_asoiaf_12,gene_eye_shut_bottom,retire,"""eye_shut_bottom"" 128 ""eye_shut_bottom"" 128",,retire_preserve_current_gene,gene_eye_shut_bottom,764
common/dna_data/test_dna_reach.txt,Tyrell_asoiaf_12,gene_bs_eye_fold_2,retire,"""eye_fold_2"" 97 ""eye_fold_2"" 97",,retire_preserve_primary_fold,gene_bs_eye_fold_2,774
common/dna_data/test_dna_reach.txt,Tyrell_asoiaf_14,gene_bs_eye_fold_2,retire,"""eye_fold_2"" 1 ""eye_fold_2"" 1",,retire_preserve_primary_fold,gene_bs_eye_fold_2,1185
common/dna_data/test_dna_reach.txt,Redwyne_asoiaf_2,gene_eye_size,retire,"""eye_size"" 120 ""eye_size"" 120",,retire_preserve_current_gene,gene_eye_size,1578
common/dna_data/test_dna_reach.txt,Redwyne_asoiaf_2,gene_eye_shut_top,retire,"""eye_shut_top"" 92 ""eye_shut_top"" 92",,approximate_current_gene,gene_eye_shut_top,1579
common/dna_data/test_dna_reach.txt,Redwyne_asoiaf_2,gene_bs_eye_upper_lid_size,replace,"""eye_upper_lid_size_pos"" 34 ""eye_upper_lid_size_pos"" 34","""eye_upper_lid_size_pos"" 18 ""eye_upper_lid_size_pos"" 18",approximate_current_gene,gene_eye_shut_top,1520
common/dna_data/test_dna_reach.txt,Redwyne_asoiaf_2,gene_eye_shut_bottom,retire,"""eye_shut_bottom"" 111 ""eye_shut_bottom"" 111",,retire_preserve_current_gene,gene_eye_shut_bottom,1580
common/dna_data/test_dna_reach.txt,Redwyne_asoiaf_2,gene_bs_eye_fold_2,retire,"""eye_fold_2"" 3 ""eye_fold_2"" 3",,retire_preserve_primary_fold,gene_bs_eye_fold_2,1590
common/dna_data/test_dna_reach.txt,Tarly_asoiaf_1,gene_eye_size,retire,"""eye_size"" 118 ""eye_size"" 118",,approximate_current_gene,gene_eye_size,2381
common/dna_data/test_dna_reach.txt,Tarly_asoiaf_1,gene_bs_eye_size,replace,"""eye_size_neg"" 73 ""eye_size_neg"" 73","""eye_size_neg"" 78 ""eye_size_neg"" 78",approximate_current_gene,gene_eye_size,2322
common/dna_data/test_dna_reach.txt,Tarly_asoiaf_1,gene_eye_shut_top,retire,"""eye_shut_top"" 130 ""eye_shut_top"" 130",,approximate_current_gene,gene_eye_shut_top,2382
common/dna_data/test_dna_reach.txt,Tarly_asoiaf_1,gene_bs_eye_upper_lid_size,replace,"""eye_upper_lid_size_pos"" 23 ""eye_upper_lid_size_pos"" 23","""eye_upper_lid_size_pos"" 24 ""eye_upper_lid_size_pos"" 24",approximate_current_gene,gene_eye_shut_top,2323
common/dna_data/test_dna_reach.txt,Tarly_asoiaf_1,gene_eye_shut_bottom,retire,"""eye_shut_bottom"" 148 ""eye_shut_bottom"" 148",,approximate_current_gene,gene_eye_shut_bottom,2383
common/dna_data/test_dna_reach.txt,Tarly_asoiaf_1,gene_bs_eye_lower_lid_size,replace,"""vanilla_eye_lower_lid_size"" 0 ""vanilla_eye_lower_lid_size"" 0","""eye_lower_lid_size"" 10 ""eye_lower_lid_size"" 10",approximate_current_gene,gene_eye_shut_bottom,2415
common/dna_data/test_dna_reach.txt,Tarly_asoiaf_2,gene_eye_size,retire,"""eye_size"" 121 ""eye_size"" 121",,approximate_current_gene,gene_eye_size,2590
common/dna_data/test_dna_reach.txt,Tarly_asoiaf_2,gene_bs_eye_size,replace,"""eye_size_neg"" 173 ""eye_size_neg"" 173","""eye_size_neg"" 176 ""eye_size_neg"" 176",approximate_current_gene,gene_eye_size,2531
common/dna_data/test_dna_reach.txt,Tarly_asoiaf_2,gene_eye_shut_top,retire,"""eye_shut_top"" 129 ""eye_shut_top"" 129",,approximate_current_gene,gene_eye_shut_top,2591
common/dna_data/test_dna_reach.txt,Tarly_asoiaf_2,gene_bs_eye_upper_lid_size,replace,"""eye_upper_lid_size_pos"" 81 ""eye_upper_lid_size_pos"" 81","""eye_upper_lid_size_pos"" 82 ""eye_upper_lid_size_pos"" 82",approximate_current_gene,gene_eye_shut_top,2532
common/dna_data/test_dna_reach.txt,Tarly_asoiaf_2,gene_eye_shut_bottom,retire,"""eye_shut_bottom"" 124 ""eye_shut_bottom"" 124",,retire_preserve_current_gene,gene_eye_shut_bottom,2592
common/dna_data/test_dna_reach.txt,Tarly_asoiaf_2,gene_bs_eye_fold_2,retire,"""eye_fold_2"" 88 ""eye_fold_2"" 88",,retire_preserve_primary_fold,gene_bs_eye_fold_2,2602
common/dna_data/test_dna_reach.txt,Tarly_asoiaf_3,gene_eye_size,retire,"""eye_size"" 142 ""eye_size"" 142",,approximate_current_gene,gene_eye_size,2799
common/dna_data/test_dna_reach.txt,Tarly_asoiaf_3,gene_bs_eye_size,replace,"""eye_size_neg"" 255 ""eye_size_neg"" 255","""eye_size_neg"" 248 ""eye_size_neg"" 248",approximate_current_gene,gene_eye_size,2740
common/dna_data/test_dna_reach.txt,Tarly_asoiaf_3,gene_eye_shut_top,retire,"""eye_shut_top"" 101 ""eye_shut_top"" 101",,approximate_current_gene,gene_eye_shut_top,2800
common/dna_data/test_dna_reach.txt,Tarly_asoiaf_3,gene_bs_eye_upper_lid_size,replace,"""eye_upper_lid_size_pos"" 5 ""eye_upper_lid_size_pos"" 5","""eye_upper_lid_size_pos"" 0 ""eye_upper_lid_size_pos"" 0",approximate_current_gene,gene_eye_shut_top,2741
common/dna_data/test_dna_reach.txt,Tarly_asoiaf_3,gene_eye_shut_bottom,retire,"""eye_shut_bottom"" 119 ""eye_shut_bottom"" 119",,retire_preserve_current_gene,gene_eye_shut_bottom,2801
common/dna_data/test_dna_reach.txt,Tarly_asoiaf_3,gene_bs_eye_fold_2,retire,"""eye_fold_2"" 45 ""eye_fold_2"" 45",,retire_preserve_primary_fold,gene_bs_eye_fold_2,2811
common/dna_data/test_dna_reach.txt,Florent_asoiaf_8,gene_eye_size,retire,"""eye_size"" 142 ""eye_size"" 142",,approximate_current_gene,gene_eye_size,3792
common/dna_data/test_dna_reach.txt,Florent_asoiaf_8,gene_bs_eye_size,replace,"""eye_size_neg"" 193 ""eye_size_neg"" 193","""eye_size_neg"" 186 ""eye_size_neg"" 186",approximate_current_gene,gene_eye_size,3733
common/dna_data/test_dna_reach.txt,Florent_asoiaf_8,gene_eye_shut_top,retire,"""eye_shut_top"" 105 ""eye_shut_top"" 105",,approximate_current_gene,gene_eye_shut_top,3793
common/dna_data/test_dna_reach.txt,Florent_asoiaf_8,gene_bs_eye_upper_lid_size,replace,"""eye_upper_lid_size_pos"" 45 ""eye_upper_lid_size_pos"" 45","""eye_upper_lid_size_pos"" 34 ""eye_upper_lid_size_pos"" 34",approximate_current_gene,gene_eye_shut_top,3734
common/dna_data/test_dna_reach.txt,Florent_asoiaf_8,gene_eye_shut_bottom,retire,"""eye_shut_bottom"" 119 ""eye_shut_bottom"" 119",,retire_preserve_current_gene,gene_eye_shut_bottom,3794
common/dna_data/test_dna_reach.txt,Florent_asoiaf_8,gene_bs_eye_fold_2,retire,"""eye_fold_2"" 71 ""eye_fold_2"" 71",,retire_preserve_primary_fold,gene_bs_eye_fold_2,3804
common/dna_data/test_dna_reach.txt,Hightower_asoiaf_3,gene_eye_size,retire,"""eye_size"" 122 ""eye_size"" 122",,approximate_current_gene,gene_eye_size,5595
common/dna_data/test_dna_reach.txt,Hightower_asoiaf_3,gene_bs_eye_size,replace,"""eye_size_neg"" 31 ""eye_size_neg"" 31","""eye_size_neg"" 34 ""eye_size_neg"" 34",approximate_current_gene,gene_eye_size,5536
common/dna_data/test_dna_reach.txt,Hightower_asoiaf_3,gene_eye_shut_top,retire,"""eye_shut_top"" 124 ""eye_shut_top"" 124",,approximate_current_gene,gene_eye_shut_top,5596
common/dna_data/test_dna_reach.txt,Hightower_asoiaf_3,gene_bs_eye_upper_lid_size,replace,"""eye_upper_lid_size_pos"" 117 ""eye_upper_lid_size_pos"" 117","""eye_upper_lid_size_pos"" 115 ""eye_upper_lid_size_pos"" 115",approximate_current_gene,gene_eye_shut_top,5537
common/dna_data/test_dna_reach.txt,Hightower_asoiaf_3,gene_eye_shut_bottom,retire,"""eye_shut_bottom"" 153 ""eye_shut_bottom"" 153",,approximate_current_gene,gene_eye_shut_bottom,5597
common/dna_data/test_dna_reach.txt,Hightower_asoiaf_3,gene_bs_eye_lower_lid_size,replace,"""vanilla_eye_lower_lid_size"" 0 ""vanilla_eye_lower_lid_size"" 0","""eye_lower_lid_size"" 13 ""eye_lower_lid_size"" 13",approximate_current_gene,gene_eye_shut_bottom,5629
common/dna_data/test_dna_reach.txt,Hightower_asoiaf_5,gene_eye_size,retire,"""eye_size"" 117 ""eye_size"" 117",,approximate_current_gene,gene_eye_size,5804
common/dna_data/test_dna_reach.txt,Hightower_asoiaf_5,gene_bs_eye_size,replace,"""eye_size_neg"" 75 ""eye_size_neg"" 75","""eye_size_neg"" 80 ""eye_size_neg"" 80",approximate_current_gene,gene_eye_size,5745
common/dna_data/test_dna_reach.txt,Hightower_asoiaf_5,gene_eye_shut_top,retire,"""eye_shut_top"" 124 ""eye_shut_top"" 124",,approximate_current_gene,gene_eye_shut_top,5805
common/dna_data/test_dna_reach.txt,Hightower_asoiaf_5,gene_bs_eye_upper_lid_size,replace,"""eye_upper_lid_size_pos"" 10 ""eye_upper_lid_size_pos"" 10","""eye_upper_lid_size_pos"" 8 ""eye_upper_lid_size_pos"" 8",approximate_current_gene,gene_eye_shut_top,5746
common/dna_data/test_dna_reach.txt,Hightower_asoiaf_5,gene_eye_shut_bottom,retire,"""eye_shut_bottom"" 153 ""eye_shut_bottom"" 153",,approximate_current_gene,gene_eye_shut_bottom,5806
common/dna_data/test_dna_reach.txt,Hightower_asoiaf_5,gene_bs_eye_lower_lid_size,replace,"""vanilla_eye_lower_lid_size"" 0 ""vanilla_eye_lower_lid_size"" 0","""eye_lower_lid_size"" 13 ""eye_lower_lid_size"" 13",approximate_current_gene,gene_eye_shut_bottom,5838
common/dna_data/test_dna_reach.txt,Hightower_asoiaf_7,gene_eye_size,retire,"""eye_size"" 111 ""eye_size"" 111",,approximate_current_gene,gene_eye_size,6013
common/dna_data/test_dna_reach.txt,Hightower_asoiaf_7,gene_bs_eye_size,replace,"""eye_size_neg"" 127 ""eye_size_neg"" 127","""eye_size_neg"" 135 ""eye_size_neg"" 135",approximate_current_gene,gene_eye_size,5954
common/dna_data/test_dna_reach.txt,Hightower_asoiaf_7,gene_eye_shut_top,retire,"""eye_shut_top"" 125 ""eye_shut_top"" 125",,approximate_current_gene,gene_eye_shut_top,6014
common/dna_data/test_dna_reach.txt,Hightower_asoiaf_7,gene_bs_eye_upper_lid_size,replace,"""eye_upper_lid_size_pos"" 10 ""eye_upper_lid_size_pos"" 10","""eye_upper_lid_size_pos"" 9 ""eye_upper_lid_size_pos"" 9",approximate_current_gene,gene_eye_shut_top,5955
common/dna_data/test_dna_reach.txt,Hightower_asoiaf_7,gene_eye_shut_bottom,retire,"""eye_shut_bottom"" 129 ""eye_shut_bottom"" 129",,approximate_current_gene,gene_eye_shut_bottom,6015
common/dna_data/test_dna_reach.txt,Hightower_asoiaf_7,gene_bs_eye_lower_lid_size,replace,"""vanilla_eye_lower_lid_size"" 0 ""vanilla_eye_lower_lid_size"" 0","""eye_lower_lid_size"" 1 ""eye_lower_lid_size"" 1",approximate_current_gene,gene_eye_shut_bottom,6047
common/dna_data/test_dna_reach.txt,Hightower_asoiaf_9,gene_eye_size,retire,"""eye_size"" 125 ""eye_size"" 125",,approximate_current_gene,gene_eye_size,6222
common/dna_data/test_dna_reach.txt,Hightower_asoiaf_9,gene_bs_eye_size,replace,"""eye_size_neg"" 89 ""eye_size_neg"" 89","""eye_size_neg"" 90 ""eye_size_neg"" 90",approximate_current_gene,gene_eye_size,6163
common/dna_data/test_dna_reach.txt,Hightower_asoiaf_9,gene_eye_shut_top,retire,"""eye_shut_top"" 122 ""eye_shut_top"" 122",,approximate_current_gene,gene_eye_shut_top,6223
common/dna_data/test_dna_reach.txt,Hightower_asoiaf_9,gene_bs_eye_upper_lid_size,replace,"""eye_upper_lid_size_pos"" 71 ""eye_upper_lid_size_pos"" 71","""eye_upper_lid_size_pos"" 68 ""eye_upper_lid_size_pos"" 68",approximate_current_gene,gene_eye_shut_top,6164
common/dna_data/test_dna_reach.txt,Hightower_asoiaf_9,gene_eye_shut_bottom,retire,"""eye_shut_bottom"" 125 ""eye_shut_bottom"" 125",,retire_preserve_current_gene,gene_eye_shut_bottom,6224
common/dna_data/test_dna_reach.txt,Hightower_asoiaf_9,gene_bs_eye_fold_2,retire,"""eye_fold_2"" 91 ""eye_fold_2"" 91",,retire_preserve_primary_fold,gene_bs_eye_fold_2,6234
common/dna_data/test_dna_reach.txt,Hightower_asoiaf_14,gene_eye_size,retire,"""eye_size"" 129 ""eye_size"" 129",,approximate_current_gene,gene_eye_size,6431
common/dna_data/test_dna_reach.txt,Hightower_asoiaf_14,gene_bs_eye_size,replace,"""eye_size_neg"" 125 ""eye_size_neg"" 125","""eye_size_neg"" 124 ""eye_size_neg"" 124",approximate_current_gene,gene_eye_size,6372
common/dna_data/test_dna_reach.txt,Hightower_asoiaf_14,gene_eye_shut_top,retire,"""eye_shut_top"" 122 ""eye_shut_top"" 122",,approximate_current_gene,gene_eye_shut_top,6432
common/dna_data/test_dna_reach.txt,Hightower_asoiaf_14,gene_bs_eye_upper_lid_size,replace,"""eye_upper_lid_size_pos"" 71 ""eye_upper_lid_size_pos"" 71","""eye_upper_lid_size_pos"" 68 ""eye_upper_lid_size_pos"" 68",approximate_current_gene,gene_eye_shut_top,6373
common/dna_data/test_dna_reach.txt,Hightower_asoiaf_14,gene_eye_shut_bottom,retire,"""eye_shut_bottom"" 134 ""eye_shut_bottom"" 134",,approximate_current_gene,gene_eye_shut_bottom,6433
common/dna_data/test_dna_reach.txt,Hightower_asoiaf_14,gene_bs_eye_lower_lid_size,replace,"""vanilla_eye_lower_lid_size"" 0 ""vanilla_eye_lower_lid_size"" 0","""eye_lower_lid_size"" 3 ""eye_lower_lid_size"" 3",approximate_current_gene,gene_eye_shut_bottom,6465
common/dna_data/test_dna_reach.txt,Hightower_asoiaf_14,gene_bs_eye_fold_2,retire,"""eye_fold_2"" 38 ""eye_fold_2"" 38",,retire_preserve_primary_fold,gene_bs_eye_fold_2,6443
common/dna_data/test_dna_riverlands.txt,Tully_asoiaf_1,gene_eye_size,retire,"""eye_size"" 127 ""eye_size"" 127",,retire_preserve_current_gene,gene_eye_size,148
common/dna_data/test_dna_riverlands.txt,Tully_asoiaf_1,gene_eye_shut_top,retire,"""eye_shut_top"" 136 ""eye_shut_top"" 136",,approximate_current_gene,gene_eye_shut_top,149
common/dna_data/test_dna_riverlands.txt,Tully_asoiaf_1,gene_bs_eye_upper_lid_size,replace,"""eye_upper_lid_size_pos"" 137 ""eye_upper_lid_size_pos"" 137","""eye_upper_lid_size_pos"" 141 ""eye_upper_lid_size_pos"" 141",approximate_current_gene,gene_eye_shut_top,90
common/dna_data/test_dna_riverlands.txt,Tully_asoiaf_1,gene_eye_shut_bottom,retire,"""eye_shut_bottom"" 124 ""eye_shut_bottom"" 124",,retire_preserve_current_gene,gene_eye_shut_bottom,150
common/dna_data/test_dna_riverlands.txt,Tully_asoiaf_4,gene_eye_size,retire,"""eye_size"" 130 ""eye_size"" 130",,approximate_current_gene,gene_eye_size,357
common/dna_data/test_dna_riverlands.txt,Tully_asoiaf_4,gene_bs_eye_size,replace,"""eye_size_neg"" 119 ""eye_size_neg"" 119","""eye_size_neg"" 118 ""eye_size_neg"" 118",approximate_current_gene,gene_eye_size,298
common/dna_data/test_dna_riverlands.txt,Tully_asoiaf_4,gene_eye_shut_top,retire,"""eye_shut_top"" 125 ""eye_shut_top"" 125",,approximate_current_gene,gene_eye_shut_top,358
common/dna_data/test_dna_riverlands.txt,Tully_asoiaf_4,gene_bs_eye_upper_lid_size,replace,"""eye_upper_lid_size_pos"" 195 ""eye_upper_lid_size_pos"" 195","""eye_upper_lid_size_pos"" 194 ""eye_upper_lid_size_pos"" 194",approximate_current_gene,gene_eye_shut_top,299
common/dna_data/test_dna_riverlands.txt,Tully_asoiaf_4,gene_eye_shut_bottom,retire,"""eye_shut_bottom"" 126 ""eye_shut_bottom"" 126",,retire_preserve_current_gene,gene_eye_shut_bottom,359
common/dna_data/test_dna_riverlands.txt,Tully_asoiaf_4,gene_forehead_inner_brow_width,retire,"""inner_brow_width"" 136 ""inner_brow_width"" 136",,approximate_current_gene,gene_forehead_inner_brow_width,365
common/dna_data/test_dna_riverlands.txt,Tully_asoiaf_4,gene_eyebrow_inner_width,replace,"""eyebrow_inner_width_max"" 0 ""eyebrow_inner_width_max"" 0","""eyebrow_inner_width_max"" 4 ""eyebrow_inner_width_max"" 4",approximate_current_gene,gene_forehead_inner_brow_width,382
common/dna_data/test_dna_riverlands.txt,Tully_asoiaf_6,gene_eye_size,retire,"""eye_size"" 127 ""eye_size"" 127",,retire_preserve_current_gene,gene_eye_size,566
common/dna_data/test_dna_riverlands.txt,Tully_asoiaf_6,gene_eye_shut_top,retire,"""eye_shut_top"" 123 ""eye_shut_top"" 123",,approximate_current_gene,gene_eye_shut_top,567
common/dna_data/test_dna_riverlands.txt,Tully_asoiaf_6,gene_bs_eye_upper_lid_size,replace,"""eye_upper_lid_size_pos"" 143 ""eye_upper_lid_size_pos"" 143","""eye_upper_lid_size_pos"" 141 ""eye_upper_lid_size_pos"" 141",approximate_current_gene,gene_eye_shut_top,508
common/dna_data/test_dna_riverlands.txt,Tully_asoiaf_6,gene_eye_shut_bottom,retire,"""eye_shut_bottom"" 115 ""eye_shut_bottom"" 115",,retire_preserve_current_gene,gene_eye_shut_bottom,568
common/dna_data/test_dna_riverlands.txt,Tully_asoiaf_6,gene_forehead_inner_brow_width,retire,"""inner_brow_width"" 140 ""inner_brow_width"" 140",,approximate_current_gene,gene_forehead_inner_brow_width,574
common/dna_data/test_dna_riverlands.txt,Tully_asoiaf_6,gene_eyebrow_inner_width,replace,"""eyebrow_inner_width_max"" 17 ""eyebrow_inner_width_max"" 17","""eyebrow_inner_width_max"" 23 ""eyebrow_inner_width_max"" 23",approximate_current_gene,gene_forehead_inner_brow_width,591
common/dna_data/test_dna_riverlands.txt,Tully_asoiaf_6,gene_bs_eye_fold_2,retire,"""eye_fold_2"" 11 ""eye_fold_2"" 11",,retire_preserve_primary_fold,gene_bs_eye_fold_2,578
common/dna_data/test_dna_riverlands.txt,Tully_asoiaf_7,gene_eye_size,retire,"""eye_size"" 121 ""eye_size"" 121",,approximate_current_gene,gene_eye_size,776
common/dna_data/test_dna_riverlands.txt,Tully_asoiaf_7,gene_bs_eye_size,replace,"""eye_size_pos"" 130 ""eye_size_pos"" 130","""eye_size_pos"" 127 ""eye_size_pos"" 127",approximate_current_gene,gene_eye_size,717
common/dna_data/test_dna_riverlands.txt,Tully_asoiaf_7,gene_eye_shut_top,retire,"""eye_shut_top"" 132 ""eye_shut_top"" 132",,approximate_current_gene,gene_eye_shut_top,777
common/dna_data/test_dna_riverlands.txt,Tully_asoiaf_7,gene_bs_eye_upper_lid_size,replace,"""eye_upper_lid_size_pos"" 3 ""eye_upper_lid_size_pos"" 3","""eye_upper_lid_size_pos"" 5 ""eye_upper_lid_size_pos"" 5",approximate_current_gene,gene_eye_shut_top,718
common/dna_data/test_dna_riverlands.txt,Tully_asoiaf_7,gene_eye_shut_bottom,retire,"""eye_shut_bottom"" 116 ""eye_shut_bottom"" 116",,retire_preserve_current_gene,gene_eye_shut_bottom,778
common/dna_data/test_dna_riverlands.txt,Tully_asoiaf_7,gene_bs_eye_fold_2,retire,"""eye_fold_2"" 202 ""eye_fold_2"" 202",,retire_preserve_primary_fold,gene_bs_eye_fold_2,788
common/dna_data/test_dna_riverlands.txt,Tully_asoiaf_9,gene_eye_size,retire,"""eye_size"" 109 ""eye_size"" 109",,approximate_current_gene,gene_eye_size,985
common/dna_data/test_dna_riverlands.txt,Tully_asoiaf_9,gene_bs_eye_size,replace,"""eye_size_neg"" 99 ""eye_size_neg"" 99","""eye_size_neg"" 108 ""eye_size_neg"" 108",approximate_current_gene,gene_eye_size,926
common/dna_data/test_dna_riverlands.txt,Tully_asoiaf_9,gene_eye_shut_top,retire,"""eye_shut_top"" 127 ""eye_shut_top"" 127",,retire_preserve_current_gene,gene_eye_shut_top,986
common/dna_data/test_dna_riverlands.txt,Tully_asoiaf_9,gene_eye_shut_bottom,retire,"""eye_shut_bottom"" 121 ""eye_shut_bottom"" 121",,retire_preserve_current_gene,gene_eye_shut_bottom,987
common/dna_data/test_dna_riverlands.txt,Tully_asoiaf_9,gene_forehead_inner_brow_width,retire,"""inner_brow_width"" 141 ""inner_brow_width"" 141",,approximate_current_gene,gene_forehead_inner_brow_width,993
common/dna_data/test_dna_riverlands.txt,Tully_asoiaf_9,gene_eyebrow_inner_width,replace,"""eyebrow_inner_width_max"" 11 ""eyebrow_inner_width_max"" 11","""eyebrow_inner_width_max"" 18 ""eyebrow_inner_width_max"" 18",approximate_current_gene,gene_forehead_inner_brow_width,1010
common/dna_data/test_dna_riverlands.txt,Tully_asoiaf_9,gene_bs_eye_fold_2,retire,"""eye_fold_2"" 15 ""eye_fold_2"" 15",,retire_preserve_primary_fold,gene_bs_eye_fold_2,997
common/dna_data/test_dna_riverlands.txt,Strong_asoiaf_31,gene_bs_eye_fold_2,retire,"""eye_fold_2"" 25 ""eye_fold_2"" 25",,retire_preserve_primary_fold,gene_bs_eye_fold_2,2014
