category,log_line,owner,issue,original_owner,message,status,reason
scripts,1697,Divine Intervention + AGOT compatibility,di-personalities,Divine Intervention AGOT Cheat Menu,"Script system error!
  Error: add_trait effect [ target: Not found in database class CTraitDatabase ]
  Script location: file: common/scripted_effects/DI_present_effects.txt line: 21 (DI_personality_trait_randomizer_effect)",expected_fixed,Исправлено статически; исчезновение сообщения ещё не подтверждено запуском.
scripts,1701,Divine Intervention + AGOT compatibility,di-personalities,Divine Intervention AGOT Cheat Menu,PostValidate of effect 'add_trait' returned false at file: common/scripted_effects/DI_present_effects.txt line: 21 (DI_personality_trait_randomizer_effect),expected_fixed,Исправлено статически; исчезновение сообщения ещё не подтверждено запуском.
scripts,1702,Divine Intervention + AGOT compatibility,di-personalities,Divine Intervention AGOT Cheat Menu,"Script system error!
  Error: remove_trait effect [ target: Not found in database class CTraitDatabase ]
  Script location: file: common/scripted_effects/DI_present_effects.txt line: 85 (DI_clear_personality_traits_effect)",expected_fixed,Исправлено статически; исчезновение сообщения ещё не подтверждено запуском.
scripts,1706,Divine Intervention + AGOT compatibility,di-personalities,Divine Intervention AGOT Cheat Menu,PostValidate of effect 'remove_trait' returned false at file: common/scripted_effects/DI_present_effects.txt line: 85 (DI_clear_personality_traits_effect),expected_fixed,Исправлено статически; исчезновение сообщения ещё не подтверждено запуском.
scripts,1707,Divine Intervention + AGOT compatibility,di-personalities,Divine Intervention AGOT Cheat Menu,"Script system error!
  Error: remove_trait effect [ target: Not found in database class CTraitDatabase ]
  Script location: file: common/scripted_effects/DI_present_effects.txt line: 86 (DI_clear_personality_traits_effect)",expected_fixed,Исправлено статически; исчезновение сообщения ещё не подтверждено запуском.
scripts,1711,Divine Intervention + AGOT compatibility,di-personalities,Divine Intervention AGOT Cheat Menu,PostValidate of effect 'remove_trait' returned false at file: common/scripted_effects/DI_present_effects.txt line: 86 (DI_clear_personality_traits_effect),expected_fixed,Исправлено статически; исчезновение сообщения ещё не подтверждено запуском.
scripts,1712,Valyrian Steel,vs-scheme-formats,Valyrian Steel,"Error: ""Unknown modifier type: bond_with_dragon_scheme_success_chance_add, near line: 17
Unknown modifier type: bond_with_dragon_scheme_scheme_success_chance_add, near line: 24"" in file: ""common/modifier_definition_formats/agot_scheme_definitions.txt"" near line: 29",expected_fixed,Исправлено статически; исчезновение сообщения ещё не подтверждено запуском.
scripts,1714,Divine Intervention + AGOT compatibility,di-personalities,Divine Intervention AGOT Cheat Menu,"Script system error!
  Error: has_trait trigger [ Cannot find honorable in trait database ]
  Script location: file: common/scripted_effects/DI_present_effects.txt line: 85 (DI_clear_personality_traits_effect)",expected_fixed,Исправлено статически; исчезновение сообщения ещё не подтверждено запуском.
scripts,1718,Divine Intervention + AGOT compatibility,di-personalities,Divine Intervention AGOT Cheat Menu,"Script system error!
  Error: has_trait trigger [ Cannot find ruthless in trait database ]
  Script location: file: common/scripted_effects/DI_present_effects.txt line: 86 (DI_clear_personality_traits_effect)",expected_fixed,Исправлено статически; исчезновение сообщения ещё не подтверждено запуском.
scripts,1722,AGOT Submod Core,core-optional-armor,AGOT Submod Core,"Script system error!
  Error: has_game_rule trigger [ Invalid database object 'show_armor_enabled' ]
  Script location: file: gfx/portraits/portrait_modifiers/01_cloaks_base.txt line: 1333 (cloaks:weight)",exception,Отсутствующая необязательная интеграция AOTK; код и правила не подменять.
scripts,1726,AGOT Submod Core,core-optional-armor,AGOT Submod Core,PostValidate of trigger 'has_game_rule' returned false at file: gfx/portraits/portrait_modifiers/01_cloaks_base.txt line: 1333 (cloaks:weight),exception,Отсутствующая необязательная интеграция AOTK; код и правила не подменять.
scripts,1727,AGOT Submod Core,core-optional-armor,AGOT Submod Core,"Script system error!
  Error: has_game_rule trigger [ Invalid database object 'show_armor_enabled' ]
  Script location: file: gfx/portraits/portrait_modifiers/01_cloaks_base.txt line: 1338 (cloaks:weight)",exception,Отсутствующая необязательная интеграция AOTK; код и правила не подменять.
scripts,1731,AGOT Submod Core,core-optional-armor,AGOT Submod Core,PostValidate of trigger 'has_game_rule' returned false at file: gfx/portraits/portrait_modifiers/01_cloaks_base.txt line: 1338 (cloaks:weight),exception,Отсутствующая необязательная интеграция AOTK; код и правила не подменять.
scripts,1732,AGOT Submod Core,core-optional-armor,AGOT Submod Core,"Script system error!
  Error: has_game_rule trigger [ Invalid database object 'show_armor_enabled' ]
  Script location: file: gfx/portraits/portrait_modifiers/01_cloaks_base.txt line: 1642 (cloaks:weight)",exception,Отсутствующая необязательная интеграция AOTK; код и правила не подменять.
scripts,1736,AGOT Submod Core,core-optional-armor,AGOT Submod Core,PostValidate of trigger 'has_game_rule' returned false at file: gfx/portraits/portrait_modifiers/01_cloaks_base.txt line: 1642 (cloaks:weight),exception,Отсутствующая необязательная интеграция AOTK; код и правила не подменять.
scripts,1737,AGOT Submod Core,core-optional-armor,AGOT Submod Core,"Script system error!
  Error: has_game_rule trigger [ Invalid database object 'show_armor_enabled' ]
  Script location: file: gfx/portraits/portrait_modifiers/01_cloaks_base.txt line: 1684 (cloaks:weight)",exception,Отсутствующая необязательная интеграция AOTK; код и правила не подменять.
scripts,1741,AGOT Submod Core,core-optional-armor,AGOT Submod Core,PostValidate of trigger 'has_game_rule' returned false at file: gfx/portraits/portrait_modifiers/01_cloaks_base.txt line: 1684 (cloaks:weight),exception,Отсутствующая необязательная интеграция AOTK; код и правила не подменять.
scripts,1742,AGOT Submod Core,core-optional-armor,AGOT Submod Core,"Script system error!
  Error: has_game_rule trigger [ Invalid database object 'show_armor_enabled' ]
  Script location: file: gfx/portraits/portrait_modifiers/01_legwear_base.txt line: 871 (legwear:weight)",exception,Отсутствующая необязательная интеграция AOTK; код и правила не подменять.
scripts,1746,AGOT Submod Core,core-optional-armor,AGOT Submod Core,PostValidate of trigger 'has_game_rule' returned false at file: gfx/portraits/portrait_modifiers/01_legwear_base.txt line: 871 (legwear:weight),exception,Отсутствующая необязательная интеграция AOTK; код и правила не подменять.
scripts,1747,AGOT Submod Core,core-optional-armor,AGOT Submod Core,"Script system error!
  Error: has_game_rule trigger [ Invalid database object 'show_armor_enabled' ]
  Script location: file: gfx/portraits/portrait_modifiers/01_legwear_base.txt line: 898 (legwear:weight)",exception,Отсутствующая необязательная интеграция AOTK; код и правила не подменять.
scripts,1751,AGOT Submod Core,core-optional-armor,AGOT Submod Core,PostValidate of trigger 'has_game_rule' returned false at file: gfx/portraits/portrait_modifiers/01_legwear_base.txt line: 898 (legwear:weight),exception,Отсутствующая необязательная интеграция AOTK; код и правила не подменять.
scripts,1752,AGOT Submod Core,core-optional-armor,AGOT Submod Core,"Script system error!
  Error: has_game_rule trigger [ Invalid database object 'show_armor_enabled' ]
  Script location: file: gfx/portraits/portrait_modifiers/01_legwear_base.txt line: 937 (legwear:weight)",exception,Отсутствующая необязательная интеграция AOTK; код и правила не подменять.
scripts,1756,AGOT Submod Core,core-optional-armor,AGOT Submod Core,PostValidate of trigger 'has_game_rule' returned false at file: gfx/portraits/portrait_modifiers/01_legwear_base.txt line: 937 (legwear:weight),exception,Отсутствующая необязательная интеграция AOTK; код и правила не подменять.
scripts,1757,AGOT Submod Core,core-optional-armor,AGOT Submod Core,"Script system error!
  Error: has_game_rule trigger [ Invalid database object 'show_armor_enabled' ]
  Script location: file: gfx/portraits/portrait_modifiers/05_clothes_situational.txt line: 616 (clothes_situational:weight)",exception,Отсутствующая необязательная интеграция AOTK; код и правила не подменять.
scripts,1761,AGOT Submod Core,core-optional-armor,AGOT Submod Core,PostValidate of trigger 'has_game_rule' returned false at file: gfx/portraits/portrait_modifiers/05_clothes_situational.txt line: 616 (clothes_situational:weight),exception,Отсутствующая необязательная интеграция AOTK; код и правила не подменять.
scripts,1762,AGOT Submod Core,core-optional-armor,AGOT Submod Core,"Script system error!
  Error: has_game_rule trigger [ Invalid database object 'show_armor_enabled' ]
  Script location: file: gfx/portraits/portrait_modifiers/05_clothes_situational.txt line: 1062 (clothes_situational:weight)",exception,Отсутствующая необязательная интеграция AOTK; код и правила не подменять.
scripts,1766,AGOT Submod Core,core-optional-armor,AGOT Submod Core,PostValidate of trigger 'has_game_rule' returned false at file: gfx/portraits/portrait_modifiers/05_clothes_situational.txt line: 1062 (clothes_situational:weight),exception,Отсутствующая необязательная интеграция AOTK; код и правила не подменять.
scripts,1767,AGOT Submod Core,core-optional-armor,AGOT Submod Core,"Script system error!
  Error: has_game_rule trigger [ Invalid database object 'show_armor_enabled' ]
  Script location: file: gfx/portraits/portrait_modifiers/05_clothes_situational.txt line: 1109 (clothes_situational:weight)",exception,Отсутствующая необязательная интеграция AOTK; код и правила не подменять.
scripts,1771,AGOT Submod Core,core-optional-armor,AGOT Submod Core,PostValidate of trigger 'has_game_rule' returned false at file: gfx/portraits/portrait_modifiers/05_clothes_situational.txt line: 1109 (clothes_situational:weight),exception,Отсутствующая необязательная интеграция AOTK; код и правила не подменять.
scripts,1772,AGOT Submod Core,core-optional-armor,AGOT Submod Core,"Script system error!
  Error: has_game_rule trigger [ Invalid database object 'show_armor_enabled' ]
  Script location: file: gfx/portraits/portrait_modifiers/05_clothes_situational.txt line: 1158 (clothes_situational:weight)",exception,Отсутствующая необязательная интеграция AOTK; код и правила не подменять.
scripts,1776,AGOT Submod Core,core-optional-armor,AGOT Submod Core,PostValidate of trigger 'has_game_rule' returned false at file: gfx/portraits/portrait_modifiers/05_clothes_situational.txt line: 1158 (clothes_situational:weight),exception,Отсутствующая необязательная интеграция AOTK; код и правила не подменять.
scripts,1777,AGOT Submod Core,core-optional-armor,AGOT Submod Core,"Script system error!
  Error: has_game_rule trigger [ Invalid database object 'show_armor_enabled' ]
  Script location: file: gfx/portraits/portrait_modifiers/05_clothes_situational.txt line: 1202 (clothes_situational:weight)",exception,Отсутствующая необязательная интеграция AOTK; код и правила не подменять.
scripts,1781,AGOT Submod Core,core-optional-armor,AGOT Submod Core,PostValidate of trigger 'has_game_rule' returned false at file: gfx/portraits/portrait_modifiers/05_clothes_situational.txt line: 1202 (clothes_situational:weight),exception,Отсутствующая необязательная интеграция AOTK; код и правила не подменять.
scripts,1782,AGOT Submod Core,core-optional-armor,AGOT Submod Core,"Script system error!
  Error: has_game_rule trigger [ Invalid database object 'show_armor_enabled' ]
  Script location: file: gfx/portraits/portrait_modifiers/05_clothes_situational.txt line: 1248 (clothes_situational:weight)",exception,Отсутствующая необязательная интеграция AOTK; код и правила не подменять.
scripts,1786,AGOT Submod Core,core-optional-armor,AGOT Submod Core,PostValidate of trigger 'has_game_rule' returned false at file: gfx/portraits/portrait_modifiers/05_clothes_situational.txt line: 1248 (clothes_situational:weight),exception,Отсутствующая необязательная интеграция AOTK; код и правила не подменять.
scripts,1787,AGOT Submod Core,core-optional-armor,AGOT Submod Core,"Script system error!
  Error: has_game_rule trigger [ Invalid database object 'show_armor_enabled' ]
  Script location: file: gfx/portraits/portrait_modifiers/05_clothes_situational.txt line: 1292 (clothes_situational:weight)",exception,Отсутствующая необязательная интеграция AOTK; код и правила не подменять.
scripts,1791,AGOT Submod Core,core-optional-armor,AGOT Submod Core,PostValidate of trigger 'has_game_rule' returned false at file: gfx/portraits/portrait_modifiers/05_clothes_situational.txt line: 1292 (clothes_situational:weight),exception,Отсутствующая необязательная интеграция AOTK; код и правила не подменять.
scripts,1792,AGOT Submod Core,core-optional-armor,AGOT Submod Core,"Script system error!
  Error: has_game_rule trigger [ Invalid database object 'show_armor_enabled' ]
  Script location: file: gfx/portraits/portrait_modifiers/05_clothes_situational.txt line: 1338 (clothes_situational:weight)",exception,Отсутствующая необязательная интеграция AOTK; код и правила не подменять.
scripts,1796,AGOT Submod Core,core-optional-armor,AGOT Submod Core,PostValidate of trigger 'has_game_rule' returned false at file: gfx/portraits/portrait_modifiers/05_clothes_situational.txt line: 1338 (clothes_situational:weight),exception,Отсутствующая необязательная интеграция AOTK; код и правила не подменять.
scripts,1797,AGOT Submod Core,core-optional-armor,AGOT Submod Core,"Script system error!
  Error: has_game_rule trigger [ Invalid database object 'show_armor_enabled' ]
  Script location: file: gfx/portraits/portrait_modifiers/05_clothes_situational.txt line: 1382 (clothes_situational:weight)",exception,Отсутствующая необязательная интеграция AOTK; код и правила не подменять.
scripts,1801,AGOT Submod Core,core-optional-armor,AGOT Submod Core,PostValidate of trigger 'has_game_rule' returned false at file: gfx/portraits/portrait_modifiers/05_clothes_situational.txt line: 1382 (clothes_situational:weight),exception,Отсутствующая необязательная интеграция AOTK; код и правила не подменять.
scripts,1802,AGOT Submod Core,core-optional-armor,AGOT Submod Core,"Script system error!
  Error: has_game_rule trigger [ Invalid database object 'show_armor_enabled' ]
  Script location: file: gfx/portraits/portrait_modifiers/05_clothes_situational.txt line: 1428 (clothes_situational:weight)",exception,Отсутствующая необязательная интеграция AOTK; код и правила не подменять.
scripts,1806,AGOT Submod Core,core-optional-armor,AGOT Submod Core,PostValidate of trigger 'has_game_rule' returned false at file: gfx/portraits/portrait_modifiers/05_clothes_situational.txt line: 1428 (clothes_situational:weight),exception,Отсутствующая необязательная интеграция AOTK; код и правила не подменять.
scripts,1807,AGOT Submod Core,core-optional-armor,AGOT Submod Core,"Script system error!
  Error: has_game_rule trigger [ Invalid database object 'show_armor_enabled' ]
  Script location: file: gfx/portraits/portrait_modifiers/05_clothes_situational.txt line: 1472 (clothes_situational:weight)",exception,Отсутствующая необязательная интеграция AOTK; код и правила не подменять.
scripts,1811,AGOT Submod Core,core-optional-armor,AGOT Submod Core,PostValidate of trigger 'has_game_rule' returned false at file: gfx/portraits/portrait_modifiers/05_clothes_situational.txt line: 1472 (clothes_situational:weight),exception,Отсутствующая необязательная интеграция AOTK; код и правила не подменять.
scripts,1812,AGOT Submod Core,core-optional-armor,AGOT Submod Core,"Script system error!
  Error: has_game_rule trigger [ Invalid database object 'show_armor_enabled' ]
  Script location: file: gfx/portraits/portrait_modifiers/05_clothes_situational.txt line: 1518 (clothes_situational:weight)",exception,Отсутствующая необязательная интеграция AOTK; код и правила не подменять.
scripts,1816,AGOT Submod Core,core-optional-armor,AGOT Submod Core,PostValidate of trigger 'has_game_rule' returned false at file: gfx/portraits/portrait_modifiers/05_clothes_situational.txt line: 1518 (clothes_situational:weight),exception,Отсутствующая необязательная интеграция AOTK; код и правила не подменять.
scripts,1817,AGOT Submod Core,core-optional-armor,AGOT Submod Core,"Script system error!
  Error: has_game_rule trigger [ Invalid database object 'show_armor_enabled' ]
  Script location: file: gfx/portraits/portrait_modifiers/05_clothes_situational.txt line: 1562 (clothes_situational:weight)",exception,Отсутствующая необязательная интеграция AOTK; код и правила не подменять.
scripts,1821,AGOT Submod Core,core-optional-armor,AGOT Submod Core,PostValidate of trigger 'has_game_rule' returned false at file: gfx/portraits/portrait_modifiers/05_clothes_situational.txt line: 1562 (clothes_situational:weight),exception,Отсутствующая необязательная интеграция AOTK; код и правила не подменять.
scripts,1822,AGOT Submod Core,core-optional-armor,AGOT Submod Core,"Script system error!
  Error: has_game_rule trigger [ Invalid database object 'show_armor_enabled' ]
  Script location: file: gfx/portraits/portrait_modifiers/05_headgear_situational.txt line: 338 (headgear_situational:weight)",exception,Отсутствующая необязательная интеграция AOTK; код и правила не подменять.
scripts,1826,AGOT Submod Core,core-optional-armor,AGOT Submod Core,PostValidate of trigger 'has_game_rule' returned false at file: gfx/portraits/portrait_modifiers/05_headgear_situational.txt line: 338 (headgear_situational:weight),exception,Отсутствующая необязательная интеграция AOTK; код и правила не подменять.
scripts,1827,AGOT Submod Core,core-optional-armor,AGOT Submod Core,"Script system error!
  Error: has_game_rule trigger [ Invalid database object 'show_armor_enabled' ]
  Script location: file: gfx/portraits/portrait_modifiers/05_headgear_situational.txt line: 395 (headgear_situational:weight)",exception,Отсутствующая необязательная интеграция AOTK; код и правила не подменять.
scripts,1831,AGOT Submod Core,core-optional-armor,AGOT Submod Core,PostValidate of trigger 'has_game_rule' returned false at file: gfx/portraits/portrait_modifiers/05_headgear_situational.txt line: 395 (headgear_situational:weight),exception,Отсутствующая необязательная интеграция AOTK; код и правила не подменять.
scripts,1832,AGOT Submod Core,core-optional-armor,AGOT Submod Core,"Script system error!
  Error: has_game_rule trigger [ Invalid database object 'show_armor_enabled' ]
  Script location: file: gfx/portraits/portrait_modifiers/05_headgear_situational.txt line: 3127 (headgear_situational:weight)",exception,Отсутствующая необязательная интеграция AOTK; код и правила не подменять.
scripts,1836,AGOT Submod Core,core-optional-armor,AGOT Submod Core,PostValidate of trigger 'has_game_rule' returned false at file: gfx/portraits/portrait_modifiers/05_headgear_situational.txt line: 3127 (headgear_situational:weight),exception,Отсутствующая необязательная интеграция AOTK; код и правила не подменять.
scripts,1837,AGOT Submod Core,core-optional-armor,AGOT Submod Core,"Script system error!
  Error: has_game_rule trigger [ Invalid database object 'show_armor_enabled' ]
  Script location: file: gfx/portraits/portrait_modifiers/05_headgear_situational.txt line: 3174 (headgear_situational:weight)",exception,Отсутствующая необязательная интеграция AOTK; код и правила не подменять.
scripts,1841,AGOT Submod Core,core-optional-armor,AGOT Submod Core,PostValidate of trigger 'has_game_rule' returned false at file: gfx/portraits/portrait_modifiers/05_headgear_situational.txt line: 3174 (headgear_situational:weight),exception,Отсутствующая необязательная интеграция AOTK; код и правила не подменять.
scripts,1842,AGOT Submod Core,core-optional-armor,AGOT Submod Core,"Script system error!
  Error: has_game_rule trigger [ Invalid database object 'show_armor_enabled' ]
  Script location: file: gfx/portraits/portrait_modifiers/05_headgear_situational.txt line: 3222 (headgear_situational:weight)",exception,Отсутствующая необязательная интеграция AOTK; код и правила не подменять.
scripts,1846,AGOT Submod Core,core-optional-armor,AGOT Submod Core,PostValidate of trigger 'has_game_rule' returned false at file: gfx/portraits/portrait_modifiers/05_headgear_situational.txt line: 3222 (headgear_situational:weight),exception,Отсутствующая необязательная интеграция AOTK; код и правила не подменять.
scripts,1847,AGOT Submod Core,core-optional-armor,AGOT Submod Core,"Script system error!
  Error: has_game_rule trigger [ Invalid database object 'show_armor_enabled' ]
  Script location: file: gfx/portraits/portrait_modifiers/05_headgear_situational.txt line: 3266 (headgear_situational:weight)",exception,Отсутствующая необязательная интеграция AOTK; код и правила не подменять.
scripts,1851,AGOT Submod Core,core-optional-armor,AGOT Submod Core,PostValidate of trigger 'has_game_rule' returned false at file: gfx/portraits/portrait_modifiers/05_headgear_situational.txt line: 3266 (headgear_situational:weight),exception,Отсутствующая необязательная интеграция AOTK; код и правила не подменять.
scripts,1852,AGOT Submod Core,core-optional-armor,AGOT Submod Core,"Script system error!
  Error: has_game_rule trigger [ Invalid database object 'show_armor_enabled' ]
  Script location: file: gfx/portraits/portrait_modifiers/05_headgear_situational.txt line: 3310 (headgear_situational:weight)",exception,Отсутствующая необязательная интеграция AOTK; код и правила не подменять.
scripts,1856,AGOT Submod Core,core-optional-armor,AGOT Submod Core,PostValidate of trigger 'has_game_rule' returned false at file: gfx/portraits/portrait_modifiers/05_headgear_situational.txt line: 3310 (headgear_situational:weight),exception,Отсутствующая необязательная интеграция AOTK; код и правила не подменять.
scripts,1857,AGOT Submod Core,core-optional-armor,AGOT Submod Core,"Script system error!
  Error: has_game_rule trigger [ Invalid database object 'show_armor_enabled' ]
  Script location: file: gfx/portraits/portrait_modifiers/05_headgear_situational.txt line: 3355 (headgear_situational:weight)",exception,Отсутствующая необязательная интеграция AOTK; код и правила не подменять.
scripts,1861,AGOT Submod Core,core-optional-armor,AGOT Submod Core,PostValidate of trigger 'has_game_rule' returned false at file: gfx/portraits/portrait_modifiers/05_headgear_situational.txt line: 3355 (headgear_situational:weight),exception,Отсутствующая необязательная интеграция AOTK; код и правила не подменять.
scripts,1862,Divine Intervention + AGOT compatibility,di-persian-marriage,Divine Intervention Cheat Menu,"Script system error!
  Error: is_struggle_type trigger [ Invalid database object 'persian_struggle' ]
  Script location: file: common/character_interactions/DI_character_interaction.txt line: 1415 (DI_arrange_marriage_interaction:is_shown)",exception,Исходный Divine Intervention для ванили не исправляется по указанию пользователя.
scripts,1866,Divine Intervention + AGOT compatibility,di-persian-marriage,Divine Intervention Cheat Menu,PostValidate of trigger 'is_struggle_type' returned false at file: common/character_interactions/DI_character_interaction.txt line: 1415 (DI_arrange_marriage_interaction:is_shown),exception,Исходный Divine Intervention для ванили не исправляется по указанию пользователя.
scripts,1867,Divine Intervention + AGOT compatibility,di-persian-marriage,Divine Intervention Cheat Menu,"Script system error!
  Error: has_struggle_phase_parameter trigger [ Bool phase parameter 'can_trade_piety_for_marriage_acceptance' does not exist ]
  Script location: file: common/character_interactions/DI_character_interaction.txt line: 1416 (DI_arrange_marriage_interaction:is_shown)",exception,Исходный Divine Intervention для ванили не исправляется по указанию пользователя.
scripts,1871,Divine Intervention + AGOT compatibility,di-persian-marriage,Divine Intervention Cheat Menu,PostValidate of trigger 'has_struggle_phase_parameter' returned false at file: common/character_interactions/DI_character_interaction.txt line: 1416 (DI_arrange_marriage_interaction:is_shown),exception,Исходный Divine Intervention для ванили не исправляется по указанию пользователя.
scripts,1872,Divine Intervention + AGOT compatibility,di-persian-marriage,Divine Intervention Cheat Menu,"Script system error!
  Error: is_struggle_type trigger [ Invalid database object 'persian_struggle' ]
  Script location: file: common/character_interactions/DI_character_interaction.txt line: 1424 (DI_arrange_marriage_interaction:is_valid)",exception,Исходный Divine Intervention для ванили не исправляется по указанию пользователя.
scripts,1876,Divine Intervention + AGOT compatibility,di-persian-marriage,Divine Intervention Cheat Menu,PostValidate of trigger 'is_struggle_type' returned false at file: common/character_interactions/DI_character_interaction.txt line: 1424 (DI_arrange_marriage_interaction:is_valid),exception,Исходный Divine Intervention для ванили не исправляется по указанию пользователя.
scripts,1877,Divine Intervention + AGOT compatibility,di-persian-marriage,Divine Intervention Cheat Menu,"Script system error!
  Error: is_struggle_type trigger [ Invalid database object 'persian_struggle' ]
  Script location: file: common/character_interactions/DI_character_interaction.txt line: 1430 (DI_arrange_marriage_interaction:is_valid)",exception,Исходный Divine Intervention для ванили не исправляется по указанию пользователя.
scripts,1881,Divine Intervention + AGOT compatibility,di-persian-marriage,Divine Intervention Cheat Menu,PostValidate of trigger 'is_struggle_type' returned false at file: common/character_interactions/DI_character_interaction.txt line: 1430 (DI_arrange_marriage_interaction:is_valid),exception,Исходный Divine Intervention для ванили не исправляется по указанию пользователя.
scripts,1882,Crowns of Westeros,crowns-shattered-rule,AGOT - Crowns of Westeros,"Script system error!
  Error: has_game_rule trigger [ Invalid database object 'agot_shatter_empires' ]
  Script location: file: common/on_action/ntc_artifacts_startdate.txt line: 128 (ntc_artifact_shattered_kingdoms)",expected_fixed,Исправлено статически; исчезновение сообщения ещё не подтверждено запуском.
scripts,1886,Crowns of Westeros,crowns-shattered-rule,AGOT - Crowns of Westeros,PostValidate of trigger 'has_game_rule' returned false at file: common/on_action/ntc_artifacts_startdate.txt line: 128 (ntc_artifact_shattered_kingdoms),expected_fixed,Исправлено статически; исчезновение сообщения ещё не подтверждено запуском.
scripts,1887,Divine Intervention + AGOT compatibility,di-faith-families,Divine Intervention Cheat Menu,"Script system error!
  Error: is_in_family trigger [ Invalid database object 'rf_abrahamic' ]
  Script location: file: common/scripted_effects/DI_char_spawner_effects.txt line: 1464 (DI_char_spawner_resolve_origin_effect)",exception,Исходный Divine Intervention для ванили не исправляется по указанию пользователя.
scripts,1891,Divine Intervention + AGOT compatibility,di-faith-families,Divine Intervention Cheat Menu,PostValidate of trigger 'is_in_family' returned false at file: common/scripted_effects/DI_char_spawner_effects.txt line: 1464 (DI_char_spawner_resolve_origin_effect),exception,Исходный Divine Intervention для ванили не исправляется по указанию пользователя.
scripts,1892,Divine Intervention + AGOT compatibility,di-faith-families,Divine Intervention Cheat Menu,"Script system error!
  Error: is_in_family trigger [ Invalid database object 'rf_abrahamic' ]
  Script location: file: common/scripted_effects/DI_char_spawner_effects.txt line: 1466 (DI_char_spawner_resolve_origin_effect)",exception,Исходный Divine Intervention для ванили не исправляется по указанию пользователя.
scripts,1896,Divine Intervention + AGOT compatibility,di-faith-families,Divine Intervention Cheat Menu,PostValidate of trigger 'is_in_family' returned false at file: common/scripted_effects/DI_char_spawner_effects.txt line: 1466 (DI_char_spawner_resolve_origin_effect),exception,Исходный Divine Intervention для ванили не исправляется по указанию пользователя.
scripts,1897,Divine Intervention + AGOT compatibility,di-faith-families,Divine Intervention Cheat Menu,"Script system error!
  Error: is_in_family trigger [ Invalid database object 'rf_eastern' ]
  Script location: file: common/scripted_effects/DI_char_spawner_effects.txt line: 1470 (DI_char_spawner_resolve_origin_effect)",exception,Исходный Divine Intervention для ванили не исправляется по указанию пользователя.
scripts,1901,Divine Intervention + AGOT compatibility,di-faith-families,Divine Intervention Cheat Menu,PostValidate of trigger 'is_in_family' returned false at file: common/scripted_effects/DI_char_spawner_effects.txt line: 1470 (DI_char_spawner_resolve_origin_effect),exception,Исходный Divine Intervention для ванили не исправляется по указанию пользователя.
scripts,1902,Divine Intervention + AGOT compatibility,di-faith-families,Divine Intervention Cheat Menu,"Script system error!
  Error: is_in_family trigger [ Invalid database object 'rf_eastern' ]
  Script location: file: common/scripted_effects/DI_char_spawner_effects.txt line: 1472 (DI_char_spawner_resolve_origin_effect)",exception,Исходный Divine Intervention для ванили не исправляется по указанию пользователя.
scripts,1906,Divine Intervention + AGOT compatibility,di-faith-families,Divine Intervention Cheat Menu,PostValidate of trigger 'is_in_family' returned false at file: common/scripted_effects/DI_char_spawner_effects.txt line: 1472 (DI_char_spawner_resolve_origin_effect),exception,Исходный Divine Intervention для ванили не исправляется по указанию пользователя.
scripts,1907,Divine Intervention + AGOT compatibility,di-faith-families,Divine Intervention Cheat Menu,"Script system error!
  Error: is_in_family trigger [ Invalid database object 'rf_sinitic' ]
  Script location: file: common/scripted_effects/DI_char_spawner_effects.txt line: 1476 (DI_char_spawner_resolve_origin_effect)",exception,Исходный Divine Intervention для ванили не исправляется по указанию пользователя.
scripts,1911,Divine Intervention + AGOT compatibility,di-faith-families,Divine Intervention Cheat Menu,PostValidate of trigger 'is_in_family' returned false at file: common/scripted_effects/DI_char_spawner_effects.txt line: 1476 (DI_char_spawner_resolve_origin_effect),exception,Исходный Divine Intervention для ванили не исправляется по указанию пользователя.
scripts,1912,Divine Intervention + AGOT compatibility,di-faith-families,Divine Intervention Cheat Menu,"Script system error!
  Error: is_in_family trigger [ Invalid database object 'rf_sinitic' ]
  Script location: file: common/scripted_effects/DI_char_spawner_effects.txt line: 1478 (DI_char_spawner_resolve_origin_effect)",exception,Исходный Divine Intervention для ванили не исправляется по указанию пользователя.
scripts,1916,Divine Intervention + AGOT compatibility,di-faith-families,Divine Intervention Cheat Menu,PostValidate of trigger 'is_in_family' returned false at file: common/scripted_effects/DI_char_spawner_effects.txt line: 1478 (DI_char_spawner_resolve_origin_effect),exception,Исходный Divine Intervention для ванили не исправляется по указанию пользователя.
scripts,1917,Divine Intervention + AGOT compatibility,di-faith-families,Divine Intervention Cheat Menu,"Script system error!
  Error: is_in_family trigger [ Invalid database object 'rf_pagan' ]
  Script location: file: common/scripted_effects/DI_char_spawner_effects.txt line: 1482 (DI_char_spawner_resolve_origin_effect)",exception,Исходный Divine Intervention для ванили не исправляется по указанию пользователя.
scripts,1921,Divine Intervention + AGOT compatibility,di-faith-families,Divine Intervention Cheat Menu,PostValidate of trigger 'is_in_family' returned false at file: common/scripted_effects/DI_char_spawner_effects.txt line: 1482 (DI_char_spawner_resolve_origin_effect),exception,Исходный Divine Intervention для ванили не исправляется по указанию пользователя.
